method,lambda,metric,mean_paired_delta_vs_erm,std_paired_delta,positive_seed_count,negative_seed_count,zero_seed_count,n_seeds,exact_two_sided_sign_flip_p,bh_q_across_all_reported_tests,interpretation
l1,1.0,latent_mean_gap,-0.6129716509021819,0.5306882774111474,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l1,1.0,latent_covariance_gap,-0.2621070159672854,0.04183885172045072,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l1,1.0,effective_rank,-1.1559611797332763,0.4982321836325965,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l1,1.0,latent_variance,-3.8841938456287606,0.7482125369563692,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,source_mse,7.033944129944958e-05,0.0007575175732880838,2,3,0,5,0.9375,0.9625,exploratory_only
l2,0.03,cross_domain_mse,0.008734679222106889,0.0014960980732008334,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,cross_task_mse,-0.038285839557647715,0.025320791951664277,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,joint_mse,0.3363837957382202,0.14087780659603047,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,core_probe_r2,0.08016614913940427,0.026898441862770062,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,spurious_probe_r2,0.15932521820068363,0.07006135086400544,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,domain_probe_accuracy,-0.14375,0.1343064599114659,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,latent_mean_gap,-0.557169022411108,0.5286155928934472,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,latent_covariance_gap,-0.15491634458303452,0.023135640793664706,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,effective_rank,-0.7819865226745606,0.20739613020233913,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.03,latent_variance,-2.9552865982055665,0.7869718074311091,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,source_mse,0.0017229616641998402,0.0025919800195535092,4,1,0,5,0.1875,0.3071808510638298,exploratory_only
l2,0.1,cross_domain_mse,0.027446126937866168,0.004598542904684288,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,cross_task_mse,0.020246857404708864,0.015409674645703812,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,joint_mse,-0.08638668060302734,0.05016735797335145,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,core_probe_r2,-0.02900826930999756,0.02099922830588221,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,spurious_probe_r2,-0.03247004747390747,0.029337650023686008,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,domain_probe_accuracy,-0.14951171875,0.11990730122534657,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,latent_mean_gap,-0.5620574440807105,0.5309773193390952,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,latent_covariance_gap,-0.1635002955794334,0.022666586668319225,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,effective_rank,-0.8340139865875245,0.21457073149226494,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.1,latent_variance,-3.0657625436782836,0.7839862751046791,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,source_mse,0.017852759361267102,0.00985493316296113,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,cross_domain_mse,0.07622821331024161,0.012203089909849526,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,cross_task_mse,0.020321947336196876,0.015550134997906886,4,1,0,5,0.125,0.22647058823529412,exploratory_only
l2,0.3,joint_mse,-0.07816381454467773,0.054736721526792,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,core_probe_r2,-0.034671950340271,0.020729400523546583,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,spurious_probe_r2,-0.020935821533203124,0.031080261601703314,2,3,0,5,0.25,0.3888888888888889,exploratory_only
l2,0.3,domain_probe_accuracy,-0.15419921875,0.12200750337258537,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,latent_mean_gap,-0.5713735081255435,0.536770476064122,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,latent_covariance_gap,-0.176239475607872,0.023559981945350722,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,effective_rank,-0.9680949211120605,0.20463853055143588,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,0.3,latent_variance,-3.251817774772644,0.7517209427708912,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,source_mse,0.13280808925628662,0.030711365482188276,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,cross_domain_mse,0.07133622169494624,0.06899652964887901,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,cross_task_mse,0.29334964156150817,0.15925213175175545,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,joint_mse,1.0347901821136474,0.5995955413106939,4,1,0,5,0.125,0.22647058823529412,exploratory_only
l2,1.0,core_probe_r2,-0.4417531430721283,0.2310787140986873,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,spurious_probe_r2,-0.013252937793731689,0.03946679058613927,2,3,0,5,0.5625,0.6957831325301205,exploratory_only
l2,1.0,domain_probe_accuracy,-0.1662109375,0.11618046721729772,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,latent_mean_gap,-0.5880746348644607,0.5441675483139594,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,latent_covariance_gap,-0.21654634773731232,0.03158298324795484,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,effective_rank,-1.3878781080245972,0.22806407516190436,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
l2,1.0,latent_variance,-3.7420876145362856,0.7053749158399729,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.03,source_mse,-3.883838653565563e-05,6.938261451134445e-05,3,2,0,5,0.5,0.6390041493775933,exploratory_only
mmd,0.03,cross_domain_mse,-0.0019053459167480912,0.0019952985504050943,1,4,0,5,0.1875,0.3071808510638298,exploratory_only
mmd,0.03,cross_task_mse,0.0009182035923003928,0.007302838050826852,3,2,0,5,0.8125,0.8811619718309859,exploratory_only
mmd,0.03,joint_mse,0.0005116462707519531,0.029176254735965575,2,3,0,5,1.0,1.0,exploratory_only
mmd,0.03,core_probe_r2,0.0020863890647888407,0.006171026698292562,3,2,0,5,0.5,0.6390041493775933,exploratory_only
mmd,0.03,spurious_probe_r2,-7.747411727905273e-05,0.011411094620498448,2,3,0,5,1.0,1.0,exploratory_only
mmd,0.03,domain_probe_accuracy,-0.1265625,0.13066993779999025,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.03,latent_mean_gap,-0.45989697724580764,0.5795165709692816,1,4,0,5,0.125,0.22647058823529412,exploratory_only
mmd,0.03,latent_covariance_gap,-0.014052030444145176,0.028689159213401805,2,3,0,5,0.5,0.6390041493775933,exploratory_only
mmd,0.03,effective_rank,-0.0799860954284668,0.13388170905829283,1,4,0,5,0.3125,0.4605263157894737,exploratory_only
mmd,0.03,latent_variance,-0.36441259384155283,0.24896450364145306,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.1,source_mse,1.5980005264282228e-05,0.00018948044634159385,3,2,0,5,0.9375,0.9625,exploratory_only
mmd,0.1,cross_domain_mse,-0.00506901741027832,0.006112879532591744,1,4,0,5,0.1875,0.3071808510638298,exploratory_only
mmd,0.1,cross_task_mse,-4.631280899070056e-06,0.017385615881204873,3,2,0,5,1.0,1.0,exploratory_only
mmd,0.1,joint_mse,-0.01808537244796753,0.07321775601640841,1,4,0,5,0.5625,0.6957831325301205,exploratory_only
mmd,0.1,core_probe_r2,0.00033468008041381836,0.014348580616269212,2,3,0,5,1.0,1.0,exploratory_only
mmd,0.1,spurious_probe_r2,-0.002775394916534424,0.03486141062307483,1,4,0,5,0.9375,0.9625,exploratory_only
mmd,0.1,domain_probe_accuracy,-0.12998046875,0.12982011012919964,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.1,latent_mean_gap,-0.46141570806503296,0.5927139491335685,1,4,0,5,0.1875,0.3071808510638298,exploratory_only
mmd,0.1,latent_covariance_gap,-0.038856592774391165,0.06668902049317914,2,3,0,5,0.25,0.3888888888888889,exploratory_only
mmd,0.1,effective_rank,-0.20538029670715333,0.2599324883477948,1,4,0,5,0.125,0.22647058823529412,exploratory_only
mmd,0.1,latent_variance,-0.7077737808227539,0.5655879581565846,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.3,source_mse,0.00024688243865965686,0.0004516976695886458,3,2,0,5,0.375,0.525,exploratory_only
mmd,0.3,cross_domain_mse,-0.012501430511474653,0.01307133668163622,1,4,0,5,0.125,0.22647058823529412,exploratory_only
mmd,0.3,cross_task_mse,-0.0006906092166900745,0.020397329959682707,3,2,0,5,1.0,1.0,exploratory_only
mmd,0.3,joint_mse,-0.01794123649597168,0.10481172993000103,2,3,0,5,0.6875,0.7871747211895911,exploratory_only
mmd,0.3,core_probe_r2,0.0046852827072143555,0.021029473689203656,2,3,0,5,0.6875,0.7871747211895911,exploratory_only
mmd,0.3,spurious_probe_r2,0.003282487392425537,0.04798212468122992,2,3,0,5,0.875,0.9357638888888888,exploratory_only
mmd,0.3,domain_probe_accuracy,-0.13603515625,0.13268031105407557,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.3,latent_mean_gap,-0.46850326657295227,0.6062340753364664,2,3,0,5,0.25,0.3888888888888889,exploratory_only
mmd,0.3,latent_covariance_gap,-0.0911604419350624,0.10739421829981391,2,3,0,5,0.25,0.3888888888888889,exploratory_only
mmd,0.3,effective_rank,-0.4626374006271362,0.18380112295525777,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,0.3,latent_variance,-1.2056365489959717,1.1726462566626252,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,1.0,source_mse,0.001223480701446522,0.0007618023063963236,5,0,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,1.0,cross_domain_mse,-0.017659926414489747,0.031097535641597562,1,4,0,5,0.3125,0.4605263157894737,exploratory_only
mmd,1.0,cross_task_mse,-0.006077396869659424,0.035653726361106836,2,3,0,5,0.75,0.84,exploratory_only
mmd,1.0,joint_mse,0.08069109916687012,0.22391355408226798,3,2,0,5,0.5625,0.6957831325301205,exploratory_only
mmd,1.0,core_probe_r2,0.028033435344696024,0.03675910545600828,3,2,0,5,0.25,0.3888888888888889,exploratory_only
mmd,1.0,spurious_probe_r2,0.04314144849777222,0.08000170394220647,3,2,0,5,0.375,0.525,exploratory_only
mmd,1.0,domain_probe_accuracy,-0.1408203125,0.13425274987840863,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,1.0,latent_mean_gap,-0.5131413072347641,0.5618094366065899,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,1.0,latent_covariance_gap,-0.0972948595881462,0.17446191043841638,2,3,0,5,0.375,0.525,exploratory_only
mmd,1.0,effective_rank,-0.7417092561721802,0.2782826960938326,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
mmd,1.0,latent_variance,-2.2411020040512084,1.464806124666655,0,5,0,5,0.0625,0.13848920863309352,exploratory_only
