E00_operator_norm,E0K_operator_norm,EC0_operator_norm,ECK_operator_norm,Pi00_norm,Pi0K_norm,PiC0_norm,PiCK_norm,common_base_kind,filtering_norm,interaction_norm,lambda,method,seed,sensing_norm,setting,symmetric_identity_residual
2.747766954617418e-12,0.0022064967544351277,2.747766954617418e-12,0.0022064967544351277,1.7278875543913745,1.7160402155806374,1.7278875543913745,1.7160402155806374,ERM_source_solution,0.012270699156460101,0.0,0.01,L2,,0.0,u_exposed_complete_information,0.0
2.747766954617418e-12,0.020775456454097507,2.747766954617418e-12,0.020775456454097507,1.7278875543913745,1.6169636133182623,1.7278875543913745,1.6169636133182623,ERM_source_solution,0.1147169959349886,0.0,0.1,L2,,0.0,u_exposed_complete_information,0.0
2.747766954617418e-12,0.00032320316995466535,0.00032325008897159894,3.1874702548728415e-06,1.7278875543913745,1.7277787063817667,1.7279928696276055,1.7278834676134054,ERM_source_solution,0.0006536462780252576,1.945848799724681e-06,0.001,IRMV1,,0.0006611959521379382,u_exposed_complete_information,0.0
2.747766954617418e-12,0.003147539027983527,0.003232500900534775,3.124840439075189e-05,1.7278875543913745,1.7268370759101543,1.728951829762914,1.7278473893881534,ERM_source_solution,0.006450624438901515,0.00018949798457184645,0.01,IRMV1,,0.006528202859996224,u_exposed_complete_information,0.0
2.747766954617418e-12,0.024952295333961892,0.03232500901616673,0.00026615015297718923,1.7278875543913745,1.7201349451509063,1.739635516299626,1.7275465254753828,ERM_source_solution,0.05788203492149919,0.015022557275329819,0.1,IRMV1,,0.05882790573364442,u_exposed_complete_information,1.0842021724855044e-19
2.747766954617418e-12,3.18947094994468e-07,6.834632913510496e-07,6.834632913510496e-07,1.7278875543913745,1.727887063284079,1.7278875553095607,1.7278870642022641,ERM_source_solution,1.351674277345709e-06,6.132638481353732e-11,0.001,VREX,,5.632975888656097e-05,u_exposed_complete_information,1.2731145380038284e-21
2.747766954617418e-12,3.1894560810438894e-06,6.834632914343164e-06,6.834632914343164e-06,1.7278875543913745,1.727882643506038,1.7278876462099724,1.7278827353233983,ERM_source_solution,1.3516644382027228e-05,6.132558052672393e-09,0.01,VREX,,0.0005632955203566047,u_exposed_complete_information,1.124563843489493e-20
2.747766954617418e-12,3.1893152519742686e-05,6.834632914448635e-05,6.834632914448635e-05,1.7278875543913745,1.7278384642986728,1.7278967362269857,1.7278476448969236,ERM_source_solution,0.0001351569187477731,6.131756391909139e-07,0.1,VREX,,0.005632748392563483,u_exposed_complete_information,1.4382609467543614e-19
14.72222128932172,14.72222128932172,14.72222128932172,14.72222128932172,17074.46905212627,17074.46905212627,17074.46905212627,17074.46905212627,ERM_source_solution,0.0,0.0,0.0,L2,0,0.0,declared_source_target_coupled_correlation,0.0
14.72222128932172,14.724923963967452,14.722221289321686,14.724923963967429,17074.46905212627,12635.211446168105,17074.46905212627,12635.211446168105,ERM_source_solution,4631.867588589739,1.9423195319325635e-13,0.001,L2,0,1.6865476728167628e-12,declared_source_target_coupled_correlation,1.0670650583328846e-15
14.72222128932172,14.745833710022968,14.722221289321448,14.745833710022701,17074.46905212627,4276.305099071107,17074.46905212627,4276.305099071107,ERM_source_solution,13165.342309430107,8.38768777478723e-12,0.01,L2,0,1.3597612170108647e-11,declared_source_target_coupled_correlation,3.2270577740102935e-14
14.72222128932172,14.736108458009756,14.722221289318968,14.7361084580077,17074.46905212627,658.9356535978069,17074.46905212627,658.935653597807,ERM_source_solution,16536.267079400466,1.5702303261663981e-10,0.1,L2,0,9.827119613766176e-11,declared_source_target_coupled_correlation,7.000167233987064e-14
14.72222128932172,14.7626273503066,14.677173745804595,14.721634054872423,17074.46905212627,17070.87532587755,17079.128734495473,17075.10344552977,ERM_source_solution,13.855777761950764,1.3281337807048692,0.001,IRMV1,0,22.915490930873567,declared_source_target_coupled_correlation,4.0136572825054405e-17
14.72222128932172,14.943445002183102,14.274676518616905,14.71787817174463,17074.46905212627,17057.52908038115,17122.439296853627,17081.635634009508,ERM_source_solution,108.95788846023179,73.00557288460546,0.01,IRMV1,0,212.1168874914798,declared_source_target_coupled_correlation,2.194759707444797e-15
14.72222128932172,15.100310068145845,10.666005047339159,14.700114257957482,17074.46905212627,17094.16798657027,17687.29269354114,17233.05918662644,ERM_source_solution,794.0878415056669,1326.7060699155727,0.1,IRMV1,0,1984.3264811297722,declared_source_target_coupled_correlation,5.574645646102469e-14
14.72222128932172,14.722182506843637,14.722221290185242,14.722182507706984,17074.46905212627,17074.361021999903,17074.46919864393,17074.361168517014,ERM_source_solution,0.15554323258213168,3.2057303154750504e-05,0.001,VREX,0,2.2368275134966753,declared_source_target_coupled_correlation,1.0459399351693529e-19
14.72222128932172,14.721833824874683,14.722221375671245,14.72183391104287,17074.46905212627,17073.389093383816,17074.48370388572,17073.40374460124,ERM_source_solution,1.5548894281182364,0.0032038791874533573,0.01,VREX,0,22.367770588718425,declared_source_target_coupled_correlation,3.1989941572455204e-17
14.72222128932172,14.718382338857749,14.722229924378746,14.718390795117882,17074.46905212627,17063.703520241812,17075.934165841,17065.168093898497,ERM_source_solution,15.495703198724604,0.31855136910312326,0.1,VREX,0,223.62739062941935,declared_source_target_coupled_correlation,7.912325636589047e-16
14.72222128932172,14.72222128932172,14.72222128932172,14.72222128932172,17074.46905212627,17074.46905212627,17074.46905212627,17074.46905212627,ERM_source_solution,0.0,0.0,0.0,L2,0,0.0,mechanism_defined_hidden,0.0
14.72222128932172,14.724923963967452,14.722221289321686,14.724923963967425,17074.46905212627,12635.211446168105,17074.46905212627,12635.211446168105,ERM_source_solution,4631.867588589739,1.9423195319325635e-13,0.001,L2,0,1.6865476728167628e-12,mechanism_defined_hidden,1.0670650583328846e-15
14.72222128932172,14.745833710022968,14.722221289321444,14.7458337100227,17074.46905212627,4276.305099071107,17074.46905212627,4276.305099071107,ERM_source_solution,13165.342309430107,8.38768777478723e-12,0.01,L2,0,1.3597612170108647e-11,mechanism_defined_hidden,3.2270577740102935e-14
14.72222128932172,14.736108458009753,14.722221289318968,14.7361084580077,17074.46905212627,658.9356535978069,17074.46905212627,658.935653597807,ERM_source_solution,16536.267079400466,1.5702303261663981e-10,0.1,L2,0,9.827119613766176e-11,mechanism_defined_hidden,7.000167233987064e-14
14.72222128932172,14.7626273503066,14.677173745804595,14.721634054872423,17074.46905212627,17070.87532587755,17079.128734495473,17075.10344552977,ERM_source_solution,13.855777761950764,1.3281337807048692,0.001,IRMV1,0,22.915490930873567,mechanism_defined_hidden,4.0136572825054405e-17
14.72222128932172,14.943445002183102,14.274676518616905,14.71787817174463,17074.46905212627,17057.52908038115,17122.439296853627,17081.635634009508,ERM_source_solution,108.95788846023179,73.00557288460546,0.01,IRMV1,0,212.1168874914798,mechanism_defined_hidden,2.194759707444797e-15
14.72222128932172,15.100310068145847,10.666005047339159,14.700114257957482,17074.46905212627,17094.16798657027,17687.29269354114,17233.05918662644,ERM_source_solution,794.0878415056669,1326.7060699155727,0.1,IRMV1,0,1984.3264811297722,mechanism_defined_hidden,5.574645646102469e-14
14.72222128932172,14.722182506843637,14.722221290185246,14.72218250770698,17074.46905212627,17074.361021999903,17074.46919864393,17074.361168517014,ERM_source_solution,0.15554323258213168,3.2057303154750504e-05,0.001,VREX,0,2.2368275134966753,mechanism_defined_hidden,1.0459399351693529e-19
14.72222128932172,14.721833824874684,14.722221375671246,14.721833911042866,17074.46905212627,17073.389093383816,17074.48370388572,17073.40374460124,ERM_source_solution,1.5548894281182364,0.0032038791874533573,0.01,VREX,0,22.367770588718425,mechanism_defined_hidden,3.1989941572455204e-17
14.72222128932172,14.718382338857753,14.722229924378745,14.718390795117882,17074.46905212627,17063.703520241812,17075.934165841,17065.168093898497,ERM_source_solution,15.495703198724604,0.31855136910312326,0.1,VREX,0,223.62739062941935,mechanism_defined_hidden,7.912325636589047e-16
17.388618856929288,17.388618856929288,17.388618856929288,17.388618856929288,17074.46905212627,17074.46905212627,17074.46905212627,17074.46905212627,ERM_source_solution,0.0,0.0,0.0,L2,0,0.0,mechanism_defined_exposed,0.0
17.388618856929288,17.38230757728299,17.38861885692923,17.382307577282948,17074.46905212627,12635.211446168105,17074.46905212627,12635.211446168105,ERM_source_solution,4631.867588589739,1.9423195319325635e-13,0.001,L2,0,1.6865476728167628e-12,mechanism_defined_exposed,1.0670650583328846e-15
17.388618856929288,17.391959280421794,17.388618856928762,17.39195928042129,17074.46905212627,4276.305099071107,17074.46905212627,4276.305099071107,ERM_source_solution,13165.342309430107,8.38768777478723e-12,0.01,L2,0,1.3597612170108647e-11,mechanism_defined_exposed,3.2270577740102935e-14
17.388618856929288,17.344739559192682,17.3886188569241,17.344739559188845,17074.46905212627,658.9356535978069,17074.46905212627,658.935653597807,ERM_source_solution,16536.267079400466,1.5702303261663981e-10,0.1,L2,0,9.827119613766176e-11,mechanism_defined_exposed,7.000167233987064e-14
17.388618856929288,17.455520511668684,17.31405658213031,17.387597662693018,17074.46905212627,17070.87532587755,17079.128734495473,17075.10344552977,ERM_source_solution,13.855777761950764,1.3281337807048692,0.001,IRMV1,0,22.915490930873567,mechanism_defined_exposed,4.0136572825054405e-17
17.388618856929288,17.755471609312007,16.651763974860934,17.380888786620172,17074.46905212627,17057.52908038115,17122.439296853627,17081.635634009508,ERM_source_solution,108.95788846023179,73.00557288460546,0.01,IRMV1,0,212.1168874914798,mechanism_defined_exposed,2.194759707444797e-15
17.388618856929288,18.01313701955596,11.444941337802094,17.343567606569557,17074.46905212627,17094.16798657027,17687.29269354114,17233.05918662644,ERM_source_solution,794.0878415056669,1326.7060699155727,0.1,IRMV1,0,1984.3264811297722,mechanism_defined_exposed,5.574645646102469e-14
17.388618856929288,17.388531006977427,17.388618858088275,17.388531008136162,17074.46905212627,17074.361021999903,17074.46919864393,17074.361168517014,ERM_source_solution,0.15554323258213168,3.2057303154750504e-05,0.001,VREX,0,2.2368275134966753,mechanism_defined_exposed,1.0459399351693529e-19
17.388618856929288,17.387741187959723,17.388618972822393,17.387741303595224,17074.46905212627,17073.389093383816,17074.48370388572,17073.40374460124,ERM_source_solution,1.5548894281182364,0.0032038791874533573,0.01,VREX,0,22.367770588718425,mechanism_defined_exposed,3.1989941572455204e-17
17.388618856929288,17.379924435702353,17.38863044630281,17.379935771135997,17074.46905212627,17063.703520241812,17075.934165841,17065.168093898497,ERM_source_solution,15.495703198724604,0.31855136910312326,0.1,VREX,0,223.62739062941935,mechanism_defined_exposed,7.912325636589047e-16
14.855849287116934,14.855849287116934,14.855849287116934,14.855849287116934,17074.46905212627,17074.46905212627,17074.46905212627,17074.46905212627,ERM_source_solution,0.0,0.0,0.0,L2,0,0.0,irrelevant_source_diversity,0.0
14.855849287116934,14.857898025732634,14.855849287116904,14.85789802573261,17074.46905212627,12635.211446168105,17074.46905212627,12635.211446168105,ERM_source_solution,4631.867588589739,1.9423195319325635e-13,0.001,L2,0,1.6865476728167628e-12,irrelevant_source_diversity,1.0670650583328846e-15
14.855849287116934,14.875619618132541,14.855849287116683,14.8756196181323,17074.46905212627,4276.305099071107,17074.46905212627,4276.305099071107,ERM_source_solution,13165.342309430107,8.38768777478723e-12,0.01,L2,0,1.3597612170108647e-11,irrelevant_source_diversity,3.2270577740102935e-14
14.855849287116934,14.86541335275415,14.855849287114419,14.865413352752267,17074.46905212627,658.9356535978069,17074.46905212627,658.935653597807,ERM_source_solution,16536.267079400466,1.5702303261663981e-10,0.1,L2,0,9.827119613766176e-11,irrelevant_source_diversity,7.000167233987064e-14
14.855849287116934,14.877733109994733,14.832821748008039,14.855298862396987,17074.46905212627,17070.87532587755,17079.128734495473,17075.10344552977,ERM_source_solution,13.855777761950764,1.3281337807048692,0.001,IRMV1,0,22.915490930873567,irrelevant_source_diversity,4.0136572825054405e-17
14.855849287116934,14.992360834422229,14.704857787014863,14.851846925063661,17074.46905212627,17057.52908038115,17122.439296853627,17081.635634009508,ERM_source_solution,108.95788846023179,73.00557288460546,0.01,IRMV1,0,212.1168874914798,irrelevant_source_diversity,2.194759707444797e-15
14.855849287116934,15.110958880948536,21.70871689264665,14.836567757156066,17074.46905212627,17094.16798657027,17687.29269354114,17233.05918662644,ERM_source_solution,794.0878415056669,1326.7060699155727,0.1,IRMV1,0,1984.3264811297722,irrelevant_source_diversity,5.574645646102469e-14
14.855849287116934,14.855813173208315,14.855848638120394,14.855812524125783,17074.46905212627,17074.361021999903,17074.46919864393,17074.361168517014,ERM_source_solution,0.15554323258213168,3.2057303154750504e-05,0.001,VREX,0,2.2368275134966753,irrelevant_source_diversity,1.0459399351693529e-19
14.855849287116934,14.855488502830056,14.855842872695037,14.855482079656316,17074.46905212627,17073.389093383816,17074.48370388572,17073.40374460124,ERM_source_solution,1.5548894281182364,0.0032038791874533573,0.01,VREX,0,22.367770588718425,irrelevant_source_diversity,3.1989941572455204e-17
14.855849287116934,14.85227659195585,14.855792698438558,14.852218977971933,17074.46905212627,17063.703520241812,17075.934165841,17065.168093898497,ERM_source_solution,15.495703198724604,0.31855136910312326,0.1,VREX,0,223.62739062941935,irrelevant_source_diversity,7.912325636589047e-16
10.102457152737955,10.102457152737955,10.102457152737955,10.102457152737955,16682.18702940598,16682.18702940598,16682.18702940598,16682.18702940598,ERM_source_solution,0.0,0.0,0.0,L2,1,0.0,declared_source_target_coupled_correlation,0.0
10.102457152737955,10.090543226157406,10.102457152737955,10.090543226157408,16682.18702940598,12744.092811655772,16682.18702940598,12744.092811655772,ERM_source_solution,4121.007194290564,3.736436956668452e-13,0.001,L2,1,3.4268209688074088e-12,declared_source_target_coupled_correlation,4.965068306494546e-16
10.102457152737955,10.048651288454646,10.102457152737959,10.04865128845465,16682.18702940598,4531.035880789873,16682.187029405985,4531.035880789875,ERM_source_solution,12478.700831640383,1.7621829987482194e-11,0.01,L2,1,2.7316402050340273e-11,declared_source_target_coupled_correlation,2.3876866005964244e-14
10.102457152737955,9.891610744245824,10.102457152737998,9.89161074424584,16682.18702940598,696.6394970863387,16682.187029405995,696.6394970863417,ERM_source_solution,16093.18091779363,3.20117333203605e-10,0.1,L2,1,1.9777689595810103e-10,declared_source_target_coupled_correlation,6.601296247694098e-14
10.102457152737955,10.144972219514687,10.055339212805249,10.101995713465673,16682.18702940598,16679.89178547956,16685.039316916642,16682.478206608313,ERM_source_solution,10.980145078962325,1.0539407783641652,0.001,IRMV1,1,24.61129190750298,declared_source_target_coupled_correlation,1.060928597709635e-16
10.102457152737955,10.336410571887278,9.641732571717476,10.099390545416437,16682.18702940598,16670.883003663224,16712.3514409734,16686.38221201298,ERM_source_solution,86.44562865190473,57.75603556146418,0.01,IRMV1,1,236.36009626319964,declared_source_target_coupled_correlation,2.756659277021977e-15
10.102457152737955,10.510579108173978,7.158782353650681,10.097257997780048,16682.18702940598,16684.465201778243,17144.339222867504,16854.270330293824,ERM_source_solution,633.2501730655379,1046.3896469626775,0.1,IRMV1,1,2288.2871502307303,declared_source_target_coupled_correlation,4.726408775803965e-14
10.102457152737955,10.102404615043415,10.102457154698962,10.102404617004016,16682.18702940598,16682.14506906077,16682.187160049823,16682.14519970387,ERM_source_solution,0.09543330660520812,2.8897185336029406e-05,0.001,VREX,1,2.0877816455125364,declared_source_target_coupled_correlation,1.0759652519675887e-19
10.102457152737955,10.101932241079476,10.102457348852216,10.101932436791314,16682.18702940598,16681.767575219183,16682.20009378512,16681.780638858654,ERM_source_solution,0.9539962856674976,0.0028879498047549444,0.01,VREX,1,20.877432363196107,declared_source_target_coupled_correlation,3.049453680644641e-17
10.102457152737955,10.097254148044463,10.102476764784265,10.09727336300535,16682.18702940598,16678.007336714145,16683.49341667931,16679.312989976374,ERM_source_solution,9.507502632539524,0.2870394861363976,0.1,VREX,1,208.73614110718196,declared_source_target_coupled_correlation,7.425763287055302e-16
10.102457152737953,10.102457152737953,10.102457152737953,10.102457152737953,16682.18702940598,16682.18702940598,16682.18702940598,16682.18702940598,ERM_source_solution,0.0,0.0,0.0,L2,1,0.0,mechanism_defined_hidden,0.0
10.102457152737953,10.090543226157406,10.102457152737955,10.090543226157408,16682.18702940598,12744.092811655772,16682.18702940598,12744.092811655772,ERM_source_solution,4121.007194290564,3.736436956668452e-13,0.001,L2,1,3.4268209688074088e-12,mechanism_defined_hidden,4.965068306494546e-16
10.102457152737953,10.048651288454645,10.10245715273796,10.048651288454648,16682.18702940598,4531.035880789873,16682.187029405985,4531.035880789875,ERM_source_solution,12478.700831640383,1.7621829987482194e-11,0.01,L2,1,2.7316402050340273e-11,mechanism_defined_hidden,2.3876866005964244e-14
10.102457152737953,9.891610744245822,10.102457152737998,9.89161074424584,16682.18702940598,696.6394970863387,16682.187029405995,696.6394970863417,ERM_source_solution,16093.18091779363,3.20117333203605e-10,0.1,L2,1,1.9777689595810103e-10,mechanism_defined_hidden,6.601296247694098e-14
10.102457152737953,10.144972219514687,10.055339212805249,10.101995713465671,16682.18702940598,16679.89178547956,16685.039316916642,16682.478206608313,ERM_source_solution,10.980145078962325,1.0539407783641652,0.001,IRMV1,1,24.61129190750298,mechanism_defined_hidden,1.060928597709635e-16
10.102457152737953,10.336410571887276,9.641732571717478,10.099390545416435,16682.18702940598,16670.883003663224,16712.3514409734,16686.38221201298,ERM_source_solution,86.44562865190473,57.75603556146418,0.01,IRMV1,1,236.36009626319964,mechanism_defined_hidden,2.756659277021977e-15
10.102457152737953,10.510579108173978,7.158782353650682,10.097257997780048,16682.18702940598,16684.465201778243,17144.339222867504,16854.270330293824,ERM_source_solution,633.2501730655379,1046.3896469626775,0.1,IRMV1,1,2288.2871502307303,mechanism_defined_hidden,4.726408775803965e-14
10.102457152737953,10.102404615043415,10.10245715469896,10.102404617004016,16682.18702940598,16682.14506906077,16682.187160049823,16682.14519970387,ERM_source_solution,0.09543330660520812,2.8897185336029406e-05,0.001,VREX,1,2.0877816455125364,mechanism_defined_hidden,1.0759652519675887e-19
10.102457152737953,10.101932241079476,10.102457348852216,10.101932436791316,16682.18702940598,16681.767575219183,16682.20009378512,16681.780638858654,ERM_source_solution,0.9539962856674976,0.0028879498047549444,0.01,VREX,1,20.877432363196107,mechanism_defined_hidden,3.049453680644641e-17
10.102457152737953,10.097254148044465,10.102476764784264,10.09727336300535,16682.18702940598,16678.007336714145,16683.49341667931,16679.312989976374,ERM_source_solution,9.507502632539524,0.2870394861363976,0.1,VREX,1,208.73614110718196,mechanism_defined_hidden,7.425763287055302e-16
12.191180880521644,12.191180880521644,12.191180880521644,12.191180880521644,16682.18702940598,16682.18702940598,16682.18702940598,16682.18702940598,ERM_source_solution,0.0,0.0,0.0,L2,1,0.0,mechanism_defined_exposed,0.0
12.191180880521644,12.155857768799802,12.191180880521644,12.1558577687998,16682.18702940598,12744.092811655772,16682.18702940598,12744.092811655772,ERM_source_solution,4121.007194290564,3.736436956668452e-13,0.001,L2,1,3.4268209688074088e-12,mechanism_defined_exposed,4.965068306494546e-16
12.191180880521644,12.041564418754028,12.191180880521653,12.041564418754037,16682.18702940598,4531.035880789873,16682.187029405985,4531.035880789875,ERM_source_solution,12478.700831640383,1.7621829987482194e-11,0.01,L2,1,2.7316402050340273e-11,mechanism_defined_exposed,2.3876866005964244e-14
12.191180880521644,11.718724863232918,12.191180880521719,11.718724863232948,16682.18702940598,696.6394970863387,16682.187029405995,696.6394970863417,ERM_source_solution,16093.18091779363,3.20117333203605e-10,0.1,L2,1,1.9777689595810103e-10,mechanism_defined_exposed,6.601296247694098e-14
12.191180880521644,12.258488439300205,12.11680805482868,12.19040831450824,16682.18702940598,16679.89178547956,16685.039316916642,16682.478206608313,ERM_source_solution,10.980145078962325,1.0539407783641652,0.001,IRMV1,1,24.61129190750298,mechanism_defined_exposed,1.060928597709635e-16
12.191180880521644,12.56398444974461,11.477853031653302,12.185808296939639,16682.18702940598,16670.883003663224,16712.3514409734,16686.38221201298,ERM_source_solution,86.44562865190473,57.75603556146418,0.01,IRMV1,1,236.36009626319964,mechanism_defined_exposed,2.756659277021977e-15
12.191180880521644,12.841242550242775,9.950338740850654,12.17176734091459,16682.18702940598,16684.465201778243,17144.339222867504,16854.270330293824,ERM_source_solution,633.2501730655379,1046.3896469626775,0.1,IRMV1,1,2288.2871502307303,mechanism_defined_exposed,4.726408775803965e-14
12.191180880521644,12.191063427996504,12.191180883068748,12.191063430543057,16682.18702940598,16682.14506906077,16682.187160049823,16682.14519970387,ERM_source_solution,0.09543330660520812,2.8897185336029406e-05,0.001,VREX,1,2.0877816455125364,mechanism_defined_exposed,1.0759652519675887e-19
12.191180880521644,12.190007402034725,12.191181135260454,12.190007656240544,16682.18702940598,16681.767575219183,16682.20009378512,16681.780638858654,ERM_source_solution,0.9539962856674976,0.0028879498047549444,0.01,VREX,1,20.877432363196107,mechanism_defined_exposed,3.049453680644641e-17
12.191180880521644,12.179549841344596,12.19120635507588,12.179574789830715,16682.18702940598,16678.007336714145,16683.49341667931,16679.312989976374,ERM_source_solution,9.507502632539524,0.2870394861363976,0.1,VREX,1,208.73614110718196,mechanism_defined_exposed,7.425763287055302e-16
10.332844644557353,10.332844644557353,10.332844644557353,10.332844644557353,16682.18702940598,16682.18702940598,16682.18702940598,16682.18702940598,ERM_source_solution,0.0,0.0,0.0,L2,1,0.0,irrelevant_source_diversity,0.0
10.332844644557353,10.318762987216454,10.332844644557351,10.318762987216454,16682.18702940598,12744.092811655772,16682.18702940598,12744.092811655772,ERM_source_solution,4121.007194290564,3.736436956668452e-13,0.001,L2,1,3.4268209688074088e-12,irrelevant_source_diversity,4.965068306494546e-16
10.332844644557353,10.27139340212392,10.332844644557357,10.271393402123921,16682.18702940598,4531.035880789873,16682.187029405985,4531.035880789875,ERM_source_solution,12478.700831640383,1.7621829987482194e-11,0.01,L2,1,2.7316402050340273e-11,irrelevant_source_diversity,2.3876866005964244e-14
10.332844644557353,10.12034070303,10.332844644557385,10.120340703030012,16682.18702940598,696.6394970863387,16682.187029405995,696.6394970863417,ERM_source_solution,16093.18091779363,3.20117333203605e-10,0.1,L2,1,1.9777689595810103e-10,irrelevant_source_diversity,6.601296247694098e-14
10.332844644557353,10.348084859295419,10.317749941094888,10.33245070673317,16682.18702940598,16679.89178547956,16685.039316916642,16682.478206608313,ERM_source_solution,10.980145078962325,1.0539407783641652,0.001,IRMV1,1,24.61129190750298,irrelevant_source_diversity,1.060928597709635e-16
10.332844644557353,10.437876701342043,10.284525347632977,10.330395921701635,16682.18702940598,16670.883003663224,16712.3514409734,16686.38221201298,ERM_source_solution,86.44562865190473,57.75603556146418,0.01,IRMV1,1,236.36009626319964,irrelevant_source_diversity,2.756659277021977e-15
10.332844644557353,10.54501686316935,21.55265354837043,10.332236869390059,16682.18702940598,16684.465201778243,17144.339222867504,16854.270330293824,ERM_source_solution,633.2501730655379,1046.3896469626775,0.1,IRMV1,1,2288.2871502307303,irrelevant_source_diversity,4.726408775803965e-14
10.332844644557353,10.332798314083384,10.332843678913532,10.332797348299275,16682.18702940598,16682.14506906077,16682.187160049823,16682.14519970387,ERM_source_solution,0.09543330660520812,2.8897185336029406e-05,0.001,VREX,1,2.0877816455125364,irrelevant_source_diversity,1.0759652519675887e-19
10.332844644557353,10.332381782586886,10.332835148287284,10.332372271965973,16682.18702940598,16681.767575219183,16682.20009378512,16681.780638858654,ERM_source_solution,0.9539962856674976,0.0028879498047549444,0.01,VREX,1,20.877432363196107,irrelevant_source_diversity,3.049453680644641e-17
10.332844644557353,10.32825990505389,10.332765702200724,10.328179210582517,16682.18702940598,16678.007336714145,16683.49341667931,16679.312989976374,ERM_source_solution,9.507502632539524,0.2870394861363976,0.1,VREX,1,208.73614110718196,irrelevant_source_diversity,7.425763287055302e-16
9.587421616149403,9.587421616149403,9.587421616149403,9.587421616149403,23069.84558229301,23069.84558229301,23069.84558229301,23069.84558229301,ERM_source_solution,0.0,0.0,0.0,L2,2,0.0,declared_source_target_coupled_correlation,0.0
9.587421616149403,9.554014367268621,9.587421616149403,9.554014367268621,23069.84558229301,15991.713679314062,23069.84558229301,15991.713679314062,ERM_source_solution,7474.609606416257,6.05153171880119e-13,0.001,L2,2,2.629259084531655e-12,declared_source_target_coupled_correlation,4.577566798522237e-16
