A_recoverable_norm,E_mode_norm,PiO_mode_norm,alignment_with_negative_Arec,lambda,method,mode,policy,setting,source_visible_norm
0.17753407154173476,0.0008920553354710444,0.17666532612137148,0.9999993456834888,0.01,L2,3,Pi0K,hidden_u_hurts,1.0491124338579063
0.17753407154173476,0.0008920553354710444,0.17666532612137148,0.9999993456834888,0.01,L2,3,PiCK,hidden_u_hurts,1.0491124338579063
0.06589107497652855,0.0010757786561318582,0.06526642901934732,0.9999108101878044,0.01,L2,4,actual,hidden_u_hurts,1.0178008433018144
0.06589107497652855,1.4467491681715249e-12,0.06589107497625257,1.0,0.01,L2,4,Pi00,hidden_u_hurts,1.0178008433018144
0.06589107497652855,1.4467491681715249e-12,0.06589107497625257,1.0,0.01,L2,4,PiC0,hidden_u_hurts,1.0178008433018144
0.06589107497652855,0.0003508394106814611,0.06555161310234917,0.999999090826126,0.01,L2,4,Pi0K,hidden_u_hurts,1.0178008433018144
0.06589107497652855,0.0003508394106814611,0.06555161310234917,0.999999090826126,0.01,L2,4,PiCK,hidden_u_hurts,1.0178008433018144
0.1263984541514605,0.0010395989384131697,0.12538505545725728,0.9999983030218387,0.01,L2,5,actual,hidden_u_hurts,0.5553390759962502
0.1263984541514605,1.8658242699517025e-13,0.12639845415140755,1.0,0.01,L2,5,Pi00,hidden_u_hurts,0.5553390759962502
0.1263984541514605,1.8658242699517025e-13,0.12639845415140755,1.0,0.01,L2,5,PiC0,hidden_u_hurts,0.5553390759962502
0.1263984541514605,0.0009465823057622387,0.12545855126045055,0.9999996026988823,0.01,L2,5,Pi0K,hidden_u_hurts,0.5553390759962502
0.1263984541514605,0.0009465823057622387,0.12545855126045055,0.9999996026988823,0.01,L2,5,PiCK,hidden_u_hurts,0.5553390759962502
0.2146119130120162,0.002439955214461168,0.21218161477704833,0.9999994835820847,0.01,L2,6,actual,hidden_u_hurts,0.46330382781737406
0.2146119130120162,3.100503007300247e-13,0.214611913012159,1.0,0.01,L2,6,Pi00,hidden_u_hurts,0.46330382781737406
0.2146119130120162,3.100503007300247e-13,0.214611913012159,1.0,0.01,L2,6,PiC0,hidden_u_hurts,0.46330382781737406
0.2146119130120162,0.0019714178301645157,0.21264605095771894,0.9999997603376232,0.01,L2,6,Pi0K,hidden_u_hurts,0.46330382781737406
0.2146119130120162,0.0019714178301645157,0.21264605095771894,0.9999997603376232,0.01,L2,6,PiCK,hidden_u_hurts,0.46330382781737406
0.15942051929462298,0.013052279646611377,0.14683181835980155,0.9997460994031075,0.1,L2,0,actual,hidden_u_hurts,1.3086745454002222
0.15942051929462298,2.136817940231098e-12,0.15942051929382411,1.0,0.1,L2,0,Pi00,hidden_u_hurts,1.3086745454002222
0.15942051929462298,2.136817940231098e-12,0.15942051929382411,1.0,0.1,L2,0,PiC0,hidden_u_hurts,1.3086745454002222
0.15942051929462298,0.006380434191686899,0.15348907574814735,0.9998870438450312,0.1,L2,0,Pi0K,hidden_u_hurts,1.3086745454002222
0.15942051929462298,0.006380434191686899,0.15348907574814735,0.9998870438450312,0.1,L2,0,PiCK,hidden_u_hurts,1.3086745454002222
0.016939847902615573,0.0027428144484552474,0.0158484371379189,0.9882075260955113,0.1,L2,1,actual,hidden_u_hurts,1.179566679912516
0.016939847902615573,9.39184824568217e-13,0.016939847902397068,1.0000000000000002,0.1,L2,1,Pi00,hidden_u_hurts,1.179566679912516
