E_operator_norm,PiO_operator_norm,R_operator_norm,adaptive_regret,coordinate_audit_passes,decomposition_residual,dim_world,full_minimax_condition,full_observation_recoverable_residual,information_floor,kernel_dimension,kind,lambda,method,seed,setting,slack_ratio,snapshot_passes,spectral_gap_min,static_tax_holds,static_tax_lower_bound,support_compatible,total_excess,total_regret,z0_norm,zero_observation_E_norm
3.6995334919338467,1.0087969728453114,0.0,6.843274028970119,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.0,L2,0,cleanroom_cpu_source_target_coupled,inf,True,-13.68654805794024,True,0.0,False,6.843274028970119,6.843274028970119,0.0,0.0
3.6672598676819925,0.7442115130027526,0.0,6.724397468555474,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,L2,0,cleanroom_cpu_source_target_coupled,inf,True,-13.44879493711094,True,0.0010329284608092805,False,6.776222463769881,6.776222463769881,0.04545169877593753,0.0
3.698800902594878,1.0071168627738287,0.0,6.840564058518338,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,IRMV1,0,cleanroom_cpu_source_target_coupled,inf,True,-13.681128117036685,True,7.992196304927145e-08,False,6.8413128996621735,6.8413128996621735,0.00039980486002366564,0.0
3.698691592994917,1.0073692653121982,0.0,6.840159750045636,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,VREX,0,cleanroom_cpu_source_target_coupled,inf,True,-13.680319500091278,True,7.902568188156785e-08,False,6.841247918440387,6.841247918440387,0.00039755674282187153,0.0
3.7409590631450094,0.986533851270243,0.0,6.997387356063388,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.0,L2,1,cleanroom_cpu_source_target_coupled,inf,True,-13.994774712126787,True,0.0,False,6.997387356063388,6.997387356063388,0.0,0.0
3.7038393897483215,0.7049570982426095,0.0,6.859213112525606,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,L2,1,cleanroom_cpu_source_target_coupled,inf,True,-13.718426225051216,True,0.0007459890915204735,False,6.917713446198847,6.917713446198847,0.03862613342079358,0.0
3.7403392211714808,0.9850116837916094,0.0,6.99506874471684,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,IRMV1,1,cleanroom_cpu_source_target_coupled,inf,True,-13.99013748943369,True,6.497609473602063e-08,False,6.995694502219364,6.995694502219364,0.0003604888201762175,0.0
3.740195653786922,0.985203162803635,0.0,6.994531764303293,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,VREX,1,cleanroom_cpu_source_target_coupled,inf,True,-13.989063528606586,True,7.043454477569869e-08,False,6.99554765215912,6.99554765215912,0.0003753253116316529,0.0
3.7092793153394408,1.0047756863748207,0.0,6.879376519602512,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.0,L2,2,cleanroom_cpu_source_target_coupled,inf,True,-13.75875303920502,True,0.0,False,6.879376519602512,6.879376519602512,0.0,0.0
3.663096527984772,0.742006241532458,0.0,6.70913808666704,True,0.0,2,False,0.0,0.0,0,cmnist_erm,0.1,L2,2,cleanroom_cpu_source_target_coupled,inf,True,-13.418276173334078,True,0.0008101770730024143,False,6.7734190675879455,6.7734190675879455,0.040253622768700315,0.0
