method,seed,checkpoint,radius,cell,delta_norm,raw_direction_norm,common_alpha,functional_response_norm,source_response_norm,counterfactual_response_norm,clean_response_norm,projected_condition_number,min_eigenvalue,negative_eigenvalue_count,pd_gate,linear_solve_residual,radius_error_half,radius_error_quarter,linearity_gate,resolution_gate,cosine_to_R00,cosine_to_C,cosine_to_K,derived_valid,required_cells
IRMv1,14,300,0.0005,00,8.290677424752886e-06,2.55371147680832,3.2465207992543974e-06,7.647262586313328e-06,4.7109956820212585e-06,5.845988499721259e-06,1.4531218837838195e-06,1.2230994872947858,0.00201054143858395,0.0,True,1.320380649306595e-18,1.6434275345348718e-07,2.464127768778273e-07,True,True,,,,,
IRMv1,14,300,0.00025,00,4.145338712376443e-06,2.55371147680832,1.6232603996271987e-06,3.8236315166959855e-06,2.355498007413282e-06,2.922994407276362e-06,7.265609455331373e-07,1.2230994872947858,0.00201054143858395,0.0,True,1.320380649306595e-18,1.6434275345348718e-07,2.464127768778273e-07,True,True,,,,,
IRMv1,14,300,0.001,01,8.092978045136785e-05,12.464078540626442,6.493041598508795e-06,4.262553822923542e-05,2.5477507325306405e-05,3.031200054696974e-05,1.5780232972344675e-05,11790.005953393993,4.697088093447715e-05,0.0,True,1.4140803211303888e-16,0.00037064562114954766,0.00037062607193678583,True,True,,,,,
IRMv1,14,300,0.0005,01,4.0464890225683925e-05,12.464078540626442,3.2465207992543974e-06,2.1312719897757656e-05,1.2738668381310306e-05,1.5156002601900315e-05,7.89011675721412e-06,11790.005953393993,4.697088093447715e-05,0.0,True,1.4140803211303888e-16,0.00037064562114954766,0.00037062607193678583,True,True,,,,,
IRMv1,14,300,0.00025,01,2.0232445112841962e-05,12.464078540626442,1.6232603996271987e-06,1.0656360968877765e-05,6.369335162437308e-06,7.578001883371035e-06,3.945058446105219e-06,11790.005953393993,4.697088093447715e-05,0.0,True,1.4140803211303888e-16,0.00037064562114954766,0.00037062607193678583,True,True,,,,,
IRMv1,14,300,0.001,10,0.00017472726334545022,26.909925139795366,6.493041598508795e-06,0.00011393349381829879,6.64438868670291e-05,7.878435256919762e-05,4.8570327381006104e-05,1.2230994872947858,0.00201054143858395,0.0,True,1.788112030672749e-18,0.00012562697489452456,0.00015213600688466006,True,True,,,,,
IRMv1,14,300,0.0005,10,8.736363167272511e-05,26.909925139795366,3.2465207992543974e-06,5.696676133384698e-05,3.3222038102679406e-05,3.9392210955375894e-05,2.428501178131818e-05,1.2230994872947858,0.00201054143858395,0.0,True,1.788112030672749e-18,0.00012562697489452456,0.00015213600688466006,True,True,,,,,
IRMv1,14,300,0.00025,10,4.3681815836362555e-05,26.909925139795366,1.6232603996271987e-06,2.8483425492344834e-05,1.6611025777366028e-05,1.9696112651603865e-05,1.2142590202134429e-05,1.2230994872947858,0.00201054143858395,0.0,True,1.788112030672749e-18,0.00012562697489452456,0.00015213600688466006,True,True,,,,,
IRMv1,14,300,0.001,11,0.0009999999999999963,154.01102623917612,6.493041598508795e-06,0.000522667226922121,0.00031315682919739595,0.0003719529456423841,0.00019174158822083054,11790.005953393993,4.697088093447715e-05,0.0,True,3.265746526872363e-15,0.0033093110021490636,0.007333017114752102,True,True,,,,,
IRMv1,14,300,0.0005,11,0.0004999999999999982,154.01102623917612,3.2465207992543974e-06,0.00026131343132667695,0.0001565415939508881,0.00018598281945385374,9.586359905111252e-05,11790.005953393993,4.697088093447715e-05,0.0,True,3.265746526872363e-15,0.0033093110021490636,0.007333017114752102,True,True,,,,,
IRMv1,14,300,0.00025,11,0.0002499999999999991,154.01102623917612,1.6232603996271987e-06,0.00013065006061431517,7.825849557952307e-05,9.299213850899284e-05,4.793233129817809e-05,11790.005953393993,4.697088093447715e-05,0.0,True,3.265746526872363e-15,0.0033093110021490636,0.007333017114752102,True,True,,,,,
IRMv1,14,300,0.001,delta_C,,,,0.00011513566523043801,6.754315431764331e-05,8.025089308827533e-05,4.747565556590793e-05,,,,True,,,,True,True,-0.14452857610821393,0.9999245694124573,0.04250142619799298,True,"10,00"
IRMv1,14,300,0.001,delta_K,,,,4.239811549961845e-05,2.4325612406728032e-05,3.119896385458051e-05,1.5247604184172781e-05,,,,True,,,,True,True,-0.16520376524400968,0.04250142619799298,0.9994440120705215,True,"01,00"
IRMv1,14,300,0.001,delta_interaction,,,,0.0005701214451581051,0.0003368478719877314,0.00040481579476909325,0.0002183944726222957,,,,True,,,,True,True,-0.16797024543035072,-0.14340750060244334,-0.932431410646118,True,"11,10,01,00"
IRMv1,14,300,0.0005,delta_C,,,,5.756782964304485e-05,3.3771658690057006e-05,4.012547064644403e-05,2.3737663839019443e-05,,,,True,,,,True,True,-0.14428066681954496,0.9996983458805244,0.04248724524870529,True,"10,00"
IRMv1,14,300,0.0005,delta_K,,,,2.1199033319460548e-05,1.2162766938535701e-05,1.559947911744295e-05,7.623802551412443e-06,,,,True,,,,True,True,-0.1644476268003066,0.04248724524870529,0.9977797464700678,True,"01,00"
IRMv1,14,300,0.0005,delta_interaction,,,,0.0002850476792251914,0.00016839406113099874,0.00020241497061551625,0.00010919615047334242,,,,True,,,,True,True,-0.16806065371922102,-0.14352060349492882,-0.9322614806611405,True,"11,10,01,00"
IRMv1,14,300,0.00025,delta_C,,,,2.8783955914823086e-05,1.6885835030790033e-05,2.0062741155086927e-05,1.1868913630295053e-05,,,,True,,,,True,True,-0.14330526669458893,0.99879447791529,0.04238319993150477,True,"10,00"
IRMv1,14,300,0.00025,delta_K,,,,1.0599516072496137e-05,6.081383274562783e-06,7.799738856452895e-06,3.811901390397021e-06,,,,True,,,,True,True,-0.16147734006320846,0.04238319993150477,0.9911777478145711,True,"01,00"
IRMv1,14,300,0.00025,delta_interaction,,,,0.00014251988112647755,8.418696438800475e-05,0.00010120919529521899,5.4600094607357e-05,,,,True,,,,True,True,-0.1680151458677458,-0.14358399417107542,-0.9317294453569123,True,"11,10,01,00"
VREX,10,300,0.001,00,0.0004965287311513945,0.21527199011472117,0.002306518051358139,7.096065918908365e-05,3.877098830661058e-05,5.080172724315006e-05,3.0844936819363625e-05,1.0702285705427266,0.0020610801901884508,0.0,True,8.194797530478167e-20,7.947173836112449e-05,7.97129532331514e-05,True,True,,,,,
VREX,10,300,0.0005,00,0.00024826436557569726,0.21527199011472117,0.0011532590256790696,3.5480336281147554e-05,1.9385496449881172e-05,2.5400868599600026e-05,1.5422472707086052e-05,1.0702285705427266,0.0020610801901884508,0.0,True,8.194797530478167e-20,7.947173836112449e-05,7.97129532331514e-05,True,True,,,,,
VREX,10,300,0.00025,00,0.00012413218278784863,0.21527199011472117,0.0005766295128395348,1.7740167655585364e-05,9.692748799233361e-06,1.2700432531761915e-05,7.7112374278971e-06,1.0702285705427266,0.0020610801901884508,0.0,True,8.194797530478167e-20,7.947173836112449e-05,7.97129532331514e-05,True,True,,,,,
VREX,10,300,0.001,01,0.000440756668877293,0.1910917925041883,0.002306518051358139,5.345119707508188e-05,3.0624649519753706e-05,3.8339441311362596e-05,2.1195484200274313e-05,1.5912998770870288,0.0019381274961999258,0.0,True,7.074626873984607e-20,0.00013510773523095276,0.0001353350214068709,True,True,,,,,
VREX,10,300,0.0005,01,0.0002203783344386465,0.1910917925041883,0.0011532590256790696,2.672566131561214e-05,1.5312351075052112e-05,1.91697741474154e-05,1.0597765634710061e-05,1.5912998770870288,0.0019381274961999258,0.0,True,7.074626873984607e-20,0.00013510773523095276,0.0001353350214068709,True,True,,,,,
VREX,10,300,0.00025,01,0.00011018916721932325,0.1910917925041883,0.0005766295128395348,1.336284320324183e-05,7.65618211647903e-06,9.584896056154586e-06,5.298888701081132e-06,1.5912998770870288,0.0019381274961999258,0.0,True,7.074626873984607e-20,0.00013510773523095276,0.0001353350214068709,True,True,,,,,
VREX,10,300,0.001,10,0.000999999999999993,0.43355394483523485,0.002306518051358139,0.00014751849823687346,6.595054759428295e-05,0.00010754295587931012,7.646401267797449e-05,1.0702285705427266,0.0020610801901884508,0.0,True,8.578064542575468e-20,0.002957005361738629,0.003085353088790601,True,True,,,,,
VREX,10,300,0.0005,10,0.0004999999999999965,0.43355394483523485,0.0011532590256790696,7.376075792954043e-05,3.297480393523877e-05,5.377386090765439e-05,3.8231970899458765e-05,1.0702285705427266,0.0020610801901884508,0.0,True,8.578064542575468e-20,0.002957005361738629,0.003085353088790601,True,True,,,,,
VREX,10,300,0.00025,10,0.00024999999999999827,0.43355394483523485,0.0005766295128395348,3.68804769875818e-05,1.6487433087265428e-05,2.6887014725498244e-05,1.9116029194771e-05,1.0702285705427266,0.0020610801901884508,0.0,True,8.578064542575468e-20,0.002957005361738629,0.003085353088790601,True,True,,,,,
VREX,10,300,0.001,11,0.000726530758091797,0.31499027621483394,0.002306518051358139,9.945702150674836e-05,4.357636825653892e-05,7.281414516263128e-05,5.1873880911298445e-05,1.5912998770870288,0.0019381274961999258,0.0,True,1.938354904697232e-19,0.00052582740670539,0.0012095245257408153,True,True,,,,,
VREX,10,300,0.0005,11,0.0003632653790458985,0.31499027621483394,0.0011532590256790696,4.972867474184399e-05,2.1788206899557032e-05,3.640723798761787e-05,2.5937003562384755e-05,1.5912998770870288,0.0019381274961999258,0.0,True,1.938354904697232e-19,0.00052582740670539,0.0012095245257408153,True,True,,,,,
VREX,10,300,0.00025,11,0.00018163268952294925,0.31499027621483394,0.0005766295128395348,2.4864410674062873e-05,1.0894113960295904e-05,1.8203701588894475e-05,1.2968517557956172e-05,1.5912998770870288,0.0019381274961999258,0.0,True,1.938354904697232e-19,0.00052582740670539,0.0012095245257408153,True,True,,,,,
VREX,10,300,0.001,delta_C,,,,0.0002102793718255439,9.97022617158862e-05,0.0001518856514817851,0.00010586605734623366,,,,True,,,,True,True,-0.9211260271830901,0.9999773849872795,0.9919205158758306,True,"10,00"
VREX,10,300,0.001,delta_K,,,,2.0303329770938125e-05,9.399284185365466e-06,1.473963719379384e-05,1.0325780938288893e-05,,,,True,,,,True,True,-0.8984331712221842,0.9919205158758306,0.9975800120599756,True,"01,00"
VREX,10,300,0.001,delta_interaction,,,,6.958928181300258e-05,3.2703968296101044e-05,5.040580727992049e-05,3.510517331386678e-05,,,,True,,,,True,True,0.9147095780365226,-0.998753498914538,-0.9936452569710165,True,"11,10,01,00"
VREX,10,300,0.0005,delta_C,,,,0.00010514219942811456,4.9850534383768605e-05,7.594671123475452e-05,5.293300836773719e-05,,,,True,,,,True,True,-0.9209597613434847,0.9999095504102796,0.991214503348156,True,"10,00"
VREX,10,300,0.0005,delta_K,,,,1.015160872829771e-05,4.699616100741762e-06,7.369773915667023e-06,5.162867489104574e-06,,,,True,,,,True,True,-0.8965667840026535,0.991214503348156,0.9903897125122213,True,"01,00"
VREX,10,300,0.0005,delta_interaction,,,,3.4796561439403496e-05,1.6351387016721042e-05,2.5206020911189473e-05,1.75524739128212e-05,,,,True,,,,True,True,0.9142247324790787,-0.9985570987534769,-0.9915224330372915,True,"11,10,01,00"
VREX,10,300,0.00025,delta_C,,,,5.2571185715352265e-05,2.492530295634209e-05,3.7973420532194195e-05,2.6466548190834317e-05,,,,True,,,,True,True,-0.9202194143633361,0.9996383009710071,0.9884382775349171,True,"10,00"
VREX,10,300,0.00025,delta_K,,,,5.075790625843642e-06,2.3498015524734207e-06,3.6848762021055267e-06,2.5814279994902135e-06,,,,True,,,,True,True,-0.8891809026595399,0.9884382775349171,0.9626358892691288,True,"01,00"
VREX,10,300,0.00025,delta_interaction,,,,1.7398303454639643e-05,8.17571154348247e-06,1.2603014649202859e-05,8.776259203639757e-06,,,,True,,,,True,True,0.9120110526229099,-0.9977392095488746,-0.9831946899009929,True,"11,10,01,00"
VREX,11,300,0.001,00,0.00015503708204706008,0.8129821844502845,0.0001907016968051904,3.350121055094915e-05,1.9881902553335636e-05,2.5533692750207975e-05,8.664386520502657e-06,1.1652497506688841,0.0019728013574043394,0.0,True,4.355825238257497e-19,0.0012776752704914518,0.0028634771487882197,True,True,,,,,
VREX,11,300,0.0005,00,7.751854102353004e-05,0.8129821844502845,9.53508484025952e-05,1.6750944420817745e-05,9.941249785484065e-06,1.2767055568873415e-05,4.332203110801278e-06,1.1652497506688841,0.0019728013574043394,0.0,True,4.355825238257497e-19,0.0012776752704914518,0.0028634771487882197,True,True,,,,,
VREX,11,300,0.00025,00,3.875927051176502e-05,0.8129821844502845,4.76754242012976e-05,8.375681199877002e-06,4.970961778822953e-06,6.383538825669641e-06,2.166104017960049e-06,1.1652497506688841,0.0019728013574043394,0.0,True,4.355825238257497e-19,0.0012776752704914518,0.0028634771487882197,True,True,,,,,
VREX,11,300,0.001,01,0.00015085943906745884,0.7910754943180632,0.0001907016968051904,3.5927628237325304e-05,1.910554289618057e-05,2.6251753957156432e-05,1.5382396288438916e-05,11.855599039801014,0.0011062889965396507,0.0,True,3.588221921976171e-19,0.0008466342930708001,0.000846619910375279,True,True,,,,,
VREX,11,300,0.0005,01,7.542971953372942e-05,0.7910754943180632,9.53508484025952e-05,1.7963834421323267e-05,9.552800468162617e-06,1.3125871805331133e-05,7.691218348363519e-06,11.855599039801014,0.0011062889965396507,0.0,True,3.588221921976171e-19,0.0008466342930708001,0.000846619910375279,True,True,,,,,
VREX,11,300,0.00025,01,3.771485976686471e-05,0.7910754943180632,4.76754242012976e-05,8.981921789634224e-06,4.776401444947613e-06,6.562938328492342e-06,3.8456142250899866e-06,11.855599039801014,0.0011062889965396507,0.0,True,3.588221921976171e-19,0.0008466342930708001,0.000846619910375279,True,True,,,,,
VREX,11,300,0.001,10,0.001000000000000002,5.243791831708457,0.0001907016968051904,0.000291328455085685,0.00016580903956076224,0.0002234897741793182,8.620876973850666e-05,1.1652497506688841,0.0019728013574043394,0.0,True,3.531987230738742e-18,0.0012140283521632825,0.0017638282000991005,True,True,,,,,
VREX,11,300,0.0005,10,0.000500000000000001,5.243791831708457,9.53508484025952e-05,0.00014566340594618862,8.290483888575228e-05,0.00011174390174953973,4.3103549076158696e-05,1.1652497506688841,0.0019728013574043394,0.0,True,3.531987230738742e-18,0.0012140283521632825,0.0017638282000991005,True,True,,,,,
VREX,11,300,0.00025,10,0.0002500000000000005,5.243791831708457,4.76754242012976e-05,7.283273570834564e-05,4.145424391815888e-05,5.5871982836800024e-05,2.1551672459923724e-05,1.1652497506688841,0.0019728013574043394,0.0,True,3.531987230738742e-18,0.0012140283521632825,0.0017638282000991005,True,True,,,,,
VREX,11,300,0.001,11,0.00022260779062389105,1.1673089141482222,0.0001907016968051904,5.0793633373490516e-05,3.097467175740915e-05,3.88328862930822e-05,1.0609893635181992e-05,11.855599039801014,0.0011062889965396507,0.0,True,2.0028415993735143e-18,0.0008426818697072298,0.002442622461085143,True,True,,,,,
VREX,11,300,0.0005,11,0.00011130389531194553,1.1673089141482222,9.53508484025952e-05,2.539721907450485e-05,1.5487670223704026e-05,1.941670503823391e-05,5.304938568768443e-06,11.855599039801014,0.0011062889965396507,0.0,True,2.0028415993735143e-18,0.0008426818697072298,0.002442622461085143,True,True,,,,,
VREX,11,300,0.00025,11,5.5651947655972764e-05,1.1673089141482222,4.76754242012976e-05,1.2698996091241351e-05,7.744268483193394e-06,9.70851301800316e-06,2.6524672221996867e-06,11.855599039801014,0.0011062889965396507,0.0,True,2.0028415993735143e-18,0.0008426818697072298,0.002442622461085143,True,True,,,,,
VREX,11,300,0.001,delta_C,,,,0.0002739898527754484,0.00015303361556935508,0.00020926729445887592,8.864734287921397e-05,,,,True,,,,True,True,0.4727399789593869,0.9999866793549235,-0.9535867984868795,True,"10,00"
VREX,11,300,0.001,delta_K,,,,2.684543964696942e-05,1.4262933730003e-05,2.062215966091298e-05,9.590249327959818e-06,,,,True,,,,True,True,-0.30666483528394206,-0.9535867984868795,0.9986143397569037,True,"01,00"
VREX,11,300,0.001,delta_interaction,,,,0.00022279904959675583,0.0001252262848005073,0.00017064475615229005,6.955689249819398e-05,,,,True,,,,True,True,-0.4966500069470263,-0.998723846287981,0.9428323312136896,True,"11,10,01,00"
VREX,11,300,0.0005,delta_C,,,,0.00013699378277820388,7.651707417273916e-05,0.00010463235905579628,4.432271785827397e-05,,,,True,,,,True,True,0.4725935566170563,0.9999467186593648,-0.9532007786967078,True,"10,00"
VREX,11,300,0.0005,delta_K,,,,1.3423011773887976e-05,7.131534279439686e-06,1.031140945368842e-05,4.795132842945782e-06,,,,True,,,,True,True,-0.30567452674927154,-0.9532007786967078,0.9944805430751114,True,"01,00"
VREX,11,300,0.0005,delta_interaction,,,,0.00011139796707734872,6.26131566377588e-05,8.532072203469794e-05,3.4777493818551225e-05,,,,True,,,,True,True,-0.4964565010892234,-0.9986750603184825,0.9423646855102843,True,"11,10,01,00"
VREX,11,300,0.00025,delta_C,,,,6.849759555426036e-05,3.8259899576876986e-05,5.23161521320161e-05,2.2161247870597505e-05,,,,True,,,,True,True,0.4720041067991119,0.9997869130790958,-0.9516670600352868,True,"10,00"
VREX,11,300,0.00025,delta_K,,,,6.711736588654865e-06,3.5661687431824052e-06,5.155726329150593e-06,2.3975684660798844e-06,,,,True,,,,True,True,-0.30170675290274446,-0.9516670600352868,0.9782832510522791,True,"01,00"
VREX,11,300,0.00025,delta_interaction,,,,5.56991130053103e-05,3.130718937477901e-05,4.2660123095052334e-05,1.7388645161283565e-05,,,,True,,,,True,True,-0.495688599820048,-0.998479407814337,0.9405034515630041,True,"11,10,01,00"
VREX,12,300,0.001,00,5.955852129307399e-05,0.5206623914510623,0.00011438990461186673,1.2092235277399802e-05,6.607626074383425e-06,8.904164026358073e-06,4.824654874375065e-06,1.1275074383213783,0.0019796822673535455,0.0,True,8.138571840559691e-20,7.971453125974253e-07,1.1956492124949574e-06,True,True,,,,,
VREX,12,300,0.0005,00,2.9779260646536995e-05,0.5206623914510623,5.7194952305933365e-05,6.0461160890285745e-06,3.3038120581622415e-06,4.452081053387674e-06,2.412326665362401e-06,1.1275074383213783,0.0019796822673535455,0.0,True,8.138571840559691e-20,7.971453125974253e-07,1.1956492124949574e-06,True,True,,,,,
VREX,12,300,0.00025,00,1.4889630323268497e-05,0.5206623914510623,2.8597476152966682e-05,3.0230576573589373e-06,1.651905784452409e-06,2.226040286928291e-06,1.2061631398701387e-06,1.1275074383213783,0.0019796822673535455,0.0,True,8.138571840559691e-20,7.971453125974253e-07,1.1956492124949574e-06,True,True,,,,,
VREX,12,300,0.001,01,4.0411237525448e-05,0.3532762586223521,0.00011438990461186673,5.460039132187691e-06,2.884973061894474e-06,4.3171700374963685e-06,1.6884906350074198e-06,17.372196111458795,0.00031130396865383935,0.0,True,1.2216082893331058e-19,6.345238828384369e-05,6.34579897856582e-05,True,True,,,,,
VREX,12,300,0.0005,01,2.0205618762724e-05,0.3532762586223521,5.7194952305933365e-05,2.7300173418284755e-06,1.442486998901144e-06,2.1585858741171385e-06,8.442351383040936e-07,17.372196111458795,0.00031130396865383935,0.0,True,1.2216082893331058e-19,6.345238828384369e-05,6.34579897856582e-05,True,True,,,,,
VREX,12,300,0.00025,01,1.0102809381362e-05,0.3532762586223521,2.8597476152966682e-05,1.365008931307902e-06,7.212436165178936e-07,1.0792931508636154e-06,4.221176644982018e-07,17.372196111458795,0.00031130396865383935,0.0,True,1.2216082893331058e-19,6.345238828384369e-05,6.34579897856582e-05,True,True,,,,,
VREX,12,300,0.001,10,0.000999999999999996,8.742030193950006,0.00011438990461186673,0.00020036332498384008,0.00010634854319182677,0.00015392115569774328,7.171978240504597e-05,1.1275074383213783,0.0019796822673535455,0.0,True,2.2980227089976996e-18,0.004462565959413203,0.00645018438320139,True,True,,,,,
VREX,12,300,0.0005,10,0.000499999999999998,8.742030193950006,5.7194952305933365e-05,0.00010017953924201008,5.3167778934503095e-05,7.696281772577689e-05,3.5858779310262055e-05,1.1275074383213783,0.0019796822673535455,0.0,True,2.2980227089976996e-18,0.004462565959413203,0.00645018438320139,True,True,,,,,
VREX,12,300,0.00025,10,0.000249999999999999,8.742030193950006,2.8597476152966682e-05,5.009053574631067e-05,2.6584600425622854e-05,3.8481833220499866e-05,1.7929565068680023e-05,1.1275074383213783,0.0019796822673535455,0.0,True,2.2980227089976996e-18,0.004462565959413203,0.00645018438320139,True,True,,,,,
VREX,12,300,0.001,11,0.0005253989726617029,4.593053682878947,0.00011438990461186673,7.520642885614124e-05,3.988235152717304e-05,5.9764675362253066e-05,2.2216852990496685e-05,17.372196111458795,0.00031130396865383935,0.0,True,1.5869772041956844e-18,0.0031280878141598774,0.003377373928817938,True,True,,,,,
VREX,12,300,0.0005,11,0.00026269948633085143,4.593053682878947,5.7194952305933365e-05,3.7600840661479264e-05,1.9935710973803297e-05,2.9882690326051256e-05,1.1109251338243026e-05,17.372196111458795,0.00031130396865383935,0.0,True,1.5869772041956844e-18,0.0031280878141598774,0.003377373928817938,True,True,,,,,
VREX,12,300,0.00025,11,0.00013134974316542572,4.593053682878947,2.8597476152966682e-05,1.8800609543262828e-05,9.967883687641567e-06,1.4941353201726031e-05,5.555193830024813e-06,17.372196111458795,0.00031130396865383935,0.0,True,1.5869772041956844e-18,0.0031280878141598774,0.003377373928817938,True,True,,,,,
VREX,12,300,0.001,delta_C,,,,0.00021192188972919327,0.00011264268577599649,0.00016246068752838789,7.634813485191347e-05,,,,True,,,,True,True,-0.9579555285656923,0.9999777341799887,0.8937108152541345,True,"10,00"
VREX,12,300,0.001,delta_K,,,,9.7961693063684e-06,5.047849623202875e-06,7.2001607480741675e-06,4.317618841729436e-06,,,,True,,,,True,True,-0.8889140920254415,0.8937108152541345,0.9896869933465037,True,"01,00"
VREX,12,300,0.001,delta_interaction,,,,0.0001531019575636947,8.448174424137313e-05,0.00011349470069232587,5.8497839400528034e-05,,,,True,,,,True,True,0.940480013976732,-0.9582515008790442,-0.9414374038915809,True,"11,10,01,00"
VREX,12,300,0.0005,delta_C,,,,0.00010595864961446159,5.6314529888433516e-05,8.123258909859346e-05,3.81729697548416e-05,,,,True,,,,True,True,-0.956809211982517,0.9999109388107874,0.892470098472552,True,"10,00"
VREX,12,300,0.0005,delta_K,,,,4.898084669024913e-06,2.523923831035851e-06,3.600079159754408e-06,2.1588126281750843e-06,,,,True,,,,True,True,-0.8671373341442724,0.892470098472552,0.9599859685595923,True,"01,00"
VREX,12,300,0.0005,delta_interaction,,,,7.65509678554685e-05,4.224108523530409e-05,5.6747800649824635e-05,2.924770963956848e-05,,,,True,,,,True,True,0.938919229894539,-0.9581662284124199,-0.939598178279423,True,"11,10,01,00"
VREX,12,300,0.00025,delta_C,,,,5.298002223924349e-05,2.8157859435731822e-05,4.0616709294432906e-05,1.908666116846606e-05,,,,True,,,,True,True,-0.952335248551132,0.9996438597738116,0.8873686517058176,True,"10,00"
VREX,12,300,0.00025,delta_K,,,,2.449041878754001e-06,1.2619616705618558e-06,1.8000392765225523e-06,1.0794060722915257e-06,,,,True,,,,True,True,-0.7897474027150084,0.8873686517058176,0.8570980701243003,True,"01,00"
VREX,12,300,0.00025,delta_interaction,,,,3.827645700436964e-05,2.1122088415074834e-05,2.8374055895666516e-05,1.4623867266311967e-05,,,,True,,,,True,True,0.9328464718717737,-0.9578097662915763,-0.9321755946770411,True,"11,10,01,00"
VREX,13,300,0.001,00,0.000326226825451749,0.3410284813605192,0.0009565970095819621,4.0216812688419445e-05,2.1125310591716973e-05,3.289399906736173e-05,9.439179020196234e-06,1.0545084055824714,0.0020363195596521215,0.0,True,5.505062554788738e-20,0.000323395557538683,0.0003692101711489153,True,True,,,,,
VREX,13,300,0.0005,00,0.0001631134127258745,0.3410284813605192,0.00047829850479098104,2.0108483491894e-05,1.0562713550976421e-05,1.644704974495275e-05,4.719612851796425e-06,1.0545084055824714,0.0020363195596521215,0.0,True,5.505062554788738e-20,0.000323395557538683,0.0003692101711489153,True,True,,,,,
VREX,13,300,0.00025,00,8.155670636293725e-05,0.3410284813605192,0.00023914925239549052,1.0054304039209035e-05,5.281453210645178e-06,8.223537425421181e-06,2.3598122614559834e-06,1.0545084055824714,0.0020363195596521215,0.0,True,5.505062554788738e-20,0.000323395557538683,0.0003692101711489153,True,True,,,,,
VREX,13,300,0.001,01,0.0002358059303143236,0.24650498376256844,0.0009565970095819621,3.821822739178782e-05,2.033055385020146e-05,3.0122473992251106e-05,1.1829541229507422e-05,2.0403115059958834,0.0018882753775329704,0.0,True,1.2731443387096943e-19,0.0006390110093002437,0.0007294253884056702,True,True,,,,,
VREX,13,300,0.0005,01,0.0001179029651571618,0.24650498376256844,0.00047829850479098104,1.9109188737191186e-05,1.0165368786830679e-05,1.5061264111452801e-05,5.914786131922844e-06,2.0403115059958834,0.0018882753775329704,0.0,True,1.2731443387096943e-19,0.0006390110093002437,0.0007294253884056702,True,True,,,,,
VREX,13,300,0.00025,01,5.89514825785809e-05,0.24650498376256844,0.00023914925239549052,9.554598382695582e-06,5.082679638308379e-06,7.530638834603577e-06,2.957396945236613e-06,2.0403115059958834,0.0018882753775329704,0.0,True,1.2731443387096943e-19,0.0006390110093002437,0.0007294253884056702,True,True,,,,,
VREX,13,300,0.001,10,0.001000000000000003,1.0453722831906043,0.0009565970095819621,0.000147532800163101,7.647518154582734e-05,0.0001083337230923905,6.466280362340873e-05,1.0545084055824714,0.0020363195596521215,0.0,True,3.396253570840036e-19,0.0014445372235681144,0.0015964884941675793,True,True,,,,,
VREX,13,300,0.0005,10,0.0005000000000000015,1.0453722831906043,0.00047829850479098104,7.376542143539724e-05,3.8238707654330305e-05,5.41653599045452e-05,3.233036379132651e-05,1.0545084055824714,0.0020363195596521215,0.0,True,3.396253570840036e-19,0.0014445372235681144,0.0015964884941675793,True,True,,,,,
VREX,13,300,0.00025,10,0.00025000000000000076,1.0453722831906043,0.00023914925239549052,3.688306303454822e-05,1.912009792037898e-05,2.7082623471327438e-05,1.6165200284434466e-05,1.0545084055824714,0.0020363195596521215,0.0,True,3.396253570840036e-19,0.0014445372235681144,0.0015964884941675793,True,True,,,,,
VREX,13,300,0.001,11,0.0005805692300258993,0.6069109815423874,0.0009565970095819621,9.786422959645719e-05,5.119353530392052e-05,7.101203407857246e-05,4.374837589691757e-05,2.0403115059958834,0.0018882753775329704,0.0,True,2.574980159653073e-19,0.00043416441017701227,0.0009136321988622792,True,True,,,,,
VREX,13,300,0.0005,11,0.00029028461501294967,0.6069109815423874,0.00047829850479098104,4.893227507212912e-05,2.559742558666718e-05,3.550600039698806e-05,2.187380357593597e-05,2.0403115059958834,0.0018882753775329704,0.0,True,2.574980159653073e-19,0.00043416441017701227,0.0009136321988622792,True,True,,,,,
VREX,13,300,0.00025,11,0.00014514230750647483,0.6069109815423874,0.00023914925239549052,2.4466553459869378e-05,1.2799373633883268e-05,1.775292934321369e-05,1.093717388175586e-05,2.0403115059958834,0.0018882753775329704,0.0,True,2.574980159653073e-19,0.00043416441017701227,0.0009136321988622792,True,True,,,,,
VREX,13,300,0.001,delta_C,,,,0.00015590379034327185,7.980904750528846e-05,0.0001179038400902564,6.352316326875322e-05,,,,True,,,,True,True,-0.33148521352771865,0.9999588595739659,0.9982679596755561,True,"10,00"
VREX,13,300,0.001,delta_K,,,,1.5708831882587995e-05,8.066961667153367e-06,1.1798835943294315e-05,6.5175914998807345e-06,,,,True,,,,True,True,-0.3188626488913075,0.9982679596755561,0.9959639565028736,True,"01,00"
VREX,13,300,0.001,delta_interaction,,,,6.925616281799136e-05,3.5477545683771247e-05,5.252090445825765e-05,2.7916203814534435e-05,,,,True,,,,True,True,0.3631995585267711,-0.9988775245933867,-0.9970332813170233,True,"11,10,01,00"
VREX,13,300,0.0005,delta_C,,,,7.795004684379026e-05,3.9904974234424277e-05,5.894950983661995e-05,3.176095282451848e-05,,,,True,,,,True,True,-0.33128844439425553,0.9998354508018621,0.9970474216468207,True,"10,00"
