adaptive_condition_holds,alpha,cross_E_irr_star_norm,cross_irr_E_star_norm,gram_sum_residual,kind,lambda,method,psd_min_gap,recoverable_exact,seed,setting,slack_ratio,support_compatible
False,0.0,0.0,0.0,3.778406653680928e-15,cmnist,0.0,L2,-134.97820337497998,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,7.366031550486695e-15,cmnist,0.001,L2,-135.18202729392374,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,1.4376365692153313e-14,cmnist,0.01,L2,-136.44799276407656,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,1.0432753463657474e-14,cmnist,0.1,L2,-135.99281345610018,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,9.364245195583136e-15,cmnist,0.001,IRMV1,-134.97882455509352,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,8.899217473518497e-16,cmnist,0.01,IRMV1,-135.02605110609414,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,1.060329343271643e-15,cmnist,0.1,IRMV1,-135.91787129422897,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,3.724397174016423e-15,cmnist,0.001,VREX,-134.97014998169865,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,1.2003838644911786e-14,cmnist,0.01,VREX,-134.8980361139658,False,4,declared_source_target_coupled_correlation,inf,False
False,0.0,0.0,0.0,1.1501111604604895e-14,cmnist,0.1,VREX,-134.21139138848167,False,4,declared_source_target_coupled_correlation,inf,False
False,7.447470388892037,0.0,0.0,7.356735931396327e-15,cmnist,0.0,L2,-131.0322033546276,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,1.0148932776223727e-14,cmnist,0.001,L2,-131.2744145901375,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,1.279156411563719e-14,cmnist,0.01,L2,-132.61818472276755,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,1.157515100720177e-14,cmnist,0.1,L2,-132.37816605526692,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,8.284794586430782e-15,cmnist,0.001,IRMV1,-131.03184921872722,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,4.038063012041054e-15,cmnist,0.01,IRMV1,-131.0720262645226,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,7.301391756867048e-15,cmnist,0.1,IRMV1,-131.90144607846497,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,1.2646588851619903e-14,cmnist,0.001,VREX,-131.02589617630366,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,1.1892736541165395e-14,cmnist,0.01,VREX,-130.96941032197975,False,4,mechanism_defined_hidden,inf,False
False,7.447470388892037,0.0,0.0,7.330145114837414e-15,cmnist,0.1,VREX,-130.4308067268388,False,4,mechanism_defined_hidden,inf,False
False,4.299799033808584,5.289662222894502e-15,5.289662222894502e-15,4.9798462335296845e-15,cmnist,0.0,L2,-206.24681552555688,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,4.483525584257464e-15,4.483525584257465e-15,2.4642709550251012e-14,cmnist,0.001,L2,-206.58954828856955,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,7.955292358814694e-15,7.955292358814694e-15,2.3464251687986948e-14,cmnist,0.01,L2,-209.10010797362904,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,3.200910382635131e-15,3.2009103826351316e-15,2.3666079538901247e-14,cmnist,0.1,L2,-207.62188760014533,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,5.727469911655724e-15,5.727469911655724e-15,1.47329811105624e-14,cmnist,0.001,IRMV1,-206.2504028680996,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,9.048893793896613e-15,9.048893793896613e-15,1.829606439876285e-14,cmnist,0.01,IRMV1,-206.36479683007013,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,7.693706523793056e-15,7.693706523793055e-15,1.3202633847096131e-14,cmnist,0.1,IRMV1,-208.238552881675,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,5.33364463695654e-15,5.333644636956538e-15,1.5150164354031074e-14,cmnist,0.001,VREX,-206.22555913814685,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,4.999027335709613e-15,4.99902733570961e-15,1.8001340700084475e-14,cmnist,0.01,VREX,-206.0351555354706,False,4,mechanism_defined_exposed,inf,False
False,4.299799033808584,3.690340183948631e-15,3.69034018394863e-15,1.0532405786408065e-14,cmnist,0.1,VREX,-204.2164627968422,False,4,mechanism_defined_exposed,inf,False
False,0.0,0.0,0.0,3.713521153258181e-15,cmnist,0.0,L2,-137.14166103511837,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,7.151280269219643e-15,cmnist,0.001,L2,-137.33211156688805,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,3.552828873413777e-15,cmnist,0.01,L2,-138.73185881145403,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,7.27774615680269e-15,cmnist,0.1,L2,-139.18006153579825,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,5.782809755571278e-15,cmnist,0.001,IRMV1,-137.1416488054847,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,5.087798821428203e-16,cmnist,0.01,IRMV1,-137.1839169956107,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,6.293025276239714e-16,cmnist,0.1,IRMV1,-138.03099170119768,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,3.816303142014331e-15,cmnist,0.001,VREX,-137.1334469978366,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,7.975945285561669e-15,cmnist,0.01,VREX,-137.0598885676285,False,4,irrelevant_source_diversity,inf,False
False,0.0,0.0,0.0,7.191771455436318e-15,cmnist,0.1,VREX,-136.3589267290182,False,4,irrelevant_source_diversity,inf,False
