E_operator_norm,PiO_operator_norm,R_operator_norm,adaptive_regret,coordinate_audit_passes,decomposition_residual,dim_world,full_minimax_condition,full_observation_recoverable_residual,information_floor,kernel_dimension,kind,lambda,method,seed,setting,slack_ratio,snapshot_passes,spectral_gap_min,static_tax_holds,static_tax_lower_bound,support_compatible,total_excess,total_regret,z0_norm,zero_observation_E_norm
14.722221289304136,2.2466542577219837,0.0,108.37189984561991,True,0.0,2,False,0.0,0.0,0,cmnist,0.0,L2,0,declared_source_target_coupled_correlation,inf,True,-216.74379969123976,True,0.0,False,108.37189984561991,108.37189984561991,0.0,0.0
14.776823364929601,2.3841767762795327,0.0,109.17725437916467,True,0.0,2,False,0.0,0.0,0,cmnist,0.001,L2,0,declared_source_target_coupled_correlation,inf,True,-218.35450875832944,True,0.019732585243934626,False,109.35909451580189,109.35909451580189,0.1986584266721884,0.0
15.004816045988163,2.8391786110745265,0.0,112.57225228697189,True,0.0,2,False,0.0,0.0,0,cmnist,0.01,L2,0,declared_source_target_coupled_correlation,inf,True,-225.14450457394383,True,0.2913804246406589,False,113.66713727651685,113.66713727651685,0.7633877450426604,0.0
15.351080277296198,3.4472685497433817,0.0,117.82783283999613,True,0.0,2,False,0.0,0.0,0,cmnist,0.1,L2,0,declared_source_target_coupled_correlation,inf,True,-235.65566567999218,True,0.8412025612884606,False,120.72278118635016,120.72278118635016,1.2970756040327491,0.0
14.721668850716792,2.2457423800330556,0.0,108.36376687508252,True,0.0,2,False,0.0,0.0,0,cmnist,0.001,IRMV1,0,declared_source_target_coupled_correlation,inf,True,-216.72753375016524,True,6.029317629537338e-08,False,108.36686846871612,108.36686846871612,0.00034725545725120975,0.0
14.718454185789724,2.2379335575117336,0.0,108.31644680959553,True,0.0,2,False,0.0,0.0,0,cmnist,0.01,IRMV1,0,declared_source_target_coupled_correlation,inf,True,-216.63289361919132,True,5.817677164443243e-06,False,108.34363774972323,108.34363774972323,0.0034110635187411106,0.0
14.704828920221711,2.2222824096972444,0.0,108.11599678649438,True,0.0,2,False,0.0,0.0,0,cmnist,0.1,IRMV1,0,declared_source_target_coupled_correlation,inf,True,-216.23199357298878,True,0.0005198975922988997,False,108.33802263908011,108.33802263908011,0.03224585530882689,0.0
14.722173784147152,2.2464244109697704,0.0,108.37120046531484,True,0.0,2,False,0.0,0.0,0,cmnist,0.001,VREX,0,declared_source_target_coupled_correlation,inf,True,-216.7424009306298,True,2.2612801469373332e-10,False,108.37128345164362,108.37128345164362,2.1266312077731454e-05,0.0
14.721747062213872,2.244365896788979,0.0,108.36491828190144,True,0.0,2,False,0.0,0.0,0,cmnist,0.01,VREX,0,declared_source_target_coupled_correlation,inf,True,-216.729836563803,True,2.2581741938406163e-08,False,108.36574724054601,108.36574724054601,0.00021251702020499988,0.0
14.717559908156481,2.2247626282546307,0.0,108.3032848250875,True,0.0,2,False,0.0,0.0,0,cmnist,0.1,VREX,0,declared_source_target_coupled_correlation,inf,True,-216.6065696501752,True,2.2275460886436076e-06,False,108.31148542570905,108.31148542570905,0.0021107089276561123,0.0
