method,seed,checkpoint,radius,cell,delta_norm,raw_direction_norm,common_alpha,functional_response_norm,source_response_norm,counterfactual_response_norm,clean_response_norm,projected_condition_number,min_eigenvalue,negative_eigenvalue_count,pd_gate,linear_solve_residual,radius_error_half,radius_error_quarter,linearity_gate,resolution_gate,derived_valid,required_cells
IRMv1,14,300,0.0005,delta_interaction,,,,0.0011701218521237488,0.0006920377137165875,0.0008875168481640112,0.0003202854911425865,,,,False,,,,True,False,False,"11,10,01,00"
IRMv1,14,300,0.00025,delta_C,,,,0.000586641656164649,0.0003457376089483934,0.00044596743933615233,0.00016039632651094368,,,,True,,,,True,True,True,"10,00"
IRMv1,14,300,0.00025,delta_K,,,,5.484900086707885e-06,3.285031758960967e-06,4.0735407566027665e-06,1.642851486922091e-06,,,,False,,,,True,False,False,"01,00"
IRMv1,14,300,0.00025,delta_interaction,,,,0.0005850762471354543,0.0003460205127257174,0.0004437782698011658,0.00016014014795616674,,,,False,,,,True,False,False,"11,10,01,00"
VREX,10,300,0.001,00,4.168803400390533e-05,4.064982926940342,1.0255401991388794e-05,4.7272734139428466e-05,2.833911114862067e-05,3.5075150515423054e-05,1.4189432287573333e-05,2.8863207569793987,0.0011696554696799034,0.0,True,2.6645798691288307e-18,9.567276976267992e-07,1.4350811899007874e-06,True,True,,
VREX,10,300,0.0005,00,2.0844017001952664e-05,4.064982926940342,5.127700995694397e-06,2.3636356490421833e-05,1.4169550078671321e-05,1.7537566169084026e-05,7.094714340643446e-06,2.8863207569793987,0.0011696554696799034,0.0,True,2.6645798691288307e-18,9.567276976267992e-07,1.4350811899007874e-06,True,True,,
VREX,10,300,0.00025,00,1.0422008500976332e-05,4.064982926940342,2.5638504978471986e-06,1.1818175600421391e-05,7.084773665418941e-06,8.768780812226902e-06,3.547356720052723e-06,2.8863207569793987,0.0011696554696799034,0.0,True,2.6645798691288307e-18,9.567276976267992e-07,1.4350811899007874e-06,True,True,,
VREX,10,300,0.001,01,2.9262717279247367e-06,0.2853395440161056,1.0255401991388794e-05,2.408066020269745e-06,1.4411824920602794e-06,1.7319977294069492e-06,8.496816155983763e-07,44.83318305446956,-0.022234299476429492,3.0,False,2.2351400383409364e-18,7.840292510153324e-08,1.1772780273897173e-07,True,False,,
VREX,10,300,0.0005,01,1.4631358639623683e-06,0.2853395440161056,5.127700995694397e-06,1.2040330308134638e-06,7.205912594322966e-07,8.659988770493653e-07,4.2484081850602647e-07,44.83318305446956,-0.022234299476429492,3.0,False,2.2351400383409364e-18,7.840292510153324e-08,1.1772780273897173e-07,True,False,,
VREX,10,300,0.00025,01,7.315679319811842e-07,0.2853395440161056,2.5638504978471986e-06,6.020165204866663e-07,3.6029563304276527e-07,4.329994414941826e-07,2.1242041195448056e-07,44.83318305446956,-0.022234299476429492,3.0,False,2.2351400383409364e-18,7.840292510153324e-08,1.1772780273897173e-07,True,False,,
VREX,10,300,0.001,10,0.0010000000000000009,97.50958576169663,1.0255401991388794e-05,0.0011121433531573347,0.0006683100211128901,0.0008340209807142817,0.00030762567737514546,2.8863207569793987,0.0011696554696799034,0.0,True,5.003707553108401e-17,0.0007049557170742631,0.002113218444272825,True,True,,
VREX,10,300,0.0005,10,0.0005000000000000004,97.50958576169663,5.127700995694397e-06,0.0005560726214139032,0.0003341529373738647,0.0004170139734997145,0.00015381131504712924,2.8863207569793987,0.0011696554696799034,0.0,True,5.003707553108401e-17,0.0007049557170742631,0.002113218444272825,True,True,,
VREX,10,300,0.00025,10,0.0002500000000000002,97.50958576169663,2.5638504978471986e-06,0.0002780410486668566,0.0001670759504467045,0.00020851386942267832,7.69052519954128e-05,2.8863207569793987,0.0011696554696799034,0.0,True,5.003707553108401e-17,0.0007049557170742631,0.002113218444272825,True,True,,
VREX,10,300,0.001,11,1.9446842768116402e-05,1.8962535826918767,1.0255401991388794e-05,1.884487305791667e-05,1.004903249163106e-05,1.3663091956912582e-05,8.213775302994826e-06,44.83318305446956,-0.022234299476429492,3.0,False,1.962615573354719e-17,4.5945575692957776e-07,6.891967876208711e-07,True,False,,
VREX,10,300,0.0005,11,9.723421384058201e-06,1.8962535826918767,5.127700995694397e-06,9.422438505414555e-06,5.024517017833464e-06,6.831547221051755e-06,4.106889174589551e-06,44.83318305446956,-0.022234299476429492,3.0,False,1.962615573354719e-17,4.5945575692957776e-07,6.891967876208711e-07,True,False,,
VREX,10,300,0.00025,11,4.8617106920291005e-06,1.8962535826918767,2.5638504978471986e-06,4.711219746611161e-06,2.5122587017775293e-06,3.4157739210455307e-06,2.0534449679763137e-06,44.83318305446956,-0.022234299476429492,3.0,False,1.962615573354719e-17,4.5945575692957776e-07,6.891967876208711e-07,True,False,,
VREX,10,300,0.001,delta_C,,,,0.0010661339036457684,0.0006406132720040201,0.0007997855721830398,0.0002942773772533574,,,,True,,,,True,True,True,"10,00"
VREX,10,300,0.001,delta_K,,,,4.7974920536725776e-05,2.8821817187889183e-05,3.554394500749929e-05,1.440568734205046e-05,,,,False,,,,True,False,False,"01,00"
VREX,10,300,0.001,delta_interaction,,,,0.0010612030424824116,0.0006371203941807332,0.000795422069489893,0.0002958601562585438,,,,False,,,,True,False,False,"11,10,01,00"
VREX,10,300,0.0005,delta_C,,,,0.0005330677507211804,0.0003203045725062766,0.00039989606113290815,0.0001471371740278291,,,,True,,,,True,True,True,"10,00"
VREX,10,300,0.0005,delta_K,,,,2.3987449812337964e-05,1.4410903171403454e-05,1.777196351869641e-05,7.202841867901178e-06,,,,False,,,,True,False,False,"01,00"
VREX,10,300,0.0005,delta_interaction,,,,0.0005306023403056573,0.00031855808114904585,0.0003977143891149209,0.0001479285542531398,,,,False,,,,True,False,False,"11,10,01,00"
VREX,10,300,0.00025,delta_C,,,,0.0002665384655297112,0.00016015177043592058,0.0001999547109263886,7.356818341863323e-05,,,,True,,,,True,True,True,"10,00"
VREX,10,300,0.00025,delta_K,,,,1.1993722292814415e-05,7.205450230456119e-06,8.885979513483743e-06,3.6014204835759695e-06,,,,False,,,,True,False,False,"01,00"
VREX,10,300,0.00025,delta_interaction,,,,0.0002653058516260123,0.00015927851164638455,0.00019886401360702264,7.396387447140745e-05,,,,False,,,,True,False,False,"11,10,01,00"
VREX,11,300,0.001,00,6.359000956772994e-05,3.6634718660075256,1.7357853941166118e-05,8.168494258081491e-05,4.7881968658116166e-05,5.781581979948355e-05,3.2203693930477265e-05,2.48789253180753,0.0011749744276874999,0.0,True,1.0926396707304223e-18,1.195821633262887e-06,1.793729489684879e-06,True,True,,
VREX,11,300,0.0005,00,3.179500478386497e-05,3.6634718660075256,8.678926970583059e-06,4.084247983797157e-05,2.3940984115375713e-05,2.8907912935525818e-05,1.6101863513721113e-05,2.48789253180753,0.0011749744276874999,0.0,True,1.0926396707304223e-18,1.195821633262887e-06,1.793729489684879e-06,True,True,,
VREX,11,300,0.00025,00,1.5897502391932486e-05,3.6634718660075256,4.339463485291529e-06,2.0421242055862008e-05,1.1970492004221051e-05,1.4453957226678527e-05,8.050935894064386e-06,2.48789253180753,0.0011749744276874999,0.0,True,1.0926396707304223e-18,1.195821633262887e-06,1.793729489684879e-06,True,True,,
VREX,11,300,0.001,01,2.175394210654903e-05,1.2532621936031556,1.7357853941166118e-05,3.0217542649490164e-05,1.390883398468016e-05,1.9830194693706962e-05,1.806675397989466e-05,84.63534830968086,-0.01111669780005132,4.0,False,2.9987550389770917e-18,2.8908782979655435e-07,4.335816830773088e-07,True,False,,
VREX,11,300,0.0005,01,1.0876971053274515e-05,1.2532621936031556,8.678926970583059e-06,1.5108770866144018e-05,6.954416652296263e-06,9.915097004624869e-06,9.033376860332218e-06,84.63534830968086,-0.01111669780005132,4.0,False,2.9987550389770917e-18,2.8908782979655435e-07,4.335816830773088e-07,True,False,,
VREX,11,300,0.00025,01,5.4384855266372575e-06,1.2532621936031556,4.339463485291529e-06,7.554385319050028e-06,3.4772082414953555e-06,4.957548417111763e-06,4.516688398146153e-06,84.63534830968086,-0.01111669780005132,4.0,False,2.9987550389770917e-18,2.8908782979655435e-07,4.335816830773088e-07,True,False,,
VREX,11,300,0.001,10,0.0010000000000000015,57.61080853597844,1.7357853941166118e-05,0.001260646658831639,0.0007395399863608569,0.0009378819022946184,0.000403346184244982,2.48789253180753,0.0011749744276874999,0.0,True,8.673617379884035e-18,0.002667916645511848,0.003434513953751712,True,True,,
VREX,11,300,0.0005,10,0.0005000000000000008,57.61080853597844,8.678926970583059e-06,0.0006303504801705002,0.00036980529746083126,0.0004689237048232162,0.00020173331126999147,2.48789253180753,0.0011749744276874999,0.0,True,8.673617379884035e-18,0.002667916645511848,0.003434513953751712,True,True,,
VREX,11,300,0.00025,10,0.0002500000000000004,57.61080853597844,4.339463485291529e-06,0.00031518954628764853,0.00018492610087142373,0.0002344621741595694,0.00010086761717158562,2.48789253180753,0.0011749744276874999,0.0,True,8.673617379884035e-18,0.002667916645511848,0.003434513953751712,True,True,,
VREX,11,300,0.001,11,4.202638786541953e-05,2.421174184773455,1.7357853941166118e-05,6.465245931619402e-05,3.1184426467846116e-05,4.3523503028095154e-05,3.6237780363413725e-05,84.63534830968086,-0.01111669780005132,4.0,False,2.059869998016411e-17,5.489993521366936e-07,8.235081504550629e-07,True,False,,
VREX,11,300,0.0005,11,2.1013193932709766e-05,2.421174184773455,8.678926970583059e-06,3.2326222123545e-05,1.559220884512932e-05,2.176174493289771e-05,1.8118888420268544e-05,84.63534830968086,-0.01111669780005132,4.0,False,2.059869998016411e-17,5.489993521366936e-07,8.235081504550629e-07,True,False,,
VREX,11,300,0.00025,11,1.0506596966354883e-05,2.421174184773455,4.339463485291529e-06,1.6163109177919995e-05,7.796103325315168e-06,1.0880870820976014e-05,9.059443769658503e-06,84.63534830968086,-0.01111669780005132,4.0,False,2.059869998016411e-17,5.489993521366936e-07,8.235081504550629e-07,True,False,,
VREX,11,300,0.001,delta_C,,,,0.0012778866878084686,0.0007584516360939536,0.0009511603529829203,0.0003912026143802077,,,,True,,,,True,True,True,"10,00"
VREX,11,300,0.001,delta_K,,,,6.0966989334692876e-05,3.7790173805681526e-05,4.420424934282638e-05,1.8299204690646234e-05,,,,False,,,,True,False,False,"01,00"
VREX,11,300,0.001,delta_interaction,,,,0.001251730770794612,0.0007453692800292107,0.0009320431061502932,0.00037755821699510586,,,,False,,,,True,False,False,"11,10,01,00"
VREX,11,300,0.0005,delta_C,,,,0.0006389709015925586,0.0003792632719459287,0.00047556340502140435,0.00019565947827622485,,,,True,,,,True,True,True,"10,00"
VREX,11,300,0.0005,delta_K,,,,3.0483494785557353e-05,1.8895083428806575e-05,2.210212258570325e-05,9.149614951793738e-06,,,,False,,,,True,False,False,"01,00"
VREX,11,300,0.0005,delta_interaction,,,,0.0006258928657944484,0.000372722482853021,0.00046600481738762054,0.0001888368089112854,,,,False,,,,True,False,False,"11,10,01,00"
VREX,11,300,0.00025,delta_C,,,,0.00031950072129448504,0.000189656631382196,0.00023778205562008397,9.783029748263734e-05,,,,True,,,,True,True,True,"10,00"
VREX,11,300,0.00025,delta_K,,,,1.5241747422274647e-05,9.447540845774263e-06,1.105106077151275e-05,4.574810627356572e-06,,,,False,,,,True,False,False,"01,00"
VREX,11,300,0.00025,delta_interaction,,,,0.00031296193971048385,0.00018638660841468978,0.00023300277283611783,9.441883160523723e-05,,,,False,,,,True,False,False,"11,10,01,00"
VREX,12,300,0.001,00,0.00010822067292892526,6.405664201208769,1.689452795675797e-05,0.00013551026741038928,8.611122921971388e-05,0.0001008994075759845,2.7698345198232413e-05,3.7008618073087094,0.0009135016517128028,0.0,True,4.730899749482793e-18,0.001088339028274296,0.002620329917910026,True,True,,
VREX,12,300,0.0005,00,5.411033646446263e-05,6.405664201208769,8.447263978378985e-06,6.775537348237852e-05,4.305552853263093e-05,5.044960506401066e-05,1.3850972796080455e-05,3.7008618073087094,0.0009135016517128028,0.0,True,4.730899749482793e-18,0.001088339028274296,0.002620329917910026,True,True,,
VREX,12,300,0.00025,00,2.7055168232231315e-05,6.405664201208769,4.223631989189493e-06,3.3877983895395754e-05,2.1527742747063312e-05,2.522477785097064e-05,6.927096606958719e-06,3.7008618073087094,0.0009135016517128028,0.0,True,4.730899749482793e-18,0.001088339028274296,0.002620329917910026,True,True,,
VREX,12,300,0.001,01,3.0109291324216997e-05,1.7821919263611616,1.689452795675797e-05,2.254979070320215e-05,1.3415883648626975e-05,1.654909480739925e-05,7.3915213414044e-06,271.06839714479526,-0.010815836675332088,2.0,False,4.6507091991577035e-18,8.411874338961144e-07,1.2618052678210967e-06,True,False,,
VREX,12,300,0.0005,01,1.5054645662108499e-05,1.7821919263611616,8.447263978378985e-06,1.127489416063617e-05,6.707941223952418e-06,8.27454605502009e-06,3.6957611466244404e-06,271.06839714479526,-0.010815836675332088,2.0,False,4.6507091991577035e-18,8.411874338961144e-07,1.2618052678210967e-06,True,False,,
VREX,12,300,0.00025,01,7.527322831054249e-06,1.7821919263611616,4.223631989189493e-06,5.6374467830661384e-06,3.3539704621478807e-06,4.137272690754679e-06,1.847880692381913e-06,271.06839714479526,-0.010815836675332088,2.0,False,4.6507091991577035e-18,8.411874338961144e-07,1.2618052678210967e-06,True,False,,
VREX,12,300,0.001,10,0.0010000000000000018,59.19076298311079,1.689452795675797e-05,0.0011184082352872096,0.0007104160115396723,0.0008240635923357064,0.000258969625811769,3.7008618073087094,0.0009135016517128028,0.0,True,1.7112543723153736e-17,0.001001254805162162,0.002388587235689415,True,True,,
VREX,12,300,0.0005,10,0.0005000000000000009,59.19076298311079,8.447263978378985e-06,0.0005592168532987935,0.0003552059887087906,0.00041205312532670567,0.00012947747490320156,3.7008618073087094,0.0009135016517128028,0.0,True,1.7112543723153736e-17,0.001001254805162162,0.002388587235689415,True,True,,
VREX,12,300,0.00025,10,0.00025000000000000044,59.19076298311079,4.223631989189493e-06,0.0002796056246524327,0.00017759585124189493,0.00020602881103465312,6.473907616417661e-05,3.7008618073087094,0.0009135016517128028,0.0,True,1.7112543723153736e-17,0.001001254805162162,0.002388587235689415,True,True,,
VREX,12,300,0.001,11,6.305056330701043e-05,3.7320109486568755,1.689452795675797e-05,4.395708084815063e-05,2.561719369030966e-05,3.124325902907813e-05,1.7315978440906492e-05,271.06839714479526,-0.010815836675332088,2.0,False,1.8628095242475524e-17,1.436509921012757e-06,2.1547891010824996e-06,True,False,,
VREX,12,300,0.0005,11,3.1525281653505213e-05,3.7320109486568755,8.447263978378985e-06,2.1978542231241324e-05,1.2808597584465297e-05,1.5621632449746316e-05,8.657987418258412e-06,271.06839714479526,-0.010815836675332088,2.0,False,1.8628095242475524e-17,1.436509921012757e-06,2.1547891010824996e-06,True,False,,
VREX,12,300,0.00025,11,1.5762640826752607e-05,3.7320109486568755,4.223631989189493e-06,1.0989271567226032e-05,6.404298976747696e-06,7.810816958742695e-06,4.328993258448034e-06,271.06839714479526,-0.010815836675332088,2.0,False,1.8628095242475524e-17,1.436509921012757e-06,2.1547891010824996e-06,True,False,,
VREX,12,300,0.001,delta_C,,,,0.0012493293852391793,0.0007943590268459406,0.00092117215921582,0.0002850605240578576,,,,True,,,,True,True,True,"10,00"
VREX,12,300,0.001,delta_K,,,,0.00012547106279622657,7.85647444434351e-05,9.36830679168036e-05,2.817891615105076e-05,,,,False,,,,True,False,False,"01,00"
VREX,12,300,0.001,delta_interaction,,,,0.0012260804380971606,0.0007751740364515717,0.0009065633346878996,0.0002837628835761584,,,,False,,,,True,False,False,"11,10,01,00"
VREX,12,300,0.0005,delta_C,,,,0.0006246774153396686,0.000397177353237061,0.0004606073126029006,0.0001425234257509467,,,,True,,,,True,True,True,"10,00"
VREX,12,300,0.0005,delta_K,,,,6.273574736558011e-05,3.9282286240034646e-05,4.6841434667022184e-05,1.4090989447479147e-05,,,,False,,,,True,False,False,"01,00"
VREX,12,300,0.0005,delta_interaction,,,,0.0006130529936363747,0.00038758468576788335,0.0004533029377166004,0.00014187505426336197,,,,False,,,,True,False,False,"11,10,01,00"
VREX,12,300,0.00025,delta_C,,,,0.0003123358939002585,0.00019858136464855094,0.0002303058867104965,7.126254822334603e-05,,,,True,,,,True,True,True,"10,00"
VREX,12,300,0.00025,delta_K,,,,3.136815953076676e-05,1.964112162431642e-05,2.3420692510271766e-05,7.046909679124823e-06,,,,False,,,,True,False,False,"01,00"
VREX,12,300,0.00025,delta_interaction,,,,0.00030652363146952815,0.00019378490552491909,0.00022665368725749367,7.093837531652075e-05,,,,False,,,,True,False,False,"11,10,01,00"
VREX,13,300,0.001,00,0.000102865451957554,2.0667633752345695,4.977127676547851e-05,8.148306322168351e-05,4.796413861715894e-05,6.154764857897206e-05,2.346951113896897e-05,2.177997904195618,0.0013614331853113897,0.0,True,1.5332934166833742e-19,2.2843381925780525e-06,3.426512987326573e-06,True,True,,
VREX,13,300,0.0005,00,5.1432725978777e-05,2.0667633752345695,2.4885638382739256e-05,4.074152031637804e-05,2.3982061913675757e-05,3.0773814755637094e-05,1.1734756471448338e-05,2.177997904195618,0.0013614331853113897,0.0,True,1.5332934166833742e-19,2.2843381925780525e-06,3.426512987326573e-06,True,True,,
VREX,13,300,0.00025,00,2.57163629893885e-05,2.0667633752345695,1.2442819191369628e-05,2.0370757334004716e-05,1.1991029107664249e-05,1.538690499395146e-05,5.867378461218275e-06,2.177997904195618,0.0013614331853113897,0.0,True,1.5332934166833742e-19,2.2843381925780525e-06,3.426512987326573e-06,True,True,,
VREX,13,300,0.001,01,0.00019323320828986703,3.882424178113392,4.977127676547851e-05,0.00012676527844441833,7.465449166950499e-05,9.227137595058444e-05,4.452118453999893e-05,39.82428024512732,-0.005476117254965284,3.0,False,2.4818522112141946e-18,0.00013897416098096563,0.00013910785563293462,True,False,,
VREX,13,300,0.0005,01,9.661660414493351e-05,3.882424178113392,2.4885638382739256e-05,6.338287411593989e-05,3.732765566861334e-05,4.6135662209452744e-05,2.226062725930671e-05,39.82428024512732,-0.005476117254965284,3.0,False,2.4818522112141946e-18,0.00013897416098096563,0.00013910785563293462,True,False,,
VREX,13,300,0.00025,01,4.830830207246676e-05,3.882424178113392,1.2442819191369628e-05,3.169143218331695e-05,1.866382230138927e-05,2.3067824663574273e-05,1.1130322377296036e-05,39.82428024512732,-0.005476117254965284,3.0,False,2.4818522112141946e-18,0.00013897416098096563,0.00013910785563293462,True,False,,
VREX,13,300,0.001,10,0.0009999999999999987,20.091909731630647,4.977127676547851e-05,0.0005700697818222982,0.0002918983924953242,0.00041489690692037977,0.0002600681472873408,2.177997904195618,0.0013614331853113897,0.0,True,3.602423855278284e-18,0.00386011358579148,0.0038605017419865197,True,True,,
VREX,13,300,0.0005,10,0.0004999999999999994,20.091909731630647,2.4885638382739256e-05,0.000285033251869097,0.00014594959598056498,0.00020743808652952888,0.00013004656997072097,2.177997904195618,0.0013614331853113897,0.0,True,3.602423855278284e-18,0.00386011358579148,0.0038605017419865197,True,True,,
VREX,13,300,0.00025,10,0.0002499999999999997,20.091909731630647,1.2442819191369628e-05,0.00014251694745293314,7.297489798772892e-05,0.00010371927544405667,6.502350710583499e-05,2.177997904195618,0.0013614331853113897,0.0,True,3.602423855278284e-18,0.00386011358579148,0.0038605017419865197,True,True,,
VREX,13,300,0.001,11,9.126985701207074e-05,1.8337857283053598,4.977127676547851e-05,5.834973251402121e-05,3.175326406492306e-05,4.11373966299712e-05,2.653556300871575e-05,39.82428024512732,-0.005476117254965284,3.0,False,4.428006975120495e-18,3.0107506061899893e-06,4.516150640458077e-06,True,False,,
VREX,13,300,0.0005,11,4.563492850603537e-05,1.8337857283053598,2.4885638382739256e-05,2.9174848878825216e-05,1.5876621365858813e-05,2.056868582688171e-05,1.3267775414984938e-05,39.82428024512732,-0.005476117254965284,3.0,False,4.428006975120495e-18,3.0107506061899893e-06,4.516150640458077e-06,True,False,,
VREX,13,300,0.00025,11,2.2817464253017684e-05,1.8337857283053598,1.2442819191369628e-05,1.4587420094734318e-05,7.93830801628657e-06,1.028433979131158e-05,6.633886185009829e-06,39.82428024512732,-0.005476117254965284,3.0,False,4.428006975120495e-18,3.0107506061899893e-06,4.516150640458077e-06,True,False,,
VREX,13,300,0.001,delta_C,,,,0.00055981651379863,0.00028685588656076635,0.0004083047767454284,0.00025376256373617145,,,,True,,,,True,True,True,"10,00"
VREX,13,300,0.001,delta_K,,,,0.00017994803826938032,0.0001069069585872335,0.00013197642892534537,5.945099570855959e-05,,,,False,,,,True,False,False,"01,00"
VREX,13,300,0.001,delta_interaction,,,,0.0005450540277542586,0.00028161765264922667,0.0003999028763600244,0.00024052667287945164,,,,False,,,,True,False,False,"11,10,01,00"
VREX,13,300,0.0005,delta_C,,,,0.00027990113555759275,0.00014342866573371275,0.00020413420684984397,0.00012689400744740408,,,,True,,,,True,True,True,"10,00"
VREX,13,300,0.0005,delta_K,,,,8.997418344162916e-05,5.345381134696284e-05,6.598815029447662e-05,2.9725540519640976e-05,,,,False,,,,True,False,False,"01,00"
VREX,13,300,0.0005,delta_interaction,,,,0.0002725074345374908,0.00014080999765830158,0.00019992220648239626,0.00012026619555338073,,,,False,,,,True,False,False,"11,10,01,00"
VREX,13,300,0.00025,delta_C,,,,0.00013995099494377818,7.171451354768699e-05,0.00010206741809953755,6.344723551791892e-05,,,,True,,,,True,True,True,"10,00"
VREX,13,300,0.00025,delta_K,,,,4.498707589970457e-05,2.6726892915491188e-05,3.299405910499268e-05,1.4862780926391215e-05,,,,False,,,,True,False,False,"01,00"
VREX,13,300,0.00025,delta_interaction,,,,0.00013625413707316067,7.040521272573767e-05,9.996138649038584e-05,6.01333277103053e-05,,,,False,,,,True,False,False,"11,10,01,00"
VREX,14,300,0.001,00,0.00010203189376246047,3.661657087142918,2.786495057680917e-05,9.067544219783538e-05,5.5314434614076627e-05,6.696213403040539e-05,2.604653042522252e-05,1.9363684231829872,0.0015252872312251239,0.0,True,4.99792506496182e-19,0.0013689273329879745,0.003697902010045805,True,True,,
VREX,14,300,0.0005,00,5.1015946881230235e-05,3.661657087142918,1.3932475288404585e-05,4.5337477101688746e-05,2.76571757168721e-05,3.3481099515795656e-05,1.3022420532512418e-05,1.9363684231829872,0.0015252872312251239,0.0,True,4.99792506496182e-19,0.0013689273329879745,0.003697902010045805,True,True,,
VREX,14,300,0.00025,00,2.5507973440615118e-05,3.661657087142918,6.966237644202293e-06,2.266858385022786e-05,1.382857746091133e-05,1.6740537776924408e-05,6.5107245466041506e-06,1.9363684231829872,0.0015252872312251239,0.0,True,4.99792506496182e-19,0.0013689273329879745,0.003697902010045805,True,True,,
VREX,14,300,0.001,01,2.866415739004492e-05,1.0286814365965895,2.786495057680917e-05,1.740333094215612e-05,9.584197512373768e-06,1.2907411970310029e-05,6.664668195395379e-06,100.75453730950193,-0.007156160521232441,3.0,False,2.4936649967166602e-18,1.028607585465806e-06,1.5429237914780356e-06,True,False,,
VREX,14,300,0.0005,01,1.433207869502246e-05,1.0286814365965895,1.3932475288404585e-05,8.701666966692911e-06,4.792099427750789e-06,6.453707411651383e-06,3.332334274736133e-06,100.75453730950193,-0.007156160521232441,3.0,False,2.4936649967166602e-18,1.028607585465806e-06,1.5429237914780356e-06,True,False,,
VREX,14,300,0.00025,01,7.16603934751123e-06,1.0286814365965895,6.966237644202293e-06,4.350833857153588e-06,2.396049881628841e-06,3.2268540624209817e-06,1.6661671816290157e-06,100.75453730950193,-0.007156160521232441,3.0,False,2.4936649967166602e-18,1.028607585465806e-06,1.5429237914780356e-06,True,False,,
VREX,14,300,0.001,10,0.0010000000000000007,35.88737748676497,2.786495057680917e-05,0.0009476633773074671,0.0005266504773292998,0.0007101169776202795,0.000341231636156518,1.9363684231829872,0.0015252872312251239,0.0,True,9.107298248878237e-18,0.005246764032215224,0.006052849623823722,True,True,,
VREX,14,300,0.0005,10,0.0005000000000000003,35.88737748676497,1.3932475288404585e-05,0.00047382380768544794,0.0002633292209402594,0.00035504233261134983,0.00017062140599122938,1.9363684231829872,0.0015252872312251239,0.0,True,9.107298248878237e-18,0.005246764032215224,0.006052849623823722,True,True,,
VREX,14,300,0.00025,10,0.00025000000000000017,35.88737748676497,6.966237644202293e-06,0.00023691769075066113,0.00013166560605468037,0.0001775261931747938,8.531477662014602e-05,1.9363684231829872,0.0015252872312251239,0.0,True,9.107298248878237e-18,0.005246764032215224,0.006052849623823722,True,True,,
VREX,14,300,0.001,11,6.886917776895e-05,2.4715341797974233,2.786495057680917e-05,4.83104272772938e-05,2.5392144727652548e-05,3.315166260868657e-05,2.4292048825170195e-05,100.75453730950193,-0.007156160521232441,3.0,False,7.473920761626731e-18,0.0026603361432772483,0.003330907564896047,True,False,,
VREX,14,300,0.0005,11,3.4434588884475e-05,2.4715341797974233,1.3932475288404585e-05,2.4154780767292737e-05,1.2696069996935482e-05,1.657582999412136e-05,1.2145167786196993e-05,100.75453730950193,-0.007156160521232441,3.0,False,7.473920761626731e-18,0.0026603361432772483,0.003330907564896047,True,False,,
VREX,14,300,0.00025,11,1.72172944422375e-05,2.4715341797974233,6.966237644202293e-06,1.2077348620347293e-05,6.348034406737623e-06,8.287914669637401e-06,6.07250189766039e-06,100.75453730950193,-0.007156160521232441,3.0,False,7.473920761626731e-18,0.0026603361432772483,0.003330907564896047,True,False,,
VREX,14,300,0.001,delta_C,,,,0.0010278881653369182,0.0005770054010263202,0.0007699935898787501,0.0003615642670007443,,,,True,,,,True,True,True,"10,00"
VREX,14,300,0.001,delta_K,,,,9.665991524435296e-05,5.892016020960436e-05,7.138234919189682e-05,2.785882552740063e-05,,,,False,,,,True,False,False,"01,00"
VREX,14,300,0.001,delta_interaction,,,,0.001007057971852886,0.0005669364473497505,0.0007568580283890246,0.00034628708927993466,,,,False,,,,True,False,False,"11,10,01,00"
VREX,14,300,0.0005,delta_C,,,,0.0005139408482888873,0.0002885066740962721,0.00038498548270595085,0.00018079068739145507,,,,True,,,,True,True,True,"10,00"
VREX,14,300,0.0005,delta_K,,,,4.833016547369138e-05,2.946003893192453e-05,3.5691562724571876e-05,1.3929226508382729e-05,,,,False,,,,True,False,False,"01,00"
VREX,14,300,0.0005,delta_interaction,,,,0.0005035225758186117,0.000283472184958171,0.0003784133822280527,0.00017315258261075943,,,,False,,,,True,False,False,"11,10,01,00"
VREX,14,300,0.00025,delta_C,,,,0.0002569772325581868,0.0001442543304572015,0.0001924978479168108,9.040223860616112e-05,,,,True,,,,True,True,True,"10,00"
VREX,14,300,0.00025,delta_K,,,,2.4165110933744155e-05,1.4730009172520682e-05,1.784576955735288e-05,6.9647631060556895e-06,,,,False,,,,True,False,False,"01,00"
VREX,14,300,0.00025,delta_interaction,,,,0.0002517681101508275,0.00014173708281352718,0.00018921146275076935,8.658408056995641e-05,,,,False,,,,True,False,False,"11,10,01,00"
FISHR,10,300,0.001,00,0.0002511035124284035,3.7180349717830357,6.753661929865683e-05,0.00027204853303526154,0.00017106246709227088,0.0002015158797305525,6.433806723367663e-05,1.5793047680295753,0.001688793386469157,0.0,True,1.801211927639142e-18,0.002778209459464677,0.002784895883504246,True,True,,
FISHR,10,300,0.0005,00,0.00012555175621420175,3.7180349717830357,3.3768309649328415e-05,0.00013602413516359464,8.553102110294557e-05,0.00010075786731051906,3.216927029211534e-05,1.5793047680295753,0.001688793386469157,0.0,True,1.801211927639142e-18,0.002778209459464677,0.002784895883504246,True,True,,
FISHR,10,300,0.00025,00,6.277587810710087e-05,3.7180349717830357,1.6884154824664207e-05,6.801205206907338e-05,4.276545744085368e-05,5.037887098746483e-05,1.608490704198346e-05,1.5793047680295753,0.001688793386469157,0.0,True,1.801211927639142e-18,0.002778209459464677,0.002784895883504246,True,True,,
