method,shift_id,lambda,relevance_squared,control_score_c,curvature_ratio,blind_fraction,steering,steering_class,local_vulnerability,actual_target_risk_change,exposure_posthoc,intervention_family_posthoc
L2,S2-variance-0.25,0.01,0.0009003570023965495,0.7834861591082698,0.9922281747802418,0.0,-1.8908731412236945e-05,helpful,0.00042175666703186563,-1.4610978802620522e-05,S2,variance
L2,S2-relation--1-0.5,0.01,0.00241794384608098,0.7314574793652026,0.992744095272809,0.0,4.554259813339254e-05,harmful,0.0006954965130360415,4.965514231558554e-05,S2,relation
L2,S2-mean--1-0.5,0.01,0.0036245322994010055,0.5197252239152748,0.9948308192057062,0.0,-4.457220953142241e-05,helpful,0.0008469539787179519,-4.0205269465132254e-05,S2,mean
L2,S2-relation-+1-0.5,0.01,0.0018379661379977136,0.6820554090531951,0.99323323844677,0.0,-5.058492650998897e-05,helpful,0.0006067199967017588,-4.613844690304347e-05,S2,relation
L2,S2-mean-+1-0.5,0.01,0.003624532299401007,0.5037578148900681,0.9949893883924347,0.0,2.9130078878095662e-05,harmful,0.0008477656397297236,3.3333738439611516e-05,S2,mean
L2,S2-variance-0.5,0.01,0.003601428009586209,0.7834861591082698,0.992228174780242,0.0,-3.781746282447396e-05,helpful,0.0008435133340637326,-3.3498663236430914e-05,S2,variance
L2,S2-relation--1-1.0,0.01,0.011023806961001728,0.7488373313963753,0.9925719992614401,0.0,8.604286789018852e-05,harmful,0.0014845947400314908,8.999686315147581e-05,S2,relation
L2,S2-mean--1-1.0,0.01,0.01629959349989912,0.5559779493953934,0.994472647739525,0.0,-0.00010458654971617166,helpful,0.0017951263736000489,-0.00010011218684902179,S2,mean
L2,S2-relation-+1-1.0,0.01,0.006383985296335569,0.6476849610374783,0.9935735263051672,0.0,-0.0001062121813965745,helpful,0.0011310046773329815,-0.0001015903152856712,S2,relation
L2,S2-mean-+1-1.0,0.01,0.016299593499899127,0.5275726325388882,0.994754735333423,0.0,4.2818027102864375e-05,harmful,0.0017981888109750578,4.696582896090984e-05,S2,mean
L2,S2-variance-1.0,0.01,0.014405712038344811,0.7834861591082699,0.992228174780242,0.0,-7.563492564894786e-05,helpful,0.001687026668127464,-7.127403210382965e-05,S2,variance
L2,U-emergent-0.25,0.01,0.006397681385761115,0.6944444444444444,0.9931034482758622,0.0,0.0,neutral,0.0011342075233814416,4.276705630967825e-06,U,emergent
L2,U-emergent-0.5,0.01,0.02559072554304446,0.6944444444444444,0.9931034482758622,0.0,0.0,neutral,0.0022684150467628833,4.276705630967825e-06,U,emergent
L2,U-emergent-1.0,0.01,0.10236290217217783,0.6944444444444444,0.9931034482758622,0.0,0.0,neutral,0.0045368300935257665,4.276705630967825e-06,U,emergent
L2,S1-relation--1-0.25,0.1,0.0006917238640540102,0.5883393018106385,0.9455329723243501,0.0,0.000160479251518683,harmful,0.0003634017029143588,0.0005331409802965537,S1,relation
L2,S1-mean--1-0.25,0.1,0.0023513876484882934,0.5238226477125492,0.9503820425045507,0.0,-0.0003743539380919133,helpful,0.000640416421927572,3.5673342232644956e-05,S1,mean
L2,S1-relation-+1-0.25,0.1,0.000607596385055951,0.5089655861320902,0.9526616989549649,0.0,-0.00022273669979421502,helpful,0.0003400947286972946,0.00019915099763356814,S1,relation
L2,S1-mean-+1-0.25,0.1,0.002351387648488293,0.4840782484542645,0.9538825004268148,0.0,0.00018369050274810085,harmful,0.0006432850942027124,0.0005708442480971687,S1,mean
L2,S1-variance-0.25,0.1,0.002455110819924973,0.8630695322344472,0.9208786822569309,0.0,-0.0009338617241329569,helpful,0.0006448748898615689,-0.0005180860693181355,S1,variance
L2,S1-relation--1-0.5,0.1,0.0029678852251444803,0.6238688454353158,0.9423422052065976,0.0,0.00025870105476183576,harmful,0.0007527156072682964,0.0006086636897363329,S1,relation
L2,S1-mean--1-0.5,0.1,0.009712567316798997,0.553790362349973,0.9477545300056712,0.0,-0.0009393713115276366,helpful,0.001298141883043133,-0.0005120459739920147,S1,mean
L2,S1-relation-+1-0.5,0.1,0.002294865393160023,0.4661666223263419,0.9565058501828545,0.0,-0.0005077308478639583,helpful,0.0006598558932663458,-5.9316275588638945e-05,S1,relation
L2,S1-mean-+1-0.5,0.1,0.009712567316799004,0.47681422496897224,0.9545341451199818,0.0,0.00017671757015238847,harmful,0.0013094397657402205,0.0005582958377372549,S1,mean
L2,S1-variance-0.5,0.1,0.009820443279699921,0.8630695322344473,0.9208786822569308,0.0,-0.0018677234482659163,helpful,0.0012897497797231395,-0.001432808888231829,S1,variance
L2,S1-relation--1-1.0,0.1,0.013741337539464145,0.6856600483769424,0.9367933285396618,0.0,0.0002683723164215524,harmful,0.0016178327125584199,0.0005767645448332415,S1,relation
L2,S1-mean--1-1.0,0.1,0.04376253683272921,0.6226742544936366,0.941728455864682,0.0,-0.0026413963644305225,helpful,0.0027411389769635194,-0.0021677523330261295,S1,mean
L2,S1-relation-+1-1.0,0.1,0.008357178883588494,0.37903153301099995,0.9643329134217608,0.0,-0.00126449148883004,helpful,0.0012522039775725502,-0.0007591953858163691,S1,relation
L2,S1-mean-+1-1.0,0.1,0.043762536832729265,0.4860028510130237,0.9537656864176386,0.0,-0.0004092186010704721,helpful,0.002783796706614344,-2.7068709567590332e-05,S1,mean
L2,S1-variance-1.0,0.1,0.03928177311879963,0.8630695322344473,0.9208786822569309,0.0,-0.0037354468965318305,helpful,0.002579499559446277,-0.003262254526059216,S1,variance
L2,S2-relation--1-0.25,0.1,0.0005652361647570547,0.7211412494579069,0.9332513215369158,0.0,0.0002273474949344829,harmful,0.0003371021130467902,0.0006160212885516492,S2,relation
L2,S2-mean--1-0.25,0.1,0.0008779851951268903,0.5071493165991059,0.9518252983953874,0.0,-0.00018952415464949392,helpful,0.00039914143048811975,0.00021105225614048706,S2,mean
L2,S2-relation-+1-0.25,0.1,0.0004927389512466441,0.6965890713945313,0.9354812187847773,0.0,-0.00023976155986174422,helpful,0.00031562842387830836,0.00016497398424963894,S2,relation
L2,S2-mean-+1-0.25,0.1,0.000877985195126891,0.4989096574808727,0.9525935344148427,0.0,0.00015150608080975758,harmful,0.0004009735107884038,0.0005446191747308093,S2,mean
L2,S2-variance-0.25,0.1,0.0009003570023965495,0.7834861591082698,0.9275235167908866,0.0,-0.00018621097390891512,helpful,0.00039973752938674863,0.0002124633537423648,S2,variance
L2,S2-relation--1-0.5,0.1,0.00241794384608098,0.7314574793652026,0.9323140477504477,0.0,0.00044228092494170485,harmful,0.000696214721453941,0.0008231276011171351,S2,relation
L2,S2-mean--1-0.5,0.1,0.0036245322994010055,0.5197252239152748,0.950698208368839,0.0,-0.00041706638313872524,helpful,0.0008088917482799119,-1.2134305634625697e-05,S2,mean
L2,S2-relation-+1-0.5,0.1,0.0018379661379977136,0.6820554090531951,0.936800778913435,0.0,-0.0004919371846507482,helpful,0.0006103955087347433,-7.89670074866633e-05,S2,relation
L2,S2-mean-+1-0.5,0.1,0.003624532299401007,0.5037578148900681,0.9521869518440871,0.0,0.0002649940877797788,harmful,0.0008161083622965379,0.0006549995315456858,S2,mean
L2,S2-variance-0.5,0.1,0.003601428009586209,0.7834861591082698,0.9275235167908865,0.0,-0.000372421947817831,helpful,0.0007994750587734983,2.8289957888949502e-05,S2,variance
L2,S2-relation--1-1.0,0.1,0.011023806961001728,0.7488373313963753,0.9307344603401397,0.0,0.0008349055901743655,harmful,0.0014822998445299192,0.0012005055470777348,S2,relation
L2,S2-mean--1-1.0,0.1,0.01629959349989912,0.5559779493953934,0.947474791955551,0.0,-0.000986205061636398,helpful,0.001706892728850322,-0.0005713136341453096,S2,mean
L2,S2-relation-+1-1.0,0.1,0.006383985296335569,0.6476849610374783,0.9399203642815288,0.0,-0.0010335306290105404,helpful,0.0011402432805363409,-0.000603683670129862,S2,relation
L2,S2-mean-+1-1.0,0.1,0.016299593499899127,0.5275726325388882,0.9501232009783122,0.0,0.0003779158802006093,harmful,0.001734156502857264,0.0007629540402157575,S2,mean
L2,S2-variance-1.0,0.1,0.014405712038344811,0.7834861591082699,0.9275235167908866,0.0,-0.0007448438956356611,helpful,0.0015989501175469956,-0.00034005683381765905,S2,variance
L2,U-emergent-0.25,0.1,0.006397681385761115,0.6944444444444444,0.9350649350649349,0.0,0.0,neutral,0.0011596682625766917,0.0003966367495957801,U,emergent
L2,U-emergent-0.5,0.1,0.02559072554304446,0.6944444444444444,0.9350649350649349,0.0,0.0,neutral,0.0023193365251533834,0.0003966367495957801,U,emergent
L2,U-emergent-1.0,0.1,0.10236290217217783,0.6944444444444444,0.9350649350649349,0.0,0.0,neutral,0.004638673050306767,0.0003966367495957801,U,emergent
L2,S1-relation--1-0.25,1.0,0.0006917238640540102,0.5883393018106385,0.6648522940785508,0.0,0.002069315155986337,harmful,0.0003305414757048612,0.02437403560367213,S1,relation
L2,S1-mean--1-0.25,1.0,0.0023513876484882934,0.5238226477125492,0.6607774116257177,0.0,-0.0021446128402573313,helpful,0.0004082741672557539,0.021950015474306972,S1,mean
L2,S1-relation-+1-0.25,1.0,0.000607596385055951,0.5089655861320902,0.6994838298176774,0.0,-0.0024764383384296715,helpful,0.00031108123032024324,0.022480075806212696,S1,relation
L2,S1-mean-+1-0.25,1.0,0.002351387648488293,0.4840782484542645,0.6756871830522089,0.0,0.0008977980940246507,harmful,0.0004192757871683327,0.024176939683175136,S1,mean
L2,S1-variance-0.25,1.0,0.002455110819924973,0.8630695322344472,0.5457544230782166,0.0,-0.0061068477366498525,helpful,0.0003789105899750898,0.018314926900173,S1,variance
L2,S1-relation--1-0.5,1.0,0.0029678852251444803,0.6238688454353158,0.6493588923296817,0.0,0.003731507129529351,harmful,0.0006811147106430556,0.024792174591563243,S1,relation
L2,S1-mean--1-0.5,1.0,0.009712567316798997,0.553790362349973,0.6499222708266933,0.0,-0.0055360404267473275,helpful,0.0008163923901232184,0.01921697808043088,S1,mean
L2,S1-relation-+1-0.5,1.0,0.002294865393160023,0.4661666223263419,0.718168418684035,0.0,-0.00535999985930265,helpful,0.0006033474675720838,0.021004254996645266,S1,relation
L2,S1-mean-+1-0.5,1.0,0.009712567316799004,0.47681422496897224,0.6787992103468115,0.0,0.0005487814418166149,harmful,0.000859843971374497,0.02367082649816732,S1,mean
L2,S1-variance-0.5,1.0,0.009820443279699921,0.8630695322344473,0.5457544230782166,0.0,-0.012213695473299719,helpful,0.0007578211799501808,0.01302651779179087,S1,variance
L2,S1-relation--1-1.0,1.0,0.013741337539464145,0.6856600483769424,0.6224269605696993,0.0,0.005834521529285423,harmful,0.001444325488910516,0.02457077074566949,S1,relation
L2,S1-mean--1-1.0,1.0,0.04376253683272921,0.6226742544936366,0.6254118366635483,0.0,-0.016059339838425373,helpful,0.001675584080982413,0.010511752713794564,S1,mean
L2,S1-relation-+1-1.0,1.0,0.008357178883588494,0.37903153301099995,0.7562356330983852,0.0,-0.0123484924483786,helpful,0.0011344441187148841,0.016994931555833537,S1,relation
L2,S1-mean-+1-1.0,1.0,0.043762536832729265,0.4860028510130237,0.6766829446551718,0.0,-0.0038896961012974867,helpful,0.0018412666770746175,0.01941944954926733,S1,mean
L2,S1-variance-1.0,1.0,0.03928177311879963,0.8630695322344473,0.5457544230782165,0.0,-0.024427390946599424,helpful,0.0015156423599003606,0.0024496995750268313,S1,variance
L2,S2-relation--1-0.25,1.0,0.0005652361647570547,0.7211412494579069,0.5967195826591623,0.0,0.001854747133481108,harmful,0.0003415867767765435,0.024909279016583463,S2,relation
L2,S2-mean--1-0.25,1.0,0.0008779851951268903,0.5071493165991059,0.6663354390701786,0.0,-0.001088690117409323,helpful,0.00027886483893990955,0.022699440928380388,S2,mean
L2,S2-relation-+1-0.25,1.0,0.0004927389512466441,0.6965890713945313,0.6081540602780954,0.0,-0.0019586205479638786,helpful,0.00032597792682880503,0.02220303009617164,S2,relation
L2,S2-mean-+1-0.25,1.0,0.000877985195126891,0.4989096574808727,0.6706055619396698,0.0,0.0007705777855558481,harmful,0.00028631965231675345,0.0242182446941408,S2,mean
L2,S2-variance-0.25,1.0,0.0009003570023965495,0.7834861591082698,0.5657948162493268,0.0,-0.0015581012172415272,helpful,0.0002607423326358223,0.022187892443220947,S2,variance
L2,S2-relation--1-0.5,1.0,0.00241794384608098,0.7314574793652026,0.5919057117999724,0.0,0.0036056208524794476,harmful,0.000698908024258338,0.026120859120255635,S2,relation
L2,S2-mean--1-0.5,1.0,0.0036245322994010055,0.5197252239152748,0.6611435331355633,0.0,-0.0024954925666721287,helpful,0.0005577970645734339,0.02150655945361668,S2,mean
L2,S2-relation-+1-0.5,1.0,0.0018379661379977136,0.6820554090531951,0.6149103588486879,0.0,-0.004021114510410516,helpful,0.0006364849472382178,0.020708361279432097,S2,relation
L2,S2-mean-+1-0.5,1.0,0.003624532299401007,0.5037578148900681,0.6694184869251171,0.0,0.0012230432392582218,harmful,0.0005872344714789644,0.024544166985137283,S2,mean
L2,S2-variance-0.5,1.0,0.003601428009586209,0.7834861591082698,0.5657948162493269,0.0,-0.003116202434483059,helpful,0.0005214846652716455,0.020772448877886873,S2,variance
L2,S2-relation--1-1.0,1.0,0.011023806961001728,0.7488373313963753,0.5837797707828598,0.0,0.006795748047027821,harmful,0.0014612023071568637,0.02826093061453372,S2,relation
L2,S2-mean--1-1.0,1.0,0.01629959349989912,0.5559779493953934,0.646925204051822,0.0,-0.006263434460758172,helpful,0.0011459347826210892,0.01825383732032182,S2,mean
L2,S2-relation-+1-1.0,1.0,0.006383985296335569,0.6476849610374783,0.6308586983193228,0.0,-0.008457722678752107,helpful,0.0012117084946247116,0.017435934932886754,S2,relation
L2,S2-mean-+1-1.0,1.0,0.016299593499899127,0.5275726325388882,0.6616459821063051,0.0,0.0011736371511025224,harmful,0.0012581019831445926,0.02432905238336358,S2,mean
L2,S2-variance-1.0,1.0,0.014405712038344811,0.7834861591082699,0.565794816249327,0.0,-0.006232404868966112,helpful,0.0010429693305432904,0.017941561747218504,S2,variance
L2,U-emergent-0.25,1.0,0.006397681385761115,0.6944444444444444,0.5901639344262293,0.0,0.0,neutral,0.0012999077058630266,0.02360333600855513,U,emergent
L2,U-emergent-0.5,1.0,0.02559072554304446,0.6944444444444444,0.5901639344262293,0.0,0.0,neutral,0.002599815411726053,0.02360333600855513,U,emergent
L2,U-emergent-1.0,1.0,0.10236290217217783,0.6944444444444444,0.5901639344262293,0.0,0.0,neutral,0.005199630823452106,0.02360333600855513,U,emergent
CORAL,S1-relation--1-0.25,0.0,0.0006917238640540102,0.0,1.0,1.0,0.0,neutral,0.00037194727154638734,0.0,S1,relation
CORAL,S1-mean--1-0.25,0.0,0.0023513876484882934,0.0,1.0,1.0,0.0,neutral,0.0006857678395037626,0.0,S1,mean
CORAL,S1-relation-+1-0.25,0.0,0.000607596385055951,0.0,1.0,1.0,0.0,neutral,0.0003485961517446659,0.0,S1,relation
CORAL,S1-mean-+1-0.25,0.0,0.002351387648488293,0.0,1.0,1.0,0.0,neutral,0.0006857678395037625,0.0,S1,mean
CORAL,S1-variance-0.25,0.0,0.002455110819924973,0.0,1.0,1.0,0.0,neutral,0.0007007297367637506,0.0,S1,variance
CORAL,S1-relation--1-0.5,0.0,0.0029678852251444803,0.0,1.0,1.0,0.0,neutral,0.0007704395141923185,0.0,S1,relation
CORAL,S1-mean--1-0.5,0.0,0.009712567316798997,0.0,1.0,1.0,0.0,neutral,0.0013937408164216897,0.0,S1,mean
CORAL,S1-relation-+1-0.5,0.0,0.002294865393160023,0.0,1.0,1.0,0.0,neutral,0.0006774755188433041,0.0,S1,relation
CORAL,S1-mean-+1-0.5,0.0,0.009712567316799004,0.0,1.0,1.0,0.0,neutral,0.0013937408164216899,0.0,S1,mean
CORAL,S1-variance-0.5,0.0,0.009820443279699921,0.0,1.0,1.0,0.0,neutral,0.0014014594735275035,0.0,S1,variance
CORAL,S1-relation--1-1.0,0.0,0.013741337539464145,0.0,1.0,1.0,0.0,neutral,0.0016577899468547964,0.0,S1,relation
CORAL,S1-mean--1-1.0,0.0,0.04376253683272921,0.0,1.0,1.0,0.0,neutral,0.0029584636834928085,0.0,S1,mean
CORAL,S1-relation-+1-1.0,0.0,0.008357178883588494,0.0,1.0,1.0,0.0,neutral,0.0012928401976724335,0.0,S1,relation
CORAL,S1-mean-+1-1.0,0.0,0.043762536832729265,0.0,1.0,1.0,0.0,neutral,0.0029584636834928102,0.0,S1,mean
CORAL,S1-variance-1.0,0.0,0.03928177311879963,0.0,1.0,1.0,0.0,neutral,0.0028029189470550045,0.0,S1,variance
CORAL,S2-relation--1-0.25,0.0,0.0005652361647570547,0.0,1.0,1.0,0.0,neutral,0.000336224973717615,0.0,S2,relation
CORAL,S2-mean--1-0.25,0.0,0.0008779851951268903,0.0,1.0,1.0,0.0,neutral,0.0004190430037900382,0.0,S2,mean
CORAL,S2-relation-+1-0.25,0.0,0.0004927389512466441,0.0,1.0,1.0,0.0,neutral,0.0003139232234947405,0.0,S2,relation
CORAL,S2-mean-+1-0.25,0.0,0.000877985195126891,0.0,1.0,1.0,0.0,neutral,0.0004190430037900382,0.0,S2,mean
CORAL,S2-variance-0.25,0.0,0.0009003570023965495,0.0,1.0,1.0,0.0,neutral,0.00042434820664085515,0.0,S2,variance
CORAL,S2-relation--1-0.5,0.0,0.00241794384608098,0.0,1.0,1.0,0.0,neutral,0.0006954054710858954,0.0,S2,relation
CORAL,S2-mean--1-0.5,0.0,0.0036245322994010055,0.0,1.0,1.0,0.0,neutral,0.0008514143878747884,0.0,S2,mean
CORAL,S2-relation-+1-0.5,0.0,0.0018379661379977136,0.0,1.0,0.9999999999999999,0.0,neutral,0.0006062946706013031,0.0,S2,relation
CORAL,S2-mean-+1-0.5,0.0,0.003624532299401007,0.0,1.0,1.0,0.0,neutral,0.0008514143878747884,0.0,S2,mean
CORAL,S2-variance-0.5,0.0,0.003601428009586209,0.0,1.0,1.0,0.0,neutral,0.0008486964132817115,0.0,S2,variance
CORAL,S2-relation--1-1.0,0.0,0.011023806961001728,0.0,1.0,1.0,0.0,neutral,0.0014848438948927747,0.0,S2,relation
CORAL,S2-mean--1-1.0,0.0,0.01629959349989912,0.0,1.0,1.0,0.0,neutral,0.0018055244944280933,0.0,S2,mean
CORAL,S2-relation-+1-1.0,0.0,0.006383985296335569,0.0,1.0,1.0,0.0,neutral,0.0011299544500850969,0.0,S2,relation
CORAL,S2-mean-+1-1.0,0.0,0.016299593499899127,0.0,1.0,1.0,0.0,neutral,0.0018055244944280935,0.0,S2,mean
CORAL,S2-variance-1.0,0.0,0.014405712038344811,0.0,1.0,1.0,0.0,neutral,0.0016973928265634217,0.0,S2,variance
CORAL,U-emergent-0.25,0.0,0.006397681385761115,0.0,1.0,1.0,0.0,neutral,0.0011311658928522476,0.0,U,emergent
CORAL,U-emergent-0.5,0.0,0.02559072554304446,0.0,1.0,1.0,0.0,neutral,0.002262331785704495,0.0,U,emergent
CORAL,U-emergent-1.0,0.0,0.10236290217217783,0.0,1.0,1.0,0.0,neutral,0.00452466357140899,0.0,U,emergent
CORAL,S1-relation--1-0.25,1e-05,0.0006917238640540102,0.0,1.0,1.0,0.0,neutral,0.00037194727154638734,0.0,S1,relation
CORAL,S1-mean--1-0.25,1e-05,0.0023513876484882934,0.0,1.0,1.0,0.0,neutral,0.0006857678395037626,0.0,S1,mean
CORAL,S1-relation-+1-0.25,1e-05,0.000607596385055951,0.0,1.0,1.0,0.0,neutral,0.0003485961517446659,0.0,S1,relation
CORAL,S1-mean-+1-0.25,1e-05,0.002351387648488293,0.0,1.0,1.0,0.0,neutral,0.0006857678395037625,0.0,S1,mean
CORAL,S1-variance-0.25,1e-05,0.002455110819924973,0.0,1.0,1.0,0.0,neutral,0.0007007297367637506,0.0,S1,variance
CORAL,S1-relation--1-0.5,1e-05,0.0029678852251444803,0.0,1.0,1.0,0.0,neutral,0.0007704395141923185,0.0,S1,relation
CORAL,S1-mean--1-0.5,1e-05,0.009712567316798997,0.0,1.0,1.0,0.0,neutral,0.0013937408164216897,0.0,S1,mean
CORAL,S1-relation-+1-0.5,1e-05,0.002294865393160023,0.0,1.0,1.0,0.0,neutral,0.0006774755188433041,0.0,S1,relation
CORAL,S1-mean-+1-0.5,1e-05,0.009712567316799004,0.0,1.0,1.0,0.0,neutral,0.0013937408164216899,0.0,S1,mean
CORAL,S1-variance-0.5,1e-05,0.009820443279699921,0.0,1.0,1.0,0.0,neutral,0.0014014594735275035,0.0,S1,variance
CORAL,S1-relation--1-1.0,1e-05,0.013741337539464145,0.0,1.0,1.0,0.0,neutral,0.0016577899468547964,0.0,S1,relation
CORAL,S1-mean--1-1.0,1e-05,0.04376253683272921,0.0,1.0,1.0,0.0,neutral,0.0029584636834928085,0.0,S1,mean
CORAL,S1-relation-+1-1.0,1e-05,0.008357178883588494,0.0,1.0,1.0,0.0,neutral,0.0012928401976724335,0.0,S1,relation
CORAL,S1-mean-+1-1.0,1e-05,0.043762536832729265,0.0,1.0,1.0,0.0,neutral,0.0029584636834928102,0.0,S1,mean
CORAL,S1-variance-1.0,1e-05,0.03928177311879963,0.0,1.0,1.0,0.0,neutral,0.0028029189470550045,0.0,S1,variance
CORAL,S2-relation--1-0.25,1e-05,0.0005652361647570547,0.0,1.0,1.0,0.0,neutral,0.000336224973717615,0.0,S2,relation
CORAL,S2-mean--1-0.25,1e-05,0.0008779851951268903,0.0,1.0,1.0,0.0,neutral,0.0004190430037900382,0.0,S2,mean
CORAL,S2-relation-+1-0.25,1e-05,0.0004927389512466441,0.0,1.0,1.0,0.0,neutral,0.0003139232234947405,0.0,S2,relation
CORAL,S2-mean-+1-0.25,1e-05,0.000877985195126891,0.0,1.0,1.0,0.0,neutral,0.0004190430037900382,0.0,S2,mean
CORAL,S2-variance-0.25,1e-05,0.0009003570023965495,0.0,1.0,1.0,0.0,neutral,0.00042434820664085515,0.0,S2,variance
CORAL,S2-relation--1-0.5,1e-05,0.00241794384608098,0.0,1.0,1.0,0.0,neutral,0.0006954054710858954,0.0,S2,relation
CORAL,S2-mean--1-0.5,1e-05,0.0036245322994010055,0.0,1.0,1.0,0.0,neutral,0.0008514143878747884,0.0,S2,mean
CORAL,S2-relation-+1-0.5,1e-05,0.0018379661379977136,0.0,1.0,0.9999999999999999,0.0,neutral,0.0006062946706013031,0.0,S2,relation
CORAL,S2-mean-+1-0.5,1e-05,0.003624532299401007,0.0,1.0,1.0,0.0,neutral,0.0008514143878747884,0.0,S2,mean
CORAL,S2-variance-0.5,1e-05,0.003601428009586209,0.0,1.0,1.0,0.0,neutral,0.0008486964132817115,0.0,S2,variance
CORAL,S2-relation--1-1.0,1e-05,0.011023806961001728,0.0,1.0,1.0,0.0,neutral,0.0014848438948927747,0.0,S2,relation
CORAL,S2-mean--1-1.0,1e-05,0.01629959349989912,0.0,1.0,1.0,0.0,neutral,0.0018055244944280933,0.0,S2,mean
CORAL,S2-relation-+1-1.0,1e-05,0.006383985296335569,0.0,1.0,1.0,0.0,neutral,0.0011299544500850969,0.0,S2,relation
CORAL,S2-mean-+1-1.0,1e-05,0.016299593499899127,0.0,1.0,1.0,0.0,neutral,0.0018055244944280935,0.0,S2,mean
CORAL,S2-variance-1.0,1e-05,0.014405712038344811,0.0,1.0,1.0,0.0,neutral,0.0016973928265634217,0.0,S2,variance
CORAL,U-emergent-0.25,1e-05,0.006397681385761115,0.0,1.0,1.0,0.0,neutral,0.0011311658928522476,0.0,U,emergent
CORAL,U-emergent-0.5,1e-05,0.02559072554304446,0.0,1.0,1.0,0.0,neutral,0.002262331785704495,0.0,U,emergent
CORAL,U-emergent-1.0,1e-05,0.10236290217217783,0.0,1.0,1.0,0.0,neutral,0.00452466357140899,0.0,U,emergent
CORAL,S1-relation--1-0.25,0.0001,0.0006917238640540102,0.0,1.0,1.0,0.0,neutral,0.00037194727154638734,0.0,S1,relation
CORAL,S1-mean--1-0.25,0.0001,0.0023513876484882934,0.0,1.0,1.0,0.0,neutral,0.0006857678395037626,0.0,S1,mean
CORAL,S1-relation-+1-0.25,0.0001,0.000607596385055951,0.0,1.0,1.0,0.0,neutral,0.0003485961517446659,0.0,S1,relation
CORAL,S1-mean-+1-0.25,0.0001,0.002351387648488293,0.0,1.0,1.0,0.0,neutral,0.0006857678395037625,0.0,S1,mean
CORAL,S1-variance-0.25,0.0001,0.002455110819924973,0.0,1.0,1.0,0.0,neutral,0.0007007297367637506,0.0,S1,variance
CORAL,S1-relation--1-0.5,0.0001,0.0029678852251444803,0.0,1.0,1.0,0.0,neutral,0.0007704395141923185,0.0,S1,relation
CORAL,S1-mean--1-0.5,0.0001,0.009712567316798997,0.0,1.0,1.0,0.0,neutral,0.0013937408164216897,0.0,S1,mean
CORAL,S1-relation-+1-0.5,0.0001,0.002294865393160023,0.0,1.0,1.0,0.0,neutral,0.0006774755188433041,0.0,S1,relation
CORAL,S1-mean-+1-0.5,0.0001,0.009712567316799004,0.0,1.0,1.0,0.0,neutral,0.0013937408164216899,0.0,S1,mean
CORAL,S1-variance-0.5,0.0001,0.009820443279699921,0.0,1.0,1.0,0.0,neutral,0.0014014594735275035,0.0,S1,variance
CORAL,S1-relation--1-1.0,0.0001,0.013741337539464145,0.0,1.0,1.0,0.0,neutral,0.0016577899468547964,0.0,S1,relation
CORAL,S1-mean--1-1.0,0.0001,0.04376253683272921,0.0,1.0,1.0,0.0,neutral,0.0029584636834928085,0.0,S1,mean
CORAL,S1-relation-+1-1.0,0.0001,0.008357178883588494,0.0,1.0,1.0,0.0,neutral,0.0012928401976724335,0.0,S1,relation
CORAL,S1-mean-+1-1.0,0.0001,0.043762536832729265,0.0,1.0,1.0,0.0,neutral,0.0029584636834928102,0.0,S1,mean
CORAL,S1-variance-1.0,0.0001,0.03928177311879963,0.0,1.0,1.0,0.0,neutral,0.0028029189470550045,0.0,S1,variance
CORAL,S2-relation--1-0.25,0.0001,0.0005652361647570547,0.0,1.0,1.0,0.0,neutral,0.000336224973717615,0.0,S2,relation
CORAL,S2-mean--1-0.25,0.0001,0.0008779851951268903,0.0,1.0,1.0,0.0,neutral,0.0004190430037900382,0.0,S2,mean
CORAL,S2-relation-+1-0.25,0.0001,0.0004927389512466441,0.0,1.0,1.0,0.0,neutral,0.0003139232234947405,0.0,S2,relation
CORAL,S2-mean-+1-0.25,0.0001,0.000877985195126891,0.0,1.0,1.0,0.0,neutral,0.0004190430037900382,0.0,S2,mean
CORAL,S2-variance-0.25,0.0001,0.0009003570023965495,0.0,1.0,1.0,0.0,neutral,0.00042434820664085515,0.0,S2,variance
CORAL,S2-relation--1-0.5,0.0001,0.00241794384608098,0.0,1.0,1.0,0.0,neutral,0.0006954054710858954,0.0,S2,relation
CORAL,S2-mean--1-0.5,0.0001,0.0036245322994010055,0.0,1.0,1.0,0.0,neutral,0.0008514143878747884,0.0,S2,mean
CORAL,S2-relation-+1-0.5,0.0001,0.0018379661379977136,0.0,1.0,0.9999999999999999,0.0,neutral,0.0006062946706013031,0.0,S2,relation
CORAL,S2-mean-+1-0.5,0.0001,0.003624532299401007,0.0,1.0,1.0,0.0,neutral,0.0008514143878747884,0.0,S2,mean
CORAL,S2-variance-0.5,0.0001,0.003601428009586209,0.0,1.0,1.0,0.0,neutral,0.0008486964132817115,0.0,S2,variance
CORAL,S2-relation--1-1.0,0.0001,0.011023806961001728,0.0,1.0,1.0,0.0,neutral,0.0014848438948927747,0.0,S2,relation
CORAL,S2-mean--1-1.0,0.0001,0.01629959349989912,0.0,1.0,1.0,0.0,neutral,0.0018055244944280933,0.0,S2,mean
CORAL,S2-relation-+1-1.0,0.0001,0.006383985296335569,0.0,1.0,1.0,0.0,neutral,0.0011299544500850969,0.0,S2,relation
CORAL,S2-mean-+1-1.0,0.0001,0.016299593499899127,0.0,1.0,1.0,0.0,neutral,0.0018055244944280935,0.0,S2,mean
