bank,checkpoint,condition_number_eps1e12,cumulative_explained_spectral_mass,effective_rank,frobenius_norm,method,nuclear_norm,numerical_rank_1e2,numerical_rank_1e3,numerical_rank_1e4,seed,singular_values,spectral_norm,stable_rank,top1_spectral_mass,top5_spectral_mass,variant
source_balanced,0,12007926875818.174,"[0.18142572887306913, 0.25284413208916945, 0.29110542524048094, 0.32814764888949116, 0.36428850976125093, 0.3979609530961522, 0.42738462998206234, 0.4553525297154691, 0.4821369490373975, 0.5079710931755408, 0.5322520288321205, 0.5543049687072902, 0.5754862154062841, 0.5961171341449327, 0.6151053730561941, 0.6333332940558858, 0.6503757295022844, 0.667331078487258, 0.6828233166132017, 0.6971732699349695, 0.7114702969513452, 0.7250834475105733, 0.7382617747359389, 0.7511759708432735, 0.7635726576179631, 0.7753884692243727, 0.7870494452459916, 0.7982242600048636, 0.8084673165411285, 0.8186137115038683, 0.8284896605905112, 0.8381335440094063, 0.8473844700558901, 0.8563949185781041, 0.8650835272379532, 0.8731710834297265, 0.8811207558075448, 0.8890036340309763, 0.8964103797888923, 0.9035058945209806, 0.9103510187142101, 0.9167952364260041, 0.9230769059535793, 0.9289635829292349, 0.9345755012083884, 0.9399540146191645, 0.945171130581047, 0.9501320829039273, 0.9549717363747539, 0.9595723237739766, 0.9640351084227196, 0.9683218446573904, 0.9724413098008058, 0.9763242181155087, 0.9801514862171747, 0.9838160607900227, 0.987085671067774, 0.9901465279845849, 0.9930663688295481, 0.9956262474709046, 0.9981148158295756, 0.9993515839543561, 0.9999999999999998, 0.9999999999999998]",35.96781709248916,15.190262411995947,ERM,66.18646070987693,61,63,63,10,"[12.007926875818173, 4.726931338424572, 2.5323795758683607, 2.4516936801516893, 2.392035668109857, 2.228659847791001, 1.9474490341494055, 1.851096296842904, 1.7727659170876857, 1.7098705659725175, 1.6070691938332675, 1.4596060385851966, 1.4019117524291687, 1.3654874925042306, 1.2567643286499521, 1.206441577068839, 1.1279784840736768, 1.1222145394162062, 1.0253764100308291, 0.9497726217197556, 0.9462696168873971, 0.9010062546259844, 0.872226837123563, 0.8547449332577435, 0.8204928221456491, 0.7820467506429297, 0.7717987312936986, 0.7396214379782318, 0.677951658986543, 0.6715539715482728, 0.6536541161958357, 0.6382945109953365, 0.6122860533055812, 0.5963696970938827, 0.5750682556885974, 0.5352867201257253, 0.5261606784908621, 0.5217398098158952, 0.49022628709435817, 0.4696270070317173, 0.45305454346941126, 0.4265199623875531, 0.41576147337928615, 0.38961831436096694, 0.3714330086902373, 0.3559847665398797, 0.3453024406300046, 0.32834787600189214, 0.3203195342962844, 0.3044965971410087, 0.2953759208106645, 0.2837238993696408, 0.27265281786037626, 0.25699595861114355, 0.25331332983708293, 0.2425452209842175, 0.216403932184997, 0.20258728606305962, 0.19325393136424854, 0.16942930711818718, 0.16470953189502252, 0.08185730489800896, 0.042916363128651575, 2.099469262465712e-18]",12.007926875818173,1.6002744954074344,0.18142572887306913,0.36428850976125093,ERM_CANONICAL
source_balanced,100,25367260433006.082,"[0.2963927853244933, 0.5104425859081086, 0.5497848368947371, 0.5871104502327615, 0.6177952689862801, 0.6429353850718044, 0.665896208362086, 0.6853885102475902, 0.7040067512418636, 0.7210321597899852, 0.7367721719056419, 0.7511704110042451, 0.7644527054306219, 0.7776350084124753, 0.7893158754644733, 0.8007092956757579, 0.8111470032315166, 0.82132214978753, 0.831225240765069, 0.8406402704547721, 0.8499233809443095, 0.8583738865478585, 0.8664686067076965, 0.8743196781951974, 0.8817527294978199, 0.8888305358671789, 0.8955885148044738, 0.9019185843803745, 0.9078644997174881, 0.9134644460817049, 0.9187729057766703, 0.9239936915627558, 0.928883151489713, 0.9336276933139682, 0.938218672126078, 0.9423923677132388, 0.9463932129760946, 0.9501903763049051, 0.9537305277230396, 0.9572158774823769, 0.9606229241634733, 0.9638962382667392, 0.9670129074488392, 0.9699936941005018, 0.9728621590955084, 0.9756994493111723, 0.9782440958716314, 0.9805507198452723, 0.9827809187227106, 0.9848897810359809, 0.9868104403120925, 0.9886177355037209, 0.9903341649432276, 0.9920197155897638, 0.9935407765931552, 0.9950237111772553, 0.996430188845339, 0.9976281432837761, 0.9985772092197186, 0.9992263385536587, 0.9997627988800037, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002]",16.969293989708266,32.25534158231357,ERM,85.58663263423834,44,61,62,10,"[25.36726043300608, 18.319801647981862, 3.367170782196568, 3.194573556609123, 2.62621031010558, 2.151657879793872, 1.9651395479249973, 1.6682804806703169, 1.593472552272599, 1.4571473868559055, 1.347134634601169, 1.2322968003120724, 1.13678685361011, 1.1282289225811133, 0.9997260772287354, 0.9751244700707158, 0.893328242118329, 0.8708565302890636, 0.8475722094380671, 0.8058006872930615, 0.7945101671710827, 0.7232503186645202, 0.6927998405970247, 0.6719467711858784, 0.6361698311890024, 0.6057656135905976, 0.5783926606561763, 0.5417693393417881, 0.5088908716318201, 0.47928055224565713, 0.4543331897666604, 0.44682947513575977, 0.4184724105483207, 0.4060693581303128, 0.39292641702361214, 0.35721255094546417, 0.3424188737384707, 0.32498642287510404, 0.3029896388934557, 0.29829934945423564, 0.2915976526626957, 0.28015193165269636, 0.26674522033084386, 0.25511549211689927, 0.24550225975179824, 0.24283411536473595, 0.2177877303539946, 0.19741617865733102, 0.19087521202459595, 0.1804904240820578, 0.1643827598801065, 0.15468030962751889, 0.1469034158816514, 0.1442606039714975, 0.13018248931152987, 0.12691937746997953, 0.12037568748653872, 0.10252888643507614, 0.08122735760517746, 0.05555679383603673, 0.04591383287373244, 0.020301245117566293, 1.3202025882125554e-17, 8.345344782262e-18]",25.36726043300608,1.6167994605090124,0.2963927853244933,0.6177952689862801,ERM_CANONICAL
source_balanced,200,22398842748386.574,"[0.3271479690959713, 0.5593027162848588, 0.6038016471860872, 0.6463554858430586, 0.6766998356512333, 0.6983858380272536, 0.7183350961247372, 0.736805330601332, 0.7527505143195823, 0.7679236050782832, 0.7818217436053885, 0.7954234312126833, 0.8077119386634063, 0.8185981500842442, 0.8287559481757107, 0.8386130269425033, 0.8481169418305268, 0.8568325491511765, 0.8654342767532749, 0.8736760715428992, 0.8814278165712488, 0.888949525516862, 0.8960220074284727, 0.9029859778768422, 0.909106598385028, 0.9149881886356135, 0.9205394078739763, 0.9256232973584477, 0.9304260428723278, 0.934765804885068, 0.9389106678173935, 0.9428525701617887, 0.9466760318415103, 0.9504166978821975, 0.9540334005321001, 0.9575161769681574, 0.960606136096981, 0.9636473563102496, 0.9665390060409682, 0.9692868389578054, 0.9718516988416969, 0.9742673963624671, 0.9765570567031605, 0.9787095459006284, 0.9808323460839666, 0.9828089676234698, 0.9847391058510485, 0.9864985513886042, 0.9881913274572893, 0.9896882763327449, 0.9910762199430979, 0.9922944557735004, 0.993434922477004, 0.9945119320866739, 0.9954710696711164, 0.9963736294046875, 0.9972253229481448, 0.9980251908441826, 0.9987819166616514, 0.9995062482845669, 0.9997716652209896, 0.9999942440366767, 0.9999999999999999, 0.9999999999999999]",13.888594172899861,28.150129974601626,ERM,68.46700840076346,36,60,62,10,"[22.398842748386574, 15.894941026058682, 3.0467086758393926, 2.9135340288115934, 2.077586853232005, 1.4847757068579595, 1.36586602174941, 1.264601699073089, 1.0917190275891577, 1.0388561324415173, 0.9515639672902934, 0.9312668596732142, 0.8413573428614971, 0.745346328802996, 0.6954740472617016, 0.6748846947329752, 0.6507046204784422, 0.5967315596406741, 0.5889345559939515, 0.5642910330985742, 0.5307387919765919, 0.5149889095673991, 0.4842316784564954, 0.47680222319117976, 0.4190605757518436, 0.40269488909668333, 0.3800753742274632, 0.3480787040418591, 0.328829617445553, 0.29713052218359876, 0.28378636520754735, 0.26989026092869545, 0.2617809829454985, 0.2561122132321836, 0.24762481071393788, 0.23845528350552128, 0.21156025763117806, 0.20822324989043, 0.1979826064051829, 0.18813589940098993, 0.17560828321717956, 0.16539558244827698, 0.1567661937811549, 0.14737449596558902, 0.145341777985759, 0.13533336355029096, 0.13215079024226412, 0.12046397240051389, 0.1158993133152755, 0.10249161123132886, 0.0950283468298215, 0.08340896283427685, 0.07808434336957384, 0.07373962599296918, 0.06566928105151336, 0.06179556486060772, 0.05831290899476192, 0.05476456195751851, 0.05181075290171181, 0.04959281931109668, 0.018172303615755326, 0.01523930564348338, 0.0003940935892024287, 1.7093899292399098e-18]",22.398842748386574,1.579463692931144,0.3271479690959713,0.6766998356512334,ERM_CANONICAL
source_balanced,300,20643513791697.793,"[0.34956747571957647, 0.6067340268198007, 0.6544383177646507, 0.7005544676663253, 0.7295652758613617, 0.7497277111975875, 0.7665941341002953, 0.7827124057911733, 0.7979888435842182, 0.811328092094658, 0.8238260068700312, 0.8352873749687816, 0.8461353078593369, 0.8556497777115134, 0.8640752756510086, 0.8722333523596995, 0.8802204422493756, 0.888060612560824, 0.8955469777118488, 0.9022595662363564, 0.9085089668569134, 0.9147302344977759, 0.9206675017114618, 0.925950682115931, 0.9310468562107684, 0.9359812485715491, 0.940362620150065, 0.9445984975047257, 0.9484206674623368, 0.9520658664703101, 0.9555211433426629, 0.9588963374058179, 0.9620882714576402, 0.9650728751630493, 0.9678713355484216, 0.9706048143570992, 0.9729723741467949, 0.9751552737408378, 0.9772489339809658, 0.9793162365982093, 0.9812172459486092, 0.9830754412647216, 0.9848971325006222, 0.9864472290462446, 0.9878802358349732, 0.9891907168324114, 0.9904668913821887, 0.9916514090849368, 0.9927875888793767, 0.9938448374232243, 0.9948244183493787, 0.9955691913362412, 0.9962788606909151, 0.9969239039546736, 0.9974980101713894, 0.9979766622724564, 0.9983737996929891, 0.9987460161772154, 0.9991038581082645, 0.9994192269944457, 0.9996974019033134, 0.9998930235153523, 1.0000000000000004, 1.0000000000000004]",11.38478787930607,26.154956062198682,ERM,59.054446496212506,30,59,63,10,"[20.643513791697792, 15.186828332563696, 2.817150497242396, 2.723363706979764, 1.7132172203656544, 1.1906814587964936, 0.9960372688904489, 0.9518556131803674, 0.9021415783020849, 0.7877419374594473, 0.7380574394165014, 0.6768447491610506, 0.6406186724798038, 0.5618717508251847, 0.49756311727187136, 0.48177070450537823, 0.4716731725503161, 0.4629969181786261, 0.44210315026230385, 0.39640819987162385, 0.36905489458007973, 0.3673935170359351, 0.35062202900433104, 0.3119952945255656, 0.30095174041896094, 0.2913978096610393, 0.2587394734634919, 0.25014739260532537, 0.22571613126117393, 0.21526520978441, 0.20404946318795966, 0.19932021721692278, 0.18849789868277758, 0.1762541198334791, 0.16526152909974207, 0.1614240780555794, 0.1398149329271719, 0.12890992728300507, 0.1236399466318853, 0.12208341180148645, 0.11226305497198358, 0.10973469587487633, 0.1075789676231091, 0.09154009351742372, 0.0846254227336818, 0.07738972994751804, 0.0753637816696477, 0.06995103730075178, 0.06709646888083032, 0.06243522756584462, 0.057848609392301874, 0.04398215650449212, 0.041909130935592884, 0.03809267290736799, 0.03390352485818699, 0.028266534892763297, 0.023452730552490808, 0.02198103845274429, 0.02113215717124533, 0.018623935015561765, 0.016427465272313063, 0.011552326021651384, 0.006317437089010662, 5.202032641952162e-18]",20.643513791697792,1.6052428569899275,0.34956747571957647,0.7295652758613618,ERM_CANONICAL
source_balanced,400,19086064512537.098,"[0.3781466519962786, 0.6381051421687794, 0.6911400305025747, 0.7354761012122757, 0.766591752892794, 0.7858642566852876, 0.8006441604661784, 0.8148076563709351, 0.8288144933282388, 0.8403812164935063, 0.8516282496415052, 0.86207218965545, 0.8717288306654493, 0.880432618771456, 0.8887112543560369, 0.8963130334927419, 0.9032839343653415, 0.9099063395785733, 0.9164913077907312, 0.9228693114737939, 0.9288057157911428, 0.9340771665507821, 0.9390210381286888, 0.9433077084364654, 0.9474414087172394, 0.9512174816646665, 0.9549401194197438, 0.9582467355031506, 0.9614700807493544, 0.9644714514662752, 0.9672652555785858, 0.9699179254640335, 0.9725094673673953, 0.9748307946247639, 0.9771366151987209, 0.9791790314092148, 0.9811127642331376, 0.9829092117690074, 0.9845532160605232, 0.9860562543135326, 0.9874929096134263, 0.9889074607728217, 0.9902052150459617, 0.9914505335878904, 0.992538838740019, 0.9934996654736187, 0.9943813422968112, 0.9952022767891441, 0.995948342926999, 0.9966018804725868, 0.9972158852279873, 0.9977594721151087, 0.9982283724793207, 0.9986295429452943, 0.9989625551168271, 0.9992105574213249, 0.9994095289226149, 0.9995564951403589, 0.9996869056190535, 0.9997924718567744, 0.999889067287093, 0.9999491675661686, 0.9999999999999998, 0.9999999999999998]",9.799783726597834,23.58702386247482,ERM,50.47265237383333,25,54,63,10,"[19.086064512537096, 13.120794506103202, 2.6768114825567157, 2.237759084552434, 1.5704894706560852, 0.9727343842919131, 0.745980945651603, 0.7148692051989981, 0.7069622126029476, 0.5838031974249139, 0.567667594315931, 0.5271333537370051, 0.48739628479659536, 0.4393032714099807, 0.4178446959902031, 0.3836819557895716, 0.3518398564751673, 0.334250356206107, 0.3323608114649921, 0.32191476273425607, 0.2996260714600735, 0.2660641016970523, 0.24953031153255775, 0.21635962028564562, 0.2086388172891209, 0.1905884172137251, 0.18789140132572335, 0.16689368411152056, 0.1626907840924881, 0.15148714084015066, 0.14101070376123617, 0.1338872849907393, 0.1308019936006013, 0.11716354370706662, 0.11638088026576507, 0.10308616339494578, 0.09760062460573066, 0.09067147198578096, 0.08297725710676428, 0.07586232724872258, 0.0725118035325614, 0.071396148933165, 0.06550110029485337, 0.06285452986145564, 0.05492964762003927, 0.04849547371646068, 0.04450056780306019, 0.04143474125320782, 0.03765593682383994, 0.0329857733517018, 0.030990448575210036, 0.02743627198865429, 0.023666645080834967, 0.02024813747172892, 0.01680800757003089, 0.01251733410282837, 0.010042619416907188, 0.007417774818890656, 0.006582162757054824, 0.005328208018904676, 0.0048754275753735464, 0.0030334204933502393, 0.0025656477620780013, 3.54233936790389e-18]",19.086064512537096,1.5272619007442993,0.3781466519962786,0.766591752892794,ERM_CANONICAL
source_balanced,500,18640634091546.895,"[0.4161089296776061, 0.7034352634206426, 0.7476909550079287, 0.7842706354074329, 0.8080229605433839, 0.824016068687511, 0.8366447157006631, 0.8481664708326194, 0.859250225415987, 0.8693597198169847, 0.8789900685067369, 0.8879453891420767, 0.8961574530083849, 0.903968330860337, 0.910999872880054, 0.9172209624221209, 0.9231842177361582, 0.9288098280196104, 0.9341267984295664, 0.9393039451534143, 0.9443094544152281, 0.9487506170688448, 0.9528011680829683, 0.9563309876815752, 0.9597215336227196, 0.9628132058985309, 0.9657687529608076, 0.9686959211864561, 0.9715619231865378, 0.974018446371022, 0.9761998111412449, 0.9783022127140573, 0.9803397918553849, 0.982096814702339, 0.9837376342981122, 0.9852750072305257, 0.9866804285049857, 0.9880130810734816, 0.9892434368715043, 0.9903944898143577, 0.9914689227818145, 0.9924697386035264, 0.993405632455218, 0.9942280548877596, 0.9949872212705664, 0.9956814124235351, 0.9963409961576649, 0.9969138998126175, 0.9974433252132864, 0.9978885443067605, 0.9982892402174416, 0.9986493385579855, 0.9989241106453364, 0.9991559768040477, 0.9993715167525272, 0.9995596392106203, 0.9997016915421483, 0.9998109350324947, 0.9998741734941813, 0.9999241310993656, 0.9999561190411321, 0.9999829360061923, 0.9999999999999999, 0.9999999999999999]",7.826875966345021,22.886632862501422,ERM,44.79748633606428,22,50,60,10,"[18.640634091546893, 12.871497509845122, 1.9825437391745244, 1.638677732874389, 1.0640444607275164, 0.7164510435577356, 0.5657316420146634, 0.5161456680912917, 0.49652434450069544, 0.45287993729321224, 0.4314154138407084, 0.40117585379670856, 0.36787981884182813, 0.34990769384549075, 0.31499540754973326, 0.27868917375617686, 0.2671388484490494, 0.25201319980497416, 0.23818690928926106, 0.23192315962137877, 0.22423423276114698, 0.19895292329163364, 0.18145450370873237, 0.15812704523736162, 0.15188793547021337, 0.13849914653124415, 0.13240107913793125, 0.13112977859185113, 0.12838968543779358, 0.11004606379115645, 0.09771965848803235, 0.09418230573098278, 0.09127842374227418, 0.07871020697858169, 0.07350459342159972, 0.06887044293322837, 0.06295934033903262, 0.059699485227915516, 0.05511684705041968, 0.05156427847956299, 0.04813189617866458, 0.04483403309805255, 0.04192569203315865, 0.03684245768425352, 0.03400874566058889, 0.031098018689735562, 0.029547693317170134, 0.025664643654617184, 0.02371692715243207, 0.019944696256466502, 0.017950169583651487, 0.016131500490156266, 0.012309098828629666, 0.010387021076666253, 0.009655647896888005, 0.008427413245930668, 0.006363587380632228, 0.004893833766099104, 0.0028329241233142144, 0.0022379751356279357, 0.0014329793842055261, 0.0012013326258563965, 0.0007644240294351403, 1.808299080828715e-18]",18.640634091546893,1.5074483571324033,0.4161089296776061,0.8080229605433839,ERM_CANONICAL
source_balanced,0,12007926875818.174,"[0.18142572887306913, 0.25284413208916945, 0.29110542524048094, 0.32814764888949116, 0.36428850976125093, 0.3979609530961522, 0.42738462998206234, 0.4553525297154691, 0.4821369490373975, 0.5079710931755408, 0.5322520288321205, 0.5543049687072902, 0.5754862154062841, 0.5961171341449327, 0.6151053730561941, 0.6333332940558858, 0.6503757295022844, 0.667331078487258, 0.6828233166132017, 0.6971732699349695, 0.7114702969513452, 0.7250834475105733, 0.7382617747359389, 0.7511759708432735, 0.7635726576179631, 0.7753884692243727, 0.7870494452459916, 0.7982242600048636, 0.8084673165411285, 0.8186137115038683, 0.8284896605905112, 0.8381335440094063, 0.8473844700558901, 0.8563949185781041, 0.8650835272379532, 0.8731710834297265, 0.8811207558075448, 0.8890036340309763, 0.8964103797888923, 0.9035058945209806, 0.9103510187142101, 0.9167952364260041, 0.9230769059535793, 0.9289635829292349, 0.9345755012083884, 0.9399540146191645, 0.945171130581047, 0.9501320829039273, 0.9549717363747539, 0.9595723237739766, 0.9640351084227196, 0.9683218446573904, 0.9724413098008058, 0.9763242181155087, 0.9801514862171747, 0.9838160607900227, 0.987085671067774, 0.9901465279845849, 0.9930663688295481, 0.9956262474709046, 0.9981148158295756, 0.9993515839543561, 0.9999999999999998, 0.9999999999999998]",35.96781709248916,15.190262411995947,IRMv1,66.18646070987693,61,63,63,10,"[12.007926875818173, 4.726931338424572, 2.5323795758683607, 2.4516936801516893, 2.392035668109857, 2.228659847791001, 1.9474490341494055, 1.851096296842904, 1.7727659170876857, 1.7098705659725175, 1.6070691938332675, 1.4596060385851966, 1.4019117524291687, 1.3654874925042306, 1.2567643286499521, 1.206441577068839, 1.1279784840736768, 1.1222145394162062, 1.0253764100308291, 0.9497726217197556, 0.9462696168873971, 0.9010062546259844, 0.872226837123563, 0.8547449332577435, 0.8204928221456491, 0.7820467506429297, 0.7717987312936986, 0.7396214379782318, 0.677951658986543, 0.6715539715482728, 0.6536541161958357, 0.6382945109953365, 0.6122860533055812, 0.5963696970938827, 0.5750682556885974, 0.5352867201257253, 0.5261606784908621, 0.5217398098158952, 0.49022628709435817, 0.4696270070317173, 0.45305454346941126, 0.4265199623875531, 0.41576147337928615, 0.38961831436096694, 0.3714330086902373, 0.3559847665398797, 0.3453024406300046, 0.32834787600189214, 0.3203195342962844, 0.3044965971410087, 0.2953759208106645, 0.2837238993696408, 0.27265281786037626, 0.25699595861114355, 0.25331332983708293, 0.2425452209842175, 0.216403932184997, 0.20258728606305962, 0.19325393136424854, 0.16942930711818718, 0.16470953189502252, 0.08185730489800896, 0.042916363128651575, 2.099469262465712e-18]",12.007926875818173,1.6002744954074344,0.18142572887306913,0.36428850976125093,IRMv1_CANONICAL
source_balanced,100,25507028874181.72,"[0.29641112105211576, 0.5066656285956185, 0.5453407868071216, 0.5824521775790569, 0.6128487332057287, 0.6380187383174601, 0.661633915928393, 0.6809029799953993, 0.6995344497988396, 0.716803774258925, 0.7324401632858712, 0.7468143470931471, 0.7609267859380169, 0.7744316120139911, 0.7864582471332483, 0.7978569125159528, 0.8083605560377952, 0.8184760101021002, 0.8283815977824838, 0.8379298537472649, 0.847316597859027, 0.8559116409491468, 0.8641922942702728, 0.8722158863228002, 0.8796275041949702, 0.8869799998274758, 0.8936973205065277, 0.9001136170789408, 0.9061981430725095, 0.9120435133413257, 0.9176931324345791, 0.9229806112060943, 0.9280540929910931, 0.9328119710333631, 0.937419850424084, 0.941654831108827, 0.945813981660789, 0.9496968771317836, 0.9535005811396811, 0.9570600055775995, 0.9604782243493094, 0.963778647457289, 0.9668457984231223, 0.9698486119837897, 0.9726956305379724, 0.9755180556713173, 0.9780682987975406, 0.9803789516958867, 0.982612308217894, 0.9847429292263906, 0.9867372173797597, 0.9884555847290786, 0.9901495256425756, 0.9917338875683802, 0.9932287291137246, 0.9946124684585883, 0.9959076477749392, 0.9970595450118768, 0.9981880251080301, 0.9990730631897442, 0.9998051176958057, 1.0, 1.0, 1.0]",17.21099008298311,32.249672260125635,IRMv1,86.05287407450885,44,61,62,10,"[25.507028874181717, 18.093004661238908, 3.3281085193861877, 3.193541836827232, 2.6157109736408013, 2.165951280334568, 2.032153905200771, 1.658158343691733, 1.6032915248184623, 1.486075003115568, 1.345556215915829, 1.2369398290913487, 1.2144159228017835, 1.1621290977139516, 1.0349265174575033, 0.980887916795334, 0.9038687133086312, 0.8704638948021152, 0.8524042892940445, 0.8216548681684894, 0.8077563090191019, 0.7396281606990585, 0.7125740174975107, 0.6904531565213782, 0.6377910194422196, 0.6327033807973824, 0.5780447505125539, 0.5521407609705622, 0.523590949127642, 0.5030109116613258, 0.48616596040067095, 0.45500274489684284, 0.4365876891638179, 0.40942908003332923, 0.39652126496023404, 0.3644322595721612, 0.357906858704916, 0.33413431500997703, 0.3273196620082993, 0.3062987029339264, 0.2941475495210751, 0.2840108941035734, 0.2639371558303614, 0.2584007372053305, 0.24499412913087307, 0.24287779458446665, 0.21945575060027914, 0.19883832289127165, 0.1921867475517788, 0.18334606134466203, 0.17161422733015264, 0.1478704491246844, 0.14576848411882007, 0.1363388972897104, 0.12863541126286246, 0.1190747475954977, 0.11145390261385477, 0.09912406787696426, 0.0971089556098648, 0.0761600705968957, 0.06299539422578652, 0.016770182382189025, 1.442185090388707e-17, 3.3984911514817767e-18]",25.507028874181717,1.5985670733408504,0.29641112105211576,0.6128487332057289,IRMv1_CANONICAL
source_balanced,200,27617246998121.75,"[0.32622831591083234, 0.4638231188088089, 0.5232356323689715, 0.5592732622538631, 0.5927941242208218, 0.6215402890828361, 0.645157443508462, 0.6653267130001996, 0.6840724939005676, 0.7018962313686626, 0.7185401897889588, 0.7347392305272266, 0.7495129945096076, 0.7632631747030847, 0.7767063458480904, 0.7899291286623088, 0.801158961220422, 0.8120080428532827, 0.8222821265786422, 0.8318891434313042, 0.8412207725683757, 0.8500584042886815, 0.8583841568252968, 0.8664847153299128, 0.874256019053467, 0.8818302341942276, 0.889254811305266, 0.8962667268488583, 0.9028544804335354, 0.9088479372734849, 0.9146467483868844, 0.9202670463090403, 0.9255636798331878, 0.9305671889634479, 0.9355069245670348, 0.9401414426861455, 0.9445973149899786, 0.9488380409169862, 0.9528592649362468, 0.9566915561562809, 0.9603794345297098, 0.9638896660585015, 0.9670854859969971, 0.9702069413388402, 0.9730757149887732, 0.9757664800603499, 0.978424389140446, 0.9808275601499115, 0.9831323725285888, 0.9852312130356445, 0.9870743773922259, 0.9888905797506059, 0.990598447617081, 0.992221402410354, 0.9936997750065734, 0.9951254936899369, 0.9963214270156524, 0.9972888848438016, 0.9981780890294654, 0.9989511209126657, 0.9995469967615049, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002]",18.382583140609228,31.271554436383354,IRMv1,84.65619215491503,42,62,62,10,"[27.61724699812175, 11.648252073648761, 5.029637164355623, 3.050808520343091, 2.837748531873234, 2.433540856275548, 1.999338363208095, 1.7074535537168019, 1.5869464299954883, 1.5088897440178146, 1.4090141422470133, 1.371349105464088, 1.2506906025438107, 1.1640378966236988, 1.1380476796230106, 1.1193904427431858, 0.9506748629071492, 0.9184419394158114, 0.8697648060697194, 0.813293464714458, 0.7899801893463334, 0.7481602491085831, 0.7048265065739743, 0.6857624373289001, 0.6578889813154056, 0.6412042123788937, 0.6285364265810536, 0.5936020696323933, 0.557694133333658, 0.5073832339149471, 0.4909052678860076, 0.47579302086590064, 0.44839282539438985, 0.42357803038017183, 0.41817920645172013, 0.39234065643687766, 0.37721718197105564, 0.359003708953093, 0.3404215132724912, 0.324427181916794, 0.3122017402249542, 0.29716283480963446, 0.27054594680579, 0.2642505232220595, 0.24285945335768808, 0.22778992494312875, 0.225008461814908, 0.2034433067584206, 0.19511663961032769, 0.17767984526783043, 0.15603527594384775, 0.15375277584322894, 0.14458159027952347, 0.13739317283804772, 0.12515339458210945, 0.12069591481766812, 0.10124316142624198, 0.08190129580157295, 0.07527664040650346, 0.06544193564608713, 0.05044458035980885, 0.03834952920485348, 7.283490432927025e-17, 1.2398738832165519e-17]",27.61724699812175,1.282148034262378,0.32622831591083234,0.5927941242208217,IRMv1_CANONICAL
source_balanced,300,26799992942940.113,"[0.3277671388282154, 0.43549869678639214, 0.5181023615152045, 0.553181424598074, 0.5848233813855354, 0.6131660785267797, 0.6356389116213857, 0.6575770406741427, 0.6773770308632108, 0.6958497801747635, 0.7130450244919375, 0.7294917094471499, 0.7440571548475035, 0.7581681274166873, 0.7717500636984583, 0.7839049270642547, 0.795461028100137, 0.8067282672362113, 0.8169727055181027, 0.8266326886311389, 0.8360075458075067, 0.8450032559354046, 0.8536795275457844, 0.8616560960069902, 0.8695360883131069, 0.8769825944224385, 0.8841986613922991, 0.8911010352439416, 0.8976510455590079, 0.9037384260937726, 0.9097753199707368, 0.915228580430235, 0.9205296661750926, 0.9256449265499732, 0.9304804885419427, 0.9350004521928712, 0.9394314829278866, 0.9435931778085512, 0.9474789577987109, 0.9513103015521883, 0.9550143076525549, 0.958663161948189, 0.962087657152908, 0.9651957302084877, 0.9682432401099175, 0.971025443199913, 0.9736207500526871, 0.97614806508952, 0.9784847027456525, 0.9807262713409832, 0.982868819059003, 0.9849600228818786, 0.9868258589315261, 0.9885404541419631, 0.9901933528267816, 0.991824232710518, 0.9933131790485277, 0.994703393906855, 0.9960027819828277, 0.9972521801870236, 0.9983119101759963, 0.9992322037840303, 1.0, 1.0]",19.088560095288383,29.857176453098734,IRMv1,81.76534425858395,43,63,63,10,"[26.79999294294011, 8.80870792396391, 6.754117083571989, 2.8682516692394064, 2.587215489742018, 2.3174503889706326, 1.8374989344461574, 1.7937786743879098, 1.6189530141257364, 1.510430706861633, 1.4059750712041947, 1.344768857275417, 1.1909486574395118, 1.1537885299427517, 1.1105316957771603, 0.9938465875203978, 0.9448885794858853, 0.9212696868049036, 0.837640022854677, 0.789851844769511, 0.7665384244007636, 0.7355373354580005, 0.709418335103676, 0.6522068662326596, 0.6443102836646271, 0.6088661355531471, 0.5900241999836404, 0.5643749741809954, 0.5355638483086715, 0.4977367650580398, 0.4936087061025112, 0.44588771880259953, 0.43344510087255067, 0.41825102552441035, 0.3953813909571075, 0.36957638395446263, 0.36230475346889546, 0.3402824146167337, 0.3177221386085272, 0.31327114097605746, 0.3028593339323652, 0.29834982763193396, 0.2800050293257178, 0.2541326633703004, 0.24918069622185077, 0.22748779345078463, 0.2122061582737317, 0.20664678403653994, 0.1910559823612435, 0.18328262787644573, 0.1751861517543306, 0.17098800049228133, 0.1525607269295027, 0.1401944676455058, 0.13514982998873817, 0.13334945513811333, 0.12174420990991687, 0.11367139648453317, 0.1062449133574031, 0.10215747428213816, 0.0866491873695027, 0.0752481236798752, 0.06277912191920522, 2.1773578089533988e-17]",26.79999294294011,1.2411609701923965,0.3277671388282154,0.5848233813855352,IRMv1_CANONICAL
