diagnostic_only,frobenius_norm,linear_index,method,module,nuclear_norm,penalized_by_weight_nuclear,seed,singular_value_max,singular_value_min,stable_rank,stage
True,1.3738048796587103,2,FISHR,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,5.547823838296083,0,FISHR,encoder.0,41.767736247663805,True,10,1.3422041747014868,0.2993254735219282,17.084731350585052,final
True,5.828502625010776,1,FISHR,encoder.2,38.52834375479412,True,10,1.5319685107328447,0.005543734353506641,14.47485812450122,final
True,1.3852030226152219,2,FISHR,head,1.385203022615222,False,10,1.385203022615222,1.385203022615222,0.9999999999999998,final
True,10.483152920439583,0,MLDG,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,MLDG,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,MLDG,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,4.667072510653998,0,MLDG,encoder.0,33.09899993610763,True,10,1.3682906746884549,0.15796144590431554,11.634088485362772,final
True,4.5218236587750615,1,MLDG,encoder.2,24.609396383949594,True,10,2.5598425642037332,0.0005604619439117527,3.120331471754612,final
True,1.9232512310356356,2,MLDG,head,1.9232512310356356,False,10,1.9232512310356356,1.9232512310356356,1.0000000000000002,final
True,10.483152920439583,0,SPECTRAL_NORM_REG,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,SPECTRAL_NORM_REG,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,SPECTRAL_NORM_REG,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,3.1468496551340848,0,SPECTRAL_NORM_REG,encoder.0,25.158529747359665,True,10,0.4195822272266355,0.37207463439841837,56.24939050017789,final
True,4.108109752835316,1,SPECTRAL_NORM_REG,encoder.2,30.72344651176429,True,10,0.6071396403439802,0.00224933888344015,45.78327940211933,final
True,0.14084965781099124,2,SPECTRAL_NORM_REG,head,0.14084965781099126,False,10,0.14084965781099126,0.14084965781099126,0.9999999999999994,final
True,10.483152920439583,0,SPECTRAL_REG_2024,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,SPECTRAL_REG_2024,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,SPECTRAL_REG_2024,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,7.780147978123364,0,SPECTRAL_REG_2024,encoder.0,62.136353522319,True,10,1.0072473701377966,0.7647923927627154,59.66277242135886,final
True,6.256389667219459,1,SPECTRAL_REG_2024,encoder.2,44.820320815974995,True,10,1.0341131363799008,0.0065493809023206995,36.60256075224137,final
True,1.0088140431283763,2,SPECTRAL_REG_2024,head,1.008814043128376,False,10,1.008814043128376,1.008814043128376,1.0000000000000002,final
True,10.483152920439583,0,SVB_ORTHDNN,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,SVB_ORTHDNN,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,SVB_ORTHDNN,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,7.678689550036474,0,SVB_ORTHDNN,encoder.0,61.4108822477904,True,10,1.0500001864770345,0.9523799100796534,53.480500918619654,final
True,7.708376290405053,1,SVB_ORTHDNN,encoder.2,61.64042790062611,True,10,1.050000606419764,0.9523798665342789,53.89478131560242,final
True,1.0499999909698101,2,SVB_ORTHDNN,head,1.0499999909698101,False,10,1.0499999909698101,1.0499999909698101,0.9999999999999998,final
True,10.483152920439583,0,STABLE_RANK_NORM,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,STABLE_RANK_NORM,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,STABLE_RANK_NORM,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,1.2165537933030364,0,STABLE_RANK_NORM,encoder.0,3.3695554296227224,True,10,0.9999998458937855,4.53571459032621e-08,1.4800035881554565,final
True,1.0104738170863654,1,STABLE_RANK_NORM,encoder.2,1.3519448178898132,True,10,1.0000000764722463,5.875835875176518e-08,1.0210571788520144,final
True,2.533914475557788,2,STABLE_RANK_NORM,head,2.5339144755577885,False,10,2.5339144755577885,2.5339144755577885,0.9999999999999998,final
True,10.483152920439583,0,SAM,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,SAM,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,SAM,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,3.546168703299537,0,SAM,encoder.0,21.991086883702557,True,10,1.5922832522819583,0.05940714966620281,4.959959506040176,final
True,3.3896803838979057,1,SAM,encoder.2,19.146223790753684,True,10,1.4670086569971852,0.0005394780950406057,5.338904431176565,final
True,1.3990107050696075,2,SAM,head,1.3990107050696075,False,10,1.3990107050696075,1.3990107050696075,1.0000000000000002,final
True,10.483152920439583,0,ASAM,encoder.0,82.1072861934736,True,10,1.8021935966633655,0.8008436826862213,33.83615123822118,initial
True,8.05896807071052,1,ASAM,encoder.2,54.68550844699822,True,10,1.981759937892284,0.01232333255569884,16.537002071449507,initial
True,1.3738048796587103,2,ASAM,head,1.3738048796587101,False,10,1.3738048796587101,1.3738048796587101,1.0000000000000004,initial
True,3.766432626699136,0,ASAM,encoder.0,25.50695797334581,True,10,1.4304835790252763,0.1048343447985324,6.932576217772371,final
True,3.774732672409275,1,ASAM,encoder.2,21.72103563353204,True,10,1.7901802225661654,0.001474276430591391,4.446096562693952,final
True,1.7845184755467063,2,ASAM,head,1.7845184755467063,False,10,1.7845184755467063,1.7845184755467063,1.0,final
True,10.469490127304782,0,ERM,encoder.0,82.02333861020952,True,11,1.781586291002532,0.7538478573712983,34.53324095756309,initial
True,7.967820920741748,1,ERM,encoder.2,54.39860349225954,True,11,1.9523263036349086,0.019800467093747314,16.65613829597273,initial
True,1.3149515246160564,2,ERM,head,1.3149515246160564,False,11,1.3149515246160564,1.3149515246160564,1.0,initial
True,3.4245862767743516,0,ERM,encoder.0,22.354793862088265,True,11,1.1796015276851457,0.01453017781231434,8.428408402101587,final
True,3.2822217560861584,1,ERM,encoder.2,15.38820646143542,True,11,2.263075075477661,0.0006389862134056643,2.1034777216264096,final
True,1.7956576916800437,2,ERM,head,1.795657691680044,False,11,1.795657691680044,1.795657691680044,0.9999999999999999,final
True,10.469490127304782,0,IRMv1,encoder.0,82.02333861020952,True,11,1.781586291002532,0.7538478573712983,34.53324095756309,initial
True,7.967820920741748,1,IRMv1,encoder.2,54.39860349225954,True,11,1.9523263036349086,0.019800467093747314,16.65613829597273,initial
