A_norm,A_normalized_norm,A_rank_primary,basis_index,finite,method,opaque_direction_id,seed
0.22882667930048797,0.1162941551372399,5,-1,True,VREX,u006,14
0.6276940065383269,0.3190062644715755,5,-1,True,VREX,u007,14
2.8944254782195573,1.471003147999304,5,-1,True,VREX,u008,14
1.6497205974013165,0.8384199940049546,5,-1,True,VREX,u009,14
3.4231869896719824,1.7397300002676996,5,-1,True,VREX,u010,14
1.3458792456353121,0.6106450877054727,5,0,True,CORAL,u000,14
1.3503376619036882,0.6126679363392258,5,1,True,CORAL,u001,14
2.739095148993763,1.2427675089836057,5,2,True,CORAL,u002,14
1.4635677365356645,0.6640420763883962,5,3,True,CORAL,u003,14
4.121263271477591,1.8698773905832995,5,4,True,CORAL,u004,14
1.887187113256031,0.856244380042345,5,-1,True,CORAL,u005,14
0.2707905916898997,0.12286164984603813,5,-1,True,CORAL,u006,14
0.7433789848309852,0.33728191207543506,5,-1,True,CORAL,u007,14
3.242145141814668,1.4710086442730903,5,-1,True,CORAL,u008,14
2.050586670488218,0.9303811477209224,5,-1,True,CORAL,u009,14
3.8628921521412365,1.7526506368909696,5,-1,True,CORAL,u010,14
