O_norm,O_normalized_norm,O_rank_primary,basis_index,finite,method,opaque_direction_id,seed
0.8990709459105302,1.9785412036597225,3,0,True,IRMv1,u000,12
0.8871308605507777,1.9522652451639673,3,1,True,IRMv1,u001,12
0.0,0.0,3,2,True,IRMv1,u002,12
0.48585334267461044,1.0691935511763095,3,3,True,IRMv1,u003,12
0.0,0.0,3,4,True,IRMv1,u004,12
0.8931208567495273,1.9654471351392782,3,-1,True,IRMv1,u005,12
0.8931208567495273,1.9654471351392782,3,-1,True,IRMv1,u006,12
0.6315318142267299,1.3897809973206563,3,-1,True,IRMv1,u007,12
0.6315318142267299,1.3897809973206563,3,-1,True,IRMv1,u008,12
0.34355019326736846,0.7560340104376944,3,-1,True,IRMv1,u009,12
0.34355019326736846,0.7560340104376944,3,-1,True,IRMv1,u010,12
0.6665675202668367,2.2085715989162726,3,0,True,VREX,u000,12
0.6696881767677665,2.218911426628202,3,1,True,VREX,u001,12
0.0,0.0,3,2,True,VREX,u002,12
0.17279096596223079,0.5725169744555252,3,3,True,VREX,u003,12
0.0,0.0,3,4,True,VREX,u004,12
0.6681296704896496,2.213747549604605,3,-1,True,VREX,u005,12
0.6681296704896496,2.213747549604605,3,-1,True,VREX,u006,12
0.47243902071516464,1.565355904160519,3,-1,True,VREX,u007,12
0.47243902071516464,1.565355904160519,3,-1,True,VREX,u008,12
0.12218166375966732,0.4048306349819073,3,-1,True,VREX,u009,12
0.12218166375966732,0.4048306349819073,3,-1,True,VREX,u010,12
0.8889397149257955,2.2547094641682897,3,0,True,CORAL,u000,12
0.8880175862707108,2.2523705741728373,3,1,True,CORAL,u001,12
0.0,0.0,3,2,True,CORAL,u002,12
0.19433817844903806,0.4929199616588724,3,3,True,CORAL,u003,12
0.0,0.0,3,4,True,CORAL,u004,12
0.8884787702298841,2.2535403226046054,3,-1,True,CORAL,u005,12
0.8884787702298841,2.2535403226046054,3,-1,True,CORAL,u006,12
0.6282493633698355,1.5934936437910363,3,-1,True,CORAL,u007,12
0.6282493633698355,1.5934936437910363,3,-1,True,CORAL,u008,12
0.1374178438247562,0.3485470474712017,3,-1,True,CORAL,u009,12
0.1374178438247562,0.3485470474712017,3,-1,True,CORAL,u010,12
0.10063786001103793,1.835659663652165,3,0,True,FISHR,u000,12
0.10040583050090328,1.8314273875238327,3,1,True,FISHR,u001,12
0.0,0.0,3,2,True,FISHR,u002,12
0.07307536871173952,1.3329129488240021,3,3,True,FISHR,u003,12
0.0,0.0,3,4,True,FISHR,u004,12
0.10052191220370162,1.8335447467313077,3,-1,True,FISHR,u005,12
0.10052191220370162,1.8335447467313077,3,-1,True,FISHR,u006,12
0.07107972577707616,1.2965119240226783,3,-1,True,FISHR,u007,12
0.07107972577707616,1.2965119240226783,3,-1,True,FISHR,u008,12
0.051672088753778274,0.9425117848448095,3,-1,True,FISHR,u009,12
0.051672088753778274,0.9425117848448095,3,-1,True,FISHR,u010,12
1.0824585356290484,2.2471794600769592,3,0,True,MLDG,u000,12
1.084087747100253,2.2505616963785884,3,1,True,MLDG,u001,12
0.0,0.0,3,2,True,MLDG,u002,12
0.24193633928607,0.5022588435444519,3,3,True,MLDG,u003,12
0.0,0.0,3,4,True,MLDG,u004,12
1.0832734476504737,2.2488712140758804,3,-1,True,MLDG,u005,12
1.0832734476504737,2.2488712140758804,3,-1,True,MLDG,u006,12
0.7659900007129804,1.590192085488279,3,-1,True,MLDG,u007,12
0.7659900007129804,1.590192085488279,3,-1,True,MLDG,u008,12
0.17107482612462943,0.35515063418119525,3,-1,True,MLDG,u009,12
0.17107482612462943,0.35515063418119525,3,-1,True,MLDG,u010,12
0.9487206095686248,2.269082842684778,3,0,True,SPECTRAL_NORM_REG,u000,12
0.9484202649795868,2.2683644997427086,3,1,True,SPECTRAL_NORM_REG,u001,12
0.0,0.0,3,2,True,SPECTRAL_NORM_REG,u002,12
0.1933967464716079,0.4625526575725145,3,3,True,SPECTRAL_NORM_REG,u003,12
0.0,0.0,3,4,True,SPECTRAL_NORM_REG,u004,12
0.9485704491613188,2.2687236996447386,3,-1,True,SPECTRAL_NORM_REG,u005,12
0.9485704491613188,2.2687236996447386,3,-1,True,SPECTRAL_NORM_REG,u006,12
0.6707405970351378,1.6042299126574266,3,-1,True,SPECTRAL_NORM_REG,u007,12
0.6707405970351378,1.6042299126574266,3,-1,True,SPECTRAL_NORM_REG,u008,12
0.13675215088948947,0.3270741208253841,3,-1,True,SPECTRAL_NORM_REG,u009,12
0.13675215088948947,0.3270741208253841,3,-1,True,SPECTRAL_NORM_REG,u010,12
1.0330289228132685,2.287882216663877,3,0,True,SPECTRAL_REG_2024,u000,12
1.0305970107016535,2.2824961830787753,3,1,True,SPECTRAL_REG_2024,u001,12
0.0,0.0,3,2,True,SPECTRAL_REG_2024,u002,12
0.19398356073518247,0.4296216002573482,3,3,True,SPECTRAL_REG_2024,u003,12
0.0,0.0,3,4,True,SPECTRAL_REG_2024,u004,12
1.0318136832383855,2.28519078668456,3,-1,True,SPECTRAL_REG_2024,u005,12
1.0318136832383855,2.28519078668456,3,-1,True,SPECTRAL_REG_2024,u006,12
0.7296024523389306,1.6158739015696733,3,-1,True,SPECTRAL_REG_2024,u007,12
0.7296024523389306,1.6158739015696733,3,-1,True,SPECTRAL_REG_2024,u008,12
0.13716709123456003,0.3037883468861871,3,-1,True,SPECTRAL_REG_2024,u009,12
0.13716709123456003,0.3037883468861871,3,-1,True,SPECTRAL_REG_2024,u010,12
1.4814813763180095,2.3351744881390326,3,0,True,SVB_ORTHDNN,u000,12
1.4781982114623762,2.329999422874099,3,1,True,SVB_ORTHDNN,u001,12
0.0,0.0,3,2,True,SVB_ORTHDNN,u002,12
0.212420364156492,0.33482608898686905,3,3,True,SVB_ORTHDNN,u003,12
0.0,0.0,3,4,True,SVB_ORTHDNN,u004,12
1.479840704391468,2.3325883906777283,3,-1,True,SVB_ORTHDNN,u005,12
1.479840704391468,2.3325883906777283,3,-1,True,SVB_ORTHDNN,u006,12
1.046405397151084,1.6493890687652373,3,-1,True,SVB_ORTHDNN,u007,12
1.046405397151084,1.6493890687652373,3,-1,True,SVB_ORTHDNN,u008,12
0.15020387995717133,0.2367577980407855,3,-1,True,SVB_ORTHDNN,u009,12
0.15020387995717133,0.2367577980407855,3,-1,True,SVB_ORTHDNN,u010,12
0.6333769089332931,2.3865110595400343,3,0,True,STABLE_RANK_NORM,u000,12
0.632491259428405,2.3831740065018185,3,1,True,STABLE_RANK_NORM,u001,12
0.0,0.0,3,2,True,STABLE_RANK_NORM,u002,12
0.061125281765801925,0.23031493395814764,3,3,True,STABLE_RANK_NORM,u003,12
0.0,0.0,3,4,True,STABLE_RANK_NORM,u004,12
0.6329342390893476,2.384843116703154,3,-1,True,STABLE_RANK_NORM,u005,12
0.6329342390893476,2.384843116703154,3,-1,True,STABLE_RANK_NORM,u006,12
0.44755209250522526,1.686338739886861,3,-1,True,STABLE_RANK_NORM,u007,12
0.44755209250522526,1.686338739886861,3,-1,True,STABLE_RANK_NORM,u008,12
0.04322210123853697,0.16285725161033807,3,-1,True,STABLE_RANK_NORM,u009,12
0.04322210123853697,0.16285725161033807,3,-1,True,STABLE_RANK_NORM,u010,12
0.9743715781075625,2.295852706579459,3,0,True,SAM,u000,12
0.9697997624104149,2.2850804142855226,3,1,True,SAM,u001,12
0.0,0.0,3,2,True,SAM,u002,12
0.1778541172023865,0.4190668791350188,3,3,True,SAM,u003,12
0.0,0.0,3,4,True,SAM,u004,12
0.9720883579683276,2.290472893319142,3,-1,True,SAM,u005,12
0.9720883579683276,2.290472893319142,3,-1,True,SAM,u006,12
0.6873702698319004,1.6196089149899366,3,-1,True,SAM,u007,12
0.6873702698319004,1.6196089149899366,3,-1,True,SAM,u008,12
0.1257618523357545,0.29632503200705507,3,-1,True,SAM,u009,12
0.1257618523357545,0.29632503200705507,3,-1,True,SAM,u010,12
0.8516040760342984,2.2776641836159,3,0,True,ASAM,u000,12
0.8494129585193659,2.2718039135369974,3,1,True,ASAM,u001,12
0.0,0.0,3,2,True,ASAM,u002,12
0.16845099800400734,0.45053190284710243,3,3,True,ASAM,u003,12
0.0,0.0,3,4,True,ASAM,u004,12
0.8505092228832247,2.274735935761413,3,-1,True,ASAM,u005,12
0.8505092228832247,2.274735935761413,3,-1,True,ASAM,u006,12
0.6014008389624289,1.608481205585622,3,-1,True,ASAM,u007,12
0.6014008389624289,1.608481205585622,3,-1,True,ASAM,u008,12
0.11911284298627518,0.318574163644065,3,-1,True,ASAM,u009,12
0.11911284298627518,0.318574163644065,3,-1,True,ASAM,u010,12
0.8749523407243196,2.2217880623816604,3,0,True,ERM,u000,13
0.8806544588336296,2.2362675915581494,3,1,True,ERM,u001,13
0.0,0.0,3,2,True,ERM,u002,13
0.2134206597632806,0.5419443460601909,3,3,True,ERM,u003,13
0.0,0.0,3,4,True,ERM,u004,13
0.8778080298113362,2.229039584125296,3,-1,True,ERM,u005,13
0.8778080298113362,2.229039584125296,3,-1,True,ERM,u006,13
0.6207040104595989,1.5761690054682382,3,-1,True,ERM,u007,13
0.6207040104595989,1.5761690054682382,3,-1,True,ERM,u008,13
0.15091119576392267,0.38321252212487006,3,-1,True,ERM,u009,13
0.15091119576392267,0.38321252212487006,3,-1,True,ERM,u010,13
1.0347268782776065,2.048295498534358,3,0,True,IRMv1,u000,13
1.022106905237743,2.0233136076490976,3,1,True,IRMv1,u001,13
0.0,0.0,3,2,True,IRMv1,u002,13
0.4689904420858812,0.9283908938165437,3,3,True,IRMv1,u003,13
0.0,0.0,3,4,True,IRMv1,u004,13
1.0284362494498134,2.0358428726468705,3,-1,True,IRMv1,u005,13
1.0284362494498134,2.0358428726468705,3,-1,True,IRMv1,u006,13
0.7272142460040227,1.4395583006789028,3,-1,True,IRMv1,u007,13
0.7272142460040227,1.4395583006789028,3,-1,True,IRMv1,u008,13
0.33162632191060337,0.656471496609518,3,-1,True,IRMv1,u009,13
0.33162632191060337,0.656471496609518,3,-1,True,IRMv1,u010,13
0.5972469154150638,2.2081632320771543,3,0,True,VREX,u000,13
0.591806341582883,2.1880481426768625,3,1,True,VREX,u001,13
0.0,0.0,3,2,True,VREX,u002,13
0.1633080782943973,0.6037886252459831,3,3,True,VREX,u003,13
0.0,0.0,3,4,True,VREX,u004,13
0.5945328518721756,2.198128696660991,3,-1,True,VREX,u005,13
0.5945328518721756,2.198128696660991,3,-1,True,VREX,u006,13
0.42039821119699256,1.5543117073297343,3,-1,True,VREX,u007,13
0.42039821119699256,1.5543117073297343,3,-1,True,VREX,u008,13
0.11547624958451197,0.42694303131473776,3,-1,True,VREX,u009,13
0.11547624958451197,0.42694303131473776,3,-1,True,VREX,u010,13
0.8658111104437093,2.2185614397258506,3,0,True,CORAL,u000,13
0.8714735365119998,2.2330708863925373,3,1,True,CORAL,u001,13
0.0,0.0,3,2,True,CORAL,u002,13
0.2140048123767723,0.5483676738816121,3,3,True,CORAL,u003,13
0.0,0.0,3,4,True,CORAL,u004,13
0.8686469374286946,2.225827985884398,3,-1,True,CORAL,u005,13
0.8686469374286946,2.225827985884398,3,-1,True,CORAL,u006,13
0.6142261399127565,1.5738980625736527,3,-1,True,CORAL,u007,13
0.6142261399127565,1.5738980625736527,3,-1,True,CORAL,u008,13
0.1513242540381705,0.38775450078518126,3,-1,True,CORAL,u009,13
0.1513242540381705,0.38775450078518126,3,-1,True,CORAL,u010,13
0.10197162279207522,1.7684572082763828,3,0,True,FISHR,u000,13
0.10068564891868083,1.7461550255338703,3,1,True,FISHR,u001,13
0.0,0.0,3,2,True,FISHR,u002,13
0.08564945777878953,1.4853877661897463,3,3,True,FISHR,u003,13
0.0,0.0,3,4,True,FISHR,u004,13
0.10133067589092933,1.7573414965085599,3,-1,True,FISHR,u005,13
0.10133067589092933,1.7573414965085599,3,-1,True,FISHR,u006,13
0.07165160806469233,1.242628089041718,3,-1,True,FISHR,u007,13
0.07165160806469233,1.242628089041718,3,-1,True,FISHR,u008,13
0.06056331240033296,1.0503277621643075,3,-1,True,FISHR,u009,13
0.06056331240033296,1.0503277621643075,3,-1,True,FISHR,u010,13
0.9424292005840552,2.1916748994304993,3,0,True,MLDG,u000,13
0.9510093906976959,2.2116286395021714,3,1,True,MLDG,u001,13
0.0,0.0,3,2,True,MLDG,u002,13
0.2565819268821039,0.5966964610673302,3,3,True,MLDG,u003,13
0.0,0.0,3,4,True,MLDG,u004,13
0.9467290159567057,2.201674374636258,3,-1,True,MLDG,u005,13
0.9467290159567057,2.201674374636258,3,-1,True,MLDG,u006,13
0.6694385071290536,1.5568188802699492,3,-1,True,MLDG,u007,13
0.6694385071290536,1.5568188802699492,3,-1,True,MLDG,u008,13
0.1814308204282466,0.42192811393072394,3,-1,True,MLDG,u009,13
0.1814308204282466,0.42192811393072394,3,-1,True,MLDG,u010,13
0.9247402155209615,2.2441022085593985,3,0,True,SPECTRAL_NORM_REG,u000,13
