K,basis_index,clean_task_bank_response_norm,control_parameter_hash,counterfactual_bank_response_norm,finite,method,minus_optimizer_hash,minus_parameter_hash,opaque_direction_id,plus_optimizer_hash,plus_parameter_hash,replay_match,replay_optimizer_hash,replay_parameter_hash,seed,source_bank_response_norm,target_only_learner_update
5,-1,7.814108371734619,d48bd1e28f53732758c807fcf192946ac091ad0e23a2a3fc1d41417753500eba,155.10086059570312,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,109.20805358886719,False
20,-1,14.36827278137207,e5e3befc60db32efe8a882ae064ec6b50deabf75e5ef8453c41f48bb648a1a2d,121.93592834472656,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,90.39139556884766,False
1,-1,0.9014291167259216,12e948bc7477991215667a9da0edcc8ffd00f557e380aaa6cea4e9d315154a6d,3.9599547386169434,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,1.9838120937347412,False
5,-1,11.353262901306152,d48bd1e28f53732758c807fcf192946ac091ad0e23a2a3fc1d41417753500eba,37.04484939575195,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,17.314111709594727,False
20,-1,56.8206787109375,e5e3befc60db32efe8a882ae064ec6b50deabf75e5ef8453c41f48bb648a1a2d,91.68352508544922,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,69.89922332763672,False
1,-1,0.9014291167259216,12e948bc7477991215667a9da0edcc8ffd00f557e380aaa6cea4e9d315154a6d,3.9599547386169434,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,1.9838120937347412,False
5,-1,11.353262901306152,d48bd1e28f53732758c807fcf192946ac091ad0e23a2a3fc1d41417753500eba,37.04484939575195,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,17.314111709594727,False
20,-1,56.8206787109375,e5e3befc60db32efe8a882ae064ec6b50deabf75e5ef8453c41f48bb648a1a2d,91.68352508544922,True,ERM,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,69.89922332763672,False
1,0,0.003454664722084999,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.06718500703573227,True,IRMv1,49c382406898f95b7ca0b5196c1f3913594b981038c1d9a58fb8a13116d86df9,0aa7b179e3a243e21e8aefd8909a799dc319fc84a33d28b2580eeff78d1a74a0,u000,29b4c5257da9023cdaa2b4ca0687d3add8ca67b260a7f3468599fc94226316e0,725ec812e277b5645e2fe1baa408df4a5c1edca23b2af8b0acdd08f7db28c9ff,True,29b4c5257da9023cdaa2b4ca0687d3add8ca67b260a7f3468599fc94226316e0,725ec812e277b5645e2fe1baa408df4a5c1edca23b2af8b0acdd08f7db28c9ff,11,0.05542659014463425,False
5,0,0.05222507193684578,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,1.0284614562988281,True,IRMv1,bae979609a5e9f9415e9fdca0532761c832a03a199325ffbd838c9a6cbd45a11,60baf9e8f67b89d556a08e7816534d33e6200f3521b69423db795a7d4a6e6a62,u000,824692dedb1959f9017dc4f19880e4f485f36875b2ab933bb4151f45feebcc81,09394f46ec03ea5fdb631bfcc451f5c0409a41d3a1b4513fcb1d9c2a5231a229,True,824692dedb1959f9017dc4f19880e4f485f36875b2ab933bb4151f45feebcc81,09394f46ec03ea5fdb631bfcc451f5c0409a41d3a1b4513fcb1d9c2a5231a229,11,0.8192648887634277,False
20,0,0.2615344822406769,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,3.3422439098358154,True,IRMv1,495774eeb14d3b11784f7bfef2d6fcdcee9d80949a7b4da4686ae97a6c02283e,0402aef1af44a87ea2ce0f5de0380c7b6edd072aa1dcc38f1a2403fd2e6d26aa,u000,9c6eaed41c63e0208241a6ddcca974b8c3f2419ad3cbf47de5700274fdb6e76c,31099a2e085d0d588a8d05a41af3d798238cd630e499d834310b5c5c70d5299c,True,9c6eaed41c63e0208241a6ddcca974b8c3f2419ad3cbf47de5700274fdb6e76c,31099a2e085d0d588a8d05a41af3d798238cd630e499d834310b5c5c70d5299c,11,2.6193504333496094,False
1,1,0.014368362724781036,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.346456378698349,True,IRMv1,49d6db2a8fd78fa91e31e872962cce19baade92ac8a6e2f2d13e4586d79a426e,429b631f3aec0342abf72d371f49c0f9f4922fba94c894b3b9c97721a163c754,u001,a50be79f1cda54e0766be4d41cc694daa51936c2cd47a8ae3bae4e4d73d5605e,a5d343e4946511878cd669a74cac6e6fdfedc7388ed5df76d96ef0a04ad74cd3,True,a50be79f1cda54e0766be4d41cc694daa51936c2cd47a8ae3bae4e4d73d5605e,a5d343e4946511878cd669a74cac6e6fdfedc7388ed5df76d96ef0a04ad74cd3,11,0.2812493145465851,False
5,1,0.058489833027124405,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,1.5002529621124268,True,IRMv1,5d9ff39edd6dc03f45c659e8d4bf99159d43cf151d8311852b65689d733ba7e2,2231cb8560ee23e70d4a8a6ef0d783524e7e0f95454da0b3fa65056d664a5e8d,u001,a38b96830bf566303f59dfea16d3ac56650aadd3350d7db5a85bf2505b71d519,a0e49c9d7f8b8e3501963797c90e834f704447753b9a07460d371c9f2a5f167c,True,a38b96830bf566303f59dfea16d3ac56650aadd3350d7db5a85bf2505b71d519,a0e49c9d7f8b8e3501963797c90e834f704447753b9a07460d371c9f2a5f167c,11,1.2248008251190186,False
20,1,0.2876236140727997,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,4.779513835906982,True,IRMv1,6a7a334dbf73292194deb465515e9fd05a66916a9e092e694ff2610c1111dcfe,42f6aa76f549d760c3715c0bee3b7c0b26c17c75754cf83089db6acb7c5fd201,u001,12d21a8fd23d7f351e8af992498884f49d12672167ae0a51f1b28f6665522895,6c70a5237b807f9d933d7d98cef55893678bbc2d53aac85adc8f7b6ce3dcdf31,True,12d21a8fd23d7f351e8af992498884f49d12672167ae0a51f1b28f6665522895,6c70a5237b807f9d933d7d98cef55893678bbc2d53aac85adc8f7b6ce3dcdf31,11,3.9536025524139404,False
1,2,0.0,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
5,2,0.0,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
20,2,0.0,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
1,3,0.5185750722885132,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,8.237354278564453,True,IRMv1,f7027dd44b7551057fa74607c812874f83f0039d337e3896f8425dff20636c6e,0a25fa2522c785ba61a372be56de6a82b5761cfef99806b6e207df1f3be64286,u003,a2e463be3b075a5cd455f1d6ac6f589cd5320e42d8c60d46bcf89fb3abb85a0e,4ee5749af59f4f9912c6366ee613886ffbe19e11429578defe4b7dae7e353885,True,a2e463be3b075a5cd455f1d6ac6f589cd5320e42d8c60d46bcf89fb3abb85a0e,4ee5749af59f4f9912c6366ee613886ffbe19e11429578defe4b7dae7e353885,11,6.573832988739014,False
5,3,4.07630729675293,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,63.44992446899414,True,IRMv1,d6a612411b578a909eb79b231861ed407a042fbc1e9672aeca4fc8977b5bcfa1,14f8027f3fb290408342f4e85e8e3e5337b25b6f26e053917c500b64638da7c0,u003,d3b416100108a59d2c7fb9bf223f602cfc42f611f3aa7f600ebc7cfec1930363,1ad8c6a0e178d17c259795ac7e964d01ae91989dbccab48f13b9bae90fca8e2e,True,d3b416100108a59d2c7fb9bf223f602cfc42f611f3aa7f600ebc7cfec1930363,1ad8c6a0e178d17c259795ac7e964d01ae91989dbccab48f13b9bae90fca8e2e,11,50.56330871582031,False
20,3,3.7954254150390625,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,58.04319381713867,True,IRMv1,4b855ae225a5dc282047e190f6953a2d848569dfa6f599ec656e659133af21e0,b85e0758723befc49ab10d25efd90e737503e6ea5dac0da773708e7edd176ed2,u003,1a0d936cc56cba04ec65ca79eb1d2c0cf0bd07d2586ca8f3b35d095726b67502,504c78383cd560f6f5a742006c775a675dc1f4ef5e31fca48e801df94089925b,True,1a0d936cc56cba04ec65ca79eb1d2c0cf0bd07d2586ca8f3b35d095726b67502,504c78383cd560f6f5a742006c775a675dc1f4ef5e31fca48e801df94089925b,11,46.01137161254883,False
1,4,0.0,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
5,4,0.0,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
20,4,0.0,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,0.0,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
1,-1,0.011246991343796253,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.292310893535614,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.23790958523750305,False
5,-1,0.07420351356267929,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,1.7872912883758545,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,1.444846272468567,False
20,-1,0.25326529145240784,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,5.723419189453125,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,4.635691165924072,False
1,-1,0.009585915133357048,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.19773763418197632,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.15991345047950745,False
5,-1,0.025344783440232277,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,0.33776041865348816,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.2893983721733093,False
20,-1,0.2949310839176178,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,1.1210778951644897,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,1.0011670589447021,False
1,-1,0.007952824234962463,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.20669502019882202,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.16822749376296997,False
5,-1,0.05246981233358383,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,1.2638057470321655,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,1.021660566329956,False
20,-1,0.1790855973958969,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,4.0470685958862305,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,3.2779288291931152,False
1,-1,0.007952824234962463,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,0.20669502019882202,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.16822749376296997,False
5,-1,0.05246981233358383,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,1.2638057470321655,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,1.021660566329956,False
20,-1,0.1790855973958969,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,4.0470685958862305,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u008,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,3.2779288291931152,False
1,-1,0.36668795347213745,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,5.8246893882751465,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,4.648401737213135,False
5,-1,2.8823843002319336,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,44.86587142944336,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,35.753658294677734,False
20,-1,2.6837711334228516,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,41.0427360534668,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u009,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,32.53495407104492,False
1,-1,0.36668795347213745,c95e07f0c66dbcd64a6e1cf461dfb43e5b9218e54a70b206b183eacb190514f7,5.8246893882751465,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,4.648401737213135,False
5,-1,2.8823843002319336,7c309a12da4208b9ba567ad6160c67443f4f7824fb8286045fabf477f4c9a608,44.86587142944336,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,35.753658294677734,False
20,-1,2.6837711334228516,7d071ded0c22ce82406177ffb19036f87c89aca0423875214aebeac9f861853e,41.0427360534668,True,IRMv1,LINEAR_COMBINATION,LINEAR_COMBINATION,u010,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,32.53495407104492,False
1,0,0.14978817105293274,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.7505341172218323,True,VREX,9ed6035d8ccf28c8e740bc0264ba9d4503e352d4260e6583d10f0fcef9b7db8a,cd04d87b82d915559c3008ded7639463aa7c37108e94883b0074dd7107b336ca,u000,e09cd82119e5e63681da6531891a1148cb6a1e82c8a5ce4dd21e590fc33de77b,a7226e585275c4e35a2436399f01e0e5af3907b1db118948506cd778704dcf9d,True,e09cd82119e5e63681da6531891a1148cb6a1e82c8a5ce4dd21e590fc33de77b,a7226e585275c4e35a2436399f01e0e5af3907b1db118948506cd778704dcf9d,11,0.5932307839393616,False
5,0,1.1521077156066895,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,7.893647193908691,True,VREX,1ea6877bf07e1ea21081304a6875344de8bfb9439f17545ffeb3175869239da9,bce2eca78bc59c14dcc3e765a9ddf467bdfd849d913ff5ff51bab30e0c1297f2,u000,2c814906cfa5cc696349f95184cd6433af381d02601e7c9c6d230e16a619a183,0f0876cf4cbafe1693afc9644a7c59ad44b37da44e6639e1f97fc2286f941f15,True,2c814906cfa5cc696349f95184cd6433af381d02601e7c9c6d230e16a619a183,0f0876cf4cbafe1693afc9644a7c59ad44b37da44e6639e1f97fc2286f941f15,11,6.194843292236328,False
20,0,3.0854732990264893,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,7.592601776123047,True,VREX,8047fc122765c43fe1a50c2d35a1625a11aded33029cec1727319726e50a630a,bb9dd5c3c472fb56cced0256aef8adadebd397c0543f1d0b7422872a89058992,u000,678224bb3b0290a149803ad753e0bea78f1df865c5d27b68e460dfa63c1a85c0,bb8c943d12a8bcda4d24839c9b60fc8fe7c02f4328ed4d8a60b44b91519125b8,True,678224bb3b0290a149803ad753e0bea78f1df865c5d27b68e460dfa63c1a85c0,bb8c943d12a8bcda4d24839c9b60fc8fe7c02f4328ed4d8a60b44b91519125b8,11,5.951205253601074,False
1,1,0.15913565456867218,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.7523558139801025,True,VREX,8968fb96de612789d790ae9b26fd17fedf7cddb1441b4ec3d744beb9943dd043,622936c65398b80e143cbb6af9b4a0af6e08543c36b3cf02cf5533f6f62089ab,u001,13414fbc184fddd45aed38850515ca6250a5fde7169dbb5b7dd268905f4601a7,0ebd78d7f249e5c4f17305e8fcfd76e12946f65dc861aef71d621fc2438bfc5b,True,13414fbc184fddd45aed38850515ca6250a5fde7169dbb5b7dd268905f4601a7,0ebd78d7f249e5c4f17305e8fcfd76e12946f65dc861aef71d621fc2438bfc5b,11,0.5990119576454163,False
5,1,1.1580866575241089,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,7.615879535675049,True,VREX,5de3f48bda6031a996f4891c885ea14406f9c0b5259b0743769bacca499f5aca,3b9f8da78c9d0194dffc01c293dc035c1cfda307688527cf3431b0eb214ad30b,u001,29a3a29748a647af3c35e7d2a5ba2b1c6dbbbe327da2e8921e937d4314a96563,3ffde533bd76ad6421f9beaad78ad316480a0139fc5a256f36c3c8f72be8419e,True,29a3a29748a647af3c35e7d2a5ba2b1c6dbbbe327da2e8921e937d4314a96563,3ffde533bd76ad6421f9beaad78ad316480a0139fc5a256f36c3c8f72be8419e,11,6.00800895690918,False
20,1,2.8656725883483887,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,7.832616329193115,True,VREX,fc825c5420d85a46857c0957bce028cf0bff5aa56924d56b8b8e725eb2f8eacc,1575a74af256e2d4231bcd69d68babe3d9164a65e11d79a40294bacf6dc1cb1a,u001,c3b46bdd5c57ab6812345d59af638a39badadaa2a6f9fca3e794f7c9e402282c,923f51139f69791d5e21bf0292ff67f22a1cad2275fa2eb4b5e8768e192b0b06,True,c3b46bdd5c57ab6812345d59af638a39badadaa2a6f9fca3e794f7c9e402282c,923f51139f69791d5e21bf0292ff67f22a1cad2275fa2eb4b5e8768e192b0b06,11,6.044538497924805,False
1,2,0.0,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.0,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
5,2,0.0,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,0.0,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
20,2,0.0,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,0.0,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u002,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
1,3,0.02656850405037403,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.03987710550427437,True,VREX,7169d6c728990f4b6e640187f09575acb38a802405cd30a8b66b65be18c75396,092777719887725c0feeef81e2b1f7c1f8ca9fa11cbbd0568f61e0cf17834dec,u003,f999e939d16396fabf8a8142e913798c1da681a630969def7b6fb9394d5a456b,1f33bdfea3f6c2267eca51a18af2b154d5e47b0e954dcfe7a29420a97df4043b,True,f999e939d16396fabf8a8142e913798c1da681a630969def7b6fb9394d5a456b,1f33bdfea3f6c2267eca51a18af2b154d5e47b0e954dcfe7a29420a97df4043b,11,0.03210948035120964,False
5,3,0.07222925871610641,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,0.2862471044063568,True,VREX,dec45227fec6f1c912caacdd8d53e086fb35f6467b9dba9357c241fba0989333,c0706d0b105cfc229a817dc4d7ace45f80eae6e585700c20446b530ee67e24e3,u003,b9aaa69f0494ec330a509a3393af7241eea4e3ae289f48d3ed372fcaecc853ec,ad66eaa9a0427d3abf527a908caeaa558041f249695bdb40cd79e23e34401c05,True,b9aaa69f0494ec330a509a3393af7241eea4e3ae289f48d3ed372fcaecc853ec,ad66eaa9a0427d3abf527a908caeaa558041f249695bdb40cd79e23e34401c05,11,0.22508780658245087,False
20,3,1.0100919008255005,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,1.7249571084976196,True,VREX,1a32a5c90530cfcb373619c85fd0da4e59796b72955071b486f6274e3402d57a,fc3005a3bb269617c7fe1d0ba0b9fa15bcf7d2ca33d7304fa82854df39cbb110,u003,fba150487434ef6d9163a8e460ce176a3c9b18940d9b1670caac6969a3fd904b,682aff158a68c5f9b3fd0178eca768a07255025c7b65d8de7c9445ac74a380c0,True,fba150487434ef6d9163a8e460ce176a3c9b18940d9b1670caac6969a3fd904b,682aff158a68c5f9b3fd0178eca768a07255025c7b65d8de7c9445ac74a380c0,11,1.3106653690338135,False
1,4,0.0,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.0,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
5,4,0.0,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,0.0,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
20,4,0.0,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,0.0,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u004,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0,False
1,-1,0.007764301262795925,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.012763035483658314,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.0106259286403656,False
5,-1,0.03268980234861374,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,0.21295863389968872,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.1443948596715927,False
20,-1,0.18898987770080566,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,0.48676779866218567,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u005,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.3071804642677307,False
1,-1,0.218404158949852,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,1.0626277923583984,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.8429858684539795,False
5,-1,1.6332323551177979,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,10.966582298278809,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,8.628522872924805,False
20,-1,4.206722259521484,d8f9fd2797bf13a2777dab0cf3976e5d70db5e93db80f59cb2a14eaa76d860a3,10.897729873657227,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u006,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,8.47696590423584,False
1,-1,0.0054901898838579655,2bbc3ee389b7cdc2a09b87190d043f424c4f958b9140ec03fe645798d4fc1736,0.009024829603731632,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.007513666991144419,False
5,-1,0.023115182295441628,018a644ac91d3c2d26facafd21230a28c7a22bd8b32acbe7dd64f25e5ba8e1d8,0.15058450400829315,True,VREX,LINEAR_COMBINATION,LINEAR_COMBINATION,u007,LINEAR_COMBINATION,LINEAR_COMBINATION,True,LINEAR_COMBINATION,LINEAR_COMBINATION,11,0.10210257768630981,False
