checkpoint,condition_number_eps1e12,cumulative_explained_spectral_mass,effective_rank,frobenius_norm,linear_index,method,module,nuclear_norm,numerical_rank_1e2,numerical_rank_1e3,numerical_rank_1e4,seed,singular_values,spectral_norm,stable_rank,top1_spectral_mass,top5_spectral_mass,variant
400,9686.972325247862,"[0.10863237159102349, 0.16639312591506758, 0.21520128516523776, 0.25586200376541196, 0.29542590270660307, 0.3327429010642354, 0.36800765050216294, 0.40151372999815593, 0.43396180476676394, 0.46548364564112593, 0.4963966603335492, 0.5260850226159108, 0.5522697243115676, 0.5778045952140892, 0.6023981899280788, 0.6258132637243042, 0.6487039247847857, 0.6707314112097027, 0.6914330672306253, 0.7116202240959507, 0.7306145847164769, 0.7486926387360341, 0.7653566565552984, 0.7811749803648264, 0.7963243711860257, 0.8110414769748107, 0.8246368847037427, 0.8381632743616427, 0.8512704251675904, 0.8640158285898262, 0.8758897756589645, 0.8860867033946909, 0.8960449887785605, 0.9057027347688364, 0.914859208124988, 0.9235653338525832, 0.9317252448713159, 0.9392578740369341, 0.9459040103448491, 0.9520578594648043, 0.9574547355157363, 0.9626286855994507, 0.9672971529593029, 0.971848845858997, 0.9758492769682661, 0.9793968330783996, 0.9824988727689238, 0.9851646387087152, 0.9876669069570452, 0.9900332619544081, 0.9921042820360311, 0.994046022863374, 0.9953221108524036, 0.996346655175813, 0.9973003187596036, 0.9980814879375626, 0.9985991440513043, 0.9990164854478641, 0.9993745128959797, 0.9996450688074638, 0.99980102859992, 0.9999331698890641, 0.9999887857249978, 0.9999999999999997]",37.52730079235369,3.6037550312775597,1,ERM,encoder.2,18.97998865692547,53,62,64,13,"[2.0618411805725385, 1.0962984618858158, 0.9263783089336419, 0.7717399778137446, 0.7509223531275535, 0.7082762055383679, 0.6693245443211842, 0.6359450087719896, 0.6158640910472494, 0.5982841822408006, 0.5867286682135632, 0.5634847793619185, 0.49698534116854315, 0.4846515600859156, 0.46678614870454394, 0.44441783505343174, 0.4344644872774631, 0.418081442485506, 0.3929171964566824, 0.3831520083194533, 0.3605127491231392, 0.34312126023048234, 0.31628286918844106, 0.30023160647641456, 0.2875352659456958, 0.2793305009339094, 0.258040684481407, 0.2567307222760952, 0.24877357362150004, 0.24190761238197356, 0.2253673806851785, 0.1935375727595745, 0.1890081436282739, 0.18330390934690327, 0.17378976043719774, 0.1652421675555245, 0.15487501857706784, 0.14296921612025734, 0.1261435917366082, 0.11679998649318102, 0.10243264622952448, 0.09820151390039675, 0.08860745753522178, 0.08639107960600291, 0.07592813707673854, 0.067332574730141, 0.058876678139480956, 0.05059620729925828, 0.04749302296988862, 0.044913391008206474, 0.039307937657469115, 0.03685421887765797, 0.02422013555702248, 0.01944583963682821, 0.018100524002867893, 0.014826582136802621, 0.009825107167007296, 0.007921134972770116, 0.006795356904101574, 0.005135148131032866, 0.002960115091754659, 0.0025080401690650267, 0.0010555879351672236, 0.0002128468123315075]",2.0618411805725385,3.054921849107038,0.10863237159102349,0.29542590270660307,ERM_CANONICAL
400,1.0,[1.0],1.0,1.7135483267022373,2,ERM,head,1.7135483267022373,1,1,1,13,[1.7135483267022373],1.7135483267022373,1.0,1.0,1.0,ERM_CANONICAL
500,20.80027179360875,"[0.051621892102809444, 0.09808691597923858, 0.14310797728744398, 0.18307997734700576, 0.21970606270811288, 0.2527975805780187, 0.28490263394619075, 0.3155628240642992, 0.34427746214752514, 0.3718644937012496, 0.39645860554392653, 0.4191699922529435, 0.44096592782378147, 0.4621617840125663, 0.48328180929357434, 0.5035182803010091, 0.5227848773812771, 0.5411930640344309, 0.5593104666271855, 0.5770240222097458, 0.594383094789114, 0.6114056204543692, 0.6279288473721207, 0.6440873476315265, 0.6597209219780602, 0.6748033284513548, 0.6891621062608856, 0.7032477262094311, 0.7169707095689182, 0.7305403459905737, 0.7437874353884278, 0.7567118724860062, 0.7690750668333198, 0.7810165033803345, 0.7927388342740954, 0.8041757710403298, 0.8150399672685383, 0.8256826350126413, 0.836243901575054, 0.8460905014149144, 0.8557840941954135, 0.8654081177121641, 0.8746727141511855, 0.8837353966522267, 0.8923095939108561, 0.9006312523523081, 0.9086890078523819, 0.916443986783157, 0.9239867354512521, 0.9312291351818462, 0.9383803329295283, 0.945233408334788, 0.9519182087532185, 0.9584494147102295, 0.9644282699341932, 0.9701188012489286, 0.9753843180821412, 0.9801955856449817, 0.9844935232254103, 0.9882881917033111, 0.9918069088498389, 0.9949354085154092, 0.9975182106938301, 1.0000000000000002]",51.172355967310885,3.300302114611522,0,ERM,encoder.0,21.52047729199376,64,64,64,13,"[1.1109277567682627, 0.9999494912046412, 0.9688747275446933, 0.8602165195973729, 0.7882108383083312, 0.7121452588769139, 0.690916071967994, 0.6598219252049642, 0.6179527168178827, 0.5936860861054422, 0.529277025427084, 0.4887598819410884, 0.4690589365099781, 0.4561449417951089, 0.45451302446626796, 0.4354985147855896, 0.4146263649599, 0.39615296285597884, 0.3898951510872842, 0.38120417067495815, 0.373575527254364, 0.36633287703150536, 0.35558772967393304, 0.3477386379052178, 0.33644198171727463, 0.3245805860171577, 0.3090077517907898, 0.30312926424632775, 0.2953251517662501, 0.29202505247285054, 0.2850836865715306, 0.27814005507023876, 0.26606184320786735, 0.25698541404381153, 0.25227015580842, 0.2461283379677149, 0.23380268822492686, 0.2290352895132009, 0.22728349723109711, 0.21190352825706343, 0.20861074331056495, 0.2071135795498457, 0.19937853728544838, 0.19503325296820445, 0.18452081740140835, 0.17908606152099737, 0.17340674426377686, 0.16689084797963483, 0.16232355143095628, 0.15585989894179222, 0.15389718873954739, 0.14748145363921206, 0.1438600956063462, 0.14055466948718923, 0.12866781807942812, 0.12246294993814272, 0.11331643543976433, 0.10354077433181486, 0.09249366810202106, 0.08166307680930888, 0.07572447244880058, 0.0673268060109148, 0.055583135630418994, 0.05340929040694626]",1.1109277567682627,8.825427663198354,0.051621892102809444,0.21970606270811288,ERM_CANONICAL
500,30457.955627839372,"[0.14209869679194329, 0.2073818502276864, 0.2589161928468151, 0.3013726046932623, 0.3415227236766939, 0.37871985723357426, 0.41419564097077627, 0.44796632373073775, 0.4796274798729985, 0.5112017836128744, 0.541959985300326, 0.5710436733836559, 0.5958762446337732, 0.6205257429182621, 0.6438936293818005, 0.6663395344697808, 0.6880808802620028, 0.709346504881579, 0.7290457732088489, 0.7480913004397057, 0.7661487285383001, 0.7822465708371092, 0.7975866315271343, 0.8119416794144783, 0.8259497201219244, 0.8392958663403906, 0.8521055943400818, 0.8644014062169728, 0.8760636025148775, 0.8875320314806049, 0.897916815438703, 0.9072256812566545, 0.9161303700599323, 0.9247123800217492, 0.9325869573738752, 0.9400090615494313, 0.9472885848502014, 0.95392181005853, 0.9594310931690508, 0.9643118357078367, 0.9688757665422291, 0.9730698865397098, 0.9768274090009472, 0.9802438660892763, 0.9831459974309927, 0.9857421745796937, 0.988039955838369, 0.9900667368057235, 0.9919568839343128, 0.9933775989043112, 0.9947787731044787, 0.9960118523704814, 0.9969843213421566, 0.9977817025065363, 0.9984138260165937, 0.998982846723069, 0.9993797179131702, 0.9996019506815714, 0.9997357791228068, 0.9998389130092007, 0.9999187860419906, 0.999973120681617, 0.9999953345950555, 1.0000000000000002]",33.489249250144304,3.354525202291157,1,ERM,encoder.2,15.857868199175098,49,58,63,13,"[2.2533824050011817, 1.0352516428105392, 0.8172248129852753, 0.6732681832708566, 0.636695295020456, 0.589867241332122, 0.5625703027669886, 0.5355310362036241, 0.5020784411374732, 0.5007011471876732, 0.4877595084032527, 0.46120529237136626, 0.3937916419309839, 0.390888494971218, 0.37056486363208013, 0.35594420449638475, 0.3447713960457469, 0.33722747239037254, 0.3123884007540299, 0.30202146061072843, 0.28635231480359036, 0.25527746146562175, 0.2432606605897633, 0.2276404573903473, 0.22213766326735981, 0.21164142769935615, 0.20313497828638707, 0.19498536414558995, 0.18493757180508036, 0.18186483499010803, 0.16468053528442894, 0.1476187672248798, 0.14120938139704953, 0.13609238285850025, 0.12487400977422346, 0.1176987497765158, 0.11543772105643674, 0.10518881108912105, 0.08736548543858047, 0.07739817189417318, 0.07237421364194489, 0.06650980213157388, 0.059586295945743176, 0.054177726214859945, 0.04602161631363403, 0.04116983504580965, 0.03643791235060703, 0.03214042544890562, 0.029973704042218517, 0.02252951074282888, 0.022219635790340173, 0.019554008479405735, 0.015421284780613647, 0.012644765409236933, 0.010024131308088833, 0.009023455365887743, 0.006293531024672701, 0.003524137950844877, 0.002122233782411659, 0.0016354835773035804, 0.0012666160266512144, 0.0008616315538461988, 0.0003522653114949424, 7.398337670902412e-05]",2.2533824050011817,2.216115137544463,0.14209869679194329,0.34152272367669395,ERM_CANONICAL
500,1.0,[1.0],1.0,1.8416734978687985,2,ERM,head,1.8416734978687985,1,1,1,13,[1.8416734978687985],1.8416734978687985,1.0,1.0,1.0,ERM_CANONICAL
0,2.28668517431443,"[0.021946652938965944, 0.04350458378191223, 0.06469053372504327, 0.0857616316405754, 0.1066336720795134, 0.12714590957411115, 0.14718056819785819, 0.16714278597163842, 0.18691930651896094, 0.2062655858213162, 0.2255151627701164, 0.24456594343606472, 0.26339381363782277, 0.28204719017490115, 0.30062802613875533, 0.3189008459798642, 0.33706079990560955, 0.3550122588457565, 0.3729060039746226, 0.3906331868518019, 0.40818686804936155, 0.4254528326226257, 0.44246520256438887, 0.4591812588765437, 0.47577716245997376, 0.492253708694452, 0.5086779358525051, 0.5249989269748349, 0.5412760398073462, 0.5574041462768765, 0.5731972497412635, 0.5887299420899461, 0.6042092813373955, 0.6196517023937168, 0.6349140590889076, 0.650101178538635, 0.6651183779188281, 0.6796267560245592, 0.6940422357005138, 0.7084317357885197, 0.7226399463039933, 0.736514576314311, 0.7502948191541188, 0.7639102798395897, 0.777283049085836, 0.7905163516813276, 0.8035664215036873, 0.8164542638136292, 0.8292250952396364, 0.8419665532184583, 0.8544414472221579, 0.8667666235630429, 0.8789999286881867, 0.8911042706404168, 0.9029748681412448, 0.9146532932000538, 0.9260728751512707, 0.9374294632496654, 0.9484594515089132, 0.959125843723026, 0.9697340520189329, 0.9802730900922658, 0.9904024160450746, 1.0]",62.60355604847702,10.48970080718551,0,IRMv1,encoder.0,82.14046339165567,64,64,64,13,"[1.8027082423025045, 1.770778429204874, 1.7402237457212053, 1.7307897469527596, 1.7144390735837427, 1.684884693005954, 1.6456561432482113, 1.6397058182634532, 1.6244525620316717, 1.5891123467998591, 1.5811691706677806, 1.5648399518737883, 1.546529983050352, 1.532196992574655, 1.526238476275323, 1.5009378892209206, 1.4916670306318438, 1.474541155899951, 1.4698005166972437, 1.4561190161601312, 1.441867507796944, 1.418234330951827, 1.3974039504067044, 1.37306461156141, 1.3631952107461847, 1.3533911427940848, 1.3490936296122962, 1.340613773799265, 1.3370095907407473, 1.3247701390371789, 1.2972528369571077, 1.2758625472408127, 1.2714800987821302, 1.2684476214552933, 1.253657051391716, 1.2474770291850323, 1.2335197159339402, 1.1917249006661061, 1.1840941805959024, 1.1819602052030695, 1.1670689957071947, 1.1396685384352698, 1.131915532511351, 1.1183802499954516, 1.09844546271635, 1.0869896073956828, 1.0719387825020883, 1.0586133394572101, 1.049002011228955, 1.0465892626657411, 1.024693574225677, 1.0123956960241678, 1.0048493517908204, 0.9942562570072412, 0.9750563794538466, 0.9592712460152967, 0.9380097532119388, 0.9328354089503009, 0.9060083468191357, 0.8761423991843784, 0.8713631451810006, 0.8656814710458701, 0.8320275276088401, 0.7883499934978909]",1.8027082423025045,33.85909247731834,0.021946652938965944,0.1066336720795134,IRMv1_CANONICAL
0,91.16596036952497,"[0.03469231738377379, 0.06861399234729774, 0.10135642086951635, 0.13303200930951675, 0.16380433279627754, 0.19415354701469123, 0.22425018985315207, 0.2537558436295463, 0.2826930062088962, 0.3099011021716702, 0.336739664740048, 0.3624857577981525, 0.387790868781183, 0.4123847356048576, 0.4361375318295473, 0.4595445845392938, 0.48277788628987, 0.5051346118150586, 0.5271616203690751, 0.5488170185144443, 0.569732104806999, 0.5905250553328094, 0.6100551801268455, 0.6291685560939275, 0.6478977540333332, 0.666366189942156, 0.6838187971012729, 0.7010927078281987, 0.7173819366187917, 0.7333166121252541, 0.7486758733614611, 0.763676306029352, 0.7783336697826287, 0.7928827486082006, 0.8070312897325685, 0.8205474329841379, 0.8332164578958818, 0.8454726553508066, 0.8570249846845511, 0.8679894848085588, 0.8787158621220947, 0.888978165923023, 0.8988078041941641, 0.9082275286992105, 0.91737362509529, 0.9262476922092685, 0.934563092549588, 0.9422708248076749, 0.9492830201977784, 0.9556463087895676, 0.9617331965488269, 0.9676128352114066, 0.9728762400969216, 0.9771105186865336, 0.9811422410171033, 0.9847225200890897, 0.9880944744003451, 0.9910402651570851, 0.9937974486002417, 0.9961412151451697, 0.9978076629032019, 0.9990277502997355, 0.9996194597496348, 0.9999999999999998]",51.64167206913871,7.912497345062196,1,IRMv1,encoder.2,53.810568929418224,64,64,64,13,"[1.8668133359008137, 1.8253446288260262, 1.7618887069113935, 1.7044814351305242, 1.6558762341026965, 1.6331084836536296, 1.6195174740030787, 1.587716016342211, 1.5571251815978915, 1.4640831232430775, 1.444198321052199, 1.3854119151663469, 1.361682418818941, 1.323409965956275, 1.278151478515089, 1.2595468232723424, 1.2501971853073524, 1.203028119909241, 1.1852858621047921, 1.1652892945953879, 1.1254526926102415, 1.1188804975151052, 1.0509271264296163, 1.0285016349505558, 1.007828796711103, 0.9937970434902521, 0.9391347205337182, 0.9295189638518541, 0.876532668643271, 0.8574539547084067, 0.8264905854558565, 0.8071818160466384, 0.7887210825692577, 0.782894209002975, 0.7613410474235085, 0.7273113580984644, 0.6817274382819162, 0.6595129579607882, 0.6216374139088001, 0.5900059896995286, 0.5771924657929773, 0.5522204060544852, 0.5289384277404804, 0.5068807347749301, 0.49215665055633573, 0.477518600121026, 0.44745642318846957, 0.4147574579632854, 0.377330223385714, 0.34241217938625185, 0.32753889333526043, 0.3163867015328189, 0.28322681139544537, 0.2278489399126767, 0.21694927237339767, 0.19265685378967656, 0.18144677989266256, 0.1585146765672009, 0.14836560971902504, 0.1261194112203181, 0.08967250195086106, 0.06565359695108108, 0.031840222140001824, 0.020477087372677463]",1.8668133359008137,17.964923212724404,0.03469231738377379,0.1638043327962775,IRMv1_CANONICAL
0,1.0,[1.0],1.0,1.2322951757133915,2,IRMv1,head,1.2322951757133915,1,1,1,13,[1.2322951757133915],1.2322951757133915,1.0,1.0,1.0,IRMv1_CANONICAL
100,5.355686705037792,"[0.03690052486378719, 0.06601575845673405, 0.09181840825262692, 0.11571158259298767, 0.1388706629035245, 0.1619082229110739, 0.18444788747807203, 0.20692550311454522, 0.22870203303979753, 0.2503179968690934, 0.27165455833371493, 0.2927797491711177, 0.3131455596774664, 0.33321036330478543, 0.35282434908824556, 0.3718445234368085, 0.3906814220487971, 0.40935125504294423, 0.42767298381103064, 0.4457442667281923, 0.4635892704221313, 0.48110260353403556, 0.4982942052536128, 0.5151239363567962, 0.5317368781796743, 0.5482452828368316, 0.5645767696352973, 0.5805281479285151, 0.5962276678093757, 0.611510110037802, 0.6265013775207132, 0.6412972511421712, 0.6558723714603224, 0.6703867495885347, 0.6844697166626219, 0.6985106923956486, 0.7122627878605333, 0.725972896570599, 0.7395008008486403, 0.7529351131506965, 0.7660407152319272, 0.7790638558960601, 0.791889194619042, 0.8039472504685802, 0.8157806514386219, 0.827393546989123, 0.8388987925222746, 0.85032488497089, 0.8614645730964532, 0.8722683657710284, 0.8829639733456044, 0.8935665702325726, 0.9038619649403317, 0.9138335797594263, 0.923592904918206, 0.9332644768244804, 0.9427588157090989, 0.9519301823298159, 0.9609377755450702, 0.9697543455284984, 0.978138540787078, 0.985844505393617, 0.9931100292276104, 1.0000000000000002]",60.14849985758268,5.5981602231758245,0,IRMv1,encoder.0,42.11493279142816,64,64,64,13,"[1.5540631246068213, 1.2261861059736883, 1.0866768619947862, 1.0062594315181688, 0.9753431107895458, 0.9702252913964358, 0.9492564583804608, 0.9466432718416236, 0.917117094232525, 0.910354863892737, 0.8985878520827111, 0.8896859923233106, 0.8577047407178361, 0.8450278562377466, 0.8260416930424518, 0.8010333643709749, 0.7933147190428446, 0.7862787617756941, 0.7716183756907354, 0.7610708655111472, 0.7515411312330302, 0.7375728469617389, 0.7240231509969948, 0.7087829943083757, 0.6996529283384151, 0.695250352629879, 0.6877994689014829, 0.6717912247495131, 0.6611842246401333, 0.6436190273390546, 0.6313562225011279, 0.6231272231581685, 0.6138302126259197, 0.6112720593790366, 0.5931032118290779, 0.591334749322489, 0.5791685762449252, 0.5774003068875908, 0.5697267794785833, 0.56578515970015, 0.5519415508422298, 0.5484686938032705, 0.54013827834568, 0.5078242116985902, 0.49836288654732613, 0.48907631562323095, 0.48454264237755734, 0.4812091155420802, 0.4691472167255648, 0.45500100238226, 0.4504447941667601, 0.4465276553092694, 0.43358985617849716, 0.41995388792817817, 0.4110133231517047, 0.40731760082021373, 0.39985344402475154, 0.3862514888370391, 0.37935418287295963, 0.3713092523030022, 0.3530998198252905, 0.32453618149751784, 0.30598704796314957, 0.29017065601410214]",1.5540631246068213,12.976373497604277,0.03690052486378719,0.1388706629035245,IRMv1_CANONICAL
100,208.3837282694193,"[0.040136336446689395, 0.07619399821258566, 0.11196236940534114, 0.14718144092247387, 0.18180842463503175, 0.2138045483182016, 0.24431251981641233, 0.274751663026457, 0.30369101351511, 0.3321239726767428, 0.35986176238601175, 0.38633088450171055, 0.41194204500056675, 0.43740998340100984, 0.4621975138087099, 0.48638925374603703, 0.5094128415634566, 0.5322498985484729, 0.5542137958428518, 0.5758343332132273, 0.5968075627985058, 0.6170768501632256, 0.6365336985540613, 0.6549819342884466, 0.6727599998280813, 0.6901760899754471, 0.707211007265428, 0.72368005695799, 0.7394415975082274, 0.7545222682951634, 0.76939956122654, 0.783477777771629, 0.7973320327201763, 0.8106572571616417, 0.823809794484714, 0.836199964943057, 0.8483623165989603, 0.8600234078027419, 0.871147100372902, 0.8815508914404415, 0.891671495821678, 0.901471838592841, 0.9106440310364832, 0.9197072267474611, 0.9281477342186808, 0.9364699497838099, 0.9439912487760344, 0.9505617820790269, 0.9568368525562315, 0.9627332689639186, 0.9683895198469172, 0.9731266236702356, 0.9772895661872174, 0.981193498159593, 0.9849831624025943, 0.9879979281089416, 0.9905699840970751, 0.9928168277615188, 0.9946931453872807, 0.99653955202837, 0.9980319970607098, 0.9991074813571886, 0.9998073921760586, 0.9999999999999997]",49.850880565945154,6.077149278760838,1,IRMv1,encoder.2,40.24488556142923,63,64,64,13,"[1.6152822671520357, 1.4511364713812172, 1.4394940053711665, 1.4173875027867977, 1.3935589968493651, 1.2876803360385054, 1.2277898216568366, 1.2250198350762023, 1.1646608486379324, 1.1442811876327035, 1.116304172576517, 1.065246790457793, 1.0307182233718648, 1.024954266411362, 0.9975713246083364, 0.9735938053095894, 0.9265816569255667, 0.9190747449218232, 0.8839345330952646, 0.8701160522473668, 0.8440652245131132, 0.8157351504048727, 0.7830386368752635, 0.7424471359406103, 0.715476213146186, 0.7009085549082722, 0.6855682968836927, 0.662795020182649, 0.6343213957161284, 0.6069198700098302, 0.5987349514871075, 0.5665762137661255, 0.5575629049431526, 0.5362721327271357, 0.5293223594094706, 0.49864099218261726, 0.48947245054968824, 0.46929928101757573, 0.44767173450661535, 0.41869938091814624, 0.4073025651353633, 0.39441367328823274, 0.36913383524178534, 0.3647472742091416, 0.33968725725962606, 0.33492661303616894, 0.3026938172153629, 0.26443036085649513, 0.25253949324500596, 0.23730060354990207, 0.2276351694930099, 0.19064420126205667, 0.16753714519474128, 0.15711329546785877, 0.15251460377583, 0.12132890084646596, 0.10351209890002275, 0.09042396614996014, 0.07551218812568163, 0.07430842397049858, 0.06006327953323782, 0.04328274243490637, 0.028167830808627507, 0.007751479832742206]",1.6152822671520357,14.154774605870884,0.040136336446689395,0.18180842463503172,IRMv1_CANONICAL
100,1.0,[1.0],1.0,1.3158308759666837,2,IRMv1,head,1.3158308759666837,1,1,1,13,[1.3158308759666837],1.3158308759666837,1.0,1.0,1.0,IRMv1_CANONICAL
200,5.908726682833863,"[0.03803273564681807, 0.06965522259825563, 0.09723369726067067, 0.12134644293582433, 0.14537825322015005, 0.16885153003322959, 0.19163777724528674, 0.214036130075927, 0.23608282341626807, 0.25786454559421945, 0.27935286575972684, 0.30034488667231735, 0.3207455372464791, 0.3406936798834898, 0.3603127378556264, 0.37937731310500344, 0.39821639871583503, 0.41693328228673826, 0.43537216228951153, 0.4534434818088315, 0.4714292744590095, 0.4891288264212126, 0.506566559422882, 0.5235106363724172, 0.5401337381223782, 0.5565670639253634, 0.572845501604235, 0.5885766162064723, 0.6040427178656613, 0.6191489541169739, 0.6341435501979765, 0.6487190654594179, 0.6631491562595102, 0.6774204322151806, 0.6914694808244162, 0.7053248399267558, 0.719081090932257, 0.7325564664586856, 0.7459420179453294, 0.7592674049978712, 0.7720050379076265, 0.7846684537865394, 0.7973067607570782, 0.809160000162858, 0.8209019988865308, 0.8324299427281386, 0.8436784743173135, 0.854828929424189, 0.8657975653591192, 0.8765171051931694, 0.887037678408004, 0.8974503182801709, 0.907663389018106, 0.917221432291219, 0.9266833191769308, 0.9360315136511238, 0.9451408852009787, 0.9540345987298853, 0.962816426633763, 0.9713756942044911, 0.9793917532245838, 0.986761291237799, 0.9935632941429986, 1.0000000000000002]",59.682748946598934,5.473790844090473,0,IRMv1,encoder.0,40.86120532264105,64,64,64,13,"[1.5540634202463623, 1.2921329321352273, 1.1268897156661948, 0.9852758519250786, 0.98196873430259, 0.959146383454432, 0.931073525864325, 0.9152236939017498, 0.9008544632649796, 0.8900274221939943, 0.878038662321446, 0.8577592766465348, 0.8335951718262773, 0.8151051520962258, 0.8016583560362703, 0.7790015236537357, 0.7697877452350019, 0.7647944225906448, 0.7534348617128579, 0.738415897329983, 0.7349211663693719, 0.7232250268463336, 0.7125267885426081, 0.6923554072375894, 0.6792399737043097, 0.671485499769632, 0.665156584328187, 0.6427923037160163, 0.6319635554369609, 0.6172590211172061, 0.6126972691959165, 0.5955731217810469, 0.5896309030069236, 0.583141537040717, 0.57406105980974, 0.5661466730996221, 0.5620969968055748, 0.5506200861850882, 0.5469497676525409, 0.5444913763575686, 0.5204750336499446, 0.5174424363142494, 0.5164164560537496, 0.48433764909799026, 0.47979222074618133, 0.4710456802598125, 0.45962855884348663, 0.45562103556293027, 0.44819168504648277, 0.4380133181233549, 0.4298833022432322, 0.42547301576733026, 0.4173183803974247, 0.39055316866535883, 0.3866241027766768, 0.3819784938059773, 0.3722199012588488, 0.3634078545853994, 0.35883607308844684, 0.3497419896189465, 0.3275458334984169, 0.30112820589099454, 0.2779380373145613, 0.26301155962438655]",1.5540634202463623,12.406204094262884,0.03803273564681807,0.14537825322015005,IRMv1_CANONICAL
200,571.0140719540113,"[0.04114234907524316, 0.07767064113050287, 0.11364548788444338, 0.1490313890793596, 0.18379821989793788, 0.21577130408621942, 0.2464507997699159, 0.27699885523915646, 0.30614197838991164, 0.3345958739532976, 0.3624754302730282, 0.38905567552333264, 0.41476606085900397, 0.440410574994232, 0.4650831241079303, 0.48941290937219606, 0.5124732738137465, 0.5352896706701896, 0.55756167327634, 0.5792184956843341, 0.6000546932980161, 0.6202143865271551, 0.6394035469939698, 0.6579232294914266, 0.675741335197682, 0.6930688828372629, 0.7100206769241797, 0.7263031689161613, 0.7419043037939315, 0.7569212673071246, 0.7717705580792414, 0.7857150908223859, 0.7993400240800301, 0.8126750529539274, 0.8255913764855236, 0.8378462897701733, 0.8498836732904151, 0.8613850498433099, 0.8723542575199631, 0.8825842245464861, 0.8925466952832087, 0.9021339817382751, 0.9114630896641613, 0.9205065487205796, 0.9288233472635883, 0.9369805745666772, 0.9444369741183236, 0.9510187410344562, 0.9571365847160734, 0.9630199503834722, 0.968505950642456, 0.9731369891513726, 0.9772960204455394, 0.9812789095652632, 0.9848427852558631, 0.9879304523372657, 0.9905664397888385, 0.9929115367362296, 0.9947961487913187, 0.9965898024803385, 0.9981146655675072, 0.999269909926699, 0.9999279486249184, 1.0]",49.66205660403425,5.955936223971357,1,IRMv1,encoder.2,39.320480723372256,63,64,64,13,"[1.617736943727351, 1.4363100036165513, 1.414548268314589, 1.391390645813858, 1.3670485010146516, 1.2571970404920823, 1.2063325186335703, 1.2011642262147793, 1.1459216120681317, 1.1188208520049638, 1.0962375568461376, 1.0451480209871022, 1.010944710981737, 1.0083546237144791, 0.9701364918216298, 0.9566588524873489, 0.9067446154979236, 0.8971516927705807, 0.8757458491460329, 0.8515566680230295, 0.8192893066171577, 0.7926888290054591, 0.754527014233088, 0.7282028186442228, 0.7006164819498271, 0.6813275029454525, 0.6665526926211878, 0.6402354124991761, 0.6134441232240923, 0.590474224344096, 0.5838812515607688, 0.5483057309232426, 0.5357389255144362, 0.5243397457816877, 0.5078760504409666, 0.48186908157566577, 0.47331570666751, 0.4522396550403435, 0.43131451900051115, 0.402247221267133, 0.3917291385604632, 0.37697671224588314, 0.3668250083660679, 0.35559315750049875, 0.32702051679054595, 0.32074609892727396, 0.2931892148362776, 0.25879823915151995, 0.2405565545516382, 0.23133676631350214, 0.21571216743178723, 0.18209466041904715, 0.16353510983018987, 0.15660911485542992, 0.14013330539272642, 0.12140855395448334, 0.10364829377661719, 0.09221033931433051, 0.07410385198317058, 0.07052732530350703, 0.05995834962479703, 0.04542476355638601, 0.02587439794857177, 0.002833094704989409]",1.617736943727351,13.55452398768524,0.04114234907524316,0.18379821989793788,IRMv1_CANONICAL
200,1.0,[1.0],1.0,1.3242190903380817,2,IRMv1,head,1.3242190903380817,1,1,1,13,[1.3242190903380817],1.3242190903380817,1.0,1.0,1.0,IRMv1_CANONICAL
