checkpoint,condition_number_eps1e12,cumulative_explained_spectral_mass,effective_rank,frobenius_norm,linear_index,method,module,nuclear_norm,numerical_rank_1e2,numerical_rank_1e3,numerical_rank_1e4,seed,singular_values,spectral_norm,stable_rank,top1_spectral_mass,top5_spectral_mass,variant
400,17548.272780161962,"[0.03675221101008838, 0.07175970360898856, 0.10581389744876356, 0.13951557232617795, 0.1719770207416384, 0.20338425076832722, 0.23369181841641992, 0.2635341657396277, 0.292369394090911, 0.32097694824489614, 0.34828043179165996, 0.37492837214866903, 0.40036579932346256, 0.425253198954513, 0.44944127998298056, 0.4731497140304773, 0.496077330975314, 0.5184684048371664, 0.5403664060703287, 0.5616806534163057, 0.5822038472113319, 0.6026838124912808, 0.6226052098310781, 0.6415882634817276, 0.6596744728352696, 0.677631516320271, 0.6947581908041839, 0.7111357017821931, 0.7272356372537817, 0.7430955709840992, 0.7585636571526699, 0.7735098068100449, 0.7879295573087063, 0.8016526000471816, 0.8148816641306271, 0.8273660507727433, 0.8392313796636398, 0.850722935313853, 0.8614964610536034, 0.872012672976243, 0.8823134374186965, 0.8922395308419578, 0.9016749104671669, 0.9108861396092391, 0.9194206715965967, 0.9275356593810475, 0.9353072708245938, 0.942527403383303, 0.9495202995068124, 0.9557065996720154, 0.9618038016642148, 0.9674540184901057, 0.9728601406707263, 0.9772172676073932, 0.9814567494185897, 0.9853826888575403, 0.9892309802363034, 0.9920208746588667, 0.994464124621754, 0.996392711352299, 0.9978575977597434, 0.9990552210543747, 0.9999979056508024, 0.9999999999999997]",50.948418005563646,6.144879441959771,1,VREX,encoder.2,41.321616850931825,63,63,63,11,"[1.5186607817834703, 1.446566196083585, 1.4071743500145453, 1.392607696519193, 1.3413595338499444, 1.2977975255119174, 1.2523576980381839, 1.233134042022022, 1.191518257740857, 1.1821103917932578, 1.1282240858150963, 1.101135981298811, 1.0511156193903002, 1.0283875919702905, 0.999490616617628, 0.979670827846246, 0.947406202699475, 0.9252353750003809, 0.9048608167579661, 0.8807391622964529, 0.8480515505554959, 0.8462652784184332, 0.8231843480102804, 0.7844104696128212, 0.7473514131928004, 0.742014070662748, 0.7077018809548815, 0.6767452336052252, 0.6652753648817107, 0.6553581048853504, 0.6391663300748802, 0.6175990695387342, 0.595847405191719, 0.5670583140682401, 0.5466463173525599, 0.5158750414444135, 0.4902945742399161, 0.47484965959927256, 0.4451795027516183, 0.4345468797905101, 0.4256442415627662, 0.4101622292625616, 0.3898851417159763, 0.3806228813348467, 0.3526606607836116, 0.3353244159790715, 0.321135550384533, 0.2983475512039231, 0.28895777429402053, 0.25562792515137667, 0.2519462445843997, 0.23347609480415307, 0.22338970939693228, 0.18004352984782568, 0.17518224304875532, 0.16222616527627726, 0.15901762188399057, 0.11528294838370956, 0.10095903883748536, 0.07969232194337222, 0.06053147485855233, 0.04948773091250755, 0.03895325170485914, 8.654189508042591e-05]",1.5186607817834703,16.37212975681002,0.03675221101008838,0.17197702074163843,VREX_LAMBDA10000_ANNEAL100_RESCALE
400,1.0,[1.0],1.0,1.2776246118456902,2,VREX,head,1.2776246118456902,1,1,1,11,[1.2776246118456902],1.2776246118456902,1.0,1.0,1.0,VREX_LAMBDA10000_ANNEAL100_RESCALE
500,4.440331815402776,"[0.03055927426246509, 0.05804252911973255, 0.08383328381293056, 0.10845144148844316, 0.132211871166699, 0.1555522692944769, 0.17845907225053326, 0.20085210113820967, 0.22275333883926735, 0.2445226910227213, 0.2657296243026935, 0.2864385451175654, 0.30690990577855937, 0.3271074101944169, 0.3471088472744254, 0.36678922510705964, 0.3864334455424922, 0.40551460801995887, 0.4243943624523183, 0.4428603610816435, 0.4606581677682157, 0.47829501983463074, 0.495688432540345, 0.5129456318795858, 0.5300789835116567, 0.5469652526609956, 0.56317842874677, 0.5790066763387804, 0.5947711850295513, 0.6103880250690206, 0.6256387379790281, 0.6406950627584143, 0.6556541984795468, 0.6703614690213866, 0.6848594066390653, 0.6986922028391264, 0.7124823189635222, 0.7261377572112601, 0.7396459157632957, 0.7529963727309276, 0.7660122058615616, 0.7788536568283948, 0.7913676232362705, 0.8037903041185805, 0.8158919775653616, 0.8276802553284893, 0.8393496775809087, 0.8506422830172027, 0.8618400699910913, 0.8728219945392979, 0.883747503702426, 0.8944092132365893, 0.9046839767635657, 0.9149374770938795, 0.9247615228271547, 0.9342613803859218, 0.943638797405768, 0.9526012371708344, 0.9612245993322599, 0.9696613544293223, 0.9777977142015908, 0.9856194971007243, 0.9931177949007193, 1.0000000000000004]",60.400533294358794,5.895446296963753,0,VREX,encoder.0,44.620986245364726,64,64,64,11,"[1.363584956533783, 1.2263299369639846, 1.1508089104227643, 1.0984864750252674, 1.0602138058574098, 1.0414715838209143, 1.0221241396274707, 0.9991990339890644, 0.9772548262153582, 0.9713699643483996, 0.9462742781920067, 0.924052470836748, 0.9134523024781128, 0.9012325667306736, 0.8924838488345889, 0.878157868573553, 0.8765444898503499, 0.8514202884526094, 0.8424332628421748, 0.8239710708460424, 0.7941556873592002, 0.7869737334670376, 0.7761112291016291, 0.7700332543497809, 0.7645070475116346, 0.7534819834481776, 0.7234479071170198, 0.7062720180913243, 0.7034279254558194, 0.6968388045972184, 0.6805018509894534, 0.6718280608867327, 0.6674913892551959, 0.656252916554294, 0.6469122750245974, 0.6172330089778593, 0.6153285819086486, 0.6093191222267359, 0.6027473569505895, 0.5957105567220331, 0.5807793110939816, 0.572998206961588, 0.5583855229607776, 0.5543122727801113, 0.5399886044147097, 0.5260045799250603, 0.5207011298165616, 0.503887191847202, 0.49965629854040816, 0.49002430421315857, 0.4875069940915463, 0.47573599447597315, 0.4584700820115914, 0.45752129720577256, 0.4383586095383063, 0.42389301346266833, 0.41842959585960376, 0.3999129014819416, 0.38478292439376566, 0.3764563331415325, 0.3630523974857293, 0.3490156671564622, 0.3345814429972233, 0.3070907790728009]",1.363584956533783,18.69256814694531,0.03055927426246509,0.132211871166699,VREX_LAMBDA10000_ANNEAL100_RESCALE
500,1024.4223557234488,"[0.036848209712082025, 0.0719164609966007, 0.10600708838772935, 0.1398021998076339, 0.1722668123988521, 0.20372306054266084, 0.23403906337710262, 0.2639056437339785, 0.2927147956520564, 0.32129361576996446, 0.34865477464921035, 0.3753251667783441, 0.4007637328639745, 0.4256584821951717, 0.4498565246904538, 0.4734953176472078, 0.4964358837761676, 0.5187841431203462, 0.5407206029663069, 0.5620193471076342, 0.5825480742905151, 0.603057168974831, 0.6230248151043455, 0.6419266333224536, 0.6600659867314246, 0.6780409959556541, 0.6950549998262984, 0.7113967395099876, 0.7274890408686043, 0.7434229929792079, 0.7589024706120265, 0.7739584058711321, 0.7884173179338897, 0.802125813296784, 0.815358541267304, 0.8278065226338548, 0.8396765435082648, 0.8512388546266403, 0.862007438085202, 0.8725695556932849, 0.8827967647235939, 0.8926403828080554, 0.9020638495630697, 0.911259525953976, 0.9197385373660313, 0.9278114746261799, 0.935672898079437, 0.942909427214366, 0.94983932670493, 0.9560151353676944, 0.9620814282301958, 0.9676232883372443, 0.9730184329377962, 0.9773658315597651, 0.9815238014201444, 0.9854413502733653, 0.9892982279058181, 0.9920232782200643, 0.9944543279657747, 0.9963541563046971, 0.9978447847679139, 0.999009207150711, 0.9999640302561671, 1.0]",50.917882211402556,6.14003859344866,1,VREX,encoder.2,41.268289436116035,63,63,64,11,"[1.520662583600903, 1.4472067440279646, 1.4068618782358822, 1.3946664396024109, 1.3397590288457706, 1.2981455529729866, 1.251089579517857, 1.2325426826345716, 1.188904419764275, 1.1793990203685272, 1.129148223936276, 1.1006414617598028, 1.0498061080615597, 1.0273637208394035, 0.9986118214827349, 0.9755325496597455, 0.9467179228382732, 0.9222744350089452, 0.905280174126844, 0.8789627378500807, 0.8471854551381904, 0.8463752555050527, 0.824030599830746, 0.7800457050937367, 0.7485800866654121, 0.741797883282362, 0.7021388362009445, 0.6743956431561515, 0.664101750160598, 0.6575669475615998, 0.6388115632710428, 0.6213326940041906, 0.5966945679372309, 0.5657261543695778, 0.5460920479168077, 0.5137068979301952, 0.48985545705789013, 0.4771568017835409, 0.44440101898489726, 0.43588052650866327, 0.4220594223864552, 0.40622928020814153, 0.38889035353755036, 0.379489834860778, 0.3499142970848286, 0.33315631145141555, 0.3244274984488868, 0.29863917885313657, 0.285985097939789, 0.254865059397035, 0.2503455296539525, 0.22870308691214172, 0.22264838892527256, 0.1794097046255825, 0.171592303664779, 0.16167053995484557, 0.1591667424557451, 0.11245816509629218, 0.10032526453957492, 0.0784026657695865, 0.061515686861741574, 0.04805371991915719, 0.03940391627625669, 0.0014844097994396153]",1.520662583600903,16.303336092999366,0.036848209712082025,0.17226681239885208,VREX_LAMBDA10000_ANNEAL100_RESCALE
500,1.0,[1.0],1.0,1.2762916815820553,2,VREX,head,1.2762916815820553,1,1,1,11,[1.2762916815820553],1.2762916815820553,1.0,1.0,1.0,VREX_LAMBDA10000_ANNEAL100_RESCALE
0,2.3633234127838527,"[0.021720480063228933, 0.04310375824722643, 0.06416116559772789, 0.08473662056263744, 0.10513887039230475, 0.12515363409512725, 0.14512639527871424, 0.16497913634518205, 0.18452664404310712, 0.20392996362118682, 0.22321134640934723, 0.24223450334158333, 0.26115863061145794, 0.27974627877967984, 0.29819725820962634, 0.31655403510572866, 0.3347748599587702, 0.35280408887630893, 0.3707924498442154, 0.3886284610858881, 0.4061633515558981, 0.42354073230276323, 0.4406963137183246, 0.45772151825512347, 0.47451134042557935, 0.4911814144701938, 0.5076807940932018, 0.5239589345858486, 0.5401341980051645, 0.5560774040795342, 0.571919845184492, 0.5876522129511689, 0.6030856792407261, 0.6184716314838362, 0.6336738268736778, 0.6486881514988921, 0.6635852311272672, 0.6783038034735894, 0.6928740223326818, 0.7073573883477303, 0.7217284550334213, 0.7358801817025876, 0.7499964090291301, 0.763827858405311, 0.7775199463116818, 0.7910439836190449, 0.8043375116833279, 0.8173042296456263, 0.8302272496103774, 0.8430267355457908, 0.8557604364445532, 0.8682079125532395, 0.8804038521061522, 0.8923707834979848, 0.9042686131462242, 0.9159448357140246, 0.9273396057200577, 0.9385998375911643, 0.9495530092801431, 0.9602525075237507, 0.9707704944212635, 0.9809213418248747, 0.9908093492639487, 0.9999999999999999]",62.6251746886832,10.46949012730471,0,CORAL,encoder.0,82.02333861020952,64,64,64,11,"[1.781586291002532, 1.753927867082333, 1.727198853363296, 1.6876675096458926, 1.6734606461888921, 1.641677740399942, 1.6382325535422042, 1.6283881028357003, 1.6033518428925857, 1.59152505191494, 1.5815233893063463, 1.5603428424879562, 1.5522200989596253, 1.5246209596695042, 1.5134109334725105, 1.505684127141072, 1.4945328866783503, 1.4788175483842598, 1.4754654227132693, 1.4629691895312247, 1.438270258514568, 1.4253507851586524, 1.4071580635036032, 1.3964641166299296, 1.377157269092505, 1.3673351280186765, 1.3533342016763696, 1.3351874295729325, 1.3267491085518828, 1.3077149903703813, 1.299449911164254, 1.2904213284664834, 1.265904431397609, 1.2620071706771352, 1.2469348200795447, 1.2315250327375624, 1.2219082066614568, 1.207266443421254, 1.1950979951041971, 1.1879740348679244, 1.1787628689503333, 1.1607718685041644, 1.1578600939036876, 1.1345016556524563, 1.1230707626250023, 1.1092866914389594, 1.0903795537410033, 1.0635734980846923, 1.059989242435275, 1.0498565689170223, 1.0444606605803266, 1.0209835477052605, 1.0003516796182133, 0.9815676656774291, 0.9758997099641292, 0.957722757366861, 0.9346370785903101, 0.9236018115932515, 0.898415710300871, 0.8776085673947697, 0.8627204007924444, 0.8326063937669687, 0.8110473823554363, 0.7538478573712983]",1.781586291002532,34.53324095756309,0.021720480063228933,0.10513887039230478,CORAL_GAMMA1_SOURCE_ONLY
0,98.60001253462467,"[0.03588927248679662, 0.0694265782746619, 0.10138741031403836, 0.1331784821960187, 0.16468603966761708, 0.19438092148460648, 0.22342430867290078, 0.25214548036395135, 0.2804106136310561, 0.30784381922306486, 0.3347998321142833, 0.3611815100850572, 0.3872115202531632, 0.41228323817968215, 0.43654917457961084, 0.4598719525598192, 0.48269786742687476, 0.5049740425345323, 0.526747110095841, 0.5477816804264032, 0.5684298776757992, 0.5886318963545532, 0.6079666687448526, 0.6268470547038735, 0.6446120042095529, 0.6623200212228529, 0.6794437371892034, 0.6964258207615308, 0.7126074575838414, 0.7283410791063464, 0.7434078462957062, 0.7581366390793908, 0.7725038798675092, 0.7865602287170883, 0.8001907713522195, 0.8134894708252555, 0.8266356566473712, 0.8388266578162437, 0.8504820975944999, 0.8618186612406433, 0.8725670654704368, 0.8828379506020421, 0.8930936575787121, 0.9030198738244605, 0.912291283538577, 0.9210825333786935, 0.9294544240088414, 0.9368793026581991, 0.9438422250624589, 0.950615277172273, 0.9571308819270923, 0.9631383229366134, 0.968919495370373, 0.9744130775392407, 0.9798568579080353, 0.9838108949218669, 0.9874986397757539, 0.9906681191557373, 0.993215640120557, 0.9956916237321682, 0.9978427031411217, 0.9989739700710799, 0.9996360114814976, 1.0]",52.06690540611843,7.967820920741743,1,CORAL,encoder.2,54.39860349225954,64,64,64,11,"[1.9523263036349086, 1.8243825997527445, 1.7386246293927456, 1.7293899139017685, 1.7139671259070604, 1.6153601017119135, 1.5799197037281925, 1.5623916306545704, 1.5375837772531058, 1.4923280735213207, 1.4663694570016297, 1.4351264393926062, 1.4159962020342802, 1.3638664423544793, 1.3200330525881079, 1.2687265516833577, 1.241697892201025, 1.2117928170056007, 1.1844244690778105, 1.144251251042298, 1.1232330949998568, 1.0989616038487573, 1.0517846168729872, 1.0270666295656026, 0.9663884442194637, 0.9632913961406927, 0.9315062351675701, 0.9238016307234573, 0.88025844535262, 0.8558870387000322, 0.8196110942441688, 0.8012257585593106, 0.7815578349106768, 0.7646457476171324, 0.741482484192842, 0.7234306795964038, 0.7151341499728342, 0.6631734387591703, 0.6340396470252712, 0.6166932307513229, 0.5846981798710624, 0.5587218077887364, 0.5578961373566729, 0.5399723017308928, 0.5043517408525098, 0.4782317142538842, 0.4554191588699766, 0.403903029624556, 0.3787732550166993, 0.3684445761541951, 0.35443979956969357, 0.3267964014800755, 0.31448770694447054, 0.2988431981563807, 0.2961340497810103, 0.21509409170914406, 0.2006081700872224, 0.1724152520686099, 0.13858158285344566, 0.1346900507413726, 0.11701571584802072, 0.061539341166702205, 0.03601412818076585, 0.019800467093747314]",1.9523263036349086,16.656138295972738,0.03588927248679662,0.16468603966761705,CORAL_GAMMA1_SOURCE_ONLY
0,1.0,[1.0],1.0,1.3149515246160564,2,CORAL,head,1.3149515246160564,1,1,1,11,[1.3149515246160564],1.3149515246160564,1.0,1.0,1.0,CORAL_GAMMA1_SOURCE_ONLY
100,5.163979017969275,"[0.03462951362654304, 0.062441333366845306, 0.08825939909024254, 0.1122585463994618, 0.13589193287734, 0.15894482407718907, 0.18137693811053068, 0.20369696362064407, 0.22549880855034754, 0.2469867554872707, 0.26823539715295025, 0.28907583945488435, 0.3094218720270878, 0.32946231757206906, 0.3494029273979013, 0.3691354812380567, 0.3885323322438563, 0.4075155528144641, 0.4264604342549668, 0.4448017333707367, 0.46278705810299725, 0.480553614719532, 0.49822165983574807, 0.5155278569065128, 0.5324756593001377, 0.5491453443887143, 0.5653764282132041, 0.5812965354726927, 0.5969311813131655, 0.6124693927449636, 0.6277807382975779, 0.6428123556038269, 0.6576753391206133, 0.6723724821256496, 0.6866746365929981, 0.7006833627825932, 0.7146496448448295, 0.7282664572790204, 0.7414928564536646, 0.7544883574853496, 0.7672392021774875, 0.779912565156843, 0.7924349352480662, 0.8047275117750543, 0.8168571358559144, 0.8288184632705614, 0.8403583300514824, 0.8517632445296344, 0.862934225578906, 0.8738532892033509, 0.8845599223213035, 0.8950199734556169, 0.9052834822049727, 0.9154528160691049, 0.9252383215446416, 0.9347513963941623, 0.9441987645750243, 0.9532677136113871, 0.9617680367092136, 0.9701270654339899, 0.9780215526612772, 0.9857749728220159, 0.9932940251100862, 0.9999999999999999]",60.21197670826129,5.825825742236836,0,CORAL,encoder.0,43.92601294380838,64,64,64,11,"[1.5211364637973182, 1.2216623539033826, 1.1340846891500425, 1.0541868553451295, 1.0381204403333038, 1.0126215972367774, 0.9853533313855496, 0.9804297294633745, 0.9576681225810577, 0.9438798352871539, 0.9333681088449862, 0.9154375383094496, 0.8937200901217562, 0.8802968704085328, 0.8759114853169402, 0.8667724153970601, 0.8520263283498775, 0.8338571924996891, 0.8321731073744377, 0.8056601423655698, 0.7900236069878753, 0.78041399590481, 0.7760867784666962, 0.76019223653851, 0.7444493873114757, 0.7322328029700228, 0.7129667981665749, 0.6993068375471108, 0.686767655560467, 0.6825316764767954, 0.6725663629312574, 0.6602790163606685, 0.6528716063419675, 0.6455868938762287, 0.6282366222570982, 0.6153474879304245, 0.6134830866426699, 0.5981322792376799, 0.5809829813453975, 0.5708405465290728, 0.5600937689913412, 0.5566903062727497, 0.550057790714227, 0.539963875637236, 0.5328060243793873, 0.5254134228409179, 0.5069003375885611, 0.5009724209903281, 0.49069665816534275, 0.4796309301016341, 0.4702997049237921, 0.4594683415187457, 0.45083501817309246, 0.44669829094578084, 0.42983824018013395, 0.41787144897546435, 0.41498521699747026, 0.3983627727580124, 0.37338530242168244, 0.3671788039621867, 0.3467733481305558, 0.34057683433939007, 0.33028198813095244, 0.29456673981520204]",1.5211364637973182,14.668260904499354,0.03462951362654304,0.13589193287734,CORAL_GAMMA1_SOURCE_ONLY
100,154.47052540903468,"[0.042892594243704216, 0.07784908690405931, 0.11168536095827244, 0.14492533003550123, 0.1774523031798948, 0.20831830609123445, 0.23814184609645805, 0.26764373913761164, 0.29654341748133345, 0.32482167945182966, 0.35191986222789445, 0.37810395817386255, 0.403633142362455, 0.42836864285699633, 0.45259190394634996, 0.4758682710234563, 0.49869839260023735, 0.5205393892362415, 0.542123353903478, 0.5635257169096143, 0.5841131317654664, 0.6045341349070767, 0.624394877630245, 0.6433566945908706, 0.661201578469512, 0.6789650313530745, 0.6961968892643933, 0.7126782194757255, 0.7284687664010414, 0.7439146331907266, 0.7588877169138835, 0.7734610144147807, 0.7876740371868944, 0.8011160421916128, 0.8139550285214435, 0.8264701434732906, 0.8381730373194387, 0.8497405493007997, 0.8604659588976119, 0.8710645688919008, 0.8814372530216307, 0.8916204912113426, 0.901052232693345, 0.9098822276584689, 0.9184188832090424, 0.9266473256673174, 0.9343351487346753, 0.9414520618753109, 0.9482924236440626, 0.9545815979431901, 0.9606644613863383, 0.9662209400767692, 0.9715060993993966, 0.9762521860289242, 0.9807650955710813, 0.9846154385339912, 0.9882764537459424, 0.9912630775860336, 0.9936122239046479, 0.9955659801290874, 0.9971122936924488, 0.9985984601296946, 0.9997223250576113, 1.0]",50.929229753631276,6.15569333568174,1,CORAL,encoder.2,41.23883119057943,63,64,64,11,"[1.7688404533421374, 1.4415648998351125, 1.3953683938398784, 1.370777473555918, 1.3413743546421573, 1.272877883588669, 1.2298879317809095, 1.2166235869266624, 1.1917889566787874, 1.166162471764275, 1.1174973850736036, 1.0798015125937144, 1.052793717186574, 1.020063129308883, 0.9989389749491866, 0.9598901726227487, 0.9414875297652796, 0.9006971733061879, 0.8900974753355954, 0.8826084350895578, 0.8490009258909129, 0.8421383012991627, 0.8190338164802673, 0.781963168705903, 0.7359021538867855, 0.732544034827047, 0.7106216795049253, 0.679670794381325, 0.6511836990600265, 0.6369694931320022, 0.61747247206168, 0.6009857555295943, 0.5861284468070607, 0.5543325752525041, 0.5294647899140438, 0.5161087128299192, 0.48261366376256976, 0.47703067389434894, 0.44230335581276187, 0.4370742884092674, 0.42775736981913454, 0.4199448406789885, 0.3889539948094831, 0.364138671780412, 0.352041697182221, 0.3393313494981988, 0.31703683769781366, 0.2934931796046897, 0.28208852426404285, 0.2593581972498494, 0.25085017868733467, 0.22914268672873112, 0.21795379312114774, 0.1957230653309523, 0.1861071147873712, 0.1587836434732823, 0.15097598831179612, 0.12316487637128226, 0.09687604847530559, 0.08057062312720598, 0.06376816400716621, 0.06128776682668286, 0.046346876043371586, 0.011450990075021013]",1.7688404533421374,12.110905853073117,0.042892594243704216,0.1774523031798948,CORAL_GAMMA1_SOURCE_ONLY
100,1.0,[1.0],1.0,1.3675778109651247,2,CORAL,head,1.3675778109651247,1,1,1,11,[1.3675778109651247],1.3675778109651247,1.0,1.0,1.0,CORAL_GAMMA1_SOURCE_ONLY
200,12.75322232593744,"[0.043128291777348136, 0.07663979701703293, 0.1064951107543654, 0.1348195054555576, 0.16208176878906877, 0.1888194916226861, 0.21399685323222684, 0.2378876532820437, 0.26116960241378306, 0.28373019007069467, 0.3060783882936749, 0.3280910627984544, 0.3495724001353756, 0.3708426562049679, 0.39129912901771546, 0.41140852925527266, 0.43121773966885424, 0.45030384167889503, 0.4691967776724021, 0.4877909342741129, 0.5059513312363947, 0.5237537400556539, 0.5412047938178616, 0.5586385764730804, 0.5754789039226073, 0.5920430763552796, 0.6084534185369804, 0.6245504346626909, 0.6399560239229718, 0.6550824977074321, 0.6699415968700784, 0.6844548808210112, 0.6985615717792747, 0.7126004262392664, 0.7264459452318095, 0.7397000605068494, 0.7527037756085212, 0.7654952791426507, 0.778039043170691, 0.7903757084719302, 0.8026467640435896, 0.8146612320435802, 0.8264780829904722, 0.8379320541857528, 0.8491150995093224, 0.8601593407617857, 0.8707359163537309, 0.8811865335238328, 0.8912924871191703, 0.9007480927344017, 0.9099711729075468, 0.9189898627797976, 0.9278039019574901, 0.9362164705948537, 0.9445572773938703, 0.952356662793774, 0.9598174244943758, 0.9670355911417525, 0.9739173119182634, 0.9804479843217301, 0.9860903531166598, 0.9915505070857522, 0.9966182435564046, 1.0000000000000004]",57.41543954976128,4.532390109300292,0,CORAL,encoder.0,32.724457069464194,64,64,64,11,"[1.4113499327471546, 1.0966458145491893, 0.976998932692721, 0.9269004384177232, 0.8921427660739141, 0.874977463003943, 0.8239154891137915, 0.781813460585385, 0.7618891448550542, 0.7382829822404879, 0.731332653327792, 0.7203528218157457, 0.702965101476756, 0.6960575816058843, 0.6694269663534184, 0.6580692047666142, 0.648245655759233, 0.6245823258509938, 0.6182610728356572, 0.6084836794555802, 0.5942891307566177, 0.5825741631388973, 0.571076259658277, 0.570511072059076, 0.5510905726577642, 0.5420535496641907, 0.5370195382202844, 0.5267661131522836, 0.5041395443778615, 0.49500564197194735, 0.4862559526389298, 0.47493933758924783, 0.4616338026558893, 0.4594138900804567, 0.45308709187592544, 0.43373372631177354, 0.4255395165882004, 0.4185950082565218, 0.41048786742509347, 0.40371067403075245, 0.40156363125177774, 0.3931669422781439, 0.3867000315078251, 0.3748249886548389, 0.3659590865970253, 0.36141679873104016, 0.34611269390055455, 0.34199077293240365, 0.3307118445766187, 0.30942956002142313, 0.30182029117431325, 0.2951317295472816, 0.2884346466789739, 0.27529674121732584, 0.2729483740191134, 0.25523065268735246, 0.24414937597684658, 0.23621058457231928, 0.22520057611496733, 0.21371270870198136, 0.18464345539976101, 0.1786805741542275, 0.1658389245732224, 0.11066614355783308]",1.4113499327471546,10.313003200048819,0.043128291777348136,0.16208176878906874,CORAL_GAMMA1_SOURCE_ONLY
200,513.1968740491303,"[0.05888396890364107, 0.09912521923616668, 0.136594167154242, 0.17354466592486134, 0.2081977353889028, 0.2410914491245041, 0.27343701034758583, 0.3037223243992717, 0.3326894276864149, 0.36159987175118613, 0.38986221132464366, 0.4167857801572484, 0.4425218739314264, 0.4681891569867774, 0.4932080691702046, 0.5168815213589989, 0.5399950906564579, 0.5620985484716908, 0.583220024366038, 0.60415230240703, 0.6246653831984648, 0.6445242671138788, 0.6640343905741604, 0.6827373199237183, 0.7012375842871804, 0.719312163548733, 0.7356241563574437, 0.7514517987929212, 0.7667565670914238, 0.7817072647603616, 0.7958486968160874, 0.8096138192480182, 0.822065162743931, 0.8340715603702734, 0.8455197637734133, 0.8567794778026135, 0.8675320375748405, 0.8778553977086543, 0.88719791283974, 0.8964147084261922, 0.9050505641956141, 0.9134240275486663, 0.921545090224499, 0.9295552214237227, 0.9370642121073922, 0.9435762869479164, 0.949967205344706, 0.9557692430184864, 0.9612661894619516, 0.9664755742624572, 0.9714458490195353, 0.9757105654010891, 0.979639603447532, 0.9831622890907058, 0.9865432354615942, 0.9892741970771062, 0.9916568608681343, 0.9936585674923517, 0.9953547062277501, 0.9969414416360307, 0.9980884974649462, 0.9990879008347681, 0.9998852604684842, 0.9999999999999998]",47.525415594956556,4.845882823906322,1,CORAL,encoder.2,30.735270667176295,63,64,64,11,"[1.8098147222110004, 1.2368257209557727, 1.1516182558763763, 1.13568358100215, 1.0650714694257755, 1.0109971949123204, 0.9941495790731394, 0.9308273246190024, 0.8903117599743977, 0.8885703234390034, 0.8686506564778648, 0.827503175396458, 0.7910058080651917, 0.7888908919972405, 0.7689630377559495, 0.7276099606490499, 0.7104018084419376, 0.6793557586316982, 0.6491742785029998, 0.6433592312704784, 0.6304750903424039, 0.6103681722882848, 0.59964892530178, 0.5748395958277402, 0.568610632625322, 0.5555270857991499, 0.5013535140967591, 0.4864668742776866, 0.4703961961528956, 0.45951373951792296, 0.4346407418542155, 0.42307476371221425, 0.38269541251686556, 0.3690198807833756, 0.3518636302483953, 0.34607035832247257, 0.33048283496438696, 0.3172912679075035, 0.28714473126610995, 0.28328070703364483, 0.26542536451587895, 0.25736066257773954, 0.24960305944682323, 0.24619355048773198, 0.23079086109988853, 0.20015038282841818, 0.19642660673716597, 0.17832719832479518, 0.16895013678287574, 0.16011185185301297, 0.1527627399490287, 0.13107721230579614, 0.12076004781905379, 0.10827069671832273, 0.10391430182046296, 0.0839368444344322, 0.07323181652612878, 0.06152299489160262, 0.0521312831215529, 0.04876874225069721, 0.03525507137208121, 0.030716933077163118, 0.024507064161348034, 0.003526550557355382]",1.8098147222110004,7.169313694862497,0.05888396890364107,0.20819773538890274,CORAL_GAMMA1_SOURCE_ONLY
200,1.0,[1.0],1.0,1.4747635484860906,2,CORAL,head,1.4747635484860906,1,1,1,11,[1.4747635484860906],1.4747635484860906,1.0,1.0,1.0,CORAL_GAMMA1_SOURCE_ONLY
