K,method,normalization_scale,normalized_clean_task_response,normalized_counterfactual_response,normalized_source_response,opaque_direction_id,seed
5,IRMv1,29.205133797048557,0.0020027243646126808,0.051369494573724216,0.04193786043338565,u001,11
20,IRMv1,26.705419471855066,0.010770233898625576,0.17897168179454923,0.14804495232065193,u001,11
1,IRMv1,3.7990109874220903,0.0,0.0,0.0,u002,11
5,IRMv1,29.205133797048557,0.0,0.0,0.0,u002,11
20,IRMv1,26.705419471855066,0.0,0.0,0.0,u002,11
1,IRMv1,3.7990109874220903,0.13650265134933662,2.1682891431045683,1.7304064164336925,u003,11
5,IRMv1,29.205133797048557,0.1395750255787131,2.172560650121184,1.7313157702748982,u003,11
20,IRMv1,26.705419471855066,0.14212191720257128,2.1734612286584163,1.7229226322783902,u003,11
1,IRMv1,3.7990109874220903,0.0,0.0,0.0,u004,11
5,IRMv1,29.205133797048557,0.0,0.0,0.0,u004,11
20,IRMv1,26.705419471855066,0.0,0.0,0.0,u004,11
1,IRMv1,3.7990109874220903,0.0029605050843575496,0.07694394528031928,0.06262408453808649,u005,11
5,IRMv1,29.205133797048557,0.00254076951259082,0.06119784626894657,0.04947233875074841,u005,11
20,IRMv1,26.705419471855066,0.009483666478982498,0.21431676800601623,0.17358615807587183,u005,11
1,IRMv1,3.7990109874220903,0.0025232659671403784,0.05204976633039534,0.04209344247987512,u006,11
5,IRMv1,29.205133797048557,0.0008678194599742847,0.011565104306682216,0.009909160977805408,u006,11
20,IRMv1,26.705419471855066,0.01104386636684122,0.04197941531478117,0.037489284150724465,u006,11
1,IRMv1,3.7990109874220903,0.002093393322970342,0.05440758683854859,0.04428191819394565,u007,11
5,IRMv1,29.205133797048557,0.0017965955129054943,0.04327341062069852,0.03498222516046714,u007,11
20,IRMv1,26.705419471855066,0.006705964592116935,0.1515448428043341,0.12274395587186389,u007,11
1,IRMv1,3.7990109874220903,0.002093393322970342,0.05440758683854859,0.04428191819394565,u008,11
5,IRMv1,29.205133797048557,0.0017965955129054943,0.04327341062069852,0.03498222516046714,u008,11
20,IRMv1,26.705419471855066,0.006705964592116935,0.1515448428043341,0.12274395587186389,u008,11
1,IRMv1,3.7990109874220903,0.09652195128839725,1.533212040596412,1.2235820724399102,u009,11
5,IRMv1,29.205133797048557,0.09869443914422765,1.536232353572574,1.22422511545863,u009,11
20,IRMv1,26.705419471855066,0.10049537459058401,1.5368691773113823,1.2182903213833585,u009,11
1,IRMv1,3.7990109874220903,0.09652195128839725,1.533212040596412,1.2235820724399102,u010,11
5,IRMv1,29.205133797048557,0.09869443914422765,1.536232353572574,1.22422511545863,u010,11
20,IRMv1,26.705419471855066,0.10049537459058401,1.5368691773113823,1.2182903213833585,u010,11
1,VREX,0.4870896930217022,0.30751660977139883,1.540854031552771,1.217908718737172,u000,11
5,VREX,4.984071948462035,0.2311579221808728,1.5837747278794596,1.2429281431514376,u000,11
20,VREX,4.955506477074051,0.6226353074706635,1.5321545459071866,1.200927752013297,u000,11
1,VREX,0.4870896930217022,0.3267070866992359,1.5445939931745525,1.2297775260407688,u001,11
5,VREX,4.984071948462035,0.23235753205393317,1.5280436587645163,1.2054418593940845,u001,11
20,VREX,4.955506477074051,0.5782804646922446,1.5805884555752323,1.2197620012985122,u001,11
1,VREX,0.4870896930217022,0.0,0.0,0.0,u002,11
5,VREX,4.984071948462035,0.0,0.0,0.0,u002,11
20,VREX,4.955506477074051,0.0,0.0,0.0,u002,11
1,VREX,0.4870896930217022,0.05454540391832051,0.08186809549758998,0.06592108355229165,u003,11
5,VREX,4.984071948462035,0.014492017664066855,0.05743237805678715,0.04516142802710992,u003,11
20,VREX,4.955506477074051,0.20383222290160324,0.348088962546521,0.2644866624828676,u003,11
1,VREX,0.4870896930217022,0.0,0.0,0.0,u004,11
5,VREX,4.984071948462035,0.0,0.0,0.0,u004,11
20,VREX,4.955506477074051,0.0,0.0,0.0,u004,11
1,VREX,0.4870896930217022,0.015940187965410406,0.0262026391986567,0.0218151375251341,u005,11
5,VREX,4.984071948462035,0.00655885442398047,0.04272784103073791,0.02897126308863188,u005,11
20,VREX,4.955506477074051,0.038137348538459674,0.09822765864882826,0.06198770311143687,u005,11
1,VREX,0.4870896930217022,0.44838591758022,2.1815854607066623,1.7306583993241873,u006,11
5,VREX,4.984071948462035,0.32769036482738706,2.2003258403323476,1.7312195654771052,u006,11
20,VREX,4.955506477074051,0.8488985493172979,2.199115251704711,1.710615442326957,u006,11
1,VREX,0.4870896930217022,0.011271414613164643,0.018528065227015604,0.015425633304858749,u007,11
5,VREX,4.984071948462035,0.004637810716711218,0.03021314811772123,0.020485775234002336,u007,11
20,VREX,4.955506477074051,0.0269671784695995,0.0694574525558971,0.04383192712013094,u007,11
1,VREX,0.4870896930217022,0.011271414613164643,0.018528065227015604,0.015425633304858749,u008,11
5,VREX,4.984071948462035,0.004637810716711218,0.03021314811772123,0.020485775234002336,u008,11
20,VREX,4.955506477074051,0.0269671784695995,0.0694574525558971,0.04383192712013094,u008,11
1,VREX,0.4870896930217022,0.038569424952763824,0.05788948292990454,0.046613247172081054,u009,11
5,VREX,4.984071948462035,0.010247403644100305,0.040610824394771136,0.031933950271539044,u009,11
20,VREX,4.955506477074051,0.1441311436632307,0.24613605755923396,0.18702029504723908,u009,11
1,VREX,0.4870896930217022,0.038569424952763824,0.05788948292990454,0.046613247172081054,u010,11
5,VREX,4.984071948462035,0.010247403644100305,0.040610824394771136,0.031933950271539044,u010,11
20,VREX,4.955506477074051,0.1441311436632307,0.24613605755923396,0.18702029504723908,u010,11
1,CORAL,10.078853249309482,0.08240784721228858,1.7490442922657905,1.2173921209998013,u000,11
5,CORAL,90.3981727242979,0.09241641172587821,1.723765048288454,1.2108670300780275,u000,11
20,CORAL,94.5310392140197,0.11006188587980845,1.34169430111359,0.9727170934242575,u000,11
1,CORAL,10.078853249309482,0.08101047376503696,1.702647110484765,1.1994960138041222,u001,11
5,CORAL,90.3981727242979,0.08375482197752206,1.7066124048198505,1.2087305032353042,u001,11
20,CORAL,94.5310392140197,0.159760281256408,1.3184141291104385,0.9794451398056017,u001,11
1,CORAL,10.078853249309482,0.0,0.0,0.0,u002,11
5,CORAL,90.3981727242979,0.0,0.0,0.0,u002,11
20,CORAL,94.5310392140197,0.0,0.0,0.0,u002,11
1,CORAL,10.078853249309482,0.1331917498905552,0.5568309496602695,0.2813640641500442,u003,11
5,CORAL,90.3981727242979,0.17646552307996152,0.5727325854795177,0.2697621285845723,u003,11
20,CORAL,94.5310392140197,0.8408865115032738,1.3567382396172734,1.046187685968147,u003,11
1,CORAL,10.078853249309482,0.0,0.0,0.0,u004,11
5,CORAL,90.3981727242979,0.0,0.0,0.0,u004,11
20,CORAL,94.5310392140197,0.0,0.0,0.0,u004,11
1,CORAL,10.078853249309482,0.11522564657943407,2.4404448673597936,1.7088296670011274,u005,11
5,CORAL,90.3981727242979,0.1236121933607001,2.4254360792526066,1.7108054495206277,u005,11
20,CORAL,94.5310392140197,0.18837944736035334,1.8793186597752138,1.3794274689287727,u005,11
1,CORAL,10.078853249309482,0.008763651445621424,0.048910258771643594,0.02712428423033846,u006,11
5,CORAL,90.3981727242979,0.01660388590664082,0.03395383924327499,0.019312064496170376,u006,11
20,CORAL,94.5310392140197,0.046369631416795495,0.08075442327079853,0.0516801154785527,u006,11
1,CORAL,10.078853249309482,0.08147683264199194,1.725655228674521,1.208325033791653,u007,11
5,CORAL,90.3981727242979,0.08740702535339777,1.7150423810062445,1.2097221757773544,u007,11
20,CORAL,94.5310392140197,0.1332043905111646,1.3288789477703264,0.9754024848718598,u007,11
1,CORAL,10.078853249309482,0.08147683264199194,1.725655228674521,1.208325033791653,u008,11
5,CORAL,90.3981727242979,0.08740702535339777,1.7150423810062445,1.2097221757773544,u008,11
20,CORAL,94.5310392140197,0.1332043905111646,1.3288789477703264,0.9754024848718598,u008,11
1,CORAL,10.078853249309482,0.09418079050628805,0.39373893619069505,0.19895443687432643,u009,11
5,CORAL,90.3981727242979,0.12477997217662722,0.4049831150149159,0.19075063989614816,u009,11
20,CORAL,94.5310392140197,0.5945965769948832,0.959358818544973,0.7397663867485482,u009,11
1,CORAL,10.078853249309482,0.09418079050628805,0.39373893619069505,0.19895443687432643,u010,11
5,CORAL,90.3981727242979,0.12477997217662722,0.4049831150149159,0.19075063989614816,u010,11
20,CORAL,94.5310392140197,0.5945965769948832,0.959358818544973,0.7397663867485482,u010,11
1,FISHR,0.2555089119327955,0.18566606030452287,1.6293423947753918,1.238698547125901,u000,11
5,FISHR,2.5916110707987916,0.1823455631550276,1.6929172103001535,1.2678715791604132,u000,11
20,FISHR,11.803528559616977,0.18173782112629594,1.6936528114853269,1.2741681781844898,u000,11
1,FISHR,0.2555089119327955,0.17695265506632415,1.5620264871249094,1.209476143932463,u001,11
5,FISHR,2.5916110707987916,0.16457650456916098,1.5521719167202523,1.1787755733675576,u001,11
20,FISHR,11.803528559616977,0.16255744784314657,1.5264509643956607,1.1720593035443474,u001,11
1,FISHR,0.2555089119327955,0.0,0.0,0.0,u002,11
5,FISHR,2.5916110707987916,0.0,0.0,0.0,u002,11
20,FISHR,11.803528559616977,0.0,0.0,0.0,u002,11
1,FISHR,0.2555089119327955,0.031500192956878774,0.0805058694442507,0.05285230915446777,u003,11
5,FISHR,2.5916110707987916,0.015271033270089869,0.06450791265481352,0.05467912203895508,u003,11
20,FISHR,11.803528559616977,0.02475438004521823,0.06246911199225086,0.05265399013037618,u003,11
1,FISHR,0.2555089119327955,0.0,0.0,0.0,u004,11
5,FISHR,2.5916110707987916,0.0,0.0,0.0,u004,11
20,FISHR,11.803528559616977,0.0,0.0,0.0,u004,11
1,FISHR,0.2555089119327955,0.015111459286786573,0.06346098631932913,0.040185378829584124,u005,11
5,FISHR,2.5916110707987916,0.015474093497738076,0.10334923102605979,0.06713708010593185,u005,11
20,FISHR,11.803528559616977,0.02286213219839562,0.12449256501960507,0.07852986747139265,u005,11
1,FISHR,0.2555089119327955,0.2560385968971847,2.256248013981835,1.7307779136982773,u006,11
5,FISHR,2.5916110707987916,0.2451446046505691,2.2944553137390393,1.72988517966207,u006,11
20,FISHR,11.803528559616977,0.24275683214866917,2.276623174590457,1.7294682512107091,u006,11
1,FISHR,0.2555089119327955,0.01068541565059802,0.0448736936204551,0.028415355584118857,u007,11
5,FISHR,2.5916110707987916,0.010941836364723843,0.07307894162276071,0.0474730821336478,u007,11
20,FISHR,11.803528559616977,0.016165969150625285,0.08802953768373158,0.05552899896187719,u007,11
1,FISHR,0.2555089119327955,0.01068541565059802,0.0448736936204551,0.028415355584118857,u008,11
5,FISHR,2.5916110707987916,0.010941836364723843,0.07307894162276071,0.0474730821336478,u008,11
20,FISHR,11.803528559616977,0.016165969150625285,0.08802953768373158,0.05552899896187719,u008,11
1,FISHR,0.2555089119327955,0.022274000440794937,0.0569262458581862,0.03737222666036068,u009,11
5,FISHR,2.5916110707987916,0.010798251013719238,0.04561398392314925,0.038663975416332666,u009,11
20,FISHR,11.803528559616977,0.017503990077211703,0.04417233055037424,0.03723199280696844,u009,11
1,FISHR,0.2555089119327955,0.022274000440794937,0.0569262458581862,0.03737222666036068,u010,11
5,FISHR,2.5916110707987916,0.010798251013719238,0.04561398392314925,0.038663975416332666,u010,11
20,FISHR,11.803528559616977,0.017503990077211703,0.04417233055037424,0.03723199280696844,u010,11
1,MLDG,10.996965157695405,0.10817342335626914,1.696242236100404,1.2192481620159163,u000,11
5,MLDG,97.6998308165316,0.09559657663012924,1.6676767074827252,1.2118394297480066,u000,11
20,MLDG,92.67389670334725,0.13018513790832384,1.3737736546376618,1.0153907742519983,u000,11
1,MLDG,10.996965157695405,0.1181828185677547,1.649514041135674,1.2002692285121468,u001,11
5,MLDG,97.6998308165316,0.08766678536061565,1.6514943978725711,1.2102841863027063,u001,11
20,MLDG,92.67389670334725,0.1895623949596097,1.3683127789710068,1.0333230902988797,u001,11
1,MLDG,10.996965157695405,0.0,0.0,0.0,u002,11
5,MLDG,97.6998308165316,0.0,0.0,0.0,u002,11
20,MLDG,92.67389670334725,0.0,0.0,0.0,u002,11
1,MLDG,10.996965157695405,0.1348997169279064,0.5310683683147878,0.2697919541185752,u003,11
5,MLDG,97.6998308165316,0.18137374628056466,0.550933472200426,0.2581809150451702,u003,11
20,MLDG,92.67389670334725,0.8993572305879179,1.3466921305463124,0.9493286926133835,u003,11
1,MLDG,10.996965157695405,0.0,0.0,0.0,u004,11
5,MLDG,97.6998308165316,0.0,0.0,0.0,u004,11
20,MLDG,92.67389670334725,0.0,0.0,0.0,u004,11
1,MLDG,10.996965157695405,0.15967857960825632,2.365485936763796,1.7106699337785067,u005,11
5,MLDG,97.6998308165316,0.12874371773005672,2.3468008239194673,1.7125802622328534,u005,11
20,MLDG,92.67389670334725,0.22173828304969673,1.9370314532283126,1.447504902369753,u005,11
1,MLDG,10.996965157695405,0.013092826100998942,0.05109409048978943,0.02864533940211801,u006,11
5,MLDG,97.6998308165316,0.015786846444099372,0.033223144779606945,0.02029713101368501,u006,11
20,MLDG,92.67389670334725,0.06094431156427409,0.08628085071827188,0.05919872462409881,u006,11
1,MLDG,10.996965157695405,0.1129098097790624,1.6726511882139732,1.209626401476717,u007,11
5,MLDG,97.6998308165316,0.09103556518658318,1.6594388212841094,1.2109770802116313,u007,11
20,MLDG,92.67389670334725,0.15679265423777958,1.369688020977421,1.023540637027633,u007,11
1,MLDG,10.996965157695405,0.1129098097790624,1.6726511882139732,1.209626401476717,u008,11
5,MLDG,97.6998308165316,0.09103556518658318,1.6594388212841094,1.2109770802116313,u008,11
20,MLDG,92.67389670334725,0.15679265423777958,1.369688020977421,1.023540637027633,u008,11
1,MLDG,10.996965157695405,0.09538850361970856,0.37552205084490653,0.19077171722235636,u009,11
5,MLDG,97.6998308165316,0.12825059794966853,0.38956876528466017,0.18256147795319763,u009,11
20,MLDG,92.67389670334725,0.6359416231531758,0.952255105519819,0.6712767397374947,u009,11
1,MLDG,10.996965157695405,0.09538850361970856,0.37552205084490653,0.19077171722235636,u010,11
5,MLDG,97.6998308165316,0.12825059794966853,0.38956876528466017,0.18256147795319763,u010,11
20,MLDG,92.67389670334725,0.6359416231531758,0.952255105519819,0.6712767397374947,u010,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.11757266487268513,1.8116599739549084,1.217123439893716,u000,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.1232553721203334,1.7759066566757638,1.210855925814263,u000,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.12765230898813623,1.4406111706437763,1.0343462517941264,u000,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.12266849232504953,1.7694448822730557,1.1977813422531167,u001,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.10662659056264641,1.756944933044184,1.2062896216311083,u001,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.19703910265297378,1.4307769150756415,1.043361928489462,u001,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.0,0.0,0.0,u002,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.0,0.0,0.0,u002,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.0,0.0,0.0,u002,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.1447156622049241,0.5865936806795259,0.2897074182877875,u003,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.18692948395042863,0.5984747470956352,0.28052321769417354,u003,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.7942426160445487,1.2739126223977109,0.917346018456573,u003,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.0,0.0,0.0,u004,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.0,0.0,0.0,u004,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.0,0.0,0.0,u004,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.16960016675099435,2.5319991346658886,1.707445801598766,u005,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.16207652071243722,2.497925133197708,1.7090825074768268,u005,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.22758417704542158,2.0287639158848836,1.468231139416657,u005,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.010328187977663793,0.04502212067190381,0.026421675611034676,u006,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.017097312423085893,0.03270350167381383,0.01852996028532265,u006,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.05766241731857356,0.08123251929811001,0.05266312189445289,u006,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.1199254237811373,1.7903937384065232,1.2073464803124978,u007,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.1146054048217729,1.7662997442718331,1.2085038660678353,u007,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.16092631570847177,1.4345528221719503,1.038196333245833,u007,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.1199254237811373,1.7903937384065232,1.2073464803124978,u008,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.1146054048217729,1.7662997442718331,1.2085038660678353,u008,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.16092631570847177,1.4345528221719503,1.038196333245833,u008,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.10232942962192045,0.41478437222991127,0.20485407077247336,u009,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.13217910139361091,0.4231855705630899,0.19835988396785045,u009,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.5616143749443032,0.9007922481612664,0.6486615982508807,u009,11
1,WEIGHT_NUCLEAR,9.459235876473123,0.10232942962192045,0.41478437222991127,0.20485407077247336,u010,11
5,WEIGHT_NUCLEAR,86.25019024030178,0.13217910139361091,0.4231855705630899,0.19835988396785045,u010,11
20,WEIGHT_NUCLEAR,91.74895939936161,0.5616143749443032,0.9007922481612664,0.6486615982508807,u010,11
1,FEATURE_NUCLEAR,9.516387628063756,0.1021974022221951,1.8105763532863743,1.2163094305628441,u000,11
5,FEATURE_NUCLEAR,85.41163651460397,0.12454405145999015,1.7774953486008138,1.2073770101343264,u000,11
20,FEATURE_NUCLEAR,93.88501942865454,0.10982354113921661,1.37166140482574,0.984459371751934,u000,11
1,FEATURE_NUCLEAR,9.516387628063756,0.10675185464415395,1.756356023644415,1.1955621468831295,u001,11
5,FEATURE_NUCLEAR,85.41163651460397,0.10982965567418003,1.7592846606131183,1.2077385084140448,u001,11
20,FEATURE_NUCLEAR,93.88501942865454,0.17564382604103262,1.3600748204240956,0.9938125191199288,u001,11
1,FEATURE_NUCLEAR,9.516387628063756,0.0,0.0,0.0,u002,11
5,FEATURE_NUCLEAR,85.41163651460397,0.0,0.0,0.0,u002,11
20,FEATURE_NUCLEAR,93.88501942865454,0.0,0.0,0.0,u002,11
1,FEATURE_NUCLEAR,9.516387628063756,0.1516228036628404,0.6613224482266232,0.3020306641112142,u003,11
5,FEATURE_NUCLEAR,85.41163651460397,0.20809076345361122,0.6806816538721187,0.2891512591929059,u003,11
20,FEATURE_NUCLEAR,93.88501942865454,0.822360064675546,1.4006858471034473,1.021360084500185,u003,11
1,FEATURE_NUCLEAR,9.516387628063756,0.0,0.0,0.0,u004,11
5,FEATURE_NUCLEAR,85.41163651460397,0.0,0.0,0.0,u004,11
20,FEATURE_NUCLEAR,93.88501942865454,0.0,0.0,0.0,u004,11
1,FEATURE_NUCLEAR,9.516387628063756,0.14732236216008132,2.5218210572055813,1.7052445296026684,u005,11
5,FEATURE_NUCLEAR,85.41163651460397,0.16482944833581656,2.5005899868890293,1.707574596088171,u005,11
20,FEATURE_NUCLEAR,93.88501942865454,0.198307901384252,1.9298597621565519,1.3979913228288965,u005,11
1,FEATURE_NUCLEAR,9.516387628063756,0.01167867108689326,0.05823026983924688,0.03029446461944154,u006,11
5,FEATURE_NUCLEAR,85.41163651460397,0.020125220047450692,0.04026351504194704,0.024095896394981192,u006,11
20,FEATURE_NUCLEAR,93.88501942865454,0.059882699780280824,0.08306469579568534,0.04943178853045231,u006,11
1,FEATURE_NUCLEAR,9.516387628063756,0.10417263697775161,1.783196713288779,1.2057899774987488,u007,11
5,FEATURE_NUCLEAR,85.41163651460397,0.11655202078379891,1.768184289129281,1.207437661810118,u007,11
20,FEATURE_NUCLEAR,93.88501942865454,0.14022487613848084,1.3646170254523247,0.988529193958281,u007,11
1,FEATURE_NUCLEAR,9.516387628063756,0.10417263697775161,1.783196713288779,1.2057899774987488,u008,11
5,FEATURE_NUCLEAR,85.41163651460397,0.11655202078379891,1.768184289129281,1.207437661810118,u008,11
20,FEATURE_NUCLEAR,93.88501942865454,0.14022487613848084,1.3646170254523247,0.988529193958281,u008,11
1,FEATURE_NUCLEAR,9.516387628063756,0.10721351502714929,0.46762556527517,0.21356794639809246,u009,11
5,FEATURE_NUCLEAR,85.41163651460397,0.1471423946705807,0.4813145933448738,0.20446081871873126,u009,11
20,FEATURE_NUCLEAR,93.88501942865454,0.5814963869986841,0.9904344090381061,0.7222105994884147,u009,11
1,FEATURE_NUCLEAR,9.516387628063756,0.10721351502714929,0.46762556527517,0.21356794639809246,u010,11
5,FEATURE_NUCLEAR,85.41163651460397,0.1471423946705807,0.4813145933448738,0.20446081871873126,u010,11
20,FEATURE_NUCLEAR,93.88501942865454,0.5814963869986841,0.9904344090381061,0.7222105994884147,u010,11
1,ERM,12.51998247202172,0.12112335855409596,1.698244967228402,1.1953529054660523,u000,12
5,ERM,101.74529651841893,0.07995276789639784,1.6843942868254924,1.2107147591164185,u000,12
20,ERM,97.41788166958597,0.18743048579900656,1.487136345016419,1.0772828902440432,u000,12
1,ERM,12.51998247202172,0.10186959358858752,1.7288046351195219,1.2167678750348412,u001,12
5,ERM,101.74529651841893,0.07351321906107684,1.6925045394066676,1.2159341810839592,u001,12
20,ERM,97.41788166958597,0.19376628282465108,1.4800224181914532,1.0841487897862725,u001,12
1,ERM,12.51998247202172,0.0,0.0,0.0,u002,12
5,ERM,101.74529651841893,0.0,0.0,0.0,u002,12
20,ERM,97.41788166958597,0.0,0.0,0.0,u002,12
1,ERM,12.51998247202172,0.18163525931370877,0.591059261489922,0.3010105806721494,u003,12
5,ERM,101.74529651841893,0.16657886514452944,0.568009035796108,0.23595304475529758,u003,12
20,ERM,97.41788166958597,0.726161152607753,1.3095348703002676,0.8149128640488749,u003,12
1,ERM,12.51998247202172,0.0,0.0,0.0,u004,12
5,ERM,101.74529651841893,0.0,0.0,0.0,u004,12
20,ERM,97.41788166958597,0.0,0.0,0.0,u004,12
1,ERM,12.51998247202172,0.1572144499609512,2.4229651847728007,1.7054473512185535,u005,12
5,ERM,101.74529651841893,0.10780168269352583,2.38762767594154,1.7158145981900146,u005,12
20,ERM,97.41788166958597,0.26858551001806447,2.0970729467071036,1.5278380371891591,u005,12
1,ERM,12.51998247202172,0.018218129242082118,0.045157208607458546,0.029012591940488705,u006,12
5,ERM,101.74529651841893,0.0132452482088221,0.03145039684504872,0.017501224783106357,u006,12
20,ERM,97.41788166958597,0.023181510314010934,0.06576560484423531,0.040351014429000964,u006,12
1,ERM,12.51998247202172,0.11116740750748982,1.7132950658892114,1.2059333731458972,u007,12
5,ERM,101.74529651841893,0.07622729542623959,1.688307766015303,1.2132641819747125,u007,12
20,ERM,97.41788166958597,0.1899186489796209,1.4828546438475594,1.0803446605688267,u007,12
1,ERM,12.51998247202172,0.11116740750748982,1.7132950658892114,1.2059333731458972,u008,12
5,ERM,101.74529651841893,0.07622729542623959,1.688307766015303,1.2132641819747125,u008,12
20,ERM,97.41788166958597,0.1899186489796209,1.4828546438475594,1.0803446605688267,u008,12
1,ERM,12.51998247202172,0.12843551617231003,0.4179419939152271,0.21284659921904006,u009,12
5,ERM,101.74529651841893,0.11778904992776519,0.4016430537215128,0.16684399417394832,u009,12
20,ERM,97.41788166958597,0.5134734894302814,0.925981000591878,0.576230422307073,u009,12
1,ERM,12.51998247202172,0.12843551617231003,0.4179419939152271,0.21284659921904006,u010,12
5,ERM,101.74529651841893,0.11778904992776519,0.4016430537215128,0.16684399417394832,u010,12
20,ERM,97.41788166958597,0.5134734894302814,0.925981000591878,0.576230422307073,u010,12
1,IRMv1,4.400549149722711,0.008743242062375737,0.16784777132381853,0.13497169015553415,u000,12
5,IRMv1,26.29262266024747,0.007679640382139826,0.1498054043830577,0.12352513010593594,u000,12
20,IRMv1,19.976014393919776,0.04641294811092812,0.19047229372976868,0.15648151037001765,u000,12
1,IRMv1,4.400549149722711,0.014444447990991384,0.25270968315621417,0.20398200468954883,u001,12
5,IRMv1,26.29262266024747,0.00916970647736834,0.19440022973074053,0.1607660880452703,u001,12
20,IRMv1,19.976014393919776,0.06385623364197483,0.18313081855455987,0.15376220855364164,u001,12
1,IRMv1,4.400549149722711,0.0,0.0,0.0,u002,12
5,IRMv1,26.29262266024747,0.0,0.0,0.0,u002,12
20,IRMv1,19.976014393919776,0.0,0.0,0.0,u002,12
1,IRMv1,4.400549149722711,0.24495752232305537,2.164036770961237,1.7146935541425552,u003,12
5,IRMv1,26.29262266024747,0.23154188521959365,2.1848761826780314,1.7201441239520323,u003,12
20,IRMv1,19.976014393919776,0.28310364549632366,2.187574152411825,1.7181009051079406,u003,12
1,IRMv1,4.400549149722711,0.0,0.0,0.0,u004,12
5,IRMv1,26.29262266024747,0.0,0.0,0.0,u004,12
20,IRMv1,19.976014393919776,0.0,0.0,0.0,u004,12
1,IRMv1,4.400549149722711,0.01635303498886251,0.2973600187305082,0.23966572380752924,u005,12
5,IRMv1,26.29262266024747,0.011400037610920304,0.2433289618616398,0.20098955622890505,u005,12
20,IRMv1,19.976014393919776,0.0778317940953832,0.26307671411693495,0.21836340423650843,u005,12
1,IRMv1,4.400549149722711,0.004202922418311711,0.060100410237748245,0.04885029971933003,u006,12
5,IRMv1,26.29262266024747,0.0036193268233506264,0.032001855955455724,0.02659704510428582,u006,12
20,IRMv1,19.976014393919776,0.013190576560078444,0.024641854078307674,0.021135575183078115,u006,12
1,IRMv1,4.400549149722711,0.011563341246187686,0.2102652975512925,0.1694692623235144,u007,12
5,IRMv1,26.29262266024747,0.008061043720363282,0.17205956322722188,0.14212107590239728,u007,12
20,IRMv1,19.976014393919776,0.05503539110711182,0.18602333654760994,0.15440624618263007,u007,12
1,IRMv1,4.400549149722711,0.011563341246187686,0.2102652975512925,0.1694692623235144,u008,12
5,IRMv1,26.29262266024747,0.008061043720363282,0.17205956322722188,0.14212107590239728,u008,12
20,IRMv1,19.976014393919776,0.05503539110711182,0.18602333654760994,0.15440624618263007,u008,12
1,IRMv1,4.400549149722711,0.17321112712177342,1.5302050914147842,1.2124713612493228,u009,12
5,IRMv1,26.29262266024747,0.16372483135297025,1.5449406148558256,1.2163255470785812,u009,12
20,IRMv1,19.976014393919776,0.20018449002432717,1.546848410037671,1.214880806933719,u009,12
1,IRMv1,4.400549149722711,0.17321112712177342,1.5302050914147842,1.2124713612493228,u010,12
5,IRMv1,26.29262266024747,0.16372483135297025,1.5449406148558256,1.2163255470785812,u010,12
20,IRMv1,19.976014393919776,0.20018449002432717,1.546848410037671,1.214880806933719,u010,12
1,VREX,0.06949000842612335,0.19324630147479366,1.4778821490067922,1.155078519770561,u000,12
5,VREX,0.8399657886714058,0.17766436112503886,1.4493818725092253,1.136062263491847,u000,12
20,VREX,3.0550161092643826,0.2691871063832353,1.51738570088164,1.1848197588240261,u000,12
1,VREX,0.06949000842612335,0.21666699073800316,1.6347314868112495,1.279058138679909,u001,12
5,VREX,0.8399657886714058,0.20461781001195997,1.661043748306615,1.296973258599016,u001,12
20,VREX,3.0550161092643826,0.2633637340300163,1.593462444114536,1.2468635160269803,u001,12
1,VREX,0.06949000842612335,0.0,0.0,0.0,u002,12
5,VREX,0.8399657886714058,0.0,0.0,0.0,u002,12
20,VREX,3.0550161092643826,0.0,0.0,0.0,u002,12
