seed,source_design,method,lambda,step,direction,fd_norm,ift_norm,cosine,relative_error,valid
0,mechanism_defined_hidden,L2,0.001,0.0005,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.001,0.00025,rho_source_1,1.6858679973053035,1.6858675660569167,0.9999999999999901,2.9145056048580585e-07,True
0,mechanism_defined_hidden,L2,0.001,0.00025,rho_source_2,1.6858679972940585,1.6858675660572993,0.9999999999999901,2.9144510063279004e-07,True
0,mechanism_defined_hidden,L2,0.001,0.00025,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.01,0.001,rho_source_1,2.00760896112588,2.0076024488912294,0.9999999999979627,3.820488662242277e-06,True
0,mechanism_defined_hidden,L2,0.01,0.001,rho_source_2,2.007608961126778,2.007602448891742,0.9999999999979627,3.8204887129940955e-06,True
0,mechanism_defined_hidden,L2,0.01,0.001,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.01,0.0005,rho_source_1,2.0076040769472168,2.0076024488912294,0.9999999999998724,9.551216761677318e-07,True
0,mechanism_defined_hidden,L2,0.01,0.0005,rho_source_2,2.007604076946578,2.007602448891742,0.9999999999998727,9.551208091658566e-07,True
0,mechanism_defined_hidden,L2,0.01,0.0005,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.01,0.00025,rho_source_1,2.007602855910792,2.0076024488912294,0.9999999999999919,2.387823747868929e-07,True
0,mechanism_defined_hidden,L2,0.01,0.00025,rho_source_2,2.0076028558990995,2.007602448891742,0.9999999999999921,2.3877735213565127e-07,True
0,mechanism_defined_hidden,L2,0.01,0.00025,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.1,0.001,rho_source_1,2.4375921683320874,2.4375869680931905,0.99999999999952,2.3476194622430356e-06,True
0,mechanism_defined_hidden,L2,0.1,0.001,rho_source_2,2.437592168332514,2.4375869680937816,0.99999999999952,2.3476193687601817e-06,True
0,mechanism_defined_hidden,L2,0.1,0.001,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.1,0.0005,rho_source_1,2.437588268152984,2.4375869680931905,0.9999999999999701,5.869049777621488e-07,True
0,mechanism_defined_hidden,L2,0.1,0.0005,rho_source_2,2.4375882681523096,2.4375869680937816,0.9999999999999699,5.869046802834578e-07,True
0,mechanism_defined_hidden,L2,0.1,0.0005,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,L2,0.1,0.00025,rho_source_1,2.437587293110906,2.4375869680931905,0.999999999999998,1.467266136103992e-07,True
0,mechanism_defined_hidden,L2,0.1,0.00025,rho_source_2,2.4375872931017604,2.4375869680937816,0.999999999999998,1.4672371692188677e-07,True
0,mechanism_defined_hidden,L2,0.1,0.00025,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,IRMV1,0.001,0.001,rho_source_1,1.5838205367671174,1.5838137645028771,0.9999999999974373,4.838272358630617e-06,True
0,mechanism_defined_hidden,IRMV1,0.001,0.001,rho_source_2,1.59216082992185,1.5921540002386956,0.9999999999973899,4.8600684545341995e-06,True
0,mechanism_defined_hidden,IRMV1,0.001,0.001,rho_hidden,0.0,0.0,0.0,0.0,True
0,mechanism_defined_hidden,IRMV1,0.001,0.0005,rho_source_1,1.5838154575664911,1.5838137645028771,0.9999999999998398,1.2095688777805062e-06,True
0,mechanism_defined_hidden,IRMV1,0.001,0.0005,rho_source_2,1.592155707654332,1.5921540002386956,0.9999999999998369,1.2150158957464168e-06,True
