method,status,returncode,steps,native_script,default_hparams_first,output_dir,env2_out_acc,loss,penalty,stdout_tail
IGA,completed,0,2,/Users/sunlay/Desktop/ood-representation-regularization/artifacts/baseline_fidelity/upstreams/DomainBed/domainbed/scripts/train.py,True,/Users/sunlay/Desktop/ood-representation-regularization/round3_redesign/task3_baseline_fidelity/results/domainbed_iga_native,0.3866266609515645,0.5030207633972168,8.075565338134766,Environment:\n	Python: 3.13.13\n	PyTorch: 2.12.1\n	Torchvision: 0.27.1\n	CUDA: None\n	CUDNN: None\n	NumPy: 2.4.6\n	PIL: 12.2.0\nArgs:\n	algorithm: IGA\n	checkpoint_freq: 2\n	data_dir: /Users/sunlay/Desktop/ood-representation-regularization/artifacts/baseline_fidelity/domainbed_data\n	dataset: ColoredMNIST\n	holdout_fraction: 0.2\n	hparams: None\n	hparams_seed: 0\n	output_dir: /Users/sunlay/Desktop/ood-representation-regularization/round3_redesign/task3_baseline_fidelity/results/domainbed_iga_native\n	save_model_every_checkpoint: False\n	seed: 0\n	skip_model_save: True\n	steps: 2\n	task: domain_generalization\n	test_envs: [2]\n	trial_seed: 0\n	uda_holdout_fraction: 0\nHParams:\n	batch_size: 64\n	class_balanced: False\n	data_augmentation: True\n	dinov2: False\n	freeze_bn: False\n	lars: False\n	linear_steps: 500\n	lr: 0.001\n	nonlinear_classifier: False\n	penalty: 1000\n	resnet18: False\n	resnet50_augmix: True\n	resnet_dropout: 0.0\n	vit: False\n	vit_attn_tune: False\n	vit_dropout: 0.0\n	weight_decay: 0.0\nenv0_in_acc   env0_out_acc  env1_in_acc   env1_out_acc  env2_in_acc   env2_out_acc  epoch         loss          mem_gb        penalty       step          step_time    \n0.7626419541  0.7618945564  0.6936304709  0.7158165452  0.2440670702  0.2411058723  0.0000000000  0.7345474958  0.0000000000  2.0180351734  0             15.863734006 \n0.6190807799  0.6219459923  0.5861681041  0.5844406344  0.3925644185  0.3866266610  0.0034285102  0.5030207634  0.0000000000  8.0755653381  1             0.7314088345 \n
