seed,erm_primary_mismatch,irmv1_primary_mismatch,paired_difference,irmv1_lower
10,5.31155055729066,294.97585036642596,-289.6642998091353,False
11,4.44899998471166,13.529304989033818,-9.080305004322158,False
12,4.596044327967605,14.99811021575297,-10.402065887785366,False
13,4.85419271687252,21.787066851038606,-16.932874134166084,False
14,4.786050854329193,9.068406403378658,-4.282355549049465,False
