seed,method,tangent,epsilon,response_norm,whitened_response_norm,retained_hessian_rank,hessian_min_eig,hessian_max_eig,hessian_condition,hessian_damping,whitening_identity_error,finite,response_rank,response_singular_max,response_singular_min,gram_disagreement_with_epsilon_pair,reparameterization_gram_disagreement
12,ERM,source_env0_color,0.02,5.466783386355235,1.5684493576480374,65,8.232787497704903e-09,0.323676643475549,39315559.10629079,7.192748600314873e-09,1.3136661394349162e-13,True,5,4.409231946101042,0.2057622278280192,0.05387912121075688,8.25759315080242e-12
12,ERM,source_env1_color,0.02,5.466783386355235,1.6072671072484888,65,8.232787497704903e-09,0.323676643475549,39315559.10629079,7.192748600314873e-09,1.3136661394349162e-13,True,5,4.409231946101042,0.2057622278280192,0.05387912121075688,8.25759315080242e-12
12,ERM,shared_label_noise,0.02,5.466783386355235,4.356893244775828,65,8.232787497704903e-09,0.323676643475549,39315559.10629079,7.192748600314873e-09,1.3136661394349162e-13,True,5,4.409231946101042,0.2057622278280192,0.05387912121075688,8.25759315080242e-12
12,ERM,common_source_color,0.02,5.466783386355235,2.205909958953167,65,8.232787497704903e-09,0.323676643475549,39315559.10629079,7.192748600314873e-09,1.3136661394349162e-13,True,5,4.409231946101042,0.2057622278280192,0.05387912121075688,8.25759315080242e-12
12,ERM,antisymmetric_source_color,0.02,5.466783386355235,0.9969062936897054,65,8.232787497704903e-09,0.323676643475549,39315559.10629079,7.192748600314873e-09,1.3136661394349162e-13,True,5,4.409231946101042,0.2057622278280192,0.05387912121075688,8.25759315080242e-12
12,IRMv1,source_env0_color,0.01,3.451136834235772,1.20195126565267,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.4109271265037133,0.27331393920318015,0.08787865016509552,1.859385674333513e-13
12,IRMv1,source_env1_color,0.01,3.451136834235772,1.4232902807861227,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.4109271265037133,0.27331393920318015,0.08787865016509552,1.859385674333513e-13
12,IRMv1,shared_label_noise,0.01,3.451136834235772,2.150256351841398,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.4109271265037133,0.27331393920318015,0.08787865016509552,1.859385674333513e-13
12,IRMv1,common_source_color,0.01,3.451136834235772,1.7078049955783337,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.4109271265037133,0.27331393920318015,0.08787865016509552,1.859385674333513e-13
12,IRMv1,antisymmetric_source_color,0.01,3.451136834235772,0.9485268044067164,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.4109271265037133,0.27331393920318015,0.08787865016509552,1.859385674333513e-13
12,IRMv1,source_env0_color,0.02,3.016851008193827,1.0679668671668863,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.1374201421880428,0.13940263944585168,0.08787865016509552,6.864002408502755e-14
12,IRMv1,source_env1_color,0.02,3.016851008193827,1.158763454068807,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.1374201421880428,0.13940263944585168,0.08787865016509552,6.864002408502755e-14
12,IRMv1,shared_label_noise,0.02,3.016851008193827,1.9033170361184057,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.1374201421880428,0.13940263944585168,0.08787865016509552,6.864002408502755e-14
12,IRMv1,common_source_color,0.02,3.016851008193827,1.5513456466534463,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.1374201421880428,0.13940263944585168,0.08787865016509552,6.864002408502755e-14
12,IRMv1,antisymmetric_source_color,0.02,3.016851008193827,0.7673428037189314,65,5.525785170371698e-07,0.957461663728947,1732716.0470564263,2.0588424500069225e-08,7.729290598612361e-15,True,5,2.1374201421880428,0.13940263944585168,0.08787865016509552,6.864002408502755e-14
13,ERM,source_env0_color,0.01,6.066431814974348,1.609889180237765,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,5.036357052712541,0.3887106242435412,0.0959900434596236,1.0939148846240645e-11
13,ERM,source_env1_color,0.01,6.066431814974348,1.6575821666160515,65,7.3768659341244436e-09,0.3361019587958851,45561619.50037891,7.188337547462964e-09,2.281719934531957e-13,True,5,5.036357052712541,0.3887106242435412,0.0959900434596236,1.0939148846240645e-11
