seed,erm_K20_response_mean,irmv1_K20_response_mean,full_mismatch,label
10,69.51646892020854,10.832510463896007,NOT_ESTABLISHED,INCONCLUSIVE
11,66.46455564315032,11.486887829140231,NOT_ESTABLISHED,INCONCLUSIVE
12,68.21956595622252,9.745775030883692,NOT_ESTABLISHED,INCONCLUSIVE
13,68.44399673305355,8.227051891216396,NOT_ESTABLISHED,INCONCLUSIVE
14,61.252003616786716,13.17811343186301,NOT_ESTABLISHED,INCONCLUSIVE
