A_irreducible_operator_norm,A_recoverable_operator_norm,A_target_posthoc_only,E_change_operator_norm,E_operator_norm,O_Pi_source_images_labels_only,PiO_operator_norm,Pi_operator_norm,audit_mode,baseline_E_operator_norm,baseline_Pi_operator_norm,baseline_total_h_condition,baseline_z0_norm,common_base_attribution_status,lambda,method,observed_total_b_norm,observed_total_h_condition,projection_dimension,representation_method,seed,setting,z0_norm
0.0,3.139453958867449,True,-0.04929560621948248,3.7394310987240633,True,0.6508303277236984,1.0319326296841402,source_only_matrix_audit_no_high_dim_common_base_fd,3.788726704943546,157.49129440926893,31502261.91602637,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.1800419517117553,35.128631892825666,64,ERM,3,source_only_common_projection_erm,0.08504215119635306
0.0,3.139453958867449,True,-8.414173369164502e-06,3.7887182907701766,True,1.03392113259893,157.4886111517307,source_only_matrix_audit_no_high_dim_common_base_fd,3.788726704943546,157.49129440926893,31502261.91602637,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.1783006495918456,31530724.62415083,64,ERM,3,source_only_common_projection_erm,4.0379514621458265e-06
0.0,3.139453958867449,True,-0.0007679012574883792,3.7879588036860574,True,1.0320902567600598,157.22643065964567,source_only_matrix_audit_no_high_dim_common_base_fd,3.788726704943546,157.49129440926893,31502261.91602637,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.2496648279368126,34690563.53968941,64,ERM,3,source_only_common_projection_erm,0.0004003224800698887
0.0,3.139453958867449,True,-9.120421140984547e-06,3.788717584522405,True,1.0339240134667156,157.48801418925373,source_only_matrix_audit_no_high_dim_common_base_fd,3.788726704943546,157.49129440926893,31502261.91602637,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.1776014735528189,31502325.95577161,64,ERM,3,source_only_common_projection_erm,4.032447863569759e-06
0.0,3.139453958867449,True,-9.110631191866503e-05,3.788635598631627,True,1.0337744008076952,157.45858522966446,source_only_matrix_audit_no_high_dim_common_base_fd,3.788726704943546,157.49129440926893,31502261.91602637,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.1775982751956582,31502902.364922017,64,ERM,3,source_only_common_projection_erm,4.031960924928886e-05
0.0,3.139453958867449,True,-0.0009013179670747107,3.787825386976471,True,1.0323374274324293,157.17346691263594,source_only_matrix_audit_no_high_dim_common_base_fd,3.788726704943546,157.49129440926893,31502261.91602637,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.1776300889270777,31508672.04311591,64,ERM,3,source_only_common_projection_erm,0.00040270998056415007
0.0,2.811472318031265,True,0.0,3.5350199446707813,True,0.9951293848386034,10.595575554632363,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.1286231763439856,199886.0222189156,64,IRMv1,3,source_only_common_projection_irmv1,0.0
0.0,2.811472318031265,True,4.9777079886403897e-05,3.5350697217506677,True,0.975306774765221,3.8904442364089755,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.1307344808523028,2495.841053090545,64,IRMv1,3,source_only_common_projection_irmv1,0.027279726057583165
0.0,2.811472318031265,True,-0.006918350513095195,3.528101594157686,True,0.9455579443429771,1.6713884203272606,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.1330077554575984,253.31845978161417,64,IRMv1,3,source_only_common_projection_irmv1,0.059371289166499676
0.0,2.811472318031265,True,-0.04696803716948361,3.4880519075012977,True,0.8676364196569345,0.8407462390688732,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.1365149455329369,26.260544133563187,64,IRMv1,3,source_only_common_projection_irmv1,0.09951636744396528
0.0,2.811472318031265,True,-8.010918724377092e-06,3.535011933752057,True,0.9951145423329274,10.595361843624246,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.1290925973494266,200095.33293376895,64,IRMv1,3,source_only_common_projection_irmv1,4.140423344681692e-06
0.0,2.811472318031265,True,-7.922890439315822e-05,3.534940715766388,True,0.9949822219418876,10.59344592484554,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.1333462311123343,201993.47108278042,64,IRMv1,3,source_only_common_projection_irmv1,4.133640183829751e-05
0.0,2.811472318031265,True,-0.0007169083301357126,3.5343030363406456,True,0.993771048982022,10.574985046900391,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.178614819916378,222116.37344194163,64,IRMv1,3,source_only_common_projection_irmv1,0.00040776014987249415
0.0,2.811472318031265,True,-8.488439888321153e-06,3.535011456230893,True,0.9951163331885721,10.595379069982547,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.1286220786223278,199885.83892779952,64,IRMv1,3,source_only_common_projection_irmv1,4.092707504596053e-06
0.0,2.811472318031265,True,-8.47631644411706e-05,3.53493518150634,True,0.9949994950258807,10.593617508306068,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.128612887762168,199884.18951581538,64,IRMv1,3,source_only_common_projection_irmv1,4.092283502768485e-05
0.0,2.811472318031265,True,-0.0008355570912601529,3.534184387579521,True,0.993892952066124,10.576672569838555,source_only_matrix_audit_no_high_dim_common_base_fd,3.5350199446707813,10.595575554632363,199886.0222189156,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.1285890100831937,199867.7159992934,64,IRMv1,3,source_only_common_projection_irmv1,0.00040880493592916715
0.0,3.0149764086955715,True,0.0,3.6874209638329005,True,1.044813642605581,109.22574920321625,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.246729603085318,17686140.018718347,62,ERM,4,source_only_common_projection_erm,0.0
0.0,3.0149764086955715,True,-0.02040641570832502,3.6670145481245755,True,0.981983405941942,5.221371628870061,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.2459289445700612,3509.44877826956,62,ERM,4,source_only_common_projection_erm,0.062141257849387795
0.0,3.0149764086955715,True,-0.03411125220415778,3.6533097116287427,True,0.9107237013165441,2.5613064328977626,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.2452073098081944,351.90752728231047,62,ERM,4,source_only_common_projection_erm,0.07936647125042334
0.0,3.0149764086955715,True,-0.059521443781877625,3.627899520051023,True,0.7357045410964216,1.0894260800834217,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.2485394029777204,36.091379345845446,62,ERM,4,source_only_common_projection_erm,0.0897070970428346
0.0,3.0149764086955715,True,-9.001531312780031e-06,3.6874119623015877,True,1.0447937385105754,109.2236295275089,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.247382563005629,17699574.12473109,62,ERM,4,source_only_common_projection_erm,4.057049722460358e-06
0.0,3.0149764086955715,True,-8.920860535210906e-05,3.6873317552275484,True,1.0446156655618495,109.20459659198406,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.2532829992469894,17823389.93428271,62,ERM,4,source_only_common_projection_erm,4.05324304982933e-05
0.0,3.0149764086955715,True,-0.000822878576983932,3.6865980852559166,True,1.0429305666917403,109.018343820427,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.314515652144725,19313933.95437596,62,ERM,4,source_only_common_projection_erm,0.00040213167113582564
0.0,3.0149764086955715,True,-9.769542769877404e-06,3.6874111942901306,True,1.0447963646512193,109.22343779849858,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.2467288737690714,17686205.111531533,62,ERM,4,source_only_common_projection_erm,4.105581305431839e-06
0.0,3.0149764086955715,True,-9.758679764004796e-05,3.6873233770352605,True,1.0446414793683998,109.20270101412542,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.2467230044009654,17686790.960673027,62,ERM,4,source_only_common_projection_erm,4.105074073765634e-05
0.0,3.0149764086955715,True,-0.0009650558225589023,3.6864559080103416,True,1.0431534100787618,109.00182587674018,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,109.22574920321625,17686140.018718347,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.2467329078989524,17692650.775419597,62,ERM,4,source_only_common_projection_erm,0.0004100010564524648
0.0,2.721743470440847,True,0.0,3.454224903260558,True,1.0012445775963987,83.86478487274877,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.3822998857897562,132001419.27084073,62,IRMv1,4,source_only_common_projection_irmv1,0.0
0.0,2.721743470440847,True,-0.004749444655174795,3.449475458605383,True,0.9876783548165249,3.300524157795272,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.3835827665885143,2712.315977653969,62,IRMv1,4,source_only_common_projection_irmv1,0.034949895417678
0.0,2.721743470440847,True,-0.011960410673848454,3.4422644925867094,True,0.95932175195761,1.6337976048714713,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.3873100840671173,272.13661000942625,62,IRMv1,4,source_only_common_projection_irmv1,0.060366536932685635
0.0,2.721743470440847,True,-0.02674413960430755,3.4274807636562503,True,0.8950657046743402,0.7943681163540909,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.400613739361569,28.113711124402183,62,IRMv1,4,source_only_common_projection_irmv1,0.0991942379606266
0.0,2.721743470440847,True,-8.609594646102892e-06,3.4542162936659118,True,1.001229108357996,83.86184007974217,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.3828725925697092,132140757.62300491,62,IRMv1,4,source_only_common_projection_irmv1,4.185315436594423e-06
0.0,2.721743470440847,True,-8.518027323489719e-05,3.454139722987323,True,1.0010911646806484,83.83534430209404,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.3880514969932096,133469253.65975928,62,IRMv1,4,source_only_common_projection_irmv1,4.1788624643021613e-05
0.0,2.721743470440847,True,-8.86399482569189e-06,3.454216039265732,True,1.0012312485057298,83.86130090118382,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.3822987142926046,132000871.98252447,62,IRMv1,4,source_only_common_projection_irmv1,4.1165244405355485e-06
0.0,2.721743470440847,True,-8.851254044772716e-05,3.45413639072011,True,1.001111917254768,83.8300046617703,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,83.86478487274877,132001419.27084073,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.382289013489939,131995947.520406,62,IRMv1,4,source_only_common_projection_irmv1,4.1160920638321016e-05
0.0,3.123261625977861,True,0.0,3.77827469650771,True,1.0416638044913458,39.58807270538309,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.2092788144591466,27224843.506501153,62,ERM,5,source_only_common_projection_erm,0.0
0.0,3.123261625977861,True,-0.009489062957594996,3.768785633550115,True,1.0021794524033985,5.506412028394781,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.2096867716890398,3263.7800390373377,62,ERM,5,source_only_common_projection_erm,0.052559822640752374
0.0,3.123261625977861,True,-0.028784759837224616,3.7494899366704852,True,0.9287631905696804,2.5154879495281226,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.2057730731381002,327.31320041136706,62,ERM,5,source_only_common_projection_erm,0.06984144532109518
0.0,3.123261625977861,True,-0.05844274281888051,3.7198319536888294,True,0.7408586156317708,1.1429953067305207,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.2059648459276924,33.63167204797765,62,ERM,5,source_only_common_projection_erm,0.08639297989956948
0.0,3.123261625977861,True,-8.525910105028345e-06,3.778266170597605,True,1.0416442702160527,39.587714657378974,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.2098644780056114,27237387.477245845,62,ERM,5,source_only_common_projection_erm,4.087952012587702e-06
0.0,3.123261625977861,True,-8.445340080109887e-05,3.7781902431069088,True,1.0414695490631418,39.58457720613586,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.2151579743927376,27353545.49481538,62,ERM,5,source_only_common_projection_erm,4.084064416341353e-05
0.0,3.123261625977861,True,-0.0007755012425030294,3.777499195265207,True,1.0398200102695943,39.56155247257578,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.2702106200396261,28860945.23826422,62,ERM,5,source_only_common_projection_erm,0.0004051511019379071
0.0,3.123261625977861,True,-9.328792660134866e-06,3.7782653677150497,True,1.0416469733337455,39.5879473832561,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.209278075009712,27224972.765706293,62,ERM,5,source_only_common_projection_erm,4.125064404492721e-06
0.0,3.123261625977861,True,-9.318549457137948e-05,3.7781815110131385,True,1.041496114690461,39.58684531146337,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.2092721040888132,27226136.10272797,62,ERM,5,source_only_common_projection_erm,4.124563014623869e-05
0.0,3.123261625977861,True,-0.0009216591920151451,3.7773530373156947,True,1.040048853967584,39.578373950830326,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,39.58807270538309,27224843.506501153,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.209279970002965,27237769.887659203,62,ERM,5,source_only_common_projection_erm,0.0004119557626029842
0.0,2.824466712532171,True,0.0,3.537081105074452,True,0.9966395197508862,9.248039086810703,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.3253870148104694,19640.413711993315,62,IRMv1,5,source_only_common_projection_irmv1,0.0
0.0,2.824466712532171,True,-0.0026930658176724798,3.5343880392567795,True,0.9728930545569031,4.04464681344645,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.327098385505916,2230.0279541621303,62,IRMv1,5,source_only_common_projection_irmv1,0.02464168981596324
0.0,2.824466712532171,True,-0.0005064710216435842,3.5365746340528084,True,0.95267313432854,1.4540484540592644,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.333154545006875,249.2622684656635,62,IRMv1,5,source_only_common_projection_irmv1,0.05254688837396771
0.0,2.824466712532171,True,-0.01285956649372233,3.5242215385807296,True,0.9031300886586033,0.7424384043219805,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.3509232663975503,26.11192319156154,62,IRMv1,5,source_only_common_projection_irmv1,0.097824479006383
0.0,2.824466712532171,True,-7.87013445391338e-06,3.537073234939998,True,0.9966247498423356,9.24784587542406,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.3259657659879798,19668.504139705623,62,IRMv1,5,source_only_common_projection_irmv1,4.0378121011550175e-06
0.0,2.824466712532171,True,-7.784978144886878e-05,3.537003255293003,True,0.9964930298456053,9.246113748389657,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.3311973406990352,19921.366716182547,62,IRMv1,5,source_only_common_projection_irmv1,4.0309034497906474e-05
0.0,2.824466712532171,True,-0.0007055861128901775,3.5363755189615618,True,0.9952830881800818,9.229424795382812,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.3856708794330745,22453.056220645434,62,IRMv1,5,source_only_common_projection_irmv1,0.0003973831216516626
0.0,2.824466712532171,True,-8.511567217261984e-06,3.5370725935072347,True,0.9966261463931884,9.247865343974984,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.3253855478659073,19640.415928509585,62,IRMv1,5,source_only_common_projection_irmv1,4.049632071589963e-06
0.0,2.824466712532171,True,-8.499869786371406e-05,3.5369961063765882,True,0.9965064003668375,9.246307471795483,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.3253731349556443,19640.43600611257,62,IRMv1,5,source_only_common_projection_irmv1,4.049206469066961e-05
0.0,2.824466712532171,True,-0.0008383372477855922,3.5362427678266664,True,0.9953695439007467,9.231302086513907,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,9.248039086810703,19640.413711993315,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.3253270089009022,19640.64955021169,62,IRMv1,5,source_only_common_projection_irmv1,0.00040449564708511785
0.0,3.0615519229343082,True,0.0,3.7269850083658547,True,1.0365392946184357,117.02800143201007,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.0983733999033722,84528685.24218321,64,ERM,6,source_only_common_projection_erm,0.0
0.0,3.0615519229343082,True,-0.013290805527997662,3.713694202837857,True,0.9827739650810211,5.656840549509536,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.097029511363461,2977.726127126415,64,ERM,6,source_only_common_projection_erm,0.05654425393639612
0.0,3.0615519229343082,True,-0.03514101155273153,3.691843996813123,True,0.878153216777645,3.008803883157278,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.0944550074969384,298.68204745236983,64,ERM,6,source_only_common_projection_erm,0.06760159442012736
0.0,3.0615519229343082,True,-0.06537497560617611,3.6616100327596786,True,0.6687951024992119,1.1209255336161543,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.0989425437205131,30.768299095923417,64,ERM,6,source_only_common_projection_erm,0.08048905450300763
0.0,3.0615519229343082,True,-8.621199277136782e-06,3.7269763871665775,True,1.036519798027163,117.02720642928865,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.0990087097339434,84643422.61594938,64,ERM,6,source_only_common_projection_erm,4.050803023206501e-06
0.0,3.0615519229343082,True,-8.540268318180111e-05,3.726899605682673,True,1.0363453901948574,117.0201040802003,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.1047522853802556,85686144.19972055,64,ERM,6,source_only_common_projection_erm,4.047157281060302e-05
0.0,3.0615519229343082,True,-0.0007846365880967987,3.726200371777758,True,1.0346967890254455,116.95367387375664,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.1645891345574524,96656033.68853484,64,ERM,6,source_only_common_projection_erm,0.0004016542005651482
0.0,3.0615519229343082,True,-9.35806468937983e-06,3.7269756503011653,True,1.0365226085362296,117.0257799166349,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.098372962764607,84528848.0617377,64,ERM,6,source_only_common_projection_erm,4.091009413475314e-06
0.0,3.0615519229343082,True,-9.347576106000233e-05,3.7268915326047947,True,1.0363730483980134,117.00585658417623,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.098369645466815,84530313.58792187,64,ERM,6,source_only_common_projection_erm,4.090515230347245e-05
0.0,3.0615519229343082,True,-0.0009243171448933829,3.7260606912209613,True,1.0349380668216486,116.81355592962767,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,117.02800143201007,84528685.24218321,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.0983974151244065,84544983.70979385,64,ERM,6,source_only_common_projection_erm,0.0004085581746738567
0.0,2.8344357001884375,True,0.0,3.5530884084293795,True,1.0004470992643224,6.185633732844377,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.0,L2,1.2368505739778899,71340.6935897823,64,IRMv1,6,source_only_common_projection_irmv1,0.0
0.0,2.8344357001884375,True,-8.274255623774707e-05,3.5530056658731417,True,0.9853782457680729,3.784282809238921,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,L2,1.2404309853330355,2653.4138502456244,64,IRMv1,6,source_only_common_projection_irmv1,0.034407425845155624
0.0,2.8344357001884375,True,0.000157129301369352,3.553245537730749,True,0.9564575135530239,1.7311612022080602,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,L2,1.2472998975324152,275.42418096358097,64,IRMv1,6,source_only_common_projection_irmv1,0.0688405366857613
0.0,2.8344357001884375,True,-0.0190825501299825,3.534005858299397,True,0.8908831877052248,0.8124858180744403,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,L2,1.260066891543696,28.537755250119776,64,IRMv1,6,source_only_common_projection_irmv1,0.1042332529144898
0.0,2.8344357001884375,True,-8.120415852630458e-06,3.553080288013527,True,1.0004316860441576,6.185534057741722,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,IRMV1,1.237363944198278,71413.74470362806,64,IRMv1,6,source_only_common_projection_irmv1,4.180884484719637e-06
0.0,2.8344357001884375,True,-8.028272422233584e-05,3.553008125705157,True,1.0002942357905578,6.1846428499176875,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,IRMV1,1.2420114193434058,72077.00600052535,64,IRMv1,6,source_only_common_projection_irmv1,4.174360298841811e-05
0.0,2.8344357001884375,True,-0.0007239482920500251,3.5523644601373294,True,0.9990325068436201,6.176263229282816,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,IRMV1,1.2910577235726386,79162.61589568286,64,IRMv1,6,source_only_common_projection_irmv1,0.0004120361737497831
0.0,2.8344357001884375,True,-8.595654511278639e-06,3.553079812774868,True,1.0004336774296154,6.185543205405077,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.001,VREX,1.236849319711175,71340.7375925251,64,IRMv1,6,source_only_common_projection_irmv1,4.136101156746265e-06
0.0,2.8344357001884375,True,-8.583484005830755e-05,3.553002573589321,True,1.0003135184135006,6.1847324224353555,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.01,VREX,1.236838793979969,71341.13359200224,64,IRMv1,6,source_only_common_projection_irmv1,4.135665095836456e-05
0.0,2.8344357001884375,True,-0.0008462277794798467,3.5522421806498996,True,0.9991748303441615,6.177015677093193,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,6.185633732844377,71340.6935897823,0.0,NOT_RUN_HIGH_DIM_FD_COST,0.1,VREX,1.236808879597477,71345.09109249618,64,IRMv1,6,source_only_common_projection_irmv1,0.0004131310669714957
