A_target_posthoc_only,E00_operator_norm,E0K_operator_norm,EC0_operator_norm,ECK_operator_norm,E_change_operator_norm,O_Pi_source_images_labels_only,Pi00_norm,Pi0K_norm,PiC0_norm,PiCK_norm,audit_mode,common_base_attribution_status,common_base_kind,direction,filtering_norm,interaction_norm,lambda,method,projection_dimension,representation_method,seed,sensing_norm,setting,symmetric_identity_residual
True,3.5350199446707813,NA,NA,3.53493518150634,-8.47631644411706e-05,True,0.9951293848386034,NA,NA,0.9949994950258807,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,64,IRMv1,3,NA,source_only_common_projection_irmv1,NA
True,3.5350199446707813,NA,NA,3.534184387579521,-0.0008355570912601529,True,0.9951293848386034,NA,NA,0.993892952066124,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,64,IRMv1,3,NA,source_only_common_projection_irmv1,NA
True,3.6874209638329005,NA,NA,3.6874209638329005,0.0,True,1.044813642605581,NA,NA,1.044813642605581,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6670145481245755,-0.02040641570832502,True,1.044813642605581,NA,NA,0.981983405941942,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6533097116287427,-0.03411125220415778,True,1.044813642605581,NA,NA,0.9107237013165441,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.627899520051023,-0.059521443781877625,True,1.044813642605581,NA,NA,0.7357045410964216,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6874119623015877,-9.001531312780031e-06,True,1.044813642605581,NA,NA,1.0447937385105754,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6873317552275484,-8.920860535210906e-05,True,1.044813642605581,NA,NA,1.0446156655618495,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6865980852559166,-0.000822878576983932,True,1.044813642605581,NA,NA,1.0429305666917403,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6874111942901306,-9.769542769877404e-06,True,1.044813642605581,NA,NA,1.0447963646512193,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6873233770352605,-9.758679764004796e-05,True,1.044813642605581,NA,NA,1.0446414793683998,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.6874209638329005,NA,NA,3.6864559080103416,-0.0009650558225589023,True,1.044813642605581,NA,NA,1.0431534100787618,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,62,ERM,4,NA,source_only_common_projection_erm,NA
True,3.454224903260558,NA,NA,3.454224903260558,0.0,True,1.0012445775963987,NA,NA,1.0012445775963987,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.449475458605383,-0.004749444655174795,True,1.0012445775963987,NA,NA,0.9876783548165249,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.4422644925867094,-0.011960410673848454,True,1.0012445775963987,NA,NA,0.95932175195761,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.4274807636562503,-0.02674413960430755,True,1.0012445775963987,NA,NA,0.8950657046743402,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.4542162936659118,-8.609594646102892e-06,True,1.0012445775963987,NA,NA,1.001229108357996,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.454139722987323,-8.518027323489719e-05,True,1.0012445775963987,NA,NA,1.0010911646806484,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.454216039265732,-8.86399482569189e-06,True,1.0012445775963987,NA,NA,1.0012312485057298,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.454224903260558,NA,NA,3.45413639072011,-8.851254044772716e-05,True,1.0012445775963987,NA,NA,1.001111917254768,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,62,IRMv1,4,NA,source_only_common_projection_irmv1,NA
True,3.77827469650771,NA,NA,3.77827469650771,0.0,True,1.0416638044913458,NA,NA,1.0416638044913458,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.768785633550115,-0.009489062957594996,True,1.0416638044913458,NA,NA,1.0021794524033985,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.7494899366704852,-0.028784759837224616,True,1.0416638044913458,NA,NA,0.9287631905696804,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.7198319536888294,-0.05844274281888051,True,1.0416638044913458,NA,NA,0.7408586156317708,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.778266170597605,-8.525910105028345e-06,True,1.0416638044913458,NA,NA,1.0416442702160527,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.7781902431069088,-8.445340080109887e-05,True,1.0416638044913458,NA,NA,1.0414695490631418,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.777499195265207,-0.0007755012425030294,True,1.0416638044913458,NA,NA,1.0398200102695943,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.7782653677150497,-9.328792660134866e-06,True,1.0416638044913458,NA,NA,1.0416469733337455,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.7781815110131385,-9.318549457137948e-05,True,1.0416638044913458,NA,NA,1.041496114690461,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.77827469650771,NA,NA,3.7773530373156947,-0.0009216591920151451,True,1.0416638044913458,NA,NA,1.040048853967584,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,62,ERM,5,NA,source_only_common_projection_erm,NA
True,3.537081105074452,NA,NA,3.537081105074452,0.0,True,0.9966395197508862,NA,NA,0.9966395197508862,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5343880392567795,-0.0026930658176724798,True,0.9966395197508862,NA,NA,0.9728930545569031,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5365746340528084,-0.0005064710216435842,True,0.9966395197508862,NA,NA,0.95267313432854,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5242215385807296,-0.01285956649372233,True,0.9966395197508862,NA,NA,0.9031300886586033,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.537073234939998,-7.87013445391338e-06,True,0.9966395197508862,NA,NA,0.9966247498423356,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.537003255293003,-7.784978144886878e-05,True,0.9966395197508862,NA,NA,0.9964930298456053,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5363755189615618,-0.0007055861128901775,True,0.9966395197508862,NA,NA,0.9952830881800818,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5370725935072347,-8.511567217261984e-06,True,0.9966395197508862,NA,NA,0.9966261463931884,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5369961063765882,-8.499869786371406e-05,True,0.9966395197508862,NA,NA,0.9965064003668375,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.537081105074452,NA,NA,3.5362427678266664,-0.0008383372477855922,True,0.9966395197508862,NA,NA,0.9953695439007467,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,62,IRMv1,5,NA,source_only_common_projection_irmv1,NA
True,3.7269850083658547,NA,NA,3.7269850083658547,0.0,True,1.0365392946184357,NA,NA,1.0365392946184357,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.713694202837857,-0.013290805527997662,True,1.0365392946184357,NA,NA,0.9827739650810211,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.691843996813123,-0.03514101155273153,True,1.0365392946184357,NA,NA,0.878153216777645,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.6616100327596786,-0.06537497560617611,True,1.0365392946184357,NA,NA,0.6687951024992119,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.7269763871665775,-8.621199277136782e-06,True,1.0365392946184357,NA,NA,1.036519798027163,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.726899605682673,-8.540268318180111e-05,True,1.0365392946184357,NA,NA,1.0363453901948574,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.726200371777758,-0.0007846365880967987,True,1.0365392946184357,NA,NA,1.0346967890254455,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.7269756503011653,-9.35806468937983e-06,True,1.0365392946184357,NA,NA,1.0365226085362296,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.7268915326047947,-9.347576106000233e-05,True,1.0365392946184357,NA,NA,1.0363730483980134,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.7269850083658547,NA,NA,3.7260606912209613,-0.0009243171448933829,True,1.0365392946184357,NA,NA,1.0349380668216486,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,64,ERM,6,NA,source_only_common_projection_erm,NA
True,3.5530884084293795,NA,NA,3.5530884084293795,0.0,True,1.0004470992643224,NA,NA,1.0004470992643224,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.5530056658731417,-8.274255623774707e-05,True,1.0004470992643224,NA,NA,0.9853782457680729,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.553245537730749,0.000157129301369352,True,1.0004470992643224,NA,NA,0.9564575135530239,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,hurts,NA,NA,0.01,L2,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.534005858299397,-0.0190825501299825,True,1.0004470992643224,NA,NA,0.8908831877052248,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.553080288013527,-8.120415852630458e-06,True,1.0004470992643224,NA,NA,1.0004316860441576,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.553008125705157,-8.028272422233584e-05,True,1.0004470992643224,NA,NA,1.0002942357905578,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.5523644601373294,-0.0007239482920500251,True,1.0004470992643224,NA,NA,0.9990325068436201,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.553079812774868,-8.595654511278639e-06,True,1.0004470992643224,NA,NA,1.0004336774296154,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.553002573589321,-8.583484005830755e-05,True,1.0004470992643224,NA,NA,1.0003135184135006,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.5530884084293795,NA,NA,3.5522421806498996,-0.0008462277794798467,True,1.0004470992643224,NA,NA,0.9991748303441615,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,64,IRMv1,6,NA,source_only_common_projection_irmv1,NA
True,3.7064357161611894,NA,NA,3.7064357161611894,0.0,True,1.0401413254587213,NA,NA,1.0401413254587213,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.690590858031341,-0.015844858129848483,True,1.0401413254587213,NA,NA,0.9899326741122129,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.6751716062413227,-0.03126410991986672,True,1.0401413254587213,NA,NA,0.9111422645320157,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.6499698844214645,-0.05646583173972486,True,1.0401413254587213,NA,NA,0.7113790848620454,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.706426868564338,-8.84759685160219e-06,True,1.0401413254587213,NA,NA,1.0401217797314806,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.7063480312449872,-8.768491620214647e-05,True,1.0401413254587213,NA,NA,1.0399469357276367,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.70562678154868,-0.0008089346125093044,True,1.0401413254587213,NA,NA,1.038294452309185,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.7064261468723174,-9.56928887196895e-06,True,1.0401413254587213,NA,NA,1.0401243974719925,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.7064357161611894,NA,NA,3.7063401306357586,-9.55855254307636e-05,True,1.0401413254587213,NA,NA,1.0399726622971703,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,58,ERM,7,NA,source_only_common_projection_erm,NA
True,3.4753564361091365,NA,NA,3.4753564361091365,0.0,True,0.9852886206532001,NA,NA,0.9852886206532001,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4725896334984876,-0.0027668026106488774,True,0.9852886206532001,NA,NA,0.9675133625804053,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,L2,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4675933448738623,-0.007763091235274189,True,0.9852886206532001,NA,NA,0.937086451489312,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,L2,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.435042669349427,-0.040313766759709324,True,0.9852886206532001,NA,NA,0.8470289868350352,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,L2,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4753485276373173,-7.90847181919574e-06,True,0.9852886206532001,NA,NA,0.9852744691127262,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,IRMV1,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4752782161819744,-7.821992716205983e-05,True,0.9852886206532001,NA,NA,0.9851483349493221,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,IRMV1,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4746484135210642,-0.0007080225880722324,True,0.9852886206532001,NA,NA,0.983996173959017,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,IRMV1,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.475348057462724,-8.378646412676716e-06,True,0.9852886206532001,NA,NA,0.9852760548677212,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.001,VREX,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4752727737070472,-8.366240208923514e-05,True,0.9852886206532001,NA,NA,0.9851635812440833,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.01,VREX,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.4753564361091365,NA,NA,3.4745321694716136,-0.0008242666375228858,True,0.9852886206532001,NA,NA,0.9840998748127714,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,helps,NA,NA,0.1,VREX,58,IRMv1,7,NA,source_only_common_projection_irmv1,NA
True,3.7322213353220546,NA,NA,3.7322213353220546,0.0,True,1.0342250610432107,NA,NA,1.0342250610432107,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,source_only_ERM_same_representation_seed,neutral,NA,NA,0.0,L2,62,ERM,8,NA,source_only_common_projection_erm,NA
