A_target_posthoc_only,E_change_operator_norm,E_operator_norm,O_Pi_source_images_labels_only,audit_mode,baseline_E_operator_norm,common_base_attribution_status,decomposition_residual,dim_kernel_O,head_method,lambda,method,norm_A_irr,norm_A_rec,norm_E,norm_PiO,projection_dimension,rank_A,rank_A_irr,rank_O,representation_method,seed,setting,slack_ratio,snapshot_passes,support_compatible,target_accuracy
True,-0.02040641570832502,3.6670145481245755,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,3.014976408695572,3.667014548124574,0.981983405941942,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-0.03411125220415778,3.6533097116287427,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,3.014976408695572,3.6533097116287436,0.9107237013165442,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-0.059521443781877625,3.627899520051023,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,3.014976408695572,3.6278995200510225,0.7357045410964216,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-9.001531312780031e-06,3.6874119623015877,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,3.014976408695572,3.6874119636334393,1.0447937397175988,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-8.920860535210906e-05,3.6873317552275484,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,3.014976408695572,3.6873318884041733,1.0446157866524304,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-0.000822878576983932,3.6865980852559166,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,3.014976408695572,3.686611395703937,1.0429430554662265,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-9.769542769877404e-06,3.6874111942901306,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,3.014976408695572,3.687411195153265,1.044796364651219,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-9.758679764004796e-05,3.6873233770352605,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,3.014976408695572,3.687323463308326,1.0446414793683998,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,-0.0009650558225589023,3.6864559080103416,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.6874209638329005,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.1,VREX,0.0,3.014976408695572,3.686464495018604,1.043153410078762,62,1,0,2,ERM,4,source_only_common_projection_erm,inf,True,False,0.10999999940395355
True,0.0,3.454224903260558,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,2.721743470440847,3.454224903260558,1.001244577596399,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-0.004749444655174795,3.449475458605383,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,2.721743470440847,3.4494754586053835,0.987678354816525,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-0.011960410673848454,3.4422644925867094,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,2.721743470440847,3.4422644925867103,0.9593217519576103,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-0.02674413960430755,3.4274807636562503,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,2.721743470440847,3.4274807636562508,0.8950657046743401,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-8.609594646102892e-06,3.4542162936659118,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,2.721743470440847,3.454216294918879,1.0012291092970216,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-8.518027323489719e-05,3.454139722987323,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,2.721743470440847,3.4541398482858137,1.0010912590665049,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-8.86399482569189e-06,3.454216039265732,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,2.721743470440847,3.454216039975495,1.00123124850573,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,-8.851254044772716e-05,3.45413639072011,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.454224903260558,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,2.721743470440847,3.4541364616683,1.001111917254768,62,1,0,2,IRMv1,4,source_only_common_projection_irmv1,inf,True,False,0.6827999949455261
True,0.0,3.77827469650771,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,3.1232616259778614,3.7782746965077094,1.041663804491346,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-0.009489062957594996,3.768785633550115,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,3.1232616259778614,3.7687856335501153,1.0021794524033987,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-0.028784759837224616,3.7494899366704852,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,3.1232616259778614,3.7494899366704852,0.9287631905696802,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-0.05844274281888051,3.7198319536888294,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,3.1232616259778614,3.71983195368883,0.7408586156317707,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-8.525910105028345e-06,3.778266170597605,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,3.1232616259778614,3.778266171948343,1.0416442713998346,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-8.445340080109887e-05,3.7781902431069088,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,3.1232616259778614,3.778190378153902,1.0414696678555657,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-0.0007755012425030294,3.777499195265207,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,3.1232616259778614,3.7775126774562513,1.039832293573705,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-9.328792660134866e-06,3.7782653677150497,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,3.1232616259778614,3.778265368602854,1.0416469733337455,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-9.318549457137948e-05,3.7781815110131385,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,3.1232616259778614,3.7781815997526373,1.041496114690461,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,-0.0009216591920151451,3.7773530373156947,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.77827469650771,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.1,VREX,0.0,3.1232616259778614,3.777361870481894,1.0400488539675838,62,1,0,2,ERM,5,source_only_common_projection_erm,inf,True,False,0.10589999705553055
True,0.0,3.537081105074452,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,2.8244667125321707,3.5370811050744524,0.996639519750886,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-0.0026930658176724798,3.5343880392567795,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,2.8244667125321707,3.53438803925678,0.972893054556903,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-0.0005064710216435842,3.5365746340528084,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,2.8244667125321707,3.5365746340528084,0.95267313432854,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-0.01285956649372233,3.5242215385807296,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,2.8244667125321707,3.5242215385807287,0.9031300886586031,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-7.87013445391338e-06,3.537073234939998,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,2.8244667125321707,3.537073236078458,0.9966247507700248,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-7.784978144886878e-05,3.537003255293003,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,2.8244667125321707,3.5370033691022287,0.9964931229725361,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-0.0007055861128901775,3.5363755189615618,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,2.8244667125321707,3.5363868856132346,0.9952928062308052,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-8.511567217261984e-06,3.5370725935072347,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,2.8244667125321707,3.5370725942222374,0.9966261463931885,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-8.499869786371406e-05,3.5369961063765882,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,2.8244667125321707,3.536996177848026,0.9965064003668376,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,-0.0008383372477855922,3.5362427678266664,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.537081105074452,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.1,VREX,0.0,2.8244667125321707,3.5362498862520453,0.9953695439007472,62,1,0,2,IRMv1,5,source_only_common_projection_irmv1,inf,True,False,0.6840000152587891
True,0.0,3.7269850083658547,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,3.061551922934308,3.726985008365854,1.0365392946184357,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-0.013290805527997662,3.713694202837857,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,3.061551922934308,3.7136942028378574,0.9827739650810213,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-0.03514101155273153,3.691843996813123,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,3.061551922934308,3.6918439968131236,0.878153216777645,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-0.06537497560617611,3.6616100327596786,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,3.061551922934308,3.661610032759679,0.6687951024992118,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-8.621199277136782e-06,3.7269763871665775,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,3.061551922934308,3.72697638850014,1.0365197992195399,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-8.540268318180111e-05,3.726899605682673,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,3.061551922934308,3.7268997390332625,1.0363455098468626,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-0.0007846365880967987,3.726200371777758,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,3.061551922934308,3.726213701204962,1.0347091540357194,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-9.35806468937983e-06,3.7269756503011653,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,3.061551922934308,3.726975651156555,1.0365226085362296,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-9.347576106000233e-05,3.7268915326047947,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,3.061551922934308,3.726891618104438,1.0363730483980134,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,-0.0009243171448933829,3.7260606912209613,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7269850083658547,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.1,VREX,0.0,3.061551922934308,3.726069201941251,1.0349380668216486,64,1,0,2,ERM,6,source_only_common_projection_erm,inf,True,False,0.10369999706745148
True,0.0,3.5530884084293795,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,2.834435700188437,3.553088408429379,1.000447099264322,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-8.274255623774707e-05,3.5530056658731417,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,2.834435700188437,3.553005665873141,0.9853782457680728,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,0.000157129301369352,3.553245537730749,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,2.834435700188437,3.5532455377307484,0.9564575135530242,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-0.0190825501299825,3.534005858299397,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,2.834435700188437,3.534005858299398,0.8908831877052246,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-8.120415852630458e-06,3.553080288013527,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,2.834435700188437,3.5530802892755093,1.0004316870429588,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-8.028272422233584e-05,3.553008125705157,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,2.834435700188437,3.553008251903584,1.0002943361421783,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-0.0007239482920500251,3.5523644601373294,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,2.834435700188437,3.5523770940719364,0.9990430409169806,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-8.595654511278639e-06,3.553079812774868,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,2.834435700188437,3.553079813509515,1.0004336774296156,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-8.583484005830755e-05,3.553002573589321,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,2.834435700188437,3.553002647024369,1.0003135184135006,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,-0.0008462277794798467,3.5522421806498996,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.5530884084293795,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.1,VREX,0.0,2.834435700188437,3.552249494549837,0.9991748303441617,64,1,0,2,IRMv1,6,source_only_common_projection_irmv1,inf,True,False,0.6819000244140625
True,0.0,3.7064357161611894,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,3.035148532082982,3.7064357161611885,1.0401413254587213,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-0.015844858129848483,3.690590858031341,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,3.035148532082982,3.6905908580313405,0.9899326741122129,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-0.03126410991986672,3.6751716062413227,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,3.035148532082982,3.6751716062413218,0.9111422645320156,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-0.05646583173972486,3.6499698844214645,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,3.035148532082982,3.6499698844214645,0.7113790848620456,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-8.84759685160219e-06,3.706426868564338,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,3.035148532082982,3.706426869853801,1.0401217808353982,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-8.768491620214647e-05,3.7063480312449872,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,3.035148532082982,3.706348160179596,1.03994704652205,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-0.0008089346125093044,3.70562678154868,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,3.035148532082982,3.7056396661188864,1.0383059254395517,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-9.56928887196895e-06,3.7064261468723174,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,3.035148532082982,3.706426147727891,1.0401243974719925,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,-9.55855254307636e-05,3.7063401306357586,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7064357161611894,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,3.035148532082982,3.706340216153529,1.0399726622971703,58,1,0,2,ERM,7,source_only_common_projection_erm,inf,True,False,0.10580000281333923
True,0.0,3.4753564361091365,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,2.7416027817992257,3.4753564361091374,0.9852886206532001,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-0.0027668026106488774,3.4725896334984876,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,2.7416027817992257,3.472589633498487,0.967513362580405,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-0.007763091235274189,3.4675933448738623,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,2.7416027817992257,3.467593344873862,0.9370864514893122,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-0.040313766759709324,3.435042669349427,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,2.7416027817992257,3.4350426693494267,0.8470289868350352,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-7.90847181919574e-06,3.4753485276373173,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.001,IRMV1,0.0,2.7416027817992257,3.4753485287526154,0.9852744699673394,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-7.821992716205983e-05,3.4752782161819744,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.01,IRMV1,0.0,2.7416027817992257,3.475278327703863,0.9851484208495105,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-0.0007080225880722324,3.4746484135210642,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,IRMV1,0.1,IRMV1,0.0,2.7416027817992257,3.474659576293763,0.9840052380825558,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-8.378646412676716e-06,3.475348057462724,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.001,VREX,0.0,2.7416027817992257,3.475348058118303,0.9852760548677212,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-8.366240208923514e-05,3.4752727737070472,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.01,VREX,0.0,2.7416027817992257,3.4752728392394996,0.9851635812440831,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,-0.0008242666375228858,3.4745321694716136,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.4753564361091365,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,VREX,0.1,VREX,0.0,2.7416027817992257,3.4745386972653076,0.9840998748127716,58,1,0,2,IRMv1,7,source_only_common_projection_irmv1,inf,True,False,0.6743000149726868
True,0.0,3.7322213353220546,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7322213353220546,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.0,L2,0.0,3.0731986707342642,3.7322213353220555,1.0342250610432109,62,1,0,2,ERM,8,source_only_common_projection_erm,inf,True,False,0.11110000312328339
True,-0.01506830271837245,3.717153032603682,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7322213353220546,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.001,L2,0.0,3.0731986707342642,3.7171530326036826,0.9730025224531499,62,1,0,2,ERM,8,source_only_common_projection_erm,inf,True,False,0.11110000312328339
True,-0.04110145472775395,3.6911198805943006,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7322213353220546,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.01,L2,0.0,3.0731986707342642,3.6911198805943015,0.8475784486216554,62,1,0,2,ERM,8,source_only_common_projection_erm,inf,True,False,0.11110000312328339
True,-0.08342632772907654,3.648795007592978,True,source_only_matrix_audit_no_high_dim_common_base_fd,3.7322213353220546,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,L2,0.1,L2,0.0,3.0731986707342642,3.648795007592978,0.6184716229753155,62,1,0,2,ERM,8,source_only_common_projection_erm,inf,True,False,0.11110000312328339
