A_irreducible_operator_norm,A_recoverable_operator_norm,A_target_posthoc_only,E_operator_norm,O_Pi_source_images_labels_only,PiO_operator_norm,adaptive_regret,audit_mode,common_base_attribution_status,decomposition_residual,dim_kernel_O,full_observation_recoverable_residual,information_floor,lambda,method,projection_dimension,rank_A,rank_O,representation_method,response_dimension,seed,setting,slack_ratio,snapshot_passes,source_dimension,source_state_dimension,spectral_gap_min,support_compatible,total_regret,world_dimension,zero_observation_E_norm
0.0,2.7416027817992252,True,3.435042669349427,True,0.8470289868350352,5.899759070125619,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-11.79951814025125,False,6.04515851915737,2,0.0
0.0,2.7416027817992252,True,3.4753485276373173,True,0.9852744691127262,6.039023694275435,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.078047388550862,False,6.039032669942221,2,0.0
0.0,2.7416027817992252,True,3.4752782161819744,True,0.9851483349493221,6.038779339934483,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.077558679868977,False,6.038868712094126,2,0.0
0.0,2.7416027817992252,True,3.4746484135210642,True,0.983996173959017,6.036590798792225,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.073181597584444,False,6.037451026995829,2,0.0
0.0,2.7416027817992252,True,3.475348057462724,True,0.9852760548677212,6.039022060254964,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.07804412050993,False,6.03903342894594,2,0.0
0.0,2.7416027817992252,True,3.4752727737070472,True,0.9851635812440833,6.038760425834737,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.077520851669476,False,6.038874098558532,2,0.0
0.0,2.7416027817992252,True,3.4745321694716136,True,0.9840998748127714,6.036186898346559,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.072373796693126,False,6.037322216783201,2,0.0
0.0,3.073198670734265,True,3.7322213353220546,True,1.0342250610432107,6.96473804791657,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.929476095833143,False,6.964738047916572,2,0.0
0.0,3.073198670734265,True,3.717153032603682,True,0.9730025224531499,6.908613333897375,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.817226667794754,False,6.923549772765478,2,0.0
0.0,3.073198670734265,True,3.6911198805943006,True,0.8475784486216552,6.812182986459242,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.624365972918499,False,6.8402017610451935,2,0.0
0.0,3.073198670734265,True,3.648795007592978,True,0.6184716229753154,6.656852503717721,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.31370500743544,False,6.740428719742964,2,0.0
0.0,3.073198670734265,True,3.732212983286498,True,1.0342060102405617,6.964706876306151,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.9294137526123,False,6.964713963404423,2,0.0
0.0,3.073198670734265,True,3.732138554221649,True,1.0340355277700128,6.9644290939538305,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.92885818790765,False,6.964499678364153,2,0.0
0.0,3.073198670734265,True,3.7314569518103666,True,1.032418478618303,6.961885491606957,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.923770983213931,False,6.962566413228717,2,0.0
0.0,3.073198670734265,True,3.7322120004853785,True,1.0342082844036624,6.964703208283535,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.929406416567055,False,6.964713973713833,2,0.0
0.0,3.073198670734265,True,3.73212808763119,True,1.034057887942819,6.964390031242822,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.928780062485657,False,6.964497668965139,2,0.0
0.0,3.073198670734265,True,3.7312988798601405,True,1.032612441689622,6.96129566542277,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,62,1,2,ERM,63,8,source_only_common_projection_erm,inf,True,63,4160,-13.922591330845552,False,6.962370394847117,2,0.0
0.0,2.808954009194525,True,3.533869363813496,True,1.0032635622554205,6.244116340249801,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.488232680499591,False,6.2441163402498,2,0.0
0.0,2.808954009194525,True,3.5372742801090737,True,0.9794958213397665,6.256154666360583,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.512309332721172,False,6.267845963013598,2,0.0
0.0,2.808954009194525,True,3.536015359243135,True,0.9501157428796624,6.251702310401679,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.503404620803352,False,6.293468928042716,2,0.0
0.0,2.808954009194525,True,3.4957483771579017,True,0.8690115003608775,6.1101283582010515,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.220256716402105,False,6.274080021550075,2,0.0
0.0,2.808954009194525,True,3.533860962791845,True,1.0032479055368186,6.2440866521720535,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.48817330434411,False,6.244095643847835,2,0.0
0.0,2.808954009194525,True,3.5337862651828136,True,1.0031082699178444,6.243822683997349,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.4876453679947,False,6.243912204083672,2,0.0
0.0,2.808954009194525,True,3.5331165042440134,True,1.0018252569085941,6.241456116280719,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.482912232561445,False,6.242316791407638,2,0.0
0.0,2.808954009194525,True,3.53386058317823,True,1.003249986383694,6.24408531067039,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.488170621340773,False,6.24409682638604,2,0.0
0.0,2.808954009194525,True,3.5337816805315008,True,1.0031284356393428,6.243806482830019,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.487612965660047,False,6.243921624767928,2,0.0
0.0,2.808954009194525,True,3.533004787332372,True,1.0019752966881421,6.24106141365673,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,62,1,2,IRMv1,63,8,source_only_common_projection_irmv1,inf,True,63,4160,-12.482122827313466,False,6.242211321584814,2,0.0
0.0,3.0670643722185598,True,3.731181660532416,True,1.0475942163625147,6.960858291946719,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.921716583893422,False,6.9608582919467175,2,0.0
0.0,3.0670643722185598,True,3.7178507632400533,True,1.0050790446276763,6.9112071488623235,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.82241429772464,False,6.928377950316428,2,0.0
0.0,3.0670643722185598,True,3.7016359697172585,True,0.9296792052442383,6.851054426152315,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.702108852304642,False,6.880325979979927,2,0.0
0.0,3.0670643722185598,True,3.673867061960758,True,0.7101771592013421,6.748649594480085,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.497299188960177,False,6.837808438587495,2,0.0
0.0,3.0670643722185598,True,3.7311729095209434,True,1.047574558297944,6.960825640371491,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.921651280742985,False,6.960833082409895,2,0.0
0.0,3.0670643722185598,True,3.731094951368333,True,1.0473986968086668,6.960534768063132,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.921069536126259,False,6.960608876060357,2,0.0
0.0,3.0670643722185598,True,3.730383191850818,True,1.0457354348941972,6.9578793790215485,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.915758758043083,False,6.958593317838908,2,0.0
0.0,3.0670643722185598,True,3.7311719871059204,True,1.0475769588367527,6.960822198681971,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.921644397363938,False,6.960833297892856,2,0.0
0.0,3.0670643722185598,True,3.730226014560362,True,1.0459370116554623,6.95729305985144,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,64,1,2,ERM,65,9,source_only_common_projection_erm,inf,True,65,4422,-13.914586119702886,False,6.958401060582914,2,0.0
0.0,2.7734864090306486,True,3.49543038383985,True,0.996625583579864,6.109016784135401,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.2180335682708,False,6.109016784135397,2,0.0
0.0,2.7734864090306486,True,3.4921374188045156,True,0.9773271309051877,6.097511875907332,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.195023751814663,False,6.112185894200532,2,0.0
0.0,2.7734864090306486,True,3.4919457464237693,True,0.9554310180691888,6.0968425479835275,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.193685095967064,False,6.140787612827054,2,0.0
0.0,2.7734864090306486,True,3.4764910770371573,True,0.9024727620110108,6.042995104359487,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.085990208718965,False,6.183819740959541,2,0.0
0.0,2.7734864090306486,True,3.4954222580689844,True,0.9966104908891404,6.108988381102039,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.217976762204076,False,6.108997005972817,2,0.0
0.0,2.7734864090306486,True,3.495349995058219,True,0.9964758708076972,6.108735793976746,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.217471587953494,False,6.1088216740063706,2,0.0
0.0,2.7734864090306486,True,3.4947009790222685,True,0.9952377675311179,6.106467466389601,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.212934932779204,False,6.10729418645848,2,0.0
0.0,2.7734864090306486,True,3.495421805885357,True,0.9966124264779959,6.108986800529425,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.217973601058846,False,6.108998087913136,2,0.0
0.0,2.7734864090306486,True,3.495344725803652,True,0.9964946337418236,6.108717376101704,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.21743475220341,False,6.108830235303084,2,0.0
0.0,2.7734864090306486,True,3.494585905060974,True,0.9953780008764672,6.106065323925414,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,64,1,2,IRMv1,65,9,source_only_common_projection_irmv1,inf,True,65,4422,-12.212130647850822,False,6.1071924624326615,2,0.0
