A_irreducible_operator_norm,A_recoverable_operator_norm,A_target_posthoc_only,E_operator_norm,O_Pi_source_images_labels_only,PiO_operator_norm,adaptive_regret,audit_mode,common_base_attribution_status,decomposition_residual,dim_kernel_O,full_observation_recoverable_residual,information_floor,lambda,method,projection_dimension,rank_A,rank_O,representation_method,response_dimension,seed,setting,slack_ratio,snapshot_passes,source_dimension,source_state_dimension,spectral_gap_min,support_compatible,total_regret,world_dimension,zero_observation_E_norm
0.0,2.811472318031265,True,3.528101594157686,True,0.9455579443429771,6.223750429349003,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.447500858698023,False,6.2660519423945376,2,0.0
0.0,2.811472318031265,True,3.4880519075012977,True,0.8676364196569345,6.0832530547117205,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.16650610942345,False,6.236739279819716,2,0.0
0.0,2.811472318031265,True,3.535011933752057,True,0.9951145423329274,6.248154685884728,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.496309371769454,False,6.248163676760631,2,0.0
0.0,2.811472318031265,True,3.534940715766388,True,0.9949822219418876,6.247902931991492,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.495805863982977,False,6.247992448789095,2,0.0
0.0,2.811472318031265,True,3.5343030363406456,True,0.993771048982022,6.245648976343353,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.491297952686706,False,6.246510054898103,2,0.0
0.0,2.811472318031265,True,3.535011456230893,True,0.9951163331885721,6.248152997841829,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.496305995683654,False,6.248164477024265,2,0.0
0.0,2.811472318031265,True,3.53493518150634,True,0.9949994950258807,6.247883368725631,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.495766737451271,False,6.247998145835008,2,0.0
0.0,2.811472318031265,True,3.534184387579521,True,0.993892952066124,6.245229642705417,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,64,1,2,IRMv1,65,3,source_only_common_projection_irmv1,inf,True,65,4422,-12.49045928541083,False,6.246375952365469,2,0.0
0.0,3.0149764086955715,True,3.6874209638329005,True,1.044813642605581,6.798536682257178,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.59707336451435,False,6.798536682257172,2,0.0
0.0,3.0149764086955715,True,3.6670145481245755,True,0.981983405941942,6.723497848078642,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.44699569615728,False,6.749514889721997,2,0.0
0.0,3.0149764086955715,True,3.6533097116287427,True,0.9107237013165441,6.673335924540444,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.346671849080916,False,6.711235227869426,2,0.0
0.0,3.0149764086955715,True,3.627899520051023,True,0.7357045410964216,6.580827463793221,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.161654927586426,False,6.665463898264653,2,0.0
0.0,3.0149764086955715,True,3.6874119623015877,True,1.0447937385105754,6.798503489862423,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.597006979724844,False,6.798511030098219,2,0.0
0.0,3.0149764086955715,True,3.6873317552275484,True,1.0446156655618495,6.798207736554737,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.596415473109474,False,6.798282828517342,2,0.0
0.0,3.0149764086955715,True,3.6865980852559166,True,1.0429305666917403,6.7955027211062955,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.591005442212602,False,6.796226645480218,2,0.0
0.0,3.0149764086955715,True,3.6874111942901306,True,1.0447963646512193,6.798500657888084,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.597001315776158,False,6.7985116577092715,2,0.0
0.0,3.0149764086955715,True,3.6873233770352605,True,1.0446414793683998,6.798176843415359,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.596353686830712,False,6.798286824236732,2,0.0
0.0,3.0149764086955715,True,3.6864559080103416,True,1.0431534100787618,6.7949785808521765,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,62,1,2,ERM,63,4,source_only_common_projection_erm,inf,True,63,4160,-13.589957161704346,False,6.796076661136639,2,0.0
0.0,2.721743470440847,True,3.454224903260558,True,1.0012445775963987,5.965834841152705,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.931669682305408,False,5.965834841152704,2,0.0
0.0,2.721743470440847,True,3.449475458605383,True,0.9876783548165249,5.949440469760409,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.89888093952083,False,5.961456212864417,2,0.0
0.0,2.721743470440847,True,3.4422644925867094,True,0.95932175195761,5.924592418461618,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.849184836923245,False,5.960999021850848,2,0.0
0.0,2.721743470440847,True,3.4274807636562503,True,0.8950657046743402,5.873812192616817,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.747624385233628,False,5.992855935091936,2,0.0
0.0,2.721743470440847,True,3.4542162936659118,True,1.001229108357996,5.965805101713534,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.931610203427068,False,5.965814040373018,2,0.0
0.0,2.721743470440847,True,3.454139722987323,True,1.0010911646806484,5.96554061295947,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.931081225918934,False,5.965629616384083,2,0.0
0.0,2.721743470440847,True,3.454216039265732,True,1.0012312485057298,5.965804222960321,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.931608445920645,False,5.965815583306403,2,0.0
0.0,2.721743470440847,True,3.45413639072011,True,1.001111917254768,5.965529102848475,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,62,1,2,IRMv1,63,4,source_only_common_projection_irmv1,inf,True,63,4160,-11.931058205696955,False,5.965642691351928,2,0.0
0.0,3.123261625977861,True,3.77827469650771,True,1.0416638044913458,7.137679841135213,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.275359682270437,False,7.137679841135212,2,0.0
0.0,3.123261625977861,True,3.768785633550115,True,1.0021794524033985,7.10187257582687,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.20374515165375,False,7.117944411644785,2,0.0
0.0,3.123261625977861,True,3.7494899366704852,True,0.9287631905696804,7.02933739259662,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.058674785193256,False,7.057100227654003,2,0.0
0.0,3.123261625977861,True,3.7198319536888294,True,0.7408586156317708,6.918574881842226,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-13.837149763684451,False,6.999937679305618,2,0.0
0.0,3.123261625977861,True,3.778266170597605,True,1.0416442702160527,7.137647627941145,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.275295255882293,False,7.137655139225883,2,0.0
0.0,3.123261625977861,True,3.7781902431069088,True,1.0414695490631418,7.137360756554121,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.274721513108235,False,7.137435549528068,2,0.0
0.0,3.123261625977861,True,3.777499195265207,True,1.0398200102695943,7.134750085114643,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.269500170229296,False,7.135470214788609,2,0.0
0.0,3.123261625977861,True,3.7782653677150497,True,1.0416469733337455,7.13764459443747,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.275289188874943,False,7.13765569380699,2,0.0
0.0,3.123261625977861,True,3.7781815110131385,True,1.041496114690461,7.137327765080761,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.274655530161501,False,7.137438741600913,2,0.0
0.0,3.123261625977861,True,3.7773530373156947,True,1.040048853967584,7.134197984259052,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,62,1,2,ERM,63,5,source_only_common_projection_erm,inf,True,63,4160,-14.268395968518105,False,7.135306042804005,2,0.0
0.0,2.824466712532171,True,3.537081105074452,True,0.9966395197508862,6.255471371937353,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.510942743874711,False,6.255471371937353,2,0.0
0.0,2.824466712532171,True,3.5343880392567795,True,0.9728930545569031,6.245949406020691,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.491898812041375,False,6.255056016585864,2,0.0
0.0,2.824466712532171,True,3.5365746340528084,True,0.95267313432854,6.2536800711128775,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.507360142225753,False,6.287942209693657,2,0.0
0.0,2.824466712532171,True,3.5242215385807296,True,0.9031300886586033,6.210068726498163,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.420137452996329,False,6.351688262690377,2,0.0
0.0,2.824466712532171,True,3.537073234939998,True,0.9966247498423356,6.255443534664451,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.510887069328911,False,6.255452367855231,2,0.0
0.0,2.824466712532171,True,3.537003255293003,True,0.9964930298456053,6.255196013976651,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.510392027953305,False,6.255283953416813,2,0.0
0.0,2.824466712532171,True,3.5363755189615618,True,0.9952830881800818,6.252975905555328,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.505951811110668,False,6.253821158771106,2,0.0
0.0,2.824466712532171,True,3.5370725935072347,True,0.9966261463931884,6.255441265869997,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.510882531739993,False,6.255452493960657,2,0.0
0.0,2.824466712532171,True,3.5369961063765882,True,0.9965064003668375,6.2551707282615725,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.510341456523141,False,6.255282994515923,2,0.0
0.0,2.824466712532171,True,3.5362427678266664,True,0.9953695439007467,6.252506456503201,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,62,1,2,IRMv1,63,5,source_only_common_projection_irmv1,inf,True,63,4160,-12.505012913006405,False,6.253627663709561,2,0.0
0.0,3.0615519229343082,True,3.7269850083658547,True,1.0365392946184357,6.945208626291915,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.890417252583822,False,6.945208626291912,2,0.0
0.0,3.0615519229343082,True,3.713694202837857,True,0.9827739650810211,6.8957623160957535,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.791524632191512,False,6.910751934237063,2,0.0
0.0,3.0615519229343082,True,3.691843996813123,True,0.878153216777645,6.8148560484025476,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.629712096805092,False,6.840092379930839,2,0.0
0.0,3.0615519229343082,True,3.6616100327596786,True,0.6687951024992119,6.703694016003167,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.40738803200634,False,6.784090709491587,2,0.0
0.0,3.0615519229343082,True,3.7269763871665775,True,1.036519798027163,6.945176495248617,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.89035299049723,False,6.945183933463163,2,0.0
0.0,3.0615519229343082,True,3.726899605682673,True,1.0363453901948574,6.944890335418831,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.889780670837641,False,6.944964405954985,2,0.0
0.0,3.0615519229343082,True,3.726200371777758,True,1.0346967890254455,6.942284605318351,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.8845692106367,False,6.942998217946518,2,0.0
0.0,3.0615519229343082,True,3.7269756503011653,True,1.0365226085362296,6.945173748968897,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.890347497937801,False,6.945184783640085,2,0.0
0.0,3.0615519229343082,True,3.7268915326047947,True,1.0363730483980134,6.944860247900658,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.889720495801301,False,6.94497057770094,2,0.0
0.0,3.0615519229343082,True,3.7260606912209613,True,1.0349380668216486,6.941764137331014,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,64,1,2,ERM,65,6,source_only_common_projection_erm,inf,True,65,4422,-13.883528274662035,False,6.942865754905652,2,0.0
0.0,2.8344357001884375,True,3.5530884084293795,True,1.0004470992643224,6.31221861905761,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.62443723811521,False,6.312218619057606,2,0.0
0.0,2.8344357001884375,True,3.5530056658731417,True,0.9853782457680729,6.311924630863324,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.623849261726638,False,6.326448305369227,2,0.0
0.0,2.8344357001884375,True,3.553245537730749,True,0.9564575135530239,6.312776925701739,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.625553851403474,False,6.356889790082494,2,0.0
0.0,2.8344357001884375,True,3.534005858299397,True,0.8908831877052248,6.244598703247228,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.489197406494462,False,6.399610477108412,2,0.0
0.0,2.8344357001884375,True,3.553080288013527,True,1.0004316860441576,6.312189766535143,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.624379533070291,False,6.312198663165087,2,0.0
0.0,2.8344357001884375,True,3.553008125705157,True,1.0002942357905578,6.311933370663437,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.623866741326875,False,6.312021925862578,2,0.0
0.0,2.8344357001884375,True,3.5523644601373294,True,0.9990325068436201,6.30964662882339,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.619293257646783,False,6.310496410541044,2,0.0
0.0,2.8344357001884375,True,3.553079812774868,True,1.0004336774296154,6.312188077974146,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.62437615594829,False,6.312199635877446,2,0.0
0.0,2.8344357001884375,True,3.553002573589321,True,1.0003135184135006,6.31191364396617,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.623827287932336,False,6.312029207893003,2,0.0
0.0,2.8344357001884375,True,3.5522421806498996,True,0.9991748303441615,6.309212254994177,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,VREX,64,1,2,IRMv1,65,6,source_only_common_projection_irmv1,inf,True,65,4422,-12.618424509988357,False,6.3103663940506385,2,0.0
0.0,3.035148532082982,True,3.7064357161611894,True,1.0401413254587213,6.868832859017655,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.73766571803531,False,6.868832859017655,2,0.0
0.0,3.035148532082982,True,3.690590858031341,True,0.9899326741122129,6.810230440692255,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.620460881384496,False,6.824337245858615,2,0.0
0.0,3.035148532082982,True,3.6751716062413227,True,0.9111422645320157,6.753443167661212,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.506886335322394,False,6.779119926780494,2,0.0
0.0,3.035148532082982,True,3.6499698844214645,True,0.7113790848620454,6.66114007859182,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,L2,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.322280157183643,False,6.740691873073413,2,0.0
0.0,3.035148532082982,True,3.706426868564338,True,1.0401217797314806,6.868800066007822,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,IRMV1,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.737600132015643,False,6.868807707390543,2,0.0
0.0,3.035148532082982,True,3.7063480312449872,True,1.0399469357276367,6.868507864356796,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,IRMV1,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.737015728713594,False,6.868583971029888,2,0.0
0.0,3.035148532082982,True,3.70562678154868,True,1.038294452309185,6.865834922065415,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.1,IRMV1,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.731669844130828,False,6.866569257569696,2,0.0
0.0,3.035148532082982,True,3.7064261468723174,True,1.0401243974719925,6.8687973911093865,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,VREX,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.73759478221877,False,6.868808448793811,2,0.0
0.0,3.035148532082982,True,3.7063401306357586,True,1.0399726622971703,6.868478581980546,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,VREX,58,1,2,ERM,59,7,source_only_common_projection_erm,inf,True,59,3660,-13.736957163961094,False,6.868589141662609,2,0.0
0.0,2.7416027817992252,True,3.4753564361091365,True,0.9852886206532001,6.039051179002599,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.0,L2,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.078102358005221,False,6.039051179002601,2,0.0
0.0,2.7416027817992252,True,3.4725896334984876,True,0.9675133625804053,6.02943938134058,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.001,L2,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.05887876268115,False,6.039873088039599,2,0.0
0.0,2.7416027817992252,True,3.4675933448738623,True,0.937086451489312,6.01210180270675,source_only_matrix_audit_no_high_dim_common_base_fd,NOT_RUN_HIGH_DIM_FD_COST,0.0,0,0.0,0.0,0.01,L2,58,1,2,IRMv1,59,7,source_only_common_projection_irmv1,inf,True,59,3660,-12.024203605413508,False,6.048580167922266,2,0.0
