seed,method,steps,hidden_dim,l2_regularizer_weight,learning_rate,penalty_anneal_iters,penalty_weight,label_noise,train_color_flip_probs,target_color_flip_prob,train_examples_per_environment,target_examples,source_environment_count,train_accuracy,target_accuracy,target_nll,target_color_label_accuracy,target_inverse_color_label_accuracy,prediction_color_agreement,prediction_inverse_color_agreement,final_train_nll,final_train_accuracy_step_metric,final_train_penalty,reference_protocol
0,ERM,501,256,0.001,0.001,100,0.0,0.25,"[0.2, 0.1]",0.9,"[25000, 25000]",10000,2,0.8753800094127655,0.17100000381469727,1.5128673315048218,0.10450000315904617,0.8955000042915344,0.9298999905586243,0.07010000199079514,0.3027533292770386,0.8714399933815002,0.0034684492275118828,facebookresearch_irm_colored_mnist_reimplementation
0,IRMV1,501,256,0.001,0.001,100,10000.0,0.25,"[0.2, 0.1]",0.9,"[25000, 25000]",10000,2,0.6817600131034851,0.6686000227928162,0.6638228297233582,0.10450000315904617,0.8955000042915344,0.3652999997138977,0.6347000002861023,0.5961877703666687,0.6817400455474854,5.150322124336526e-08,facebookresearch_irm_colored_mnist_reimplementation
