experiment_id,profile,seed,method,selected_beta,selected_checkpoint,source_env1_accuracy,source_env2_accuracy,mean_source_accuracy,worst_source_accuracy,target_accuracy,target_loss,counterfactual_color_response,prediction_color_response,counterfactual_prediction_consistency,target_used_for_selection,beta,checkpoint_step,checkpoint_fraction,source_loss,regularizer_magnitude,erm_gradient_norm,penalty_gradient_norm,total_update_norm,raw_gradient_disagreement,local_response_disagreement,response_vector_norm,hessian_min_eigenvalue,hessian_max_eigenvalue,damped_condition_number,damping,curvature_object,random_trace_relative_error,random_fro_relative_error,train_penalty_raw_gradient_disagreement,train_penalty_local_response_disagreement,train_penalty_response_vector_norm,train_penalty_hessian_min_eigenvalue,train_penalty_hessian_max_eigenvalue,train_penalty_damped_condition_number,train_penalty_damping,train_penalty_curvature_object,train_penalty_random_trace_relative_error,train_penalty_random_fro_relative_error
TASK3-CMNIST-LOCAL-RESPONSE,main,0,ERM,0.0,4,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,0.18714286386966705,0.7273389101028442,0.004473994951695204,0.03596371412277222,0.07666666805744171,False,0.0,4,0.25,0.6571381688117981,0.0,0.24422965943813324,0.0,0.24422965943813324,0.0002682802441995591,0.03160172328352928,14.359735488891602,8.845784946942375e-05,0.5671408642599753,6411.424962982089,8.84635887500322e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.8826967236798125e-16,1.9568377028080871e-16,,,,,,,,,,
TASK3-CMNIST-LOCAL-RESPONSE,main,0,IRMv1,0.001,4,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,0.18714286386966705,0.7273387908935547,0.004473984241485596,0.03596363216638565,0.07666666805744171,False,0.001,4,0.25,0.6571381092071533,0.0011815403122454882,0.24423359334468842,0.014827944338321686,0.24421891570091248,0.0002683096972759813,0.031620245426893234,14.362746238708496,8.846825575882554e-05,0.5671889093790065,6411.21388134098,8.847107727144083e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,9.412686826093823e-16,3.9133438923938385e-16,,,,,,,,,,
TASK3-CMNIST-LOCAL-RESPONSE,main,0,V-REx,0.001,4,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,0.18714286386966705,0.727338969707489,0.004473991226404905,0.035963669419288635,0.07666666805744171,False,0.001,4,0.25,0.6571384072303772,8.73249246069463e-06,0.24423082172870636,0.0002553357626311481,0.24423062801361084,0.00026827986584976315,0.031602729111909866,14.36003303527832,8.843963209551926e-05,0.5671424553504615,6412.763620928669,8.84638181940483e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.648075521880959e-16,5.870496664457618e-16,,,,,,,,,,
TASK3-CMNIST-LOCAL-RESPONSE,main,0,UNPRECONDITIONED_GRAD_ALIGN,0.001,4,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,0.18714286386966705,0.7273378372192383,0.004473830573260784,0.03596244007349014,0.07666666805744171,False,0.001,4,0.25,0.6571381092071533,0.0002682581834960729,0.24421997368335724,0.0010901778005063534,0.24421954154968262,0.0002682581834960729,0.0316174253821373,14.362255096435547,8.845713348395257e-05,0.5671368184814596,6411.431120864284,8.846220812605074e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0,0.0002682581834960729,0.0316174253821373,0.01637858897447586,8.845713348395257e-05,0.5671368184814596,6411.431120864284,8.846220812605074e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
TASK3-CMNIST-LOCAL-RESPONSE,main,0,LOCAL_RESPONSE,0.001,4,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,0.19142857193946838,0.7267749309539795,0.004345350433140993,0.034925252199172974,0.07999999821186066,False,0.001,4,0.25,0.6576073169708252,0.02868695743381977,0.24403339624404907,1.6300150156021118,0.24425944685935974,0.00026931657339446247,0.02868695743381977,13.473764419555664,8.824122153531633e-05,0.5668363360099234,6423.713613065312,8.824422507490399e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,7.549507452222371e-16,1.1747912139606019e-15,0.00026931657339446247,0.02868695743381977,13.473764419555664,8.824122153531633e-05,0.5668363360099234,6423.713613065312,8.824422507490399e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
TASK3-CMNIST-LOCAL-RESPONSE,main,0,RANDOM_METRIC,0.01,16,0.9049999713897705,0.8125,0.8587499856948853,0.8125,0.20999999344348907,0.7281621694564819,0.004526813514530659,0.03637503832578659,0.14000000059604645,False,0.01,16,1.0,0.6577242612838745,3.008516311645508,0.24857889115810394,12.918436050415039,0.2010543942451477,0.0002592450473457575,0.00938401184976101,4.424584865570068,8.384402970016411e-05,0.533456815819539,6362.490182392734,8.38460134621004e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.9727615381481914e-16,4.159653649217781e-16,0.0002592450473457575,0.00938401184976101,188.79745483398438,8.384402970016411e-05,0.533456815819539,6362.490182392734,8.38460134621004e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.9727615381481914e-16,4.159653649217781e-16
TASK3-CMNIST-LOCAL-RESPONSE,main,0,SHUFFLED_LOCAL_RESPONSE,0.001,4,0.8974999785423279,0.8174999952316284,0.8574999868869781,0.8174999952316284,0.19428572058677673,0.7268421053886414,0.004375348798930645,0.035176780074834824,0.10000000149011612,False,0.001,4,0.25,0.6573823094367981,0.052528493106365204,0.24334058165550232,6.233418941497803,0.24344423413276672,0.00026457110652700067,0.028026441112160683,13.245152473449707,8.705082924430684e-05,0.5591215238790587,6422.93162205144,8.70539710564172e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.739546628954154e-16,0.0,0.005434652790427208,0.052528493106365204,15.972110748291016,8.704772784340497e-05,0.5591215269437003,6423.160498221566,8.705397011274753e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
TASK3-CMNIST-LOCAL-RESPONSE,main,1,ERM,0.0,16,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,1.817095398902893,1.0473018884658813,14.634650230407715,0.0,False,0.0,16,1.0,0.3860166668891907,0.0,0.4684295356273651,0.0,0.4684295356273651,0.07335509359836578,0.07640012353658676,6.183679580688477,0.0006680696741797111,2.6591940920729327,3980.414311333653,0.0006681149201749852,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,9.971344969277032e-16,1.815938367060647e-15,,,,,,,,,,
TASK3-CMNIST-LOCAL-RESPONSE,main,1,IRMv1,0.001,16,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,1.8170894384384155,1.0472956895828247,14.634537696838379,0.0,False,0.001,16,1.0,0.3860136866569519,0.013548798859119415,0.4683453440666199,0.08433421701192856,0.4683402478694916,0.07335527241230011,0.07639272511005402,6.1832661628723145,0.0006680846025948515,2.6592656025758243,3980.4324066850118,0.0006681264380952625,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,8.381089707865656e-16,,,,,,,,,,
TASK3-CMNIST-LOCAL-RESPONSE,main,1,V-REx,0.001,16,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,1.8170602321624756,1.0472739934921265,14.633966445922852,0.0,False,0.001,16,1.0,0.38601458072662354,0.013177916407585144,0.4683801829814911,0.10875146836042404,0.4684385061264038,0.07335299253463745,0.07639732211828232,6.183598518371582,0.0006680767884929918,2.6592170143185068,3980.406234913522,0.0006681168141464392,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.9885266810396825e-16,1.81593086900638e-15,,,,,,,,,,
