seed,method,beta,checkpoint_step,checkpoint_fraction,source_env1_accuracy,source_env2_accuracy,mean_source_accuracy,worst_source_accuracy,target_accuracy,source_loss,regularizer_magnitude,erm_gradient_norm,penalty_gradient_norm,total_update_norm,raw_gradient_disagreement,local_response_disagreement,response_vector_norm,hessian_min_eigenvalue,hessian_max_eigenvalue,damped_condition_number,damping,curvature_object,random_trace_relative_error,random_fro_relative_error,selected_by_source_rule,target_used_for_selection,train_penalty_raw_gradient_disagreement,train_penalty_local_response_disagreement,train_penalty_response_vector_norm,train_penalty_hessian_min_eigenvalue,train_penalty_hessian_max_eigenvalue,train_penalty_damped_condition_number,train_penalty_damping,train_penalty_curvature_object,train_penalty_random_trace_relative_error,train_penalty_random_fro_relative_error
0,IRMv1,0.01,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6764135360717773,0.0002460928517393768,0.1809685230255127,0.004969894420355558,0.18092046678066254,0.00023815140593796968,0.03405628725886345,15.655420303344727,8.104172024106057e-05,0.530863845560282,6550.500704837145,8.104632257473874e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.0274994806276121e-15,1.2547882688763224e-15,False,False,,,,,,,,,,
0,IRMv1,0.01,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.657139003276825,0.0011814921163022518,0.24424205720424652,0.01482833456248045,0.24409539997577667,0.0002682977938093245,0.031627729535102844,14.364482879638672,8.845249745184382e-05,0.5671658325928746,6412.095180259399,8.846762650081831e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.647832386565838e-16,9.783757417550107e-16,False,False,,,,,,,,,,
0,IRMv1,0.01,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5973340272903442,0.007064328994601965,0.4399259388446808,0.06229768320918083,0.4393213987350464,0.0006860666908323765,0.019590329378843307,8.751296043395996,0.00013309290031231831,0.7506373209057529,5639.950133660722,0.00013309849743646656,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.2513297438548858e-16,8.751549755827349e-16,False,False,,,,,,,,,,
0,IRMv1,0.01,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5171056985855103,0.015124903060495853,0.5926974415779114,0.14411091804504395,0.5916798710823059,0.0030987472273409367,0.02007494494318962,5.664987564086914,0.00026135783723999395,1.2413606720549926,4749.6592608971705,0.00026136940994271726,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.4018864687742944e-15,2.0014474376295174e-15,False,False,,,,,,,,,,
0,IRMv1,0.01,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.4438942074775696,0.009932206012308598,0.7294684052467346,0.2054271399974823,0.7282425165176392,0.009435001760721207,0.01876334473490715,4.103804111480713,0.00048449214584185443,2.0621664277529352,4256.346455667947,0.0004845168362512733,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,4.124936751257165e-16,1.5100715419958948e-15,False,False,,,,,,,,,,
0,IRMv1,0.1,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6764347553253174,0.00024557928554713726,0.18103215098381042,0.004966690205037594,0.18055175244808197,0.00023818688350729644,0.03402121365070343,15.631326675415039,8.105109857346752e-05,0.5309286004681094,6550.541692989606,8.105502306050002e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.164335129989285e-16,8.364235412235307e-16,False,False,,,,,,,,,,
0,IRMv1,0.1,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6571660041809082,0.0011797839542850852,0.24433745443820953,0.014823438599705696,0.24287119507789612,0.0002683938364498317,0.03156533092260361,14.350274085998535,8.846811982781199e-05,0.5672084838507448,6411.444992328523,8.847042906740117e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,5.869820696200881e-16,False,False,,,,,,,,,,
0,IRMv1,0.1,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.597426176071167,0.007051852531731129,0.44064754247665405,0.06242925673723221,0.4345906972885132,0.0006838140543550253,0.01957644522190094,8.750456809997559,0.00013301664594556146,0.7504576127977259,5641.832324541238,0.00013302312169054693,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.756116378596748e-16,1.6049353336122139e-15,False,False,,,,,,,,,,
0,IRMv1,0.1,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5172746777534485,0.015082616358995438,0.5932808518409729,0.14461736381053925,0.5831437706947327,0.0030928358901292086,0.019877269864082336,5.6250715255737305,0.00026137314288690366,1.2424349968591124,4753.4914380882465,0.00026139005849307233,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.920390986969422e-16,1.0002228407477326e-15,False,False,,,,,,,,,,
0,IRMv1,0.1,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.4444538950920105,0.009724356234073639,0.7484121322631836,0.2058829665184021,0.735920786857605,0.009512215852737427,0.018809936940670013,4.089932441711426,0.00048535319177665543,2.067391509707588,4259.560964541751,0.00048538589906511886,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,9.607619530587958e-16,5.651136161822655e-16,False,False,,,,,,,,,,
0,IRMv1,1.0,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6765807271003723,0.00024219775514211506,0.18144813179969788,0.004950756207108498,0.1766543835401535,0.0002385136904194951,0.03398354724049568,15.652268409729004,8.110803949765466e-05,0.5313115207684453,6550.664077927921,8.110899606514548e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.160233147413394e-16,6.268656955563231e-16,False,False,,,,,,,,,,
0,IRMv1,1.0,4,0.25,0.8974999785423279,0.8174999952316284,0.8574999868869781,0.8174999952316284,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6573619842529297,0.001169176073744893,0.24560296535491943,0.014839519746601582,0.2309167981147766,0.00026853132294490933,0.031584981828927994,14.375782012939453,8.86326282295134e-05,0.5684235350682847,6413.253746649112,8.863862659464676e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.8789788955812022e-16,1.1714626107882482e-15,False,False,,,,,,,,,,
0,IRMv1,1.0,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5977866649627686,0.007008754648268223,0.4403645396232605,0.062334220856428146,0.3801199197769165,0.0006757861701771617,0.019585266709327698,8.786715507507324,0.00013237541416485959,0.7474064747996918,5646.112456115726,0.00013238158676716867,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.806744120562582e-16,1.465200314376307e-15,False,False,,,,,,,,,,
0,IRMv1,1.0,12,0.75,0.887499988079071,0.7975000143051147,0.8425000011920929,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5186827778816223,0.014507878571748734,0.6275961399078369,0.1578608602285385,0.5209873914718628,0.0030631674453616142,0.019323192536830902,5.613041400909424,0.00026400912947454594,1.262493166517192,4782.005717112572,0.00026403087388836977,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.523191417001635e-16,9.87013111063977e-16,False,False,,,,,,,,,,
0,IRMv1,1.0,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.4516511559486389,0.007346584461629391,0.9201701879501343,0.1976139396429062,0.7833972573280334,0.010318458080291748,0.01906329207122326,3.9763712882995605,0.0004941233436884467,2.116849398024783,4284.0505818310285,0.0004941605756330043,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.392582635433381e-16,1.1078639458411017e-15,False,False,,,,,,,,,,
0,V-REx,0.001,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6764125823974609,2.0873228550044587e-06,0.1809656023979187,9.706323180580512e-05,0.18096552789211273,0.00023815050371922553,0.0340571328997612,15.655595779418945,8.10414882604354e-05,0.5308607813390104,6550.481645068425,8.10458915955765e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,4.110019778318641e-16,2.09132584742637e-16,False,False,,,,,,,,,,
0,V-REx,0.001,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6571384072303772,8.73249246069463e-06,0.24423082172870636,0.0002553357626311481,0.24423062801361084,0.00026827986584976315,0.031602729111909866,14.36003303527832,8.843963209551926e-05,0.5671424553504615,6412.763620928669,8.84638181940483e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.648075521880959e-16,5.870496664457618e-16,True,False,,,,,,,,,,
0,V-REx,0.001,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5973439812660217,8.529228216502815e-05,0.43992140889167786,0.0018780212849378586,0.4399198591709137,0.0006859863642603159,0.0195823572576046,8.747400283813477,0.0001330756938185777,0.7505942008908688,5640.355344787118,0.0001330882522531531,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.502852143370873e-16,1.7504170653261519e-15,False,False,,,,,,,,,,
0,V-REx,0.001,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5171033143997192,0.000562631874345243,0.5917459726333618,0.0067115421406924725,0.5917397737503052,0.003098335349932313,0.020087074488401413,5.666597843170166,0.0002612936857291322,1.2410521003746897,4749.644435193951,0.00026131527385476864,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.549412535253604e-16,1.167779025925032e-15,False,False,,,,,,,,,,
0,V-REx,0.001,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.4438900947570801,0.002047397894784808,0.7281707525253296,0.014977075159549713,0.7281678318977356,0.009429164230823517,0.018765099346637726,4.103476524353027,0.0004840729140898991,2.0595763433753698,4254.682060134597,0.0004840979679967418,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.201869799455338e-15,3.212114478505472e-15,False,False,,,,,,,,,,
0,V-REx,0.01,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6764132380485535,2.0868060346401762e-06,0.18096862733364105,9.705158299766481e-05,0.18096797168254852,0.0002381509984843433,0.03405638411641121,15.655439376831055,8.104559977851319e-05,0.5308633118245079,6550.180556073205,8.104625697617203e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.055000624564444e-16,1.2547895292242925e-15,False,False,,,,,,,,,,
0,V-REx,0.01,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6571388244628906,8.73090721142944e-06,0.2442476749420166,0.0002552933001425117,0.2442457526922226,0.00026829622220247984,0.03162752091884613,14.364444732666016,8.845995852270292e-05,0.5671708148816373,6411.610680736133,8.846845697421073e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.647779369087265e-16,7.826937042196841e-16,False,False,,,,,,,,,,
0,V-REx,0.01,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5973341464996338,8.529063052264974e-05,0.440102756023407,0.0018724262481555343,0.44008713960647583,0.0006860475987195969,0.019587144255638123,8.750596046447754,0.0001330932350150725,0.7506765332488446,5640.230573430967,0.0001331047643201821,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.1261437454906467e-15,1.3126651335414384e-15,False,False,,,,,,,,,,
0,V-REx,0.01,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5170941352844238,0.0005627138307318091,0.5919314622879028,0.006711991503834724,0.5918692350387573,0.0030987185891717672,0.020079780369997025,5.664905548095703,0.0002613372094170175,1.241239600934668,4749.570884695619,0.00026135013579870717,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.549072464732468e-16,3.3360348733395193e-16,False,False,,,,,,,,,,
0,V-REx,0.01,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.4438669681549072,0.002047478687018156,0.728708028793335,0.014976244419813156,0.7286784052848816,0.009428482502698898,0.01874702051281929,4.101029872894287,0.0004843222313421319,2.061261008217836,4255.970250437943,0.0004843522946942936,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.501784070118284e-16,2.4547861294540547e-15,False,False,,,,,,,,,,
0,V-REx,0.1,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6764248609542847,2.0810412024729885e-06,0.18101342022418976,9.69952016021125e-05,0.18100671470165253,0.00023818205227144063,0.03405624255537987,15.652127265930176,8.10521293122713e-05,0.5309168673351816,6550.313629512517,8.105399840721733e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.164413057128608e-16,1.254662990666042e-15,False,False,,,,,,,,,,
0,V-REx,0.1,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6571622490882874,8.693785275681876e-06,0.24525165557861328,0.0002516350650694221,0.24523255228996277,0.0002682898484636098,0.031651705503463745,14.367044448852539,8.848606884236531e-05,0.5673384039617035,6411.612713549249,8.849266832729688e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.646234152030957e-16,1.1736944417330059e-15,False,False,,,,,,,,,,
0,V-REx,0.1,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5974045991897583,8.491013431921601e-05,0.4416135251522064,0.0018627123208716512,0.4414580762386322,0.0006848290213383734,0.01971708983182907,8.79676628112793,0.00013312476366701432,0.750960415792477,5641.027222184283,0.00013313361803408375,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.756997504822837e-16,1.1664077890159478e-15,False,False,,,,,,,,,,
0,V-REx,0.1,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5171075463294983,0.0005626700585708022,0.587731122970581,0.006634923629462719,0.5871155261993408,0.003095234977081418,0.0200469009578228,5.649511814117432,0.0002612740994357004,1.2414801217322557,4751.638698262107,0.00026129153811118823,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.2748220620429838e-16,1.000812268156655e-15,False,False,,,,,,,,,,
0,V-REx,0.1,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.44426029920578003,0.002045947127044201,0.7364769577980042,0.014995185658335686,0.736190676689148,0.009447446092963219,0.018840394914150238,4.108429908752441,0.00048467588625517564,2.0646524661528107,4259.862156760565,0.00048470973178292765,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.92420442089184e-15,9.431504933823615e-16,False,False,,,,,,,,,,
0,V-REx,1.0,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6765162944793701,2.03350828087423e-06,0.18143385648727417,9.685148688731715e-05,0.18136532604694366,0.0002383572718827054,0.034075651317834854,15.660786628723145,8.109801835902719e-05,0.5312469340884284,6550.677129206255,8.110126248210769e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.0536068565071686e-16,4.17961222087251e-16,False,False,,,,,,,,,,
0,V-REx,1.0,4,0.25,0.8949999809265137,0.8125,0.8537499904632568,0.8125,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6573309898376465,8.414001058554277e-06,0.24661578238010406,0.0002547370386309922,0.2464219480752945,0.0002680225297808647,0.03160816431045532,14.36405086517334,8.870196234883147e-05,0.5688101751041595,6412.599676963661,8.870696925882701e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.755062541223522e-16,7.804421867498075e-16,False,False,,,,,,,,,,
0,V-REx,1.0,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5976220965385437,8.426271961070597e-05,0.4402260482311249,0.0018478684360161424,0.43868616223335266,0.0006795904482714832,0.01999429613351822,8.91571044921875,0.00013282347610002,0.7497342186576047,5644.59115716135,0.0001328324535720502,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.776851812799906e-16,2.921139485671527e-16,False,False,,,,,,,,,,
0,V-REx,1.0,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5176078081130981,0.0005568424239754677,0.5930870175361633,0.0067252772860229015,0.5868430137634277,0.003070167265832424,0.02002265304327011,5.673187732696533,0.0002605747113756837,1.2397042739347135,4757.577077951242,0.00026059184477410534,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.0225959839933956e-15,1.6713784631178842e-15,False,False,,,,,,,,,,
0,V-REx,1.0,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.4455864429473877,0.002026607282459736,0.7547714114189148,0.014799748547375202,0.7515073418617249,0.009419972077012062,0.0188400037586689,4.105188369750977,0.00048162386849410983,2.05208525731294,4260.763204550433,0.0004816544778419264,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.2448350818270484e-15,1.708323735133615e-15,False,False,,,,,,,,,,
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6764127016067505,0.00023813414736650884,0.1809576153755188,0.0006847386248409748,0.1809576451778412,0.00023813411826267838,0.03405310958623886,15.656163215637207,8.103972498634909e-05,0.530840273921883,6550.3711175143,8.10422749306375e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.16530479359782e-16,1.2548440230709223e-15,False,False,0.00023813411826267838,0.03405310958623886,0.015431595034897327,8.103972498634909e-05,0.530840273921883,6550.3711175143,8.10422749306375e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.6571381092071533,0.0002682581834960729,0.24421997368335724,0.0010901778005063534,0.24421954154968262,0.0002682581834960729,0.0316174253821373,14.362255096435547,8.845713348395257e-05,0.5671368184814596,6411.431120864284,8.846220812605074e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0,True,False,0.0002682581834960729,0.0316174253821373,0.01637858897447586,8.845713348395257e-05,0.5671368184814596,6411.431120864284,8.846220812605074e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5973493456840515,0.000685565872117877,0.44001755118370056,0.0065801371820271015,0.44001245498657227,0.0006855659303255379,0.019567517563700676,8.747611045837402,0.00013303343510464097,0.7503597127905837,5640.384405622303,0.0001330432568846101,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.259246526454724e-16,5.836575797602756e-16,False,False,0.0006855659303255379,0.019567517563700676,0.026183314621448517,0.00013303343510464097,0.7503597127905837,5640.384405622303,0.0001330432568846101,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.5171138048171997,0.0030967050697654486,0.5914307832717896,0.024151481688022614,0.5914137959480286,0.0030967053025960922,0.020085103809833527,5.6654887199401855,0.0002612554644621877,1.2411706842049697,4750.7932006704805,0.0002612878695469011,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.2748399609477327e-16,1.6682531601782262e-15,False,False,0.0030967053025960922,0.020085103809833527,0.05564804747700691,0.0002612554644621877,1.2411706842049697,4750.7932006704805,0.0002612878695469011,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,POSTHOC_NOT_EVALUATED_DURING_SELECTION,0.44390201568603516,0.00942271202802658,0.7286553382873535,0.07521229982376099,0.7286895513534546,0.009422712959349155,0.018732160329818726,4.097097396850586,0.00048404608238624954,2.0600636261091867,4255.924592868284,0.0004840750439148961,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.6514805541655635e-15,2.2672600111328237e-15,False,False,0.009422712959349155,0.018732160329818726,0.09707065671682358,0.00048404608238624954,2.0600636261091867,4255.924592868284,0.0004840750439148961,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
