E_operator_norm,PiO_operator_norm,R_operator_norm,adaptive_regret,coordinate_audit_passes,decomposition_residual,dim_world,full_minimax_condition,full_observation_recoverable_residual,information_floor,kernel_dimension,kind,lambda,method,seed,setting,slack_ratio,snapshot_passes,spectral_gap_min,static_tax_holds,static_tax_lower_bound,support_compatible,total_excess,total_regret,z0_norm,zero_observation_E_norm
3.374201980491418,0.9641780179344105,0.0,5.692619502576102,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.0,L2,0,cleanroom_cpu_source_target_coupled,inf,True,-11.385239005152197,True,0.0,False,5.692619502576102,5.692619502576102,0.0,0.0
3.343112271996339,0.8784340439276691,0.0,5.58819983158626,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,L2,0,cleanroom_cpu_source_target_coupled,inf,True,-11.176399663172528,True,0.001538159558317937,False,5.67434821428708,5.67434821428708,0.05546457533088912,0.0
3.373553464914841,0.9630650652665405,0.0,5.690431490319462,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,IRMV1,0,cleanroom_cpu_source_target_coupled,inf,True,-11.380862980638927,True,7.712643369976532e-08,False,5.691319864623083,5.691319864623083,0.00039275038815961803,0.0
3.3734344618628023,0.9631205245431713,0.0,5.690030034241787,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,VREX,0,cleanroom_cpu_source_target_coupled,inf,True,-11.380060068483568,True,7.870792236453154e-08,False,5.691145106805135,5.691145106805135,0.00039675665681758015,0.0
3.3809684056704863,0.9393110794656216,0.0,5.7154736800710175,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.0,L2,1,cleanroom_cpu_source_target_coupled,inf,True,-11.43094736014204,True,0.0,False,5.7154736800710175,5.7154736800710175,0.0,0.0
3.3451974427956386,0.8693043624077731,0.0,5.595172965643238,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,L2,1,cleanroom_cpu_source_target_coupled,inf,True,-11.190345931286474,True,0.0015994647804299386,False,5.710174743391815,5.710174743391815,0.05655908026886467,0.0
3.3804029792303565,0.9382979907015238,0.0,5.713562150994736,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,IRMV1,1,cleanroom_cpu_source_target_coupled,inf,True,-11.427124301989467,True,6.615723040491935e-08,False,5.7143278679948075,5.7143278679948075,0.00036375054750452087,0.0
3.3802775525351176,0.9383525244928564,0.0,5.713138166086402,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,VREX,1,cleanroom_cpu_source_target_coupled,inf,True,-11.42627633217281,True,6.966263178056466e-08,False,5.714175370551413,5.714175370551413,0.00037326299516711984,0.0
3.3514276749761214,0.9657971323309145,0.0,5.616033730297924,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.0,L2,2,cleanroom_cpu_source_target_coupled,inf,True,-11.232067460595843,True,0.0,False,5.616033730297924,5.616033730297924,0.0,0.0
3.3381149741994376,0.9075635799772114,0.0,5.571505790487256,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,L2,2,cleanroom_cpu_source_target_coupled,inf,True,-11.143011580974514,True,0.0011857394786973163,False,5.64636496601185,5.64636496601185,0.048697833189933946,0.0
3.35076245455303,0.9646215142568138,0.0,5.6138045134211225,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,IRMV1,2,cleanroom_cpu_source_target_coupled,inf,True,-11.227609026842243,True,7.607299314415595e-08,False,5.614622796874057,5.614622796874057,0.0003900589523242761,0.0
3.3506565031167854,0.9647285832184042,0.0,5.613449500939402,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,VREX,2,cleanroom_cpu_source_target_coupled,inf,True,-11.2268990018788,True,7.650142435017011e-08,False,5.614528474921371,5.614528474921371,0.0003911557857175837,0.0
3.373572908195296,0.9574396918050818,0.0,5.690497083454636,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.0,L2,3,cleanroom_cpu_source_target_coupled,inf,True,-11.38099416690927,True,0.0,False,5.690497083454636,5.690497083454636,0.0,0.0
3.3233118568865216,0.8684257066811129,0.0,5.522200849061272,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,L2,3,cleanroom_cpu_source_target_coupled,inf,True,-11.044401698122542,True,0.0019504903802794252,False,5.6342076171520254,5.6342076171520254,0.06245783185925405,0.0
3.3729022488162577,0.9562624688124328,0.0,5.688234790034884,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,IRMV1,3,cleanroom_cpu_source_target_coupled,inf,True,-11.376469580069774,True,8.281743839623093e-08,False,5.689108841711942,5.689108841711942,0.0004069826492523506,0.0
3.3728293456078484,0.9564079197687926,0.0,5.687988897296734,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,VREX,3,cleanroom_cpu_source_target_coupled,inf,True,-11.37597779459347,True,7.470654389221168e-08,False,5.689062301061669,5.689062301061669,0.0003865398915822575,0.0
3.264618735796159,0.9479243369579079,0.0,5.328867745055654,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.0,L2,4,cleanroom_cpu_source_target_coupled,inf,True,-10.657735490111316,True,0.0,False,5.328867745055654,5.328867745055654,0.0,0.0
3.2491378154326345,0.8903616866530282,0.0,5.278448271837173,True,0.0,2,False,0.0,0.0,0,cmnist_irmv1,0.1,L2,4,cleanroom_cpu_source_target_coupled,inf,True,-10.55689654367435,True,0.0010665382734346529,False,5.350162091331389,5.350162091331389,0.04618524165650003,0.0
