B_R_norm,C_O_operator_norm,C_operator_norm,E_norm,H_R_norm,K_operator_norm,PiO_norm,g_norm,information_floor,lambda,method,pi_operator_norm,pi_reconstruction_relative_error,rank_C_O,rank_K,reconstructed_pi_operator_norm,seed,setting,source_factorization_residual,total_B_relative_error,total_H_relative_error,total_regret
81.33222762108036,0.7837697886346691,87.88891771480694,14.722173795569853,17.091802728798676,0.09102989842542933,2.24642441096977,0.027710446628764318,0.0,0.001,VREX,8775.947383555318,6.867953722483117e-11,1,21,8775.947383200986,0,declared_source_target_coupled_correlation,1.073555452706668e-09,1.988286736394848e-12,7.15276734373259e-12,108.37128345164362
81.33609336949041,0.7832872815588862,87.88310520692963,14.72174820143278,17.091802728812667,0.09099586941648481,2.244365896788979,0.02769338742927587,0.0,0.01,VREX,8775.60517293901,9.491190765711751e-11,1,21,8775.605172419599,0,declared_source_target_coupled_correlation,2.1571000738560613e-09,1.953601742835551e-12,1.3395491047965305e-11,108.36574724054601
81.3744395264008,0.7785094589288252,87.82528745897531,14.7176708451788,17.09180272880575,0.0906585934389582,2.224762628254631,0.027524465890488226,0.0,0.1,VREX,8772.727703799772,5.062493014051906e-11,1,21,8772.727703905375,0,declared_source_target_coupled_correlation,8.891083102228154e-10,1.855955295999996e-12,8.1282578987427e-12,108.31148542570905
81.33179774046403,5.925085036699796e-11,4.871083751574257e-11,14.722221289304132,17.09180272870708,1.0000000000142992,2.2466542577219832,17.28486111614413,51.06412086994154,0.0,L2,8775.986024331347,9.220109835244595e-11,0,21,8775.986025010854,0,mechanism_defined_hidden,1.006815632988296e-09,1.950112020312228e-12,8.554355723473354e-12,158.63454205785084
68.03125132478085,6.150847583545994e-11,4.0357915252418696e-11,14.776823364929598,17.09180272875452,1.0000000000150306,2.3841767762795323,14.438350379232046,51.06412086994154,0.001,L2,4913.449833028501,6.020945165431606e-11,0,21,4913.4498332699295,0,mechanism_defined_hidden,4.661615962196317e-10,2.1484439496832503e-12,8.21796005138212e-12,159.61561775380082
36.67150949770167,9.964196173019955e-15,7.850462293418874e-12,15.004816045988159,17.09180272870859,1.0000000000066365,2.839178611074527,7.69533391336581,51.06412086994154,0.01,L2,664.8597958495546,2.90837392029324e-11,0,21,664.8597958599646,0,mechanism_defined_hidden,2.2318175560888288e-10,5.610683401102407e-12,9.825221508277075e-12,163.8765860406058
19.920456152239602,2.4298595547172593e-14,5.0037075531084e-12,15.351080277296196,17.091802728846506,1.0000000000065523,3.447268549743381,4.016016645391966,51.06412086994154,0.1,L2,41.73996077663494,1.7271056875860865e-11,0,21,41.73996077659918,0,mechanism_defined_hidden,2.0069288904802628e-10,7.426351154205082e-12,1.0933496564037338e-11,170.9662548656044
81.33515373800141,162.654856966556,17972.654232669647,14.721670918892915,17.09180272880355,901.9330745797066,2.2457560867306032,0.6204281640563158,51.06412086994154,0.001,IRMV1,8776.880233677526,1.0365539809369338e-10,2,21,8776.88023430479,0,mechanism_defined_hidden,9.059305128846171e-10,1.894371512289168e-12,2.8632966545385267e-11,158.63061010500928
81.36855344377784,161.34105182782568,17980.352449015292,14.71867518688177,17.09180272875035,901.0925025805429,2.239183218610272,0.537757553865387,51.06412086994154,0.01,IRMV1,8785.571680553268,7.680940323209076e-11,2,21,8785.571680300467,0,mechanism_defined_hidden,1.5414933480747295e-09,2.8295011326716145e-12,1.7423340385623224e-10,158.61677486181185
81.71230496512665,149.69509393062918,18078.091486991172,14.724413285034608,17.09180272884519,895.4978097204189,2.318393142776662,0.4407151808019529,51.06412086994154,0.1,IRMV1,8903.902428044887,1.1017335995428168e-10,2,21,8903.902428201789,0,mechanism_defined_hidden,3.840173590942627e-09,2.5893891425008376e-12,4.304529002603807e-10,158.6891572453795
81.33222762108036,0.7837697886346691,87.88891771480694,14.722173795569853,17.091802728798676,0.09102989842542933,2.24642441096977,0.027710446628764318,51.06412086994154,0.001,VREX,8775.947383555318,6.867953722483117e-11,1,21,8775.947383200986,0,mechanism_defined_hidden,1.073555452706668e-09,1.988286736394848e-12,7.15276734373259e-12,158.63408772386657
81.33609336949041,0.783287281558886,87.88310520692963,14.72174820143278,17.091802728812667,0.09099586941648481,2.2443658967889792,0.02769338742927587,51.06412086994154,0.01,VREX,8775.60517293901,9.491190765711751e-11,1,21,8775.605172419599,0,mechanism_defined_hidden,2.1571000738560613e-09,1.953601742835551e-12,1.3395491047965305e-11,158.63000704242816
81.3744395264008,0.778509458928825,87.82528745897531,14.7176708451788,17.09180272880575,0.0906585934389582,2.224762628254631,0.027524465890488226,51.06412086994154,0.1,VREX,8772.727703799772,5.062493014051906e-11,1,21,8772.727703905375,0,mechanism_defined_hidden,8.891083102228154e-10,1.855955295999996e-12,8.1282578987427e-12,158.5900086664551
81.33179774046403,1.0192477592292321e-10,4.871083751574257e-11,17.388618856876164,17.09180272870708,1.0000000000142992,3.891319321415418,17.28486111614413,17.021373623313846,0.0,L2,8775.986024331347,9.220109835244595e-11,0,21,8775.986025010854,0,mechanism_defined_exposed,1.7289820766144636e-09,1.950112020312228e-12,8.554355723473354e-12,167.44409516077565
68.03125132478085,1.0652166151655084e-10,4.0357915252418696e-11,17.499209337301462,17.09180272875452,1.0000000000150306,4.129515310741926,14.438350379232046,17.021373623313846,0.001,L2,4913.449833028501,6.020945165431606e-11,0,21,4913.4498332699295,0,mechanism_defined_exposed,8.061467614978541e-10,2.1484439496832503e-12,8.21796005138212e-12,169.4503452831472
36.67150949770167,1.2500895420778357e-14,7.850462293418874e-12,17.94934414810078,17.09180272870859,1.0000000000066365,4.917601606143915,7.69533391336581,17.021373623313846,0.01,L2,664.8597958495546,2.90837392029324e-11,0,21,664.8597958599646,0,mechanism_defined_exposed,3.811530760872389e-10,5.610683401102407e-12,9.825221508277075e-12,178.03370691958742
19.920456152239602,4.193045072638288e-14,5.0037075531084e-12,18.628580268703345,17.091802728846506,1.0000000000065523,5.970844275489817,4.016016645391966,17.021373623313846,0.1,L2,41.73996077663494,1.7271056875860865e-11,0,21,41.73996077659918,0,mechanism_defined_exposed,3.4594316211584835e-10,7.426351154205082e-12,1.0933496564037338e-11,191.82326934241289
81.33515373800141,280.7502809933691,17972.654232669647,17.387565327396434,17.09180272880355,901.9330745797066,3.889738874887342,0.6204281640563158,17.021373623313846,0.001,IRMV1,8776.880233677526,1.0365539809369338e-10,2,21,8776.88023430479,0,mechanism_defined_exposed,1.5674536541226495e-09,1.894371512289168e-12,2.8632966545385267e-11,167.43025736374634
81.36855344377784,278.4829492730519,17980.352449015292,17.38112066976509,17.09180272875035,901.0925025805429,3.87600686049436,0.537757553865387,17.021373623313846,0.01,IRMV1,8785.571680553268,7.680940323209076e-11,2,21,8785.571680300467,0,mechanism_defined_exposed,2.6510181938323226e-09,2.8295011326716145e-12,1.7423340385623224e-10,167.35164607740123
81.71230496512665,258.38942709082045,18078.091486991172,17.35925618380795,17.09180272884519,895.4978097204189,3.8272659423569824,0.4407151808019529,17.021373623313846,0.1,IRMV1,8903.902428044887,1.1017335995428168e-10,2,21,8903.902428201789,0,mechanism_defined_exposed,6.531689179035881e-09,2.5893891425008376e-12,4.304529002603807e-10,167.00184300482502
81.33222762108036,0.7837697886346691,87.88891771480694,17.388508718637098,17.091802728798676,0.09102989842542933,3.8909211221899005,0.027710446628764318,17.021373623313846,0.001,VREX,8775.947383555318,6.867953722483117e-11,1,21,8775.947383200986,0,mechanism_defined_exposed,1.8587400282644333e-09,1.988286736394848e-12,7.15276734373259e-12,167.4424500731419
81.33609336949041,0.783287281558886,87.88310520692963,17.38752016112742,17.091802728812667,0.09099586941648481,3.8873464837448415,0.02769338742927587,17.021373623313846,0.01,VREX,8775.60517293901,9.491190765711751e-11,1,21,8775.605172419599,0,mechanism_defined_exposed,3.683027074243513e-09,1.953601742835551e-12,1.3395491047965305e-11,167.4276730514486
81.3744395264008,0.778509458928825,87.82528745897531,17.377894836387625,17.09180272880575,0.0906585934389582,3.8524907814507734,0.027524465890488226,17.021373623313846,0.1,VREX,8772.727703799772,5.062493014051906e-11,1,21,8772.727703905375,0,mechanism_defined_exposed,1.5283429574508803e-09,1.855955295999996e-12,8.1282578987427e-12,167.28269686122485
81.33179774046403,6.172911449560036e-11,4.871083751574257e-11,15.083923507976218,17.09180272870708,1.0000000000142992,3.978492686555808,17.28486111614413,0.0,0.0,L2,8775.986024331347,9.220109835244595e-11,0,21,8775.986025010854,0,irrelevant_source_diversity,1.7336726570143912e-09,1.950112020312228e-12,8.554355723473354e-12,110.34812902063311
68.03125132478085,6.954079444610355e-11,4.0357915252418696e-11,15.106449076879315,17.09180272875452,1.0000000000150306,3.941394912282862,14.438350379232046,0.0,0.001,L2,4913.449833028501,6.020945165431606e-11,0,21,4913.4498332699295,0,irrelevant_source_diversity,8.749363190539863e-10,2.1484439496832503e-12,8.21796005138212e-12,111.37400478532741
36.67150949770167,1.1796954507319837e-14,7.850462293418874e-12,15.304011449909506,17.09180272870859,1.0000000000066365,4.138743416859831,7.69533391336581,0.0,0.01,L2,664.8597958495546,2.90837392029324e-11,0,21,664.8597958599646,0,irrelevant_source_diversity,7.589122014634627e-10,5.610683401102407e-12,9.825221508277075e-12,115.8478203464451
19.920456152239602,3.361623304366542e-14,5.0037075531084e-12,15.64866211885242,17.091802728846506,1.0000000000065523,4.594411919284587,4.016016645391966,0.0,0.1,L2,41.73996077663494,1.7271056875860865e-11,0,21,41.73996077659918,0,irrelevant_source_diversity,2.0523189157145518e-10,7.426351154205082e-12,1.0933496564037338e-11,123.47928564272223
81.33515373800141,572.6488556015336,17972.654232669647,15.083371013717212,17.09180272880355,901.9330745797066,3.9779274621786156,0.6204281640563158,0.0,0.001,IRMV1,8776.880233677526,1.0365539809369338e-10,3,21,8776.88023430479,0,irrelevant_source_diversity,1.669264878956634e-09,1.894371512289168e-12,2.8632966545385267e-11,110.3426327257472
81.36855344377784,571.2813989033026,17980.352449015292,15.080340358181703,17.09180272875035,901.0925025805429,3.9738152383044385,0.537757553865387,0.0,0.01,IRMV1,8785.571680553268,7.680940323209076e-11,3,21,8785.571680300467,0,irrelevant_source_diversity,3.3479579430575015e-09,2.8295011326716145e-12,1.7423340385623224e-10,110.31538687607143
81.71230496512665,560.9943957639601,18078.091486991172,15.085223631796467,17.09180272884519,895.4978097204189,4.0162883608228075,0.4407151808019529,0.0,0.1,IRMV1,8903.902428044887,1.1017335995428168e-10,3,21,8903.902428201789,0,irrelevant_source_diversity,1.423351554773243e-08,2.5893891425008376e-12,4.304529002603807e-10,110.27202378634112
81.33222762108036,0.7838761027753209,87.88891771480694,15.083876388155256,17.091802728798676,0.09102989842542933,3.978359996328237,0.027710446628764318,0.0,0.001,VREX,8775.947383555318,6.867953722483117e-11,2,21,8775.947383200986,0,irrelevant_source_diversity,1.3577170501727859e-09,1.988286736394848e-12,7.15276734373259e-12,110.34749062057602
81.33609336949041,0.7833935013087061,87.88310520692963,15.083454120323763,17.091802728812667,0.09099586941648481,3.9771719062912037,0.02769338742927587,0.0,0.01,VREX,8775.60517293901,9.491190765711751e-11,2,21,8775.605172419599,0,irrelevant_source_diversity,3.629134031025168e-09,1.953601742835551e-12,1.3395491047965305e-11,110.34175638952183
81.3744395264008,0.7786147470486886,87.82528745897531,15.079406275531452,17.09180272880575,0.0906585934389582,3.965882911482601,0.027524465890488226,0.0,0.1,VREX,8772.727703799772,5.062493014051906e-11,2,21,8772.727703905375,0,irrelevant_source_diversity,1.358855239968e-09,1.855955295999996e-12,8.1282578987427e-12,110.28551798563569
84.80381154372176,5.011763586194143e-13,4.4408920985006255e-11,10.102457152862717,28.747670906307913,1.0000000000178997,2.2424699733275837,15.966132070668117,0.0,0.0,L2,7544.034510792161,8.584369729394657e-11,0,27,7544.034510860987,1,declared_source_target_coupled_correlation,1.5493005503525611e-09,2.1908974396734554e-12,6.669106043350667e-12,51.02982026271354
73.23677030478633,3.8010951744709325e-14,1.9229626863835637e-11,10.139516212959808,28.747670906259007,1.0000000000154463,2.3039903497603773,13.770600833291486,0.0,0.001,L2,4440.78813515777,7.981012896581288e-11,0,27,4440.788135051742,1,declared_source_target_coupled_correlation,1.182145677400994e-09,2.5398299720679094e-12,5.383818372372279e-12,51.5752569512859
43.03502565300605,1.460629168666007e-13,1.9229626863835637e-11,10.291942292313962,28.74767090630745,1.0000000000154117,2.532744502265655,8.013411599479882,0.0,0.01,L2,674.7110822548832,2.696243163842477e-11,0,27,674.7110822522974,1,declared_source_target_coupled_correlation,2.6566169849056275e-10,4.473789627004858e-12,7.238515553060098e-12,53.88145546436083
22.994682246051312,3.13520442062567e-13,5.564702806501315e-12,10.37794381608025,28.74767090630288,1.0000000000066553,2.6874538185647037,4.117711793481905,0.0,0.1,L2,42.610584362240324,1.402331944017214e-11,0,27,42.61058436220494,1,declared_source_target_coupled_correlation,1.5836631681505886e-10,9.5378082943335e-12,7.956615262116033e-12,56.243099489271806
84.80816689520184,239.06035899004314,18423.269283691297,10.101985091823241,28.747670906220403,1301.1121344681676,2.241733489937928,0.8452743677657489,0.0,0.001,IRMV1,7544.547696150312,1.168087403302888e-10,2,27,7544.547696094316,1,declared_source_target_coupled_correlation,2.6801476671248615e-09,2.477946953278432e-12,4.2766891945057734e-11,51.0275296272344
84.85236235801183,237.63545267568003,18434.37911844175,10.099778236183049,28.74767090626136,1299.6478965646709,2.236472564650553,0.70000627325507,0.0,0.01,IRMV1,7550.181856626105,8.520863433742838e-11,2,27,7550.181856101155,1,declared_source_target_coupled_correlation,2.0953075671652583e-09,4.149771020780265e-12,3.098496130459256e-10,51.021717596011435
85.33050901272293,225.3402929025651,18582.475158433077,10.125303058497305,28.747670906347153,1290.828771726659,2.3387842096179656,0.5526412893047835,0.0,0.1,IRMV1,7661.20136524829,1.981955309311918e-10,2,27,7661.201365034159,1,declared_source_target_coupled_correlation,6.270146864579329e-09,3.8644055244836805e-12,8.102027302379859e-10,51.14950230807819
84.80400397615881,0.7188775452929521,74.66769725501995,10.102392670109774,28.747670906261632,0.08928756317007584,2.2422524842039535,0.025416159349030715,0.0,0.001,VREX,7544.030515923474,7.228455484970026e-11,1,27,7544.030515923965,1,declared_source_target_coupled_correlation,9.944935559326058e-10,2.0607431842139965e-12,5.205115501628855e-12,51.02923978821036
84.80573437030968,0.7184457253233204,74.6597076884154,10.101814632974447,28.747670906263227,0.08925601386102959,2.240303785630598,0.02540089220863881,0.0,0.01,VREX,7543.9995897035515,7.565329806566794e-11,1,27,7543.999589513178,1,declared_source_target_coupled_correlation,9.654133494489797e-10,2.350083815952553e-12,8.22528362491311e-12,51.02402628430296
84.82289149646817,0.7141683045668836,74.58037463067537,10.096257386562222,28.74767090621854,0.08894325847662032,2.22166296940987,0.025249662566838537,0.0,0.1,VREX,7544.183188765216,7.235389151827779e-11,1,27,7544.18318887088,1,declared_source_target_coupled_correlation,1.1166421512770904e-09,2.4904659998942987e-12,6.657305613682411e-12,50.97293607623979
84.80381154372176,5.011763586194142e-13,4.4408920985006255e-11,10.102457152862717,28.747670906307913,1.0000000000178997,2.242469973327584,15.966132070668117,22.696148012363373,0.0,L2,7544.034510792161,8.584369729394657e-11,0,27,7544.034510860987,1,mechanism_defined_hidden,1.5493005503525611e-09,2.1908974396734554e-12,6.669106043350667e-12,72.96053461574981
73.23677030478633,3.801095174470933e-14,1.9229626863835637e-11,10.139516212959808,28.747670906259007,1.0000000000154463,2.303990349760377,13.770600833291486,22.696148012363373,0.001,L2,4440.78813515777,7.981012896581288e-11,0,27,4440.788135051742,1,mechanism_defined_hidden,1.182145677400994e-09,2.5398299720679094e-12,5.383818372372279e-12,73.52996483209905
43.03502565300605,1.460629168666007e-13,1.9229626863835637e-11,10.291942292313964,28.74767090630745,1.0000000000154117,2.532744502265655,8.013411599479882,22.696148012363373,0.01,L2,674.7110822548832,2.696243163842477e-11,0,27,674.7110822522974,1,mechanism_defined_hidden,2.6566169849056275e-10,4.473789627004858e-12,7.238515553060098e-12,75.9211936539304
22.994682246051312,3.1352044206256696e-13,5.564702806501315e-12,10.37794381608025,28.74767090630288,1.0000000000066553,2.6874538185647037,4.117711793481905,22.696148012363373,0.1,L2,42.610584362240324,1.402331944017214e-11,0,27,42.61058436220494,1,mechanism_defined_hidden,1.5836631681505886e-10,9.5378082943335e-12,7.956615262116033e-12,78.58791865838671
84.80816689520184,239.0603589900432,18423.269283691297,10.101985091823241,28.747670906220403,1301.1121344681676,2.2417334899379275,0.8452743677657489,22.696148012363373,0.001,IRMV1,7544.547696150312,1.168087403302888e-10,2,27,7544.547696094316,1,mechanism_defined_hidden,2.6801476671248615e-09,2.477946953278432e-12,4.2766891945057734e-11,72.95904309773624
84.85236235801183,237.63545267568009,18434.37911844175,10.099778236183047,28.74767090626136,1299.6478965646709,2.2364725646505534,0.70000627325507,22.696148012363373,0.01,IRMV1,7550.181856626105,8.520863433742838e-11,2,27,7550.181856101155,1,mechanism_defined_hidden,2.0953075671652583e-09,4.149771020780265e-12,3.098496130459256e-10,72.96016399587879
85.33050901272293,225.34029290256515,18582.475158433077,10.125303058497305,28.747670906347153,1290.828771726659,2.3387842096179656,0.5526412893047835,22.696148012363373,0.1,IRMV1,7661.20136524829,1.981955309311918e-10,2,27,7661.201365034159,1,mechanism_defined_hidden,6.270146864579329e-09,3.8644055244836805e-12,8.102027302379859e-10,73.14111139132824
84.80400397615881,0.7188775452929522,74.66769725501995,10.102392670109774,28.747670906261632,0.08928756317007584,2.242252484203954,0.025416159349030715,22.696148012363373,0.001,VREX,7544.030515923474,7.228455484970026e-11,1,27,7544.030515923965,1,mechanism_defined_hidden,9.944935559326058e-10,2.0607431842139965e-12,5.205115501628855e-12,72.96009766398063
84.80573437030968,0.7184457253233205,74.6597076884154,10.101814632974449,28.747670906263227,0.08925601386102959,2.240303785630598,0.02540089220863881,22.696148012363373,0.01,VREX,7543.9995897035515,7.565329806566794e-11,1,27,7543.999589513178,1,mechanism_defined_hidden,9.654133494489797e-10,2.350083815952553e-12,8.22528362491311e-12,72.9561731018104
