method,seed,semantic_direction,alpha,local_response_acc_slope,local_response_loss_slope,finite_accuracy,finite_loss,accuracy_change,loss_change,base_accuracy,base_loss,target_posthoc,source_only_geometry
IRMv1,10,source_label_noise,0.02,-0.4746093750000069,0.27357397914674064,0.5907031250000001,0.6541584405014654,-0.009492187500000027,0.005471479582934813,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_label_noise,0.05,-0.4746093750000069,0.27357397914674064,0.57646484375,0.6623656598758679,-0.023730468750000178,0.01367869895733731,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
IRMv1,10,source_label_noise,0.1,-0.4746093750000069,0.27357397914674064,0.552734375,0.6760443588332055,-0.04746093750000013,0.02735739791467484,0.6001953125000001,0.6486869609185306,0.6539999842643738,True
VREX,10,source_color_common,0.02,0.0649101928042295,-0.008342342147016346,0.5341107038560846,0.6890665386760512,0.0012982038560845899,-0.000166846842940771,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_color_common,0.05,0.0649101928042295,-0.008342342147016346,0.5360580096402117,0.6888162684116406,0.0032455096402116412,-0.0004171171073513724,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_color_common,0.1,0.0649101928042295,-0.008342342147016346,0.5393035192804233,0.6883991513042893,0.0064910192804232825,-0.0008342342147026338,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_color_contrast,0.02,-5.551115123125783e-15,-1.1102230246251565e-14,0.5328125,0.6892333855189917,0.0,-2.220446049250313e-16,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_color_contrast,0.05,-5.551115123125783e-15,-1.1102230246251565e-14,0.5328124999999999,0.6892333855189917,-1.1102230246251565e-16,-2.220446049250313e-16,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_color_contrast,0.1,-5.551115123125783e-15,-1.1102230246251565e-14,0.5328125,0.6892333855189918,0.0,-1.1102230246251565e-16,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_label_noise,0.02,-0.2597656249999969,0.03922830661521881,0.5276171875,0.6900179516512963,-0.005195312500000049,0.0007845661323043762,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_label_noise,0.05,-0.2597656249999969,0.03922830661521881,0.51982421875,0.6911948008497529,-0.012988281250000067,0.001961415330760996,0.5328125,0.6892333855189919,0.6111000180244446,True
VREX,10,source_label_noise,0.1,-0.2597656249999969,0.03922830661521881,0.5068359375000001,0.6931562161805142,-0.02597656249999991,0.003922830661522214,0.5328125,0.6892333855189919,0.6111000180244446,True
FISHR,10,source_color_common,0.02,-0.14639320079252172,0.027354356126896295,0.6808611984841495,0.6676926932973396,-0.0029278640158505453,0.0005470871225377039,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_color_common,0.05,-0.14639320079252172,0.027354356126896295,0.6764694024603737,0.6685133239811463,-0.007319660039626363,0.0013677178063443707,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_color_common,0.1,-0.14639320079252172,0.027354356126896295,0.6691497424207473,0.6698810417874909,-0.014639320079252727,0.0027354356126889634,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_color_contrast,0.02,5.551115123125783e-15,5.551115123125783e-15,0.6837890624999999,0.6671456061748018,-1.1102230246251565e-16,-1.1102230246251565e-16,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_color_contrast,0.05,5.551115123125783e-15,5.551115123125783e-15,0.6837890624999999,0.6671456061748016,-1.1102230246251565e-16,-3.3306690738754696e-16,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_color_contrast,0.1,5.551115123125783e-15,5.551115123125783e-15,0.6837890625,0.6671456061748017,0.0,-2.220446049250313e-16,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_label_noise,0.02,-0.4453125000000002,0.054939295848493996,0.6748828124999999,0.6682443920917719,-0.008906250000000115,0.001098785916969991,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_label_noise,0.05,-0.4453125000000002,0.054939295848493996,0.6615234374999999,0.6698925709672267,-0.022265625000000178,0.0027469647924247553,0.6837890625,0.6671456061748019,0.5640000104904175,True
FISHR,10,source_label_noise,0.1,-0.4453125000000002,0.054939295848493996,0.6392578125,0.6726395357596516,-0.04453125000000002,0.005493929584849733,0.6837890625,0.6671456061748019,0.5640000104904175,True
Full-BIRM (Official),10,source_color_common,0.02,0.00828640759203414,0.023207670197850083,0.6571969781518405,0.6243066124143957,0.00016572815184046075,0.00046415340395689064,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_color_common,0.05,0.00828640759203414,0.023207670197850083,0.6574455703796015,0.6250028425203311,0.0004143203796014294,0.0011603835098923376,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_color_common,0.1,0.00828640759203414,0.023207670197850083,0.657859890759203,0.6261632260302235,0.0008286407592029699,0.0023207670197846753,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_color_contrast,0.02,5.551115123125783e-15,0.0,0.65703125,0.6238424590104387,-1.1102230246251565e-16,-1.1102230246251565e-16,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_color_contrast,0.05,5.551115123125783e-15,0.0,0.65703125,0.6238424590104388,-1.1102230246251565e-16,0.0,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_color_contrast,0.1,5.551115123125783e-15,0.0,0.65703125,0.6238424590104388,-1.1102230246251565e-16,0.0,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_label_noise,0.02,-0.6445312500000078,0.4643016443411363,0.644140625,0.6331284918972615,-0.012890625000000044,0.009286032886822726,0.6570312500000001,0.6238424590104388,,True
Full-BIRM (Official),10,source_label_noise,0.05,-0.6445312500000078,0.4643016443411363,0.6248046875,0.6470575412274957,-0.03222656250000011,0.023215082217056926,0.6570312500000001,0.6238424590104388,,True
