method,seed,semantic_direction,direction_index,logical_checkpoint,response_schedule,outcome_schedule,state_gate_pass,A_norm_0,A_norm_1,A_norm_2,A_cos_0_1,A_cos_0_2,A_cos_1_2,O_norm_0,O_norm_1,O_norm_2,O_cos_0_1,O_cos_0_2,O_cos_1_2,R_full_norm_0,R_full_alloc_0_source,R_full_alloc_0_counterfactual,R_full_alloc_0_clean,R_full_norm_1,R_full_alloc_1_source,R_full_alloc_1_counterfactual,R_full_alloc_1_clean,R_full_norm_2,R_full_alloc_2_source,R_full_alloc_2_counterfactual,R_full_alloc_2_clean,R_full_cos_0_1,R_full_cos_0_2,R_full_cos_1_2,R_color_only_norm_0,R_color_only_alloc_0_source,R_color_only_alloc_0_counterfactual,R_color_only_alloc_0_clean,R_color_only_norm_1,R_color_only_alloc_1_source,R_color_only_alloc_1_counterfactual,R_color_only_alloc_1_clean,R_color_only_cos_0_1,R_noise_only_norm_2,R_noise_only_alloc_2_source,R_noise_only_alloc_2_counterfactual,R_noise_only_alloc_2_clean,method_identity_ERM,method_identity_CORAL,method_identity_IRMv1,method_identity_VREX,method_identity_FISHR
IRMv1,11,source_env0_color,0,300,probe_A,independent_B,True,0.9488843712357381,0.9583805561941295,1.657543235930989,0.9494957398919011,-0.3666464411278376,-0.34975466252731147,0.7195766318096094,0.7327204078257019,0.5883844898678642,0.0,-0.16315671170736268,-0.20177263405330842,5.776754556051557,0.5178230686803303,0.8143401018923814,0.2621249091414112,12.103732196184696,0.6443843984471326,0.7550153395586457,0.1213284141043295,84.745678871395,0.6142387246872951,0.7853433634424616,0.07711414002248645,0.6972379005489672,0.865213774524939,0.9608386552282308,5.776754556051557,0.5178230686803303,0.8143401018923814,0.2621249091414112,12.103732196184696,0.6443843984471326,0.7550153395586457,0.1213284141043295,0.6972379005489672,84.745678871395,0.6142387246872951,0.7853433634424616,0.07711414002248645,0.0,0.0,1.0,0.0,0.0
IRMv1,11,source_env1_color,1,300,probe_A,independent_B,True,0.9488843712357381,0.9583805561941295,1.657543235930989,0.9494957398919011,-0.3666464411278376,-0.34975466252731147,0.7195766318096094,0.7327204078257019,0.5883844898678642,0.0,-0.16315671170736268,-0.20177263405330842,5.776754556051557,0.5178230686803303,0.8143401018923814,0.2621249091414112,12.103732196184696,0.6443843984471326,0.7550153395586457,0.1213284141043295,84.745678871395,0.6142387246872951,0.7853433634424616,0.07711414002248645,0.6972379005489672,0.865213774524939,0.9608386552282308,5.776754556051557,0.5178230686803303,0.8143401018923814,0.2621249091414112,12.103732196184696,0.6443843984471326,0.7550153395586457,0.1213284141043295,0.6972379005489672,84.745678871395,0.6142387246872951,0.7853433634424616,0.07711414002248645,0.0,0.0,1.0,0.0,0.0
IRMv1,11,source_label_noise,2,300,probe_A,independent_B,True,0.9488843712357381,0.9583805561941295,1.657543235930989,0.9494957398919011,-0.3666464411278376,-0.34975466252731147,0.7195766318096094,0.7327204078257019,0.5883844898678642,0.0,-0.16315671170736268,-0.20177263405330842,5.776754556051557,0.5178230686803303,0.8143401018923814,0.2621249091414112,12.103732196184696,0.6443843984471326,0.7550153395586457,0.1213284141043295,84.745678871395,0.6142387246872951,0.7853433634424616,0.07711414002248645,0.6972379005489672,0.865213774524939,0.9608386552282308,5.776754556051557,0.5178230686803303,0.8143401018923814,0.2621249091414112,12.103732196184696,0.6443843984471326,0.7550153395586457,0.1213284141043295,0.6972379005489672,84.745678871395,0.6142387246872951,0.7853433634424616,0.07711414002248645,0.0,0.0,1.0,0.0,0.0
VREX,11,source_env0_color,0,300,probe_A,independent_B,True,0.9703225942698339,0.9725768467488626,1.3827945941395354,0.9593542294935078,-0.2383743265967822,-0.2282026396298278,0.5234869450228484,0.5272888951587811,0.23758791221058842,0.0,-0.18477768288734592,-0.17061840381464938,25.814977343633082,0.6196617902762713,0.7826401244760518,0.05910753955050687,25.402284257384586,0.6255729226460046,0.7782054214262601,0.05527061167483585,3.294384279412998,0.5540193738334063,0.7235945197503098,0.41167159776278,-0.9990812836530326,0.19373662362320754,-0.17581146215914617,25.814977343633082,0.6196617902762713,0.7826401244760518,0.05910753955050687,25.402284257384586,0.6255729226460046,0.7782054214262601,0.05527061167483585,-0.9990812836530326,3.294384279412998,0.5540193738334063,0.7235945197503098,0.41167159776278,0.0,0.0,0.0,1.0,0.0
VREX,11,source_env1_color,1,300,probe_A,independent_B,True,0.9703225942698339,0.9725768467488626,1.3827945941395354,0.9593542294935078,-0.2383743265967822,-0.2282026396298278,0.5234869450228484,0.5272888951587811,0.23758791221058842,0.0,-0.18477768288734592,-0.17061840381464938,25.814977343633082,0.6196617902762713,0.7826401244760518,0.05910753955050687,25.402284257384586,0.6255729226460046,0.7782054214262601,0.05527061167483585,3.294384279412998,0.5540193738334063,0.7235945197503098,0.41167159776278,-0.9990812836530326,0.19373662362320754,-0.17581146215914617,25.814977343633082,0.6196617902762713,0.7826401244760518,0.05910753955050687,25.402284257384586,0.6255729226460046,0.7782054214262601,0.05527061167483585,-0.9990812836530326,3.294384279412998,0.5540193738334063,0.7235945197503098,0.41167159776278,0.0,0.0,0.0,1.0,0.0
VREX,11,source_label_noise,2,300,probe_A,independent_B,True,0.9703225942698339,0.9725768467488626,1.3827945941395354,0.9593542294935078,-0.2383743265967822,-0.2282026396298278,0.5234869450228484,0.5272888951587811,0.23758791221058842,0.0,-0.18477768288734592,-0.17061840381464938,25.814977343633082,0.6196617902762713,0.7826401244760518,0.05910753955050687,25.402284257384586,0.6255729226460046,0.7782054214262601,0.05527061167483585,3.294384279412998,0.5540193738334063,0.7235945197503098,0.41167159776278,-0.9990812836530326,0.19373662362320754,-0.17581146215914617,25.814977343633082,0.6196617902762713,0.7826401244760518,0.05910753955050687,25.402284257384586,0.6255729226460046,0.7782054214262601,0.05527061167483585,-0.9990812836530326,3.294384279412998,0.5540193738334063,0.7235945197503098,0.41167159776278,0.0,0.0,0.0,1.0,0.0
FISHR,11,source_env0_color,0,300,probe_A,independent_B,True,0.9561179870096669,0.9615737893918219,1.3079179591423795,0.9628566337740759,-0.2432599632760179,-0.24018801694297306,0.14960048366987866,0.14679661697166851,0.12441856412341057,0.0,-0.04040908118995268,-0.012122730730158756,21.179414951494497,0.6113622004438021,0.7868289746883459,0.0844773606322976,19.334057371231637,0.6200382929270578,0.7806494292243236,0.0783516684942832,0.8955516688339784,0.5284421524335696,0.774323994802453,0.3480965995302873,-0.9988748194125568,0.000914017085332758,-0.004211833272316867,21.179414951494497,0.6113622004438021,0.7868289746883459,0.0844773606322976,19.334057371231637,0.6200382929270578,0.7806494292243236,0.0783516684942832,-0.9988748194125568,0.8955516688339784,0.5284421524335696,0.774323994802453,0.3480965995302873,0.0,0.0,0.0,0.0,1.0
FISHR,11,source_env1_color,1,300,probe_A,independent_B,True,0.9561179870096669,0.9615737893918219,1.3079179591423795,0.9628566337740759,-0.2432599632760179,-0.24018801694297306,0.14960048366987866,0.14679661697166851,0.12441856412341057,0.0,-0.04040908118995268,-0.012122730730158756,21.179414951494497,0.6113622004438021,0.7868289746883459,0.0844773606322976,19.334057371231637,0.6200382929270578,0.7806494292243236,0.0783516684942832,0.8955516688339784,0.5284421524335696,0.774323994802453,0.3480965995302873,-0.9988748194125568,0.000914017085332758,-0.004211833272316867,21.179414951494497,0.6113622004438021,0.7868289746883459,0.0844773606322976,19.334057371231637,0.6200382929270578,0.7806494292243236,0.0783516684942832,-0.9988748194125568,0.8955516688339784,0.5284421524335696,0.774323994802453,0.3480965995302873,0.0,0.0,0.0,0.0,1.0
FISHR,11,source_label_noise,2,300,probe_A,independent_B,True,0.9561179870096669,0.9615737893918219,1.3079179591423795,0.9628566337740759,-0.2432599632760179,-0.24018801694297306,0.14960048366987866,0.14679661697166851,0.12441856412341057,0.0,-0.04040908118995268,-0.012122730730158756,21.179414951494497,0.6113622004438021,0.7868289746883459,0.0844773606322976,19.334057371231637,0.6200382929270578,0.7806494292243236,0.0783516684942832,0.8955516688339784,0.5284421524335696,0.774323994802453,0.3480965995302873,-0.9988748194125568,0.000914017085332758,-0.004211833272316867,21.179414951494497,0.6113622004438021,0.7868289746883459,0.0844773606322976,19.334057371231637,0.6200382929270578,0.7806494292243236,0.0783516684942832,-0.9988748194125568,0.8955516688339784,0.5284421524335696,0.774323994802453,0.3480965995302873,0.0,0.0,0.0,0.0,1.0
ERM,12,source_env0_color,0,300,probe_A,independent_B,True,1.372978300162221,1.384800477081788,1.3758371755064052,0.9606057469896598,-0.2971968245070546,-0.31217446049047765,1.076798948028535,1.0754472125507668,0.20023057522181315,0.0,0.3247920925632263,-0.06574257196229329,144.2099180224029,0.5756890546592767,0.8154826200353767,0.059751223968609504,144.57953262402242,0.581072418139799,0.8115146062577534,0.061635125598077704,154.2740503448711,0.4977864157092889,0.7316402291627879,0.46573732876582175,0.9978852841470466,0.12152088179971879,0.14011402712199733,144.2099180224029,0.5756890546592767,0.8154826200353767,0.059751223968609504,144.57953262402242,0.581072418139799,0.8115146062577534,0.061635125598077704,0.9978852841470466,154.2740503448711,0.4977864157092889,0.7316402291627879,0.46573732876582175,1.0,0.0,0.0,0.0,0.0
